Obs,Year,Month,Day,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul,HatchDateJulYear,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition
35,1990,4,27,ZA,WEGO90,ZA WEGO90,695-20446,5/22/1990,142,5/22/1990,1990142,142,25,25,25,4/27/1990,117,1990117,F,21.9,33.1,14,13.4,73,11.2,150.08,226.735,39.9,54.8,139,84,41,380,0.13
38,1990,4,28,XC,UPPA90,XC UPPA90,695-20444,5/22/1990,142,5/22/1990,1990142,142,24,24,24,4/28/1990,118,1990118,F,17.9,31.3,12.6,11.7,68.7,13.4,156.78,190.1475,37.4,53.9,125,66,19,292,0.12
64,1991,4,21,ML,LOWL91,ML LOWL91,695-20478,5/15/1991,135,5/15/1991,1991135,135,24,25.5,26,4/21/1991,111,1991111,F,22.3,35.6,14.6,15.4,74.8,13.3,204.82,267,39.2,60.5,153,96,55,367,0.12
118,1991,4,28,OH,WILG91,OH WILG91,695-73532,5/28/1991,148,5/28/1991,1991148,148,30,25.8,26,4/28/1991,118,1991118,F,23.5,37.3,14.4,14.5,78.5,13.8,200.1,269.4925,41.2,60.8,169,105,57,400,0.12
127,1991,5,4,XY,WINT91,XY WINT91,695-73540,5/29/1991,149,5/29/1991,1991149,149,25,25,25,5/4/1991,124,1991124,F,21.3,32.8,13.9,13.7,73.1,11.5,157.55,226.32,40.3,56.8,156,104,47,320,0.12
143,1992,4,18,DQ,BROT92,DQ BROT92,695-73561,5/12/1992,133,5/12/1992,1992133,133,24,24.9,25,4/18/1992,109,1992109,F,22.2,34.1,14,12.7,74.8,11.9,151.13,227.6175,40.7,61.5,143,87,40,405,0.12
171,1992,4,26,FN,SEWR92,FN SEWR92,695-73582,5/21/1992,142,5/21/1992,1992142,142,25,25,25,4/26/1992,117,1992117,F,21.5,32.8,14.1,13.1,73.7,11.3,148.03,223.04,40.9,58.4,156,96,47,375,0.12
183,1992,4,27,QC,HART92,QC HART92,695-73593,5/25/1992,146,5/25/1992,1992146,146,28,27.2,27,4/27/1992,118,1992118,F,23.7,35.8,13,13,79.5,12.1,157.3,232.7,43.7,59.9,181,125,77,405,0.12
214,1992,4,28,VW,WEGO92,VW WEGO92,685-80324,5/27/1992,148,5/27/1992,1992148,148,29,27.3,27,4/28/1992,119,1992119,F,24.8,38.8,13.4,12.4,79.4,14,173.6,250.26,40.6,59.1,193,123,80,350,0.12
208,1992,4,28,PC,GENR92,PC GENR92,685-80318,5/27/1992,148,5/27/1992,1992148,148,29,29,29,4/28/1992,119,1992119,F,23.4,35.2,12.7,13,76.6,11.8,153.4,226.16,41.4,57.9,198,133,87,400,0.13
232,1992,5,6,OC,REIS92,OC REIS92,685-80343,6/3/1992,155,6/3/1992,1992155,155,28,26.9,27,5/6/1992,127,1992127,F,23.9,36.9,13,12.8,79.9,13,166.4,238.005,43,59.6,189,125,68,398,0.12
252,1993,4,21,SI,KAYS93,SI KAYS93,685-80367,5/20/1993,140,5/20/1993,1993140,140,29,27,27,4/21/1993,111,1993111,F,24.6,37.2,12.5,12.8,79.4,12.6,161.28,235.29,42.2,60.5,182,124,73,395,0.12
253,1993,4,26,TH,SWEG93,TH SWEG93,685-80368,5/20/1993,140,5/20/1993,1993140,140,24,24,24,4/26/1993,116,1993116,F,21.2,31.8,13.1,12.1,71,10.6,128.26,200.34,39.2,56.9,146,90,48,340,0.12
258,1993,4,27,ZB,PARP93,ZB PARP93,685-80374,5/21/1993,141,5/21/1993,1993141,141,24,25.1,25,4/27/1993,117,1993117,F,19.5,30.7,12.7,13.1,69.5,11.2,146.72,198.015,38.8,55.9,145,88,45,350,0.13
289,1993,5,1,OA,WILG93,OA WILG93,685-80405,5/27/1993,147,5/27/1993,1993147,147,26,26,26,5/1/1993,121,1993121,F,25.1,36,13.1,13.2,80.4,10.9,143.88,236.7,44.4,60,187,128,75,410,0.12
304,1993,5,6,DK,LISH93,DK LISH93,685-80420,6/1/1993,152,6/1/1993,1993152,152,26,26,26,5/6/1993,126,1993126,F,22.4,33.7,12.4,13.4,74.6,11.3,151.42,217.365,40.9,59.2,165,103,52,345,0.12
316,1993,5,13,LC,LIBE93,LC LIBE93,685-80428,6/7/1993,158,6/7/1993,1993158,158,25,26,26,5/13/1993,133,1993133,F,21.4,34.1,12.8,12.5,74.7,12.7,158.75,215.6825,40.6,58.3,163,105,61,335,0.12
315,1993,5,13,KD,LIBE93,KD LIBE93,685-80427,6/7/1993,158,6/7/1993,1993158,158,25,26.8,27,5/13/1993,133,1993133,F,21.6,32.7,12.7,12,75.4,11.1,133.2,201.9225,42.7,61.5,175,120,71,375,0.12
348,1994,4,20,BK,SPRU94,BK SPRU94,685-80463,5/19/1994,139,5/19/1994,1994139,139,29,24.9,25,4/20/1994,110,1994110,F,20.3,31.6,11.7,12.2,70.6,11.3,137.86,188.81,39,59.2,148,89,37,330,0.12
362,1994,4,22,QV,HART94,QV HART94,685-80478,5/20/1994,140,5/20/1994,1994140,140,28,28,28,4/22/1994,112,1994112,F,22.7,32.2,11.4,11,76.4,9.5,104.5,180.32,44.2,60.2,190,127,78,372,0.12
364,1994,4,22,ST,HART94,ST HART94,685-80480,5/20/1994,140,5/20/1994,1994140,140,28,28,28,4/22/1994,112,1994112,F,22.6,33.6,11.9,12.1,77.5,11,133.1,201.6,43.9,60.7,194,131,76,380,0.12
371,1994,4,24,ZM,MART94,ZM MART94,685-80487,5/20/1994,140,5/20/1994,1994140,140,26,25.8,26,4/24/1994,114,1994114,F,22.8,35,12.8,13.1,76.3,12.2,159.82,226.625,41.3,60.6,162,105,54,367,0.12
385,1994,4,26,WO,WEGO94,WO WEGO94,925-45610,5/24/1994,144,5/24/1994,1994144,144,28,28.7,29,4/26/1994,116,1994116,F,24,34.9,12.6,12.9,78.6,10.9,140.61,222.4875,43.7,61,201,141,96,350,0.12
405,1994,5,8,RS,BURL94,RS BURL94,925-45631,6/3/1994,154,6/3/1994,1994154,154,26,25.3,25,5/8/1994,128,1994128,F,21.7,32.2,11.1,12.2,73.2,10.5,128.1,187.565,41,56.3,147,95,47,353,0.13
474,1995,4,25,VL,DART95,VL DART95,925-62207,5/25/1995,145,5/25/1995,1995145,145,30,27,27,4/25/1995,115,1995115,F,25.2,36.5,14.5,14.8,82.3,11.3,167.24,267.3625,45.8,65,186,124,73,422,0.12
455,1995,4,27,CE,WAHA95,CE WAHA95,925-45688,5/22/1995,142,5/22/1995,1995142,142,25,25.1,25,4/27/1995,117,1995117,F,20.9,31.6,13.5,12.6,74.7,10.7,134.82,206.19,43.1,59.8,149,92,43,395,0.12
487,1995,5,5,IX,MUDD95,IX MUDD95,925-62220,6/1/1995,152,6/1/1995,1995152,152,27,26.7,27,5/5/1995,125,1995125,F,25,37.2,12.9,14.1,79.7,12.2,172.02,251.1,42.5,61.1,182,124,66,390,0.12
570,1997,4,20,MP,JSUP97,MP JSUP97,925-62309,5/15/1997,135,5/15/1997,1997135,135,25,25.6,26,4/20/1997,110,1997110,F,22.3,35.6,13.1,13.3,78,13.3,176.89,234.96,42.4,60.4,159,100,54,390,0.12
638,1998,4,16,J0,JSUP98,J0 JSUP98,925-62381,5/15/1998,135,5/15/1998,1998135,135,29,26.7,27,4/16/1998,106,1998106,F,23.3,34,12.9,12.8,75.4,10.7,136.96,218.45,41.4,59.1,176,123,65,345,0.12
635,1998,4,16,G7,JSUP98,G7 JSUP98,925-62378,5/15/1998,135,5/15/1998,1998135,135,29,27.8,28,4/16/1998,106,1998106,F,24.9,38,12.3,13,79.2,13.1,170.3,240.35,41.2,58,195,137,82,358,0.12
636,1998,4,16,H8,JSUP98,H8 JSUP98,925-62379,5/15/1998,135,5/15/1998,1998135,135,29,27.8,28,4/16/1998,106,1998106,F,24.7,37.6,10.9,12.7,80.6,12.9,163.83,221.84,43,60,197,133,84,370,0.12
639,1998,4,16,K1,JSUP98,K1 JSUP98,925-62382,5/15/1998,135,5/15/1998,1998135,135,29,27.6,28,4/16/1998,106,1998106,F,25.9,39.5,11.9,13.3,81.7,13.6,180.88,248.85,42.2,58.8,192,133,81,405,0.13
650,1998,4,21,V2,DBAR98,V2 DBAR98,925-62392,5/19/1998,139,5/19/1998,1998139,139,28,28,28,4/21/1998,111,1998111,F,24,35.3,12.8,13.2,79.3,11.3,149.16,229.45,44,60.7,176,122,70,415,0.12
653,1998,4,23,Y5,HABL98,Y5 HABL98,925-62395,5/19/1998,139,5/19/1998,1998139,139,26,25.4,25,4/23/1998,113,1998113,F,22.9,35.3,12.3,13.1,76.9,12.4,162.44,224.155,41.6,62.9,153,95,52,440,0.12
670,1998,4,27,M4,HANS98,M4 HANS98,805-08909,5/22/1998,142,5/22/1998,1998142,142,25,24.8,25,4/27/1998,117,1998117,F,21.2,33.3,12.6,12.9,72.2,12.1,156.09,212.2875,38.9,60.6,146,85,36,387,0.12
688,1998,4,28,B4,ROGO98,B4 ROGO98,805-08924,5/26/1998,146,5/26/1998,1998146,146,28,29,29,4/28/1998,118,1998118,F,24.4,36.3,12.5,13.6,80.3,11.9,161.84,236.8575,44,57.1,204,150,95,425,0.13
702,1998,4,30,U3,CCLI98,U3 CCLI98,805-08943,5/28/1998,148,5/28/1998,1998148,148,28,25.3,25,4/30/1998,120,1998120,F,21.3,32.6,12.5,11.9,71.2,11.3,134.47,198.86,38.6,57.1,149,99,44,320,0.12
713,1999,4,19,G0,KNOL99,G0 KNOL99,805-08949,5/18/1999,138,5/18/1999,1999138,138,29,25.4,25,4/19/1999,109,1999109,F,21,33.5,13.2,12.6,73.4,12.5,157.5,216.075,39.9,57.1,152,97,50,335,0.12
714,1999,4,19,I2,KNOL99,I2 KNOL99,805-08950,5/18/1999,138,5/18/1999,1999138,138,29,26.4,26,4/19/1999,109,1999109,F,22.8,35.9,13.3,12,77,13.1,157.2,227.0675,41.1,59,177,117,63,380,0.12
715,1999,4,19,H1,KNOL99,H1 KNOL99,805-08951,5/18/1999,138,5/18/1999,1999138,138,29,26.5,26,4/19/1999,109,1999109,F,24,36.8,13.7,13.6,78.4,12.8,174.08,251.16,41.6,59.1,169,117,65,415,0.13
708,1999,4,19,B5,MNDY99,B5 MNDY99,805-08953,5/17/1999,137,5/17/1999,1999137,137,28,26.9,27,4/19/1999,109,1999109,F,19.3,33.3,11.1,11.4,75.7,14,159.6,187.3125,42.4,58.6,177,118,75,350,0.12
720,1999,4,20,N7,HAPA99,N7 HAPA99,805-08960,5/18/1999,138,5/18/1999,1999138,138,28,26.4,26,4/20/1999,110,1999110,F,22.8,35.3,13.7,12.7,75.7,12.5,158.75,232.98,40.4,59.3,178,120,60,345,0.12
730,1999,4,21,X7,MMUR99,X7 MMUR99,085-08970,5/19/1999,139,5/19/1999,1999139,139,28,25.5,25,4/21/1999,111,1999111,F,21.2,34,12.3,13,73.1,12.8,166.4,215.05,39.1,53.1,160,103,46,295,0.13
728,1999,4,21,V5,HAWA99,V5 HAWA99,085-08968,5/19/1999,139,5/19/1999,1999139,139,28,26.5,27,4/21/1999,111,1999111,F,21.9,34.2,12.6,12.8,75.3,12.3,157.44,217.17,41.1,59.3,175,119,65,390,0.12
724,1999,4,22,R1,HAWA99,R1 HAWA99,085-08964,5/19/1999,139,5/19/1999,1999139,139,27,25.6,26,4/22/1999,112,1999112,F,21.4,34.2,13.5,13.2,74.5,12.8,168.96,228.285,40.3,59.6,157,100,52,393,0.12
735,1999,4,22,C7,CCPL99,C7 CCPL99,085-08975,5/20/1999,140,5/20/1999,1999140,140,28,26.4,26,4/22/1999,112,1999112,F,23.6,36.9,12.5,12.3,77.2,13.3,163.59,228.78,40.3,59.5,167,112,67,375,0.12
733,1999,4,22,A5,CCPL99,A5 CCPL99,085-08973,5/20/1999,140,5/20/1999,1999140,140,28,26.9,27,4/22/1999,112,1999112,F,24.4,37.3,12.8,14,77.6,12.9,180.6,249.91,40.3,58.9,177,120,73,395,0.12
734,1999,4,22,B6,CCPL99,B6 CCPL99,085-08974,5/20/1999,140,5/20/1999,1999140,140,28,27,27,4/22/1999,112,1999112,F,23.2,36.7,11.9,12.6,78.9,13.5,170.1,224.7875,42.2,61.6,177,119,76,410,0.12
740,1999,4,22,H2,MART99,H2 MART99,805-08980,5/20/1999,140,5/20/1999,1999140,140,28,28,28,4/22/1999,112,1999112,F,21.8,34.1,13.6,13,75.7,12.3,159.9,226.765,41.6,58.9,185,130,77,357,0.12
743,1999,4,22,K5,MART99,K5 MART99,805-08983,5/20/1999,140,5/20/1999,1999140,140,28,28,28,4/22/1999,112,1999112,F,22,35.9,13,12.9,77.3,13.9,179.31,232.4525,41.4,59.7,187,126,80,362,0.12
744,1999,4,23,L6,EHCR99,L6 EHCR99,805-08984,5/21/1999,141,5/21/1999,1999141,141,28,28,28,4/23/1999,113,1999113,F,23.8,37.5,13.2,12.9,79.2,13.7,176.73,244.6875,41.7,60.6,198,139,82,427,0.12
746,1999,4,23,N8,EHCR99,N8 EHCR99,805-08986,5/21/1999,141,5/21/1999,1999141,141,28,28,28,4/23/1999,113,1999113,F,24.4,36.6,13.5,13.2,77.5,12.2,161.04,244.305,40.9,59.4,194,136,86,400,0.12
736,1999,4,24,D8,HART99,D8 HART99,085-08976,5/20/1999,140,5/20/1999,1999140,140,26,26,26,4/24/1999,114,1999114,F,25.4,39.7,12.1,13.8,80.3,14.3,197.34,257.0575,40.6,58.2,189,128,80,395,0.13
737,1999,4,24,E9,HART99,E9 HART99,085-08977,5/20/1999,140,5/20/1999,1999140,140,26,26,26,4/24/1999,114,1999114,F,25.5,36.7,12.4,13.3,79,11.2,148.96,235.7975,42.3,58.8,181,123,74,375,0.12
738,1999,4,24,F0,HART99,F0 HART99,085-08978,5/20/1999,140,5/20/1999,1999140,140,26,26,26,4/24/1999,114,1999114,F,26,40.3,12.5,14.1,82,14.3,201.63,267.995,41.7,62.3,187,129,70,425,0.12
739,1999,4,24,G1,HART99,G1 HART99,085-08979,5/20/1999,140,5/20/1999,1999140,140,26,26,26,4/24/1999,114,1999114,F,23.5,36.1,13,12.9,78.6,12.6,162.54,233.7475,42.5,59.5,182,125,68,383,0.12
752,1999,4,27,T4,EPLN99,T4 EPLN99,805-08992,5/24/1999,144,5/24/1999,1999144,144,27,27,27,4/27/1999,117,1999117,F,23.1,35.5,12.2,12,77.5,12.4,148.8,214.775,42,59.1,185,125,70,402,0.12
754,1999,4,27,V6,EPLN99,V6 EPLN99,805-08994,5/24/1999,144,5/24/1999,1999144,144,27,27,27,4/27/1999,117,1999117,F,22.2,32.8,12.3,13.1,75.2,10.6,138.86,208.28,42.4,58.2,169,115,55,350,0.12
755,1999,4,27,W7,HABL99,W7 HABL99,805-08995,5/24/1999,144,5/24/1999,1999144,144,27,26.9,27,4/27/1999,117,1999117,F,22.8,37,12.7,12.8,78.1,14.2,181.76,235.875,41.1,61.6,181,122,72,453,0.12
759,1999,4,29,C8,HOMT99,C8 HOMT99,545-64985,5/26/1999,146,5/26/1999,1999146,146,27,27,27,4/29/1999,119,1999119,F,22,32.9,12.8,12.6,73.1,10.9,137.34,208.915,40.2,55.3,156,101,38,298,0.12
760,1999,4,29,D9,HOMT99,D9 HOMT99,545-64986,5/26/1999,146,5/26/1999,1999146,146,27,27,27,4/29/1999,119,1999119,F,24.6,36.6,12.3,12.6,78.2,12,151.2,227.835,41.6,58.3,175,119,63,360,0.12
761,1999,4,30,E0,CARD99,E0 CARD99,545-64987,5/26/1999,146,5/26/1999,1999146,146,26,26,26,4/30/1999,120,1999120,F,21.7,32.8,13,13.9,75.3,11.1,154.29,220.58,42.5,NA,162,108,60,358,?
762,1999,5,1,H3,CCLI99,H3 CCLI99,835-99501,5/31/1999,151,5/31/1999,1999151,151,30,27.2,27,5/1/1999,121,1999121,F,25,36.2,12.6,13.1,78,11.2,146.72,232.585,41.8,58.3,180,130,73,343,0.12
767,1999,5,5,M8,EDB299,M8 EDB299,835-99506,5/31/1999,151,5/31/1999,1999151,151,26,26,26,5/5/1999,125,1999125,F,23.7,36.7,14.5,13.2,79.2,13,171.6,254.1475,42.5,60.9,170,117,69,410,0.12
775,1999,5,8,T5,MANN99,T5 MANN99,835-99513,6/2/1999,153,6/2/1999,1999153,153,25,25.2,25,5/8/1999,128,1999128,F,19.9,29.7,11.8,11.4,69.2,9.8,111.72,172.26,39.5,51.4,149,98,38,260,0.12
778,1999,5,11,W8,BLAC99,W8 BLAC99,835-99516,6/7/1999,158,6/7/1999,1999158,158,27,25.9,26,5/11/1999,131,1999131,F,22.4,34.1,12.2,12.3,75.5,11.7,143.91,208.8625,41.4,59.1,161,108,57,290,0.11
822,2000,4,26,N1,HANS00,N1 HANS00,835-99556,5/24/2000,145,5/24/2000,2000145,145,28,27.5,27,4/26/2000,117,2000117,F,22.7,36.2,12.7,12.2,76.4,13.5,164.7,225.345,40.2,60.5,191,132,78,372,0.12
830,2000,5,3,U8,HAW200,U8 HAW200,835-99563,5/30/2000,151,5/30/2000,2000151,151,27,27,27,5/3/2000,124,2000124,F,24.1,38,13.8,13.8,81.2,13.9,191.82,262.2,43.2,63.9,182,120,68,439,0.12
874,2001,4,17,4B,KNOL01,4B KNOL01,835-99655,5/14/2001,134,5/14/2001,2001134,134,27,26.2,26,4/17/2001,107,2001107,F,21.8,35.6,12.4,11.7,73.8,13.8,161.46,214.49,38.2,56.9,168,113,62,315,0.12
875,2001,4,17,5C,KNOL01,5C KNOL01,835-99656,5/14/2001,134,5/14/2001,2001134,134,27,27,27,4/17/2001,107,2001107,F,22.6,35.1,11.9,12.7,75,12.5,158.75,215.865,39.9,55.4,180,125,72,319,0.12
876,2001,4,17,6D,KNOL01,6D KNOL01,835-99657,5/14/2001,134,5/14/2001,2001134,134,27,26.5,27,4/17/2001,107,2001107,F,21.5,33.6,12.4,12.1,72.9,12.1,146.41,205.8,39.3,55.1,176,120,63,320,0.12
863,2001,4,18,0H,EOCR01,0H EOCR01,835-99661,5/14/2001,134,5/14/2001,2001134,134,26,26.2,26,4/18/2001,108,2001108,F,22.1,35.3,12.3,13,75.5,13.2,171.6,223.2725,40.2,60.4,174,111,61,415,0.12
864,2001,4,18,1I,EOCR01,1I EOCR01,835-99662,5/14/2001,134,5/14/2001,2001134,134,26,25.9,26,4/18/2001,108,2001108,F,23.3,34.5,12.1,13.6,76.5,11.2,152.32,221.6625,42,61.1,165,106,58,395,0.12
866,2001,4,18,7E,EOCR01,7E EOCR01,835-99658,5/14/2001,134,5/14/2001,2001134,134,26,26,26,4/18/2001,108,2001108,F,23.9,36,12.7,13.7,77.2,12.1,165.77,237.6,41.2,59.8,170,106,60,410,0.12
867,2001,4,18,8F,EOCR01,8F EOCR01,835-99659,5/14/2001,134,5/14/2001,2001134,134,26,25.9,26,4/18/2001,108,2001108,F,23,33.9,12.2,12.8,75.6,10.9,139.52,211.875,41.7,59.5,165,108,57,392,0.12
868,2001,4,18,9G,EOCR01,9G EOCR01,835-99660,5/14/2001,134,5/14/2001,2001134,134,26,25.7,26,4/18/2001,108,2001108,F,23.8,36,12.5,13.1,76.6,12.2,159.82,230.4,40.6,60,163,104,54,395,0.12
879,2001,4,18,7O,LRIS01,7O LRIS01,835-99668,5/15/2001,135,5/15/2001,2001135,135,27,27,27,4/18/2001,108,2001108,F,22.7,34.6,12.7,13.3,75.7,11.9,158.27,224.9,41.1,63.1,188,127,69,363,0.11
912,2001,4,19,8P,WWCK01,8P WWCK01,835-99669,5/16/2001,136,5/16/2001,2001136,136,27,27.4,27,4/19/2001,109,2001109,F,22.2,35.5,11.7,13.3,80.5,13.3,176.89,221.875,45,61.6,187,129,78,460,0.13
911,2001,4,20,1S,WWCK01,1S WWCK01,835-99672,5/16/2001,136,5/16/2001,2001136,136,26,25.2,25,4/20/2001,110,2001110,F,19.6,33.2,12.2,12.4,73.9,13.6,168.64,204.18,40.7,57.4,151,95,42,365,0.12
910,2001,4,20,0R,WWCK01,0R WWCK01,835-99671,5/16/2001,136,5/16/2001,2001136,136,26,25.6,26,4/20/2001,110,2001110,F,21.3,35.4,12.2,13,77.2,14.1,183.3,223.02,41.8,60.7,162,103,51,405,0.12
843,2001,4,22,5W,BISA01,5W BISA01,835-99676,5/16/2001,136,5/16/2001,2001136,136,24,24.3,24,4/22/2001,112,2001112,F,18.7,30.4,12.3,12.1,68.5,11.7,141.57,185.44,38.1,58.1,128,71,25,322,0.12
840,2001,4,22,2T,BISA01,2T BISA01,835-99673,5/16/2001,136,5/16/2001,2001136,136,24,25.5,25,4/22/2001,112,2001112,F,21.7,32.7,13.3,12.2,73.9,11,134.2,208.4625,41.2,59.9,158,98,51,375,0.12
841,2001,4,22,3U,BISA01,3U BISA01,835-99674,5/16/2001,136,5/16/2001,2001136,136,24,25.6,26,4/22/2001,112,2001112,F,21,33.5,12.8,12.5,72.7,12.5,156.25,211.8875,39.2,59.5,160,99,53,380,0.12
859,2001,4,22,6X,CSWL01,6X CSWL01,835-99677,5/17/2001,137,5/17/2001,2001137,137,25,26.1,26,4/22/2001,112,2001112,F,20.1,32.2,12.2,11.9,72.9,12.1,143.99,194.005,40.7,60.2,160,109,61,355,0.12
860,2001,4,22,7Y,CSWL01,7Y CSWL01,835-99678,5/17/2001,137,5/17/2001,2001137,137,25,26,26,4/22/2001,112,2001112,F,19.8,32.9,12.1,11.8,72.8,13.1,154.58,196.5775,39.9,62.9,161,106,62,367,0.11
898,2001,4,24,4A,SWPG01,4A SWPG01,835-99680,5/17/2001,137,5/17/2001,2001137,137,23,23,23,4/24/2001,114,2001114,F,19.4,31.3,13.8,11.4,71.4,11.9,135.66,197.19,40.1,56.3,137,80,31,320,0.12
899,2001,4,24,5B,SWPG01,5B SWPG01,835-99681,5/17/2001,137,5/17/2001,2001137,137,23,23,23,4/24/2001,114,2001114,F,17.1,28.6,12,9.9,66.8,11.5,113.85,156.585,38.2,54.8,107,61,18,252,0.12
900,2001,4,24,8Z,SWPG01,8Z SWPG01,835-99679,5/17/2001,137,5/17/2001,2001137,137,23,23,23,4/24/2001,114,2001114,F,20.2,33.1,12.9,12.1,72.5,12.9,156.09,206.875,39.4,58.7,152,99,47,385,0.12
909,2001,4,24,YA-SB,WCEM01,YA-SB WCEM01,835-99684,5/18/2001,138,5/18/2001,2001138,138,24,24,24,4/24/2001,114,2001114,F,15.8,25.8,10.4,10.2,62.3,10,102,132.87,36.5,47.7,93,50,10,150,0.11
850,2001,4,24,5L,BROT01,5L BROT01,835-99692,5/22/2001,142,5/22/2001,2001142,142,28,25,25,4/24/2001,114,2001114,F,19.8,31.6,12,11,71.8,11.8,129.8,181.7,40.2,59.1,148,95,33,268,0.11
862,2001,4,24,9F,CUGO01,9F CUGO01,835-99686,5/21/2001,141,5/21/2001,2001141,141,27,26.9,27,4/24/2001,114,2001114,F,24.6,37.4,13.6,12.6,79.1,12.8,161.28,244.97,41.7,60.2,175,118,75,409,0.12
894,2001,4,25,6W,NOGO01,6W NOGO01,775-27203,5/25/2001,145,5/25/2001,2001145,145,30,28.2,28,4/25/2001,115,2001115,F,23,34.8,13.4,12.3,77.5,11.8,145.14,223.59,42.7,59.5,194,138,90,388,0.12
887,2001,4,26,2I,MNDY01,2I MNDY01,835-99689,5/21/2001,141,5/21/2001,2001141,141,25,25,25,4/26/2001,116,2001116,F,23,32.7,12.2,12.4,75.6,9.7,120.28,201.105,42.9,59.8,169,113,64,387,0.12
858,2001,4,26,9Z,CCPL01,9Z CCPL01,775-27206,5/25/2001,145,5/25/2001,2001145,145,29,26.5,26,4/26/2001,116,2001116,F,22.9,34.7,12.6,12.9,76.6,11.8,152.22,221.2125,41.9,59.2,177,120,62,382,0.12
856,2001,4,26,7X,CCPL01,7X CCPL01,775-27204,5/25/2001,145,5/25/2001,2001145,145,29,28,28,4/26/2001,116,2001116,F,24.1,37.5,12.7,12.4,78.5,13.4,166.16,235.3125,41,59.7,201,134,88,380,0.12
886,2001,4,27,1H,MNDY01,1H MNDY01,835-99688,5/21/2001,141,5/21/2001,2001141,141,24,24,24,4/27/2001,117,2001117,F,22.1,32.8,12,11.7,73.9,10.7,125.19,194.34,41.1,57.4,152,99,50,348,0.12
869,2001,4,27,6M,HOMS01,6M HOMS01,835-99693,5/23/2001,143,5/23/2001,2001143,143,26,26.2,26,4/27/2001,117,2001117,F,22.9,37.6,12.3,12.7,75.5,14.7,186.69,235,37.9,57.6,171,119,54,343,0.12
881,2001,4,28,1G,MIPI01,1G MIPI01,775-27213,5/28/2001,148,5/28/2001,2001148,148,30,26.4,26,4/28/2001,118,2001118,F,22.5,34,12.5,12.1,75.8,11.5,139.15,209.1,41.8,59.1,170,115,64,335,0.12
845,2001,4,28,6B,BRBI01,6B BRBI01,775-27208,5/25/2001,145,5/25/2001,2001145,145,27,27.2,27,4/28/2001,118,2001118,F,22.2,34.4,11.9,11.6,77.1,12.2,141.52,202.1,42.7,58.8,184,127,75,357,0.12
882,2001,4,28,2H,MIPI01,2H MIPI01,775-27214,5/28/2001,148,5/28/2001,2001148,148,30,28.8,29,4/28/2001,118,2001118,F,24.5,37.1,11.9,13.5,81.3,12.6,170.1,235.585,44.2,59,201,143,97,402,0.13
883,2001,4,28,9E,MIPI01,9E MIPI01,775-27211,5/28/2001,148,5/28/2001,2001148,148,30,29,29,4/28/2001,118,2001118,F,24.5,35.7,12.8,13.4,80,11.2,150.08,233.835,44.3,57,205,145,99,402,0.13
888,2001,4,29,0Q,NMUR01,0Q NMUR01,835-99697,5/24/2001,144,5/24/2001,2001144,144,25,25.2,25,4/29/2001,119,2001119,F,18.4,30.7,12.3,11.4,67.3,12.3,140.22,181.8975,36.6,51.4,147,95,41,277,0.13
890,2001,4,29,8O,NMUR01,8O NMUR01,835-99695,5/24/2001,144,5/24/2001,2001144,144,25,25.9,26,4/29/2001,119,2001119,F,19.6,31.1,12.9,12.4,69.5,11.5,142.6,196.7075,38.4,53.6,159,109,54,315,0.13
906,2001,5,4,6L,WARO01,6L WARO01,775-27218,5/31/2001,151,5/31/2001,2001151,151,27,26,26,5/4/2001,124,2001124,F,21.9,33.8,12.1,12.6,75.1,11.9,149.94,208.715,41.3,59.2,167,107,60,412,0.13
903,2001,5,4,3I,WARO01,3I WARO01,775-27215,5/31/2001,151,5/31/2001,2001151,151,27,27.1,27,5/4/2001,124,2001124,F,23.6,36,13.2,13.3,77.5,12.4,164.92,238.5,41.5,61.5,180,125,75,415,0.12
884,2001,5,10,3S,MMUR01,3S MMUR01,0975-15104,6/5/2001,156,6/5/2001,2001156,156,26,26.4,26,5/10/2001,130,2001130,F,22.7,36.7,13.7,14,77.6,14,196,254.1475,40.9,60.7,172,114,65,419,0.12
895,2001,5,10,0P,SWEG01,0P SWEG01,0975-15101,6/5/2001,156,6/5/2001,2001156,156,26,26.8,27,5/10/2001,130,2001130,F,23,37.1,13.8,12.6,79.1,14.1,177.66,244.86,42,58.7,180,122,70,400,0.13
897,2001,5,11,2R,SWEG01,2R SWEG01,0975-15103,6/5/2001,156,6/5/2001,2001156,156,25,25.9,26,5/11/2001,131,2001131,F,21.3,32.2,12.9,12.2,73.6,10.9,132.98,202.055,41.4,58.1,167,110,54,365,0.12
851,2001,5,19,6V,BRTN01,6V BRTN01,0975-15107,6/13/2001,164,6/13/2001,2001164,164,25,26,26,5/19/2001,139,2001139,F,23.4,35.1,11.7,12.9,74.4,11.7,150.93,215.865,39.3,56.3,161,106,60,352,0.13
