Date,Year,Name,NestName,ID,FieldAge,HatchDateJul,HatchDateJulYear,AllSex,CalcAge,BNT,BW,BD,TEC,Head,UB,UBS,TBS,Skull,Tarsus,Weight,MaxC1_11,MaxC12_22,MaxCIncubation,MinC1_11,MinC12_22,MinCIncubation,GDD10CSum1_11,GDD10CSum12_22,GDD10CSumIncubation,PrecipSum1_11,PrecipSum12_22,PrecipSumIncubation,MaxC6_19,MinC6_19,GDD10CSum6_19,PrecipSum6_19,MaxC8_22,MinC8_22,GDD10CSum8_22,PrecipSum8_22,UBSWeightRatio
4/21/1999,1999,Y8,MMUR99,Y8 MMUR99,28,111,1999111,M,25,20.6,12.2,12.1,33.5,72.7,12.9,156.09,203.5125,39.2,53.4,245,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,-41.94444444,47.22222222,-73.61111111,1.8796,0.8382,3.683,19.84126984,4.404761905,29.72222222,0.7874,19.77777778,5.185185185,37.22222222,0.8382,0.637102041
4/21/1999,1999,K4,STAD99,K4 STAD99,27,111,1999111,,27,19.3,12.4,12.1,33.2,71,13.9,168.19,203.35,37.8,52.3,245,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,-41.94444444,47.22222222,-73.61111111,1.8796,0.8382,3.683,19.84126984,4.404761905,29.72222222,0.7874,19.77777778,5.185185185,37.22222222,0.8382,0.686489796
4/18/2005,2005,AO-WS,TRUP05,AO-WS TRUP05,25,108,2005108,M,24.4,21.1,11,11.1,33.1,70.8,12,133.2,182.8775,37.7,55.4,245,17.02020202,13.13131313,14.06432749,2.575757576,1.161616162,0.058479532,-2.222222222,-31.38888889,-55.83333333,3.81,0.6858,7.7724,12.61904762,1.785714286,-39.16666667,4.0132,13.07407407,1.851851852,-38.05555556,1.016,0.543673469
4/24/2006,2006,ZP,NMUR06,ZP NMUR06,26,114,2006114,M,24.4,19.4,10.8,11.8,28.4,67.6,9,106.2,160.46,39.2,51,245,16.41414141,19.7979798,13.74269006,0.303030303,6.060606061,1.461988304,-18.05555556,32.22222222,-45.55555556,0.3048,2.8194,3.0734,19.32539683,3.095238095,16.94444444,2.7432,20.07407407,5.074074074,38.61111111,2.8194,0.433469388
5/6/2010,2010,A-SWO,WELM10,A-SWO WELM10,25,126,2010126,,24.8,21.2,12.4,13,33.7,73,12.5,162.5,213.995,39.3,53.3,245,15.80808081,23.98989899,16.75438596,3.98989899,10.45454545,4.210526316,-1.111111111,79.44444444,9.166666667,5.1562,0.5588,5.588,19.04761905,7.261904762,44.16666667,3.1242,22.03703704,9.407407407,85.83333333,1.3462,0.663265306
4/23/1996,1996,YG,CEME96,YG CEME96,24,114,1996114,,24,19.3,12,10.6,29.9,69.2,10.6,112.36,168.935,39.3,50.9,247,15.80808081,14.34343434,10.67251462,2.828282828,3.888888889,0.029239766,-7.5,-9.722222222,-88.33333333,5.1054,9.9314,8.1534,15.47619048,4.563492063,0.277777778,7.8486,14.96296296,3.962962963,-8.055555556,12.1666,0.454898785
4/29/2001,2001,1R,NMUR01,1R NMUR01,25,119,2001119,M,24.7,20,11.9,12.6,30.3,69.4,10.3,129.78,185.5875,39.1,50.2,248,22.67676768,19.94949495,15.70175439,5.555555556,6.262626263,2.543859649,45.27777778,34.16666667,-16.66666667,0.2286,1.3208,0.5588,21.94444444,6.111111111,56.38888889,1.1684,20.03703704,6.148148148,46.38888889,1.4986,0.523306452
4/23/1993,1993,HT,KNOL93,HT KNOL93,24,113,1993113,,24,18.2,11.9,11,28,67.6,9.8,107.8,160.3,39.6,51.4,250,16.51515152,23.03030303,12.01754386,2.97979798,7.222222222,1.34502924,-2.777777778,56.38888889,-63.05555556,3.937,1.7272,17.1196,21.86507937,6.746031746,60.27777778,1.7272,22.88888889,6.888888889,73.33333333,1.7272,0.4312
5/24/1993,1993,PY,SEC293,PY SEC293,25,144,1993144,,24.5,18.4,12.8,11.4,31.7,69.5,13.3,151.62,191.785,37.8,53,250,19.39393939,22.62626263,20.26315789,6.919191919,10.45454545,5.263157895,34.72222222,71.94444444,52.5,1.524,2.4384,3.0988,19.96031746,8.571428571,59.72222222,3.6068,21.11111111,9.259259259,77.77777778,3.429,0.60648
5/24/1993,1993,QX,SEC293,QX SEC293,25,144,1993144,,24.4,19.6,13.6,11.7,31,69.1,11.4,133.38,196.075,38.1,52.7,250,19.39393939,22.62626263,20.26315789,6.919191919,10.45454545,5.263157895,34.72222222,71.94444444,52.5,1.524,2.4384,3.0988,19.96031746,8.571428571,59.72222222,3.6068,21.11111111,9.259259259,77.77777778,3.429,0.53352
4/24/1997,1997,RK,CEME97,RK CEME97,26,114,1997114,,26,18,11.3,11.6,29.9,65.7,11.9,138.04,171.1775,35.8,45.4,250,16.76767677,15.15151515,9.824561404,1.919191919,3.787878788,-0.81871345,-7.222222222,-5.833333333,-104.4444444,2.2098,1.9812,1.27,15.71428571,3.253968254,-7.222222222,2.8194,16.2962963,4.222222222,3.888888889,2.8194,0.55216
4/24/2003,2003,8I,ECRI03,8I ECRI03,26,114,2003114,F,24.8,20,11.6,10.8,30.1,70.1,10.1,109.08,168.56,40,55.8,250,15.95959596,17.12121212,11.25730994,2.97979798,5.858585859,0.614035088,-5.833333333,16.38888889,-77.22222222,1.0414,3.9624,1.9558,19.24603175,5.674603175,34.44444444,3.937,17.22222222,5.444444444,20,4.6736,0.43632
4/22/2003,2003,0K,NEWC03,0K NEWC03,28,112,2003112,F,25.8,21.5,11.8,11.6,33.6,71.4,12.1,140.36,196.56,37.8,52.3,252,16.31313131,17.52525253,10.64327485,3.535353535,5.252525253,0.614035088,-0.833333333,15.27777778,-83.05555556,1.7018,3.7084,4.5974,18.13492063,4.761904762,20.27777778,1.9812,18.74074074,5.703703704,33.33333333,4.2418,0.556984127
5/8/1995,1995,KV,WECE95,KV WECE95,28,128,1995128,,28,20,13,10.8,32.7,71.1,12.7,137.16,194.565,38.4,53.1,255,17.52525253,20.45454545,14.85380117,6.767676768,7.070707071,2.485380117,23.61111111,41.38888889,-25.27777778,3.0988,1.905,1.27,19.88095238,7.896825397,54.44444444,1.8034,19.92592593,7.444444444,55.27777778,2.3368,0.537882353
4/23/1996,1996,LS,FAEL96,LS FAEL96,28,114,1996114,,26.1,21.5,10.9,12.5,29.2,74.2,7.7,96.25,170.82,45,50.2,255,15.80808081,14.34343434,10.67251462,2.828282828,3.888888889,0.029239766,-7.5,-9.722222222,-88.33333333,5.1054,9.9314,8.1534,15.47619048,4.563492063,0.277777778,7.8486,14.96296296,3.962962963,-8.055555556,12.1666,0.37745098
5/1/1998,1998,Y6,SECE98,Y6 SECE98,24,121,1998121,,24,21.5,12.9,11.4,32.4,73.1,10.9,124.26,196.83,40.7,54.9,255,19.6969697,24.39393939,15.55555556,11.61616162,9.393939394,2.894736842,62.22222222,75.83333333,-14.72222222,6.6548,0.4572,5.8166,22.53968254,10.43650794,90.83333333,5.2324,22.92592593,10.22222222,98.61111111,5.2324,0.487294118
4/22/2008,2008,LS,BIRC08,LS BIRC08,25,113,2008113,M,24.3,19.6,13.3,11.5,30.7,69.2,11.1,127.65,190.34,38.5,51,257,18.73737374,17.72727273,16.22807018,4.090909091,4.393939394,2.514619883,15.55555556,11.66666667,-11.94444444,4.445,1.1176,1.397,16.74603175,4.206349206,6.666666667,5.5626,15.88888889,3.333333333,-5.833333333,2.032,0.496692607
4/25/2012,2012,doa,TRAN12,doa TRAN12,24,116,2012116,,25,19.5,10.6,11.6,32.1,69.7,12.6,146.2,178.2,37.6,55.1,258,15.4040404,19.39393939,13.74269006,3.080808081,7.828282828,1.783625731,-8.333333333,39.72222222,-42.5,4.7752,2.6162,5.8928,18.84920635,6.626984127,38.33333333,5.4864,20.18518519,8.666666667,66.38888889,5.8674,0.566666667
5/8/1992,1992,LF,PWOD92,LF PWOD92,26,129,1992129,,26,17.8,13,11.6,29.6,66.3,11.8,136.88,182.04,36.7,49.2,260,20.90909091,19.64646465,15.73099415,8.737373737,3.686868687,4.18128655,53.05555556,18.33333333,-0.833333333,1.651,1.4224,6.5278,22.02380952,6.825396825,61.94444444,1.9558,19.62962963,5.592592593,39.16666667,2.3114,0.526461538
4/23/1993,1993,LP,STAD93,LP STAD93,25,113,1993113,,25,20.3,13.1,12.1,31,72,10.7,129.47,195.3,41,55.8,260,16.51515152,23.03030303,12.01754386,2.97979798,7.222222222,1.34502924,-2.777777778,56.38888889,-63.05555556,3.937,1.7272,17.1196,21.86507937,6.746031746,60.27777778,1.7272,22.88888889,6.888888889,73.33333333,1.7272,0.497961538
4/18/1995,1995,ZJ,LIBE95,ZJ LIBE95,28,108,1995108,,28,20.4,12.5,11.6,31.2,70.7,10.8,125.28,187.98,39.5,54.3,260,14.84848485,14.7979798,7.30994152,2.676767677,1.515151515,-3.479532164,-13.61111111,-20.27777778,-153.6111111,1.5748,0,4.1402,14.76190476,2.420634921,-19.72222222,1.1176,15.14814815,2,-21.38888889,1.1176,0.481846154
5/8/1999,1999,T5,MANN99,T5 MANN99,25,128,1999128,F,25.2,19.9,11.8,11.4,29.7,69.2,9.8,111.72,172.26,39.5,51.4,260,19.7979798,20.70707071,16.75438596,6.161616162,8.585858586,2.602339181,32.77777778,51.11111111,-6.111111111,0.8382,1.2192,1.905,20.95238095,7.698412698,60.55555556,0.9398,21.18518519,8.518518519,72.77777778,1.2192,0.429692308
4/10/2004,2004,49,YATI04,49 YATI04,28,101,2004101,F,27.2,23,12.6,12,36.1,76.5,13.1,157.2,222.015,40.4,60.6,260,14.09090909,16.31313131,8.976608187,0.555555556,5.505050505,0.380116959,-29.44444444,10,-101.1111111,6.1976,2.5908,3.6576,15.63492063,3.412698413,-6.666666667,3.7592,18,5.333333333,25,3.683,0.604615385
4/18/2005,2005,AW,TRUP05,AW TRUP05,25,108,2005108,M,25,21.5,11.6,11,33,75.1,11.5,126.5,186.45,42.1,58.5,260,17.02020202,13.13131313,14.06432749,2.575757576,1.161616162,0.058479532,-2.222222222,-31.38888889,-55.83333333,3.81,0.6858,7.7724,12.61904762,1.785714286,-39.16666667,4.0132,13.07407407,1.851851852,-38.05555556,1.016,0.486538462
5/1/2015,2015,ls,NDYC15,ls NDYC15,24,121,2015121,,25,19.9,12.3,11.6,32,70.7,12.1,140.4,191.2,38.7,54.3,262,24.34343434,21.36363636,14.64912281,9.242424242,9.04040404,0.730994152,74.72222222,57.22222222,-43.88888889,0.7874,5.3848,3.8608,24.36507937,11.70634921,112.5,6.1722,23.48148148,10.66666667,106.1111111,6.0198,0.535877863
4/17/1990,1990,FU,WAIT90,FU WAIT90,24,107,1990107,,24.2,19,13,12,31.9,68.1,12.9,154.8,199.375,36.2,47.8,263,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544,0.588593156
4/21/2000,2000,S5,NMUR00,S5 NMUR00,25,112,2000112,,24.8,18.2,11.6,12.1,28.3,66.9,10.1,122.21,167.6775,38.6,53.4,263,12.07070707,24.34343434,11.43274854,1.616161616,11.11111111,1.695906433,-34.72222222,85,-65.27777778,3.2004,4.4704,9.2456,19.76190476,6.507936508,43.88888889,1.4478,21.66666667,8.518518519,76.38888889,4.572,0.464676806
4/27/1998,1998,P7,NEEL98,P7 NEEL98,25,117,1998117,,24.3,19.7,11.8,12.2,30.1,68.8,10.4,126.88,180.6,38.7,50.7,265,17.12121212,22.52525253,14.26900585,6.818181818,10.25252525,2.280701754,21.66666667,70.27777778,-32.77777778,2.667,5.207,9.3472,20.1984127,10.5952381,75.55555556,7.0358,21.85185185,10.44444444,92.22222222,6.8072,0.478792453
6/1/2004,2004,LN,LRI204,LN LRI204,26,153,2004153,F,25.6,19.8,11.7,12.5,30.9,70.2,11.1,138.75,186.945,39.3,54.1,267,22.02020202,23.98989899,22.71929825,10.90909091,11.81818182,11.14035088,71.11111111,86.94444444,131.6666667,4.0132,1.524,11.7348,24.36507937,12.97619048,121.3888889,2.9464,24.59259259,12.14814815,125.5555556,3.1496,0.519662921
4/24/2001,2001,5L,BROT01,5L BROT01,28,114,2001114,F,25,19.8,12,11,31.6,71.8,11.8,129.8,181.7,40.2,59.1,268,21.66666667,21.46464646,15.32163743,4.141414141,5.95959596,3.070175439,31.94444444,40.83333333,-15.27777778,0,1.1684,1.8288,23.37301587,6.468253968,68.88888889,0.381,23.2962963,6.555555556,73.88888889,1.1684,0.484328358
4/21/2007,2007,UN,KAYS07,UN KAYS07,26,111,2007111,F,24.2,18.2,13.1,11,31.1,68.7,12.9,141.9,187.3775,37.6,54.3,268,17.67676768,19.84848485,6.34502924,3.939393939,4.393939394,-2.192982456,8.888888889,23.33333333,-150.5555556,2.3876,1.1684,6.1976,16.70634921,3.095238095,-1.388888889,2.2352,18.85185185,4.888888889,28.05555556,1.8542,0.529477612
5/1/1993,1993,AN,CARD93,AN CARD93,26,121,1993121,,24.9,20.6,13.2,12,33.4,72.4,12.8,153.6,210.42,39,52.2,270,22.72727273,18.68686869,14.29824561,7.171717172,4.595959596,2.894736842,54.44444444,18.05555556,-26.66666667,1.7272,1.6764,13.6652,21.38888889,5.714285714,49.72222222,1.9558,20.07407407,4.888888889,37.22222222,1.6764,0.568888889
4/27/1998,1998,N5,NEEL98,N5 NEEL98,25,117,1998117,,24.9,21.2,11.6,11.6,31.7,71.3,10.5,121.8,183.86,39.6,51.8,270,17.12121212,22.52525253,14.26900585,6.818181818,10.25252525,2.280701754,21.66666667,70.27777778,-32.77777778,2.667,5.207,9.3472,20.1984127,10.5952381,75.55555556,7.0358,21.85185185,10.44444444,92.22222222,6.8072,0.451111111
4/21/1999,1999,Z9,MMUR99,Z9 MMUR99,28,111,1999111,M,24.7,20,12.6,12.3,32.3,70.3,12.3,151.29,201.0675,38,52.6,270,13.58585859,21.06060606,12.13450292,-1.212121212,7.525252525,0.116959064,-41.94444444,47.22222222,-73.61111111,1.8796,0.8382,3.683,19.84126984,4.404761905,29.72222222,0.7874,19.77777778,5.185185185,37.22222222,0.8382,0.560333333
5/13/2002,2002,6T,STAD02,6T STAD02,26,133,2002133,F,25.9,20.9,11.2,11.9,33.6,70.1,12.7,151.13,194.04,36.5,51.9,270,12.82828283,23.58585859,14.76608187,2.222222222,9.646464646,2.426900585,-27.22222222,72.77777778,-26.66666667,9.7282,2.1082,6.477,18.29365079,5.634920635,27.5,2.9718,20.48148148,6.777777778,54.44444444,2.1082,0.559740741
5/19/2006,2006,SU,JUDD06,SU JUDD06,24,139,2006139,F,24.3,18.4,11.6,11.4,28.6,67.9,10.2,116.28,164.45,39.3,50.8,270,17.42424242,23.23232323,19.38596491,6.060606061,12.62626263,5.409356725,19.16666667,87.22222222,45.55555556,2.54,7.7724,3.6322,22.85714286,10.91269841,96.38888889,9.017,22.88888889,12.07407407,112.2222222,9.5504,0.430666667
5/8/2010,2010,L5,BUR210,L5 BUR210,25,128,2010128,F,24.8,21,11.1,11.7,30.9,73.4,9.9,115.83,176.13,42.5,56.5,270,15.35353535,25.55555556,17.74853801,3.585858586,12.02020202,4.649122807,-5.833333333,96.66666667,22.77777778,3.5814,0.6096,6.1722,21.42857143,9.087301587,73.61111111,1.3462,24.2962963,10.85185185,113.6111111,0.6096,0.429
5/1/2012,2012,7V,SMU212,7V SMU212,24,122,2012122,,24.4,19.3,10.6,11.1,31.4,70.6,12.1,134.3,170.3,39.2,53.4,270,18.98989899,23.18181818,14.21052632,7.676767677,8.333333333,1.812865497,36.66666667,63.33333333,-37.77777778,5.4864,0.9398,7.1628,19.8015873,6.746031746,45.83333333,2.6162,21.48148148,8.222222222,72.77777778,2.6162,0.497407407
6/5/2002,2002,7J,SIS202,7J SIS202,24,156,2002156,F,24.4,19.4,11.1,11.3,31.4,69.1,12,135.6,175.84,37.7,53.8,272,23.33333333,25.50505051,19.23976608,12.72727273,13.63636364,6.315789474,88.33333333,105.2777778,52.77777778,8.9154,5.0546,4.4196,24.16666667,13.37301587,122.7777778,7.874,24.92592593,14.11111111,142.7777778,8.4074,0.498529412
5/4/1991,1991,TC,WPAR91,TC WPAR91,25,124,1991124,,25,21.5,14.6,13.1,33.3,73.9,11.8,154.58,230.6025,40.6,59,275,18.68686869,26.16161616,15.38011696,5.909090909,10.80808081,4.18128655,25.27777778,93.33333333,-4.166666667,1.397,2.1336,5.8674,23.45238095,8.214285714,81.66666667,2.5654,25.88888889,10.37037037,121.9444444,2.159,0.562109091
5/13/1993,1993,MB,LIBE93,MB LIBE93,25,133,1993133,,25,18.1,12.7,11.8,27.3,66.8,9.2,108.56,167.2125,39.5,53.3,275,17.57575758,19.39393939,21.43274854,3.98989899,6.919191919,5.906432749,8.611111111,34.72222222,69.72222222,1.6764,1.524,3.683,18.49206349,6.071428571,31.94444444,1.8796,18.40740741,5.888888889,32.22222222,2.54,0.394763636
5/8/1995,1995,JW,WECE95,JW WECE95,28,128,1995128,,28,20.8,13.1,11.5,32.3,71.5,11.5,132.25,198.645,39.2,55.1,275,17.52525253,20.45454545,14.85380117,6.767676768,7.070707071,2.485380117,23.61111111,41.38888889,-25.27777778,3.0988,1.905,1.27,19.88095238,7.896825397,54.44444444,1.8034,19.92592593,7.444444444,55.27777778,2.3368,0.480909091
5/11/1996,1996,PN,ECRI96,PN ECRI96,24,132,1996132,,25.1,20.2,12.3,11.8,33.1,69.4,12.9,152.22,199.4275,36.3,52.4,275,20.3030303,17.92929293,15.87719298,8.080808081,5.404040404,4.035087719,46.11111111,18.33333333,-0.833333333,7.2136,2.8194,10.668,21.23015873,9.404761905,74.44444444,3.3528,21.25925926,8.074074074,70,3.3528,0.553527273
5/22/2005,2005,QB,HNES05,QB HNES05,24,142,2005142,,24.5,21.5,13.2,12.5,29.4,73.3,7.9,98.75,188.895,43.9,57.5,275,18.08080808,28.73737374,17.63157895,6.464646465,15.90909091,3.245614035,25,135.5555556,8.333333333,2.1336,2.3876,0.9398,24.8015873,10.75396825,108.8888889,2.5654,26.66666667,13.25925926,149.4444444,3.0226,0.359090909
4/27/2011,2011,U2,CARE11,U2 CARE11,25,117,2011117,M,25.5,21.6,12.2,11.6,33.2,72.3,11.6,134.6,197.5,39.1,55.8,275,16.91919192,18.63636364,13.47953216,6.565656566,7.121212121,3.362573099,19.16666667,31.66666667,-30,6.4516,5.9436,11.0744,17.53968254,6.071428571,25.27777778,2.286,16.96296296,5.888888889,21.38888889,7.7978,0.489454545
4/20/2012,2012,3I,BREN12,3I BREN12,25,111,2012111,,24.5,18.9,12.7,13,30.8,68.5,11.9,154.7,197.9,37.7,53.2,275,11.66666667,18.98989899,13.42105263,0.606060606,7.676767677,0.497076023,-42.5,36.66666667,-57.77777778,6.35,5.4864,1.7272,15.91269841,3.650793651,-3.055555556,5.5118,16.96296296,4.888888889,13.88888889,6.4008,0.562545455
4/26/2013,2013,8T,SSAP13,8T SSAP13,26,116,2013116,F,26,19.7,11.3,11,31.8,71.4,12.1,133.1,177.3,39.6,54.7,275,19.44444444,19.14141414,13.74269006,5.303030303,6.111111111,2.543859649,26.11111111,28.88888889,-35.27777778,0.2794,1.397,6.2992,20.07936508,6.547619048,46.38888889,1.3462,20.25925926,6.148148148,48.05555556,1.397,0.484
4/25/2015,2015,BV ,BYWY15,BV  BYWY15,24,115,2015115,,24.5,19.4,12.3,11.7,31.2,70,11.8,138.1,187.2,38.8,51.8,275,15.85858586,23.78787879,13.12865497,2.121212121,10.80808081,0.643274854,-11.11111111,80.27777778,-59.16666667,0,3.2512,7.3914,24.24603175,9.126984127,93.61111111,2.4638,23.33333333,9.407407407,95.55555556,3.2512,0.502181818
5/4/1991,1991,VA,WINT91,VA WINT91,25,124,1991124,M,25,22,15.1,13.4,34.9,75.2,12.9,172.86,248.6625,40.3,59,277,18.68686869,26.16161616,15.38011696,5.909090909,10.80808081,4.18128655,25.27777778,93.33333333,-4.166666667,1.397,2.1336,5.8674,23.45238095,8.214285714,81.66666667,2.5654,25.88888889,10.37037037,121.9444444,2.159,0.624043321
4/28/1995,1995,OS,WSAP95,OS WSAP95,26,118,1995118,,26,19.3,11.8,11.4,30.3,68.9,11,125.4,175.74,38.6,52,277,15.80808081,17.52525253,12.13450292,2.272727273,7.676767677,0.643274854,-10.55555556,28.61111111,-68.61111111,1.0922,3.1496,3.9878,16.74603175,4.920634921,11.66666667,3.048,17.07407407,6.037037037,23.33333333,3.1496,0.452707581
4/28/1995,1995,QQ,WSAP95,QQ WSAP95,26,118,1995118,,26,19.4,11.6,11.6,32,70.8,12.6,146.16,185.6,38.8,54,277,15.80808081,17.52525253,12.13450292,2.272727273,7.676767677,0.643274854,-10.55555556,28.61111111,-68.61111111,1.0922,3.1496,3.9878,16.74603175,4.920634921,11.66666667,3.048,17.07407407,6.037037037,23.33333333,3.1496,0.52765343
4/29/2001,2001,0Q,NMUR01,0Q NMUR01,25,119,2001119,F,25.2,18.4,12.3,11.4,30.7,67.3,12.3,140.22,181.8975,36.6,51.4,277,22.67676768,19.94949495,15.70175439,5.555555556,6.262626263,2.543859649,45.27777778,34.16666667,-16.66666667,0.2286,1.3208,0.5588,21.94444444,6.111111111,56.38888889,1.1684,20.03703704,6.148148148,46.38888889,1.4986,0.506209386
4/25/1995,1995,UN,YATE95,UN YATE95,24,115,1995115,,24.8,20.1,12.3,12.2,28.6,69,8.5,103.7,175.175,40.4,51.7,280,15.45454545,16.66666667,9.970760234,2.97979798,5.151515152,-1.052631579,-8.611111111,10,-105.2777778,1.1176,3.048,3.2512,15.67460317,3.293650794,-7.222222222,2.667,16.55555556,4.62962963,8.888888889,3.048,0.370357143
4/25/1998,1998,G8,NDYC98,G8 NDYC98,25,115,1998115,,24.3,20.4,12,12,32.3,69,11.9,142.8,193.8,36.7,55.9,280,16.21212121,21.21212121,14.67836257,5.303030303,10.2020202,2.16374269,8.333333333,62.77777778,-30,2.7432,5.207,8.5598,19.72222222,10.1984127,69.44444444,7.0612,20.7037037,10.55555556,84.44444444,7.0358,0.51
5/1/2013,2013,0K,BIRN13,0K BIRN13,24,121,2013121,F,24.8,19.1,12,12.1,30.7,70.1,11.6,140.4,185,39.4,53.4,280,22.12121212,19.6969697,14.38596491,7.777777778,6.717171717,2.953216374,54.44444444,35.27777778,-25.27777778,1.2954,1.016,4.6228,19.4047619,5.714285714,35.83333333,1.397,20.14814815,7.666666667,58.61111111,2.3114,0.501428571
5/18/2014,2014,LO,LEOP14,LO LEOP14,27,138,2014138,,26,21.9,12.2,12.3,34.4,75.1,12.5,153.8,210.7,40.7,55.2,280,20.2020202,22.07070707,18.88888889,8.03030303,8.98989899,6.695906433,45.27777778,60.83333333,53.05555556,1.3208,0.254,10.3886,22.46031746,9.444444444,83.33333333,0.8636,22.81481481,9.148148148,89.72222222,0.8382,0.549285714
4/30/1991,1991,GP,CLOV91,GP CLOV91,24,120,1991120,,25.6,21.1,14.5,12.3,31.9,72.2,10.8,132.84,213.73,40.3,57.5,282,16.76767677,24.84848485,13.80116959,5.252525253,8.484848485,3.157894737,11.11111111,73.33333333,-28.88888889,2.5654,2.159,6.5278,22.1031746,7.46031746,66.94444444,3.5306,22.25925926,7.703703704,74.72222222,3.5306,0.47106383
6/6/1997,1997,UT,UTIC97,UT UTIC97,24,157,1997157,,24.6,20.4,11.1,11.5,30.3,69.7,9.9,113.85,171.195,39.4,57.3,282,24.49494949,26.56565657,18.65497076,9.848484848,15.25252525,6.432748538,78.88888889,120,48.33333333,1.2954,5.9436,6.604,25.75396825,13.0952381,131.9444444,3.5052,25.85185185,13.81481481,147.5,7.0104,0.403723404
4/27/2013,2013,0V,SSAP13,0V SSAP13,25,117,2013117,F,25.3,19.6,11.5,11.1,31.7,71.2,12.1,134.3,179.1,39.5,52.8,282,20.25252525,18.58585859,13.39181287,5.95959596,5.555555556,2.30994152,34.16666667,22.77777778,-40.83333333,0.2286,1.397,6.2992,19.72222222,6.23015873,41.66666667,1.3462,19.77777778,5.666666667,40.83333333,1.397,0.476241135
4/27/2006,2006,RW,ARRO06,RW ARRO06,26,117,2006117,M,24.8,19.3,12.5,11.3,30.6,70.6,11.3,127.69,182.07,40,53.6,283,17.72727273,19.29292929,14.8245614,0.555555556,7.575757576,1.783625731,-9.444444444,37.77777778,-32.22222222,0.0762,3.3528,2.0828,19.92063492,5.198412698,35.83333333,2.8194,19.03703704,6.296296296,40,3.429,0.451201413
5/8/2010,2010,K4,DAWA10,K4 DAWA10,25,128,2010128,M,24.9,21.1,13,13.1,31.2,73.5,10.1,132.31,203.58,42.3,55.1,284,15.35353535,25.55555556,17.74853801,3.585858586,12.02020202,4.649122807,-5.833333333,96.66666667,22.77777778,3.5814,0.6096,6.1722,21.42857143,9.087301587,73.61111111,1.3462,24.2962963,10.85185185,113.6111111,0.6096,0.465880282
4/28/1996,1996,PO,FOHO96,PO FOHO96,24,119,1996119,,24,19.5,11.5,12,30.7,69,11.2,134.4,180.3625,38.3,54.9,285,14.34343434,17.12121212,13.1871345,3.080808081,6.565656566,1.754385965,-14.16666667,20.27777778,-48.05555556,3.9878,8.6868,9.3218,14.84126984,4.007936508,-8.055555556,9.9314,16.03703704,5.481481481,11.38888889,10.1092,0.471578947
4/18/2002,2002,3H,NEEL02,3H NEEL02,27,108,2002108,F,24.6,18.2,11.9,11.4,29.6,68.6,11.4,129.96,172.42,39,51.4,285,15,15.75757576,14.70760234,2.676767677,3.080808081,2.719298246,-12.77777778,-6.388888889,-24.44444444,2.0066,3.2004,4.191,12.26190476,-0.079365079,-54.72222222,3.6576,14.59259259,2,-25.55555556,4.8514,0.456
4/21/2005,2005,UA,MCUN05,UA MCUN05,29,111,2005111,M,26.2,19.2,11.1,11.2,32.5,71.2,13.3,148.96,181.1875,38.7,50.3,285,14.24242424,16.66666667,15.55555556,2.171717172,2.727272727,-0.058479532,-19.72222222,-3.333333333,-42.77777778,4.0894,0.4064,7.9248,13.57142857,1.984126984,-31.11111111,0.889,15.85185185,2.777777778,-10.27777778,0.8128,0.522666667
4/21/2005,2005,VZ,MCUN05,VZ MCUN05,29,111,2005111,F,26.1,18,10.2,12.3,31.3,68.6,13.3,163.59,176.0625,37.3,50.4,285,14.24242424,16.66666667,15.55555556,2.171717172,2.727272727,-0.058479532,-19.72222222,-3.333333333,-42.77777778,4.0894,0.4064,7.9248,13.57142857,1.984126984,-31.11111111,0.889,15.85185185,2.777777778,-10.27777778,0.8128,0.574
5/1/1995,1995,TN,PAHA95,TN PAHA95,24,121,1995121,,24.2,17.3,12.6,10.9,27.4,66,10.1,110.09,160.975,38.6,53.1,286,15.3030303,19.14141414,13.21637427,2.575757576,7.727272727,1.842105263,-11.66666667,37.77777778,-46.94444444,0.508,2.8194,3.2004,16.98412698,5.912698413,20.27777778,3.1496,18.03703704,6.481481481,33.88888889,3.3274,0.38493007
4/22/2005,2005,WY,NBUR05,WY NBUR05,28,112,2005112,M,25.5,19.9,10.7,9.9,33.7,73.3,13.8,136.62,173.555,39.6,49.4,287,13.13131313,16.31313131,15.73099415,2.121212121,2.373737374,-0.321637427,-26.11111111,-7.222222222,-43.61111111,3.6322,0.381,2.2352,14.52380952,2.301587302,-22.22222222,0.8636,15.25925926,2.259259259,-18.61111111,0.6858,0.476027875
4/19/2005,2005,MK,STAD05,MK STAD05,27,109,2005109,M,25.3,21.3,11.9,12,34.4,71.7,13.1,157.2,205.54,37.3,53.5,287,16.21212121,13.98989899,14.41520468,2.222222222,1.868686869,0.116959064,-8.611111111,-22.77777778,-51.94444444,3.81,0.6858,7.7724,12.65873016,1.825396825,-38.61111111,2.9972,14.11111111,2.259259259,-27.22222222,0.889,0.547735192
