"Date","HatchDateJulYear","Year","NestName","ID","FieldAge","AllSex","CalcAge","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight","Head","WingChord","Primary7","TailLength","MaxC1_11","MaxC12_22","MaxCIncubation","MinC1_11","MinC12_22","MinCIncubation","GDD10CSum1_11","GDD10CSum12_22","GDD10CSumIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","MaxC6_19","MinC6_19","GDD10CSum6_19","PrecipSum6_19","MaxC8_22","MinC8_22","GDD10CSum8_22","PrecipSum8_22"
"1989-04-22",1989112,1989,"ALEX89","BSWG ALEX89",26,"",25.7,23.2,12.9,13.8,39,15.8,218.04,260.325,41.7,61,400,80.7,160,105,50,13.0808080808081,11.8181818181818,10.5263157894737,0.303030303030303,4.94949494949495,-0.292397660818713,-36.3888888888889,-17.7777777777778,-92.7777777777778,3.048,9.0932,2.2606,13.6904761904762,3.92857142857143,-16.6666666666666,6.9596,12.8518518518518,5.18518518518519,-14.7222222222222,12.1412
"1989-04-22",1989112,1989,"ALEX89","GSWG ALEX89",26,"",25.5,22.2,12.2,13.2,34,11.8,155.76,215.9,41.5,59.6,350,75.5,160,100,50,13.0808080808081,11.8181818181818,10.5263157894737,0.303030303030303,4.94949494949495,-0.292397660818713,-36.3888888888889,-17.7777777777778,-92.7777777777778,3.048,9.0932,2.2606,13.6904761904762,3.92857142857143,-16.6666666666666,6.9596,12.8518518518518,5.18518518518519,-14.7222222222222,12.1412
"1989-04-22",1989112,1989,"ALEX89","WSWG ALEX89",26,"",26.1,23.6,12.6,13.9,38.1,14.5,201.55,252.4125,42.2,60.2,410,80.3,170,117,52,13.0808080808081,11.8181818181818,10.5263157894737,0.303030303030303,4.94949494949495,-0.292397660818713,-36.3888888888889,-17.7777777777778,-92.7777777777778,3.048,9.0932,2.2606,13.6904761904762,3.92857142857143,-16.6666666666666,6.9596,12.8518518518518,5.18518518518519,-14.7222222222222,12.1412
"1989-04-22",1989112,1989,"ALEX89","YSWG ALEX89",26,"",25.3,22,12.9,13.2,34,12,158.4,221.85,42.2,59,330,76.2,155,93,50,13.0808080808081,11.8181818181818,10.5263157894737,0.303030303030303,4.94949494949495,-0.292397660818713,-36.3888888888889,-17.7777777777778,-92.7777777777778,3.048,9.0932,2.2606,13.6904761904762,3.92857142857143,-16.6666666666666,6.9596,12.8518518518518,5.18518518518519,-14.7222222222222,12.1412
"1989-05-05",1989125,1989,"WSAP89","BSGY WSAP89",26,"",25.9,23.5,12.8,14.9,36.4,12.9,192.21,252.07,45.1,63.9,448,81.5,165,113,52,13.2323232323232,23.4343434343434,13.0701754385965,5.50505050505051,10.1515151515152,0.935672514619883,-6.94444444444443,74.7222222222222,-56.9444444444445,9.0678,3.8862,3.6322,20.0396825396825,8.57142857142858,60.2777777777778,7.9248,20.9259259259259,9.07407407407408,75,4.5212
"1989-05-05",1989125,1989,"WSAP89","GSGY WSAP89",26,"",26.1,22.2,13.1,13.8,37.8,15.6,215.28,254.205,40.4,61.8,438,78.2,167,114,57,13.2323232323232,23.4343434343434,13.0701754385965,5.50505050505051,10.1515151515152,0.935672514619883,-6.94444444444443,74.7222222222222,-56.9444444444445,9.0678,3.8862,3.6322,20.0396825396825,8.57142857142858,60.2777777777778,7.9248,20.9259259259259,9.07407407407408,75,4.5212
"1989-05-05",1989125,1989,"WSAP89","WSGY WSAP89",26,"",26,23.4,13.8,13.8,37.7,14.3,197.34,260.13,37.3,61,403,75,171,111,57,13.2323232323232,23.4343434343434,13.0701754385965,5.50505050505051,10.1515151515152,0.935672514619883,-6.94444444444443,74.7222222222222,-56.9444444444445,9.0678,3.8862,3.6322,20.0396825396825,8.57142857142858,60.2777777777778,7.9248,20.9259259259259,9.07407407407408,75,4.5212
"1989-05-05",1989125,1989,"WSAP89","YSGY WSAP89",26,"",26.4,25.7,15.3,14.5,40,14.3,207.35,298,42.8,64.8,453,82.8,171,120,60,13.2323232323232,23.4343434343434,13.0701754385965,5.50505050505051,10.1515151515152,0.935672514619883,-6.94444444444443,74.7222222222222,-56.9444444444445,9.0678,3.8862,3.6322,20.0396825396825,8.57142857142858,60.2777777777778,7.9248,20.9259259259259,9.07407407407408,75,4.5212
"1989-06-02",1989153,1989,"UTIC89","BSBW UTIC89",25,"",25.2,22.6,14.3,13.8,34.7,12.1,166.98,243.7675,43.1,60.8,330,77.8,154,98,40,23.030303030303,22.979797979798,23.2748538011696,12.5757575757576,15.2020202020202,10.1754385964912,85.8333333333334,100,127.777777777778,4.5974,6.2484,6.5786,21.8650793650794,12.9761904761905,103.888888888889,5.5626,22.7407407407407,14.2962962962963,127.777777777778,6.6548
"1990-04-13",1990103,1990,"SSAP90","AZ SSAP90",25,"",24.9,21.4,12.9,12.6,33.5,12.1,152.46,213.5625,39.5,59,365,73,0,103,0,11.9191919191919,23.2828282828283,6.66666666666667,1.21212121212121,8.48484848484849,-1.78362573099415,-37.7777777777778,64.7222222222222,-143.611111111111,1.3208,0.7112,7.7978,20.4365079365079,6.82539682539683,50.8333333333333,2.0066,21.2592592592593,7.18518518518519,63.3333333333333,1.778
"1990-04-13",1990103,1990,"SSAP90","BY SSAP90",25,"",24.8,21.2,14.1,13.2,34.7,13.5,178.2,236.8275,39.5,62,368,74.2,0,99,0,11.9191919191919,23.2828282828283,6.66666666666667,1.21212121212121,8.48484848484849,-1.78362573099415,-37.7777777777778,64.7222222222222,-143.611111111111,1.3208,0.7112,7.7978,20.4365079365079,6.82539682539683,50.8333333333333,2.0066,21.2592592592593,7.18518518518519,63.3333333333333,1.778
"1990-04-13",1990103,1990,"SSAP90","CX SSAP90",25,"",24.5,19.5,13.1,12.7,30.8,11.3,143.51,198.66,40.4,57.7,300,71.2,0,88,0,11.9191919191919,23.2828282828283,6.66666666666667,1.21212121212121,8.48484848484849,-1.78362573099415,-37.7777777777778,64.7222222222222,-143.611111111111,1.3208,0.7112,7.7978,20.4365079365079,6.82539682539683,50.8333333333333,2.0066,21.2592592592593,7.18518518518519,63.3333333333333,1.778
"1990-04-13",1990103,1990,"SSAP90","DW SSAP90",25,"",24.3,20.5,14.7,12.7,32.4,11.9,151.13,221.94,39.9,58.7,340,72.3,0,79,0,11.9191919191919,23.2828282828283,6.66666666666667,1.21212121212121,8.48484848484849,-1.78362573099415,-37.7777777777778,64.7222222222222,-143.611111111111,1.3208,0.7112,7.7978,20.4365079365079,6.82539682539683,50.8333333333333,2.0066,21.2592592592593,7.18518518518519,63.3333333333333,1.778
"1990-04-17",1990107,1990,"WAIT90","EV WAIT90",24,"",24.7,20.6,11.9,13.5,34.2,13.6,183.6,217.17,35.9,53.7,348,70.1,0,94,0,17.8282828282828,19.2424242424242,8.39181286549708,4.5959595959596,7.17171717171718,0.23391812865497,13.3333333333333,35.2777777777778,-108.055555555556,2.0066,2.7432,7.7724,21.6666666666667,7.6984126984127,65.5555555555556,2.9718,20.962962962963,7.70370370370371,65,3.4544
"1990-04-17",1990107,1990,"WAIT90","FU WAIT90",24,"",24.2,19,13,12,31.9,12.9,154.8,199.375,36.2,47.8,263,68.1,0,74,0,17.8282828282828,19.2424242424242,8.39181286549708,4.5959595959596,7.17171717171718,0.23391812865497,13.3333333333333,35.2777777777778,-108.055555555556,2.0066,2.7432,7.7724,21.6666666666667,7.6984126984127,65.5555555555556,2.9718,20.962962962963,7.70370370370371,65,3.4544
"1990-04-17",1990107,1990,"WAIT90","GT WAIT90",24,"",24.5,21.5,13.1,13.3,33,11.5,152.95,217.8,40.6,51.4,328,73.6,0,88,0,17.8282828282828,19.2424242424242,8.39181286549708,4.5959595959596,7.17171717171718,0.23391812865497,13.3333333333333,35.2777777777778,-108.055555555556,2.0066,2.7432,7.7724,21.6666666666667,7.6984126984127,65.5555555555556,2.9718,20.962962962963,7.70370370370371,65,3.4544
"1990-04-17",1990107,1990,"STAT90","KP STAT90",28,"",28,25.2,14.5,14.7,38.1,12.9,189.63,278.13,44.3,61.7,460,82.4,NA,125,75,17.8282828282828,19.2424242424242,8.39181286549708,4.5959595959596,7.17171717171718,0.23391812865497,13.3333333333333,35.2777777777778,-108.055555555556,2.0066,2.7432,7.7724,21.6666666666667,7.6984126984127,65.5555555555556,2.9718,20.962962962963,7.70370370370371,65,3.4544
"1990-04-17",1990107,1990,"STAT90","LO STAT90",28,"",28,25.1,14.2,14.4,37.3,12.2,175.68,266.695,43.9,59,415,81.2,NA,135,82,17.8282828282828,19.2424242424242,8.39181286549708,4.5959595959596,7.17171717171718,0.23391812865497,13.3333333333333,35.2777777777778,-108.055555555556,2.0066,2.7432,7.7724,21.6666666666667,7.6984126984127,65.5555555555556,2.9718,20.962962962963,7.70370370370371,65,3.4544
