"Date","HatchDateJulYear","Year","NestName","ID","FieldAge","AllSex","CalcAge","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight","Head","WingChord","Primary7","TailLength","MaxC1_11","MaxC12_22","MaxCIncubation","MinC1_11","MinC12_22","MinCIncubation","GDD10CSum1_11","GDD10CSum12_22","GDD10CSumIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","MaxC6_19","MinC6_19","GDD10CSum6_19","PrecipSum6_19","MaxC8_22","MinC8_22","GDD10CSum8_22","PrecipSum8_22"
"4/22/1989",1989112,1989,"ALEX89","BSWG ALEX89",26,"",25.7,23.2,12.9,13.8,39,15.8,218.04,260.325,41.7,61,400,80.7,160,105,50,13.08080808,11.81818182,10.52631579,0.303030303,4.949494949,-0.292397661,-36.38888889,-17.77777778,-92.77777778,3.048,9.0932,2.2606,13.69047619,3.928571429,-16.66666667,6.9596,12.85185185,5.185185185,-14.72222222,12.1412
"4/22/1989",1989112,1989,"ALEX89","GSWG ALEX89",26,"",25.5,22.2,12.2,13.2,34,11.8,155.76,215.9,41.5,59.6,350,75.5,160,100,50,13.08080808,11.81818182,10.52631579,0.303030303,4.949494949,-0.292397661,-36.38888889,-17.77777778,-92.77777778,3.048,9.0932,2.2606,13.69047619,3.928571429,-16.66666667,6.9596,12.85185185,5.185185185,-14.72222222,12.1412
"4/22/1989",1989112,1989,"ALEX89","WSWG ALEX89",26,"",26.1,23.6,12.6,13.9,38.1,14.5,201.55,252.4125,42.2,60.2,410,80.3,170,117,52,13.08080808,11.81818182,10.52631579,0.303030303,4.949494949,-0.292397661,-36.38888889,-17.77777778,-92.77777778,3.048,9.0932,2.2606,13.69047619,3.928571429,-16.66666667,6.9596,12.85185185,5.185185185,-14.72222222,12.1412
"4/22/1989",1989112,1989,"ALEX89","YSWG ALEX89",26,"",25.3,22,12.9,13.2,34,12,158.4,221.85,42.2,59,330,76.2,155,93,50,13.08080808,11.81818182,10.52631579,0.303030303,4.949494949,-0.292397661,-36.38888889,-17.77777778,-92.77777778,3.048,9.0932,2.2606,13.69047619,3.928571429,-16.66666667,6.9596,12.85185185,5.185185185,-14.72222222,12.1412
"5/5/1989",1989125,1989,"WSAP89","BSGY WSAP89",26,"",25.9,23.5,12.8,14.9,36.4,12.9,192.21,252.07,45.1,63.9,448,81.5,165,113,52,13.23232323,23.43434343,13.07017544,5.505050505,10.15151515,0.935672515,-6.944444444,74.72222222,-56.94444444,9.0678,3.8862,3.6322,20.03968254,8.571428571,60.27777778,7.9248,20.92592593,9.074074074,75,4.5212
"5/5/1989",1989125,1989,"WSAP89","GSGY WSAP89",26,"",26.1,22.2,13.1,13.8,37.8,15.6,215.28,254.205,40.4,61.8,438,78.2,167,114,57,13.23232323,23.43434343,13.07017544,5.505050505,10.15151515,0.935672515,-6.944444444,74.72222222,-56.94444444,9.0678,3.8862,3.6322,20.03968254,8.571428571,60.27777778,7.9248,20.92592593,9.074074074,75,4.5212
"5/5/1989",1989125,1989,"WSAP89","WSGY WSAP89",26,"",26,23.4,13.8,13.8,37.7,14.3,197.34,260.13,37.3,61,403,75,171,111,57,13.23232323,23.43434343,13.07017544,5.505050505,10.15151515,0.935672515,-6.944444444,74.72222222,-56.94444444,9.0678,3.8862,3.6322,20.03968254,8.571428571,60.27777778,7.9248,20.92592593,9.074074074,75,4.5212
"5/5/1989",1989125,1989,"WSAP89","YSGY WSAP89",26,"",26.4,25.7,15.3,14.5,40,14.3,207.35,298,42.8,64.8,453,82.8,171,120,60,13.23232323,23.43434343,13.07017544,5.505050505,10.15151515,0.935672515,-6.944444444,74.72222222,-56.94444444,9.0678,3.8862,3.6322,20.03968254,8.571428571,60.27777778,7.9248,20.92592593,9.074074074,75,4.5212
"6/2/1989",1989153,1989,"UTIC89","BSBW UTIC89",25,"",25.2,22.6,14.3,13.8,34.7,12.1,166.98,243.7675,43.1,60.8,330,77.8,154,98,40,23.03030303,22.97979798,23.2748538,12.57575758,15.2020202,10.1754386,85.83333333,100,127.7777778,4.5974,6.2484,6.5786,21.86507937,12.97619048,103.8888889,5.5626,22.74074074,14.2962963,127.7777778,6.6548
"4/13/1990",1990103,1990,"SSAP90","AZ SSAP90",25,"",24.9,21.4,12.9,12.6,33.5,12.1,152.46,213.5625,39.5,59,365,73,0,103,0,11.91919192,23.28282828,6.666666667,1.212121212,8.484848485,-1.783625731,-37.77777778,64.72222222,-143.6111111,1.3208,0.7112,7.7978,20.43650794,6.825396825,50.83333333,2.0066,21.25925926,7.185185185,63.33333333,1.778
"4/13/1990",1990103,1990,"SSAP90","BY SSAP90",25,"",24.8,21.2,14.1,13.2,34.7,13.5,178.2,236.8275,39.5,62,368,74.2,0,99,0,11.91919192,23.28282828,6.666666667,1.212121212,8.484848485,-1.783625731,-37.77777778,64.72222222,-143.6111111,1.3208,0.7112,7.7978,20.43650794,6.825396825,50.83333333,2.0066,21.25925926,7.185185185,63.33333333,1.778
"4/13/1990",1990103,1990,"SSAP90","CX SSAP90",25,"",24.5,19.5,13.1,12.7,30.8,11.3,143.51,198.66,40.4,57.7,300,71.2,0,88,0,11.91919192,23.28282828,6.666666667,1.212121212,8.484848485,-1.783625731,-37.77777778,64.72222222,-143.6111111,1.3208,0.7112,7.7978,20.43650794,6.825396825,50.83333333,2.0066,21.25925926,7.185185185,63.33333333,1.778
"4/13/1990",1990103,1990,"SSAP90","DW SSAP90",25,"",24.3,20.5,14.7,12.7,32.4,11.9,151.13,221.94,39.9,58.7,340,72.3,0,79,0,11.91919192,23.28282828,6.666666667,1.212121212,8.484848485,-1.783625731,-37.77777778,64.72222222,-143.6111111,1.3208,0.7112,7.7978,20.43650794,6.825396825,50.83333333,2.0066,21.25925926,7.185185185,63.33333333,1.778
"4/17/1990",1990107,1990,"WAIT90","EV WAIT90",24,"",24.7,20.6,11.9,13.5,34.2,13.6,183.6,217.17,35.9,53.7,348,70.1,0,94,0,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"WAIT90","GT WAIT90",24,"",24.5,21.5,13.1,13.3,33,11.5,152.95,217.8,40.6,51.4,328,73.6,0,88,0,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"STAT90","KP STAT90",28,"",28,25.2,14.5,14.7,38.1,12.9,189.63,278.13,44.3,61.7,460,82.4,NA,125,75,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"STAT90","LO STAT90",28,"",28,25.1,14.2,14.4,37.3,12.2,175.68,266.695,43.9,59,415,81.2,NA,135,82,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"STAT90","MN STAT90",28,"",28,23.9,13.8,13.5,36.4,12.5,168.75,248.43,41.7,58.9,385,78.1,NA,129,77,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"STAT90","NM STAT90",28,"",28,23.7,16.7,13.9,37.6,13.9,193.21,287.64,41.4,59.4,430,79,NA,118,64,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"HART90","OL HART90",28,"M",28,23.5,12.1,14.4,37.8,14.3,205.92,250.425,41.8,58.9,423,79.6,NA,122,71,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"HART90","PK HART90",28,"M",28,23.3,13.7,13.3,36.2,12.9,171.57,244.35,43.2,62.8,430,79.4,NA,129,79,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"HART90","QJ HART90",28,"",28,24.4,13.1,13.3,37.4,13,172.9,246.84,41.7,59.6,400,79.1,NA,119,65,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/17/1990",1990107,1990,"HART90","RI HART90",28,"M",28,22.1,13,12.7,35.1,13,165.1,225.5175,41.7,58.6,388,76.8,NA,105,52,17.82828283,19.24242424,8.391812865,4.595959596,7.171717172,0.233918129,13.33333333,35.27777778,-108.0555556,2.0066,2.7432,7.7724,21.66666667,7.698412698,65.55555556,2.9718,20.96296296,7.703703704,65,3.4544
"4/18/1990",1990108,1990,"ALEX90","HS ALEX90",26,"",25.2,21.4,13.7,13.2,32.5,11.1,146.52,218.5625,39.6,58.6,300,72.1,NA,111,NA,19.24242424,18.88888889,8.391812865,5.252525253,7.070707071,0.233918129,24.72222222,32.77777778,-108.0555556,2.0066,2.7432,7.8994,21.9047619,7.777777778,67.77777778,2.9464,21.37037037,8.259259259,72.22222222,3.4544
"4/18/1990",1990108,1990,"ALEX90","IR ALEX90",26,"",24.7,22.4,13.8,13.5,34.6,12.2,164.7,236.145,39.2,57.1,353,73.8,NA,95,NA,19.24242424,18.88888889,8.391812865,5.252525253,7.070707071,0.233918129,24.72222222,32.77777778,-108.0555556,2.0066,2.7432,7.8994,21.9047619,7.777777778,67.77777778,2.9464,21.37037037,8.259259259,72.22222222,3.4544
"4/18/1990",1990108,1990,"ALEX90","JQ ALEX90",26,"",25.4,21.2,13.3,13.1,32.5,11.3,148.03,214.5,41.8,55.8,315,74.3,NA,118,NA,19.24242424,18.88888889,8.391812865,5.252525253,7.070707071,0.233918129,24.72222222,32.77777778,-108.0555556,2.0066,2.7432,7.8994,21.9047619,7.777777778,67.77777778,2.9464,21.37037037,8.259259259,72.22222222,3.4544
"4/21/1990",1990111,1990,"KNOL90","SH KNOL90",26,"M",26,23.9,13.4,13.9,36.1,12.2,169.58,246.3825,42.4,61.5,390,78.5,172,109,62,22.97979798,16.86868687,9.356725146,8.98989899,5.202020202,-0.087719298,65.83333333,11.38888889,-101.9444444,1.6764,3.7846,8.4836,21.07142857,8.015873016,63.61111111,2.9972,19.33333333,7.111111111,48.33333333,3.7846
"4/21/1990",1990111,1990,"KNOL90","TG KNOL90",26,"",26,23.1,13.1,13.1,34,10.9,142.79,222.7,41.2,60.8,360,75.2,166,106,64,22.97979798,16.86868687,9.356725146,8.98989899,5.202020202,-0.087719298,65.83333333,11.38888889,-101.9444444,1.6764,3.7846,8.4836,21.07142857,8.015873016,63.61111111,2.9972,19.33333333,7.111111111,48.33333333,3.7846
"4/21/1990",1990111,1990,"KNOL90","UF KNOL90",26,"",26,24.2,14.7,13.5,36.6,12.4,167.4,258.03,42.4,60.7,420,79,175,108,62,22.97979798,16.86868687,9.356725146,8.98989899,5.202020202,-0.087719298,65.83333333,11.38888889,-101.9444444,1.6764,3.7846,8.4836,21.07142857,8.015873016,63.61111111,2.9972,19.33333333,7.111111111,48.33333333,3.7846
"4/21/1990",1990111,1990,"KNOL90","VE KNOL90",26,"",26,23.8,13.4,12.7,35.8,12,152.4,233.595,41.2,60.6,372,77,161,103,64,22.97979798,16.86868687,9.356725146,8.98989899,5.202020202,-0.087719298,65.83333333,11.38888889,-101.9444444,1.6764,3.7846,8.4836,21.07142857,8.015873016,63.61111111,2.9972,19.33333333,7.111111111,48.33333333,3.7846
"4/21/1990",1990111,1990,"PWAY90","WD PWAY90",27,"",26.5,24.9,14.1,13.2,36.4,11.5,151.8,248.43,43,57,333,79.4,190,122,62,22.97979798,16.86868687,9.356725146,8.98989899,5.202020202,-0.087719298,65.83333333,11.38888889,-101.9444444,1.6764,3.7846,8.4836,21.07142857,8.015873016,63.61111111,2.9972,19.33333333,7.111111111,48.33333333,3.7846
"4/26/1990",1990116,1990,"NWOD90","CW NWOD90",27,"",27,22,12.8,13.7,33,11,150.7,218.625,43.3,59.3,425,76.3,176,112,65,22.02020202,18.03030303,13.04093567,8.383838384,7.626262626,1.666666667,57.22222222,31.11111111,-50.27777778,2.4892,4.8514,4.3942,16.82539683,5.515873016,16.38888889,5.5372,17.18518519,6.703703704,29.16666667,7.0866
"4/26/1990",1990116,1990,"NWOD90","DV NWOD90",27,"",27,22.1,14.1,13.4,34.2,12.1,162.14,235.125,43.8,60,470,78,183,118,64,22.02020202,18.03030303,13.04093567,8.383838384,7.626262626,1.666666667,57.22222222,31.11111111,-50.27777778,2.4892,4.8514,4.3942,16.82539683,5.515873016,16.38888889,5.5372,17.18518519,6.703703704,29.16666667,7.0866
"4/26/1990",1990116,1990,"NWOD90","EU NWOD90",27,"",27,21,13,13.2,31.9,10.9,143.88,208.945,42.9,57.6,380,74.8,165,101,58,22.02020202,18.03030303,13.04093567,8.383838384,7.626262626,1.666666667,57.22222222,31.11111111,-50.27777778,2.4892,4.8514,4.3942,16.82539683,5.515873016,16.38888889,5.5372,17.18518519,6.703703704,29.16666667,7.0866
"4/26/1990",1990116,1990,"NWOD90","FT NWOD90",27,"",27,22.3,12.5,12.9,33.4,11.1,143.19,212.09,43.4,59.9,405,76.8,173,112,64,22.02020202,18.03030303,13.04093567,8.383838384,7.626262626,1.666666667,57.22222222,31.11111111,-50.27777778,2.4892,4.8514,4.3942,16.82539683,5.515873016,16.38888889,5.5372,17.18518519,6.703703704,29.16666667,7.0866
"4/26/1990",1990116,1990,"NWOD90","GS NWOD90",27,"",27,19.9,14.1,13.2,30.6,10.7,141.24,208.845,43,59.7,408,73.6,146,84,36,22.02020202,18.03030303,13.04093567,8.383838384,7.626262626,1.666666667,57.22222222,31.11111111,-50.27777778,2.4892,4.8514,4.3942,16.82539683,5.515873016,16.38888889,5.5372,17.18518519,6.703703704,29.16666667,7.0866
"4/27/1990",1990117,1990,"WEGO90","AY WEGO90",25,"",25,23,14.9,14,35.2,12.2,170.8,254.32,42.5,61,447,77.7,160,90,49,20.70707071,18.98989899,14.32748538,7.474747475,8.333333333,2.456140351,45,40.27777778,-30.55555556,2.6162,5.1054,4.3434,16.9047619,5.357142857,15.83333333,5.5372,17.92592593,7.444444444,40.27777778,7.7216
"4/27/1990",1990117,1990,"WEGO90","BX WEGO90",25,"",25,21.8,13.5,13.2,33.4,11.6,153.12,222.945,42.4,58.2,380,75.8,160,105,54,20.70707071,18.98989899,14.32748538,7.474747475,8.333333333,2.456140351,45,40.27777778,-30.55555556,2.6162,5.1054,4.3434,16.9047619,5.357142857,15.83333333,5.5372,17.92592593,7.444444444,40.27777778,7.7216
"4/27/1990",1990117,1990,"WEGO90","YB WEGO90",25,"",25,23.3,14.3,13.8,36,12.7,175.26,252.9,42.6,60.8,440,78.6,153,95,50,20.70707071,18.98989899,14.32748538,7.474747475,8.333333333,2.456140351,45,40.27777778,-30.55555556,2.6162,5.1054,4.3434,16.9047619,5.357142857,15.83333333,5.5372,17.92592593,7.444444444,40.27777778,7.7216
"4/27/1990",1990117,1990,"WEGO90","ZA WEGO90",25,"F",25,21.9,14,13.4,33.1,11.2,150.08,226.735,39.9,54.8,380,73,139,84,41,20.70707071,18.98989899,14.32748538,7.474747475,8.333333333,2.456140351,45,40.27777778,-30.55555556,2.6162,5.1054,4.3434,16.9047619,5.357142857,15.83333333,5.5372,17.92592593,7.444444444,40.27777778,7.7216
"4/28/1990",1990118,1990,"WPAR90","IQ WPAR90",27,"",27.7,23.9,12.2,12.5,36.7,12.8,160,226.6225,41.6,57,365,78.3,189,132,82,19.24242424,18.93939394,15.55555556,7.171717172,8.282828283,3.216374269,35.27777778,39.72222222,-11.66666667,2.7432,5.1562,4.3434,17.02380952,6.111111111,21.94444444,5.8166,17.77777778,7.555555556,40,7.8994
"4/28/1990",1990118,1990,"WPAR90","JP WPAR90",27,"",25.5,23.3,13.7,13.6,36.2,12.9,175.44,247.065,40.7,59.1,325,76.9,166,105,42,19.24242424,18.93939394,15.55555556,7.171717172,8.282828283,3.216374269,35.27777778,39.72222222,-11.66666667,2.7432,5.1562,4.3434,17.02380952,6.111111111,21.94444444,5.8166,17.77777778,7.555555556,40,7.8994
"4/30/1990",1990120,1990,"HOGS90","HR HOGS90",24,"M",24,22,13.4,13,34.6,12.6,163.8,228.36,40.2,59.1,415,74.8,156,87,40,18.38383838,17.07070707,17.01754386,6.919191919,7.373737374,4.561403509,29.16666667,24.44444444,15,2.7432,7.5438,2.1082,18.17460317,7.579365079,40.27777778,7.7216,17.77777778,7.740740741,41.38888889,8.0518
"4/11/1991",1991101,1991,"FALC91","AV FALC91",28,"",26,19.7,13.9,12.1,31.4,11.7,141.57,204.1,41.6,59.2,371,73,158,106,60,11.66666667,18.03030303,13.33333333,1.717171717,5.202020202,2.777777778,-36.38888889,17.77777778,-36.94444444,1.6256,4.953,6.5024,14.56349206,3.412698413,-14.16666667,4.6736,16.25925926,4.518518519,5.833333333,5.715
"4/11/1991",1991101,1991,"FALC91","BU FALC91",28,"",26.2,21.9,15.7,13.4,33.6,11.7,156.78,244.44,42.4,59.5,378,76,165,110,64,11.66666667,18.03030303,13.33333333,1.717171717,5.202020202,2.777777778,-36.38888889,17.77777778,-36.94444444,1.6256,4.953,6.5024,14.56349206,3.412698413,-14.16666667,4.6736,16.25925926,4.518518519,5.833333333,5.715
"4/15/1991",1991105,1991,"FRNO91","GR FRNO91",28,"",26.5,20.8,13.9,13.4,33.2,12.4,166.16,226.59,40.2,57.9,343,73.4,169,121,62,12.07070707,19.04040404,13.83040936,2.373737374,5.454545455,2.397660819,-30.55555556,24.72222222,-35.83333333,5.3848,1.1938,5.2832,16.46825397,4.920634921,9.722222222,5.715,16.88888889,4.481481481,10.27777778,4.953
"4/15/1991",1991105,1991,"FRNO91","IP FRNO91",28,"",26.6,23.3,14.3,14.4,36,12.7,182.88,258.3,41.5,59.4,390,77.5,175,120,67,12.07070707,19.04040404,13.83040936,2.373737374,5.454545455,2.397660819,-30.55555556,24.72222222,-35.83333333,5.3848,1.1938,5.2832,16.46825397,4.920634921,9.722222222,5.715,16.88888889,4.481481481,10.27777778,4.953
"4/15/1991",1991105,1991,"FRNO91","JO FRNO91",28,"",25.4,21.6,14.7,12.8,33.5,11.9,152.32,230.3125,37.6,57.4,390,71.1,154,98,48,12.07070707,19.04040404,13.83040936,2.373737374,5.454545455,2.397660819,-30.55555556,24.72222222,-35.83333333,5.3848,1.1938,5.2832,16.46825397,4.920634921,9.722222222,5.715,16.88888889,4.481481481,10.27777778,4.953
"4/15/1991",1991105,1991,"FRNO91","KN FRNO91",28,"",25.2,21.1,13.2,12.1,31.8,10.7,129.47,201.135,39.1,52.4,295,70.9,144,92,47,12.07070707,19.04040404,13.83040936,2.373737374,5.454545455,2.397660819,-30.55555556,24.72222222,-35.83333333,5.3848,1.1938,5.2832,16.46825397,4.920634921,9.722222222,5.715,16.88888889,4.481481481,10.27777778,4.953
"4/16/1991",1991106,1991,"HART91","CV HART91",27,"",27.1,23,13.7,14.4,35.3,12.3,177.12,247.9825,41.4,59.5,400,76.7,180,127,74,12.32323232,19.24242424,13.56725146,2.171717172,6.111111111,2.30994152,-30.27777778,29.44444444,-39.16666667,4.6736,2.159,4.1148,15.95238095,4.801587302,5.277777778,5.6896,17.85185185,5,21.38888889,2.413
"4/16/1991",1991106,1991,"HART91","DU HART91",27,"M",26.3,21.1,12.2,12.5,33,11.9,148.75,203.775,42.1,56,335,75.1,167,116,60,12.32323232,19.24242424,13.56725146,2.171717172,6.111111111,2.30994152,-30.27777778,29.44444444,-39.16666667,4.6736,2.159,4.1148,15.95238095,4.801587302,5.277777778,5.6896,17.85185185,5,21.38888889,2.413
"4/16/1991",1991106,1991,"HART91","ET HART91",27,"M",26.3,20.9,14.4,14.7,35.1,14.2,208.74,255.3525,39.9,57.8,385,75,163,119,57,12.32323232,19.24242424,13.56725146,2.171717172,6.111111111,2.30994152,-30.27777778,29.44444444,-39.16666667,4.6736,2.159,4.1148,15.95238095,4.801587302,5.277777778,5.6896,17.85185185,5,21.38888889,2.413
"4/16/1991",1991106,1991,"HART91","FS HART91",27,"M",25.8,21.9,14.3,13,35.6,13.7,178.1,242.97,40.3,58,325,75.9,164,111,49,12.32323232,19.24242424,13.56725146,2.171717172,6.111111111,2.30994152,-30.27777778,29.44444444,-39.16666667,4.6736,2.159,4.1148,15.95238095,4.801587302,5.277777778,5.6896,17.85185185,5,21.38888889,2.413
"4/18/1991",1991108,1991,"ELWO91","OJ ELWO91",28,"",27.4,22,14,13.7,35.5,13.5,184.95,245.8375,41.4,60.3,367,76.9,190,124,82,13.88888889,17.62626263,14.12280702,2.97979798,5.454545455,2.660818713,-17.22222222,16.94444444,-30.55555556,4.5212,2.159,4.0894,17.73809524,4.801587302,17.77777778,1.4478,18.11111111,5.074074074,23.88888889,2.3114
"4/18/1991",1991108,1991,"ELWO91","QH ELWO91",28,"",26.7,22.2,13.2,13.8,35,12.8,176.64,236.25,41.4,58.6,330,76.4,178,117,71,13.88888889,17.62626263,14.12280702,2.97979798,5.454545455,2.660818713,-17.22222222,16.94444444,-30.55555556,4.5212,2.159,4.0894,17.73809524,4.801587302,17.77777778,1.4478,18.11111111,5.074074074,23.88888889,2.3114
"4/18/1991",1991108,1991,"ELWO91","doa ELWO91",28,"",26.4,23.8,11.7,12.7,36.7,12.9,163.83,223.87,41.8,56.4,365,78.5,178,116,63,13.88888889,17.62626263,14.12280702,2.97979798,5.454545455,2.660818713,-17.22222222,16.94444444,-30.55555556,4.5212,2.159,4.0894,17.73809524,4.801587302,17.77777778,1.4478,18.11111111,5.074074074,23.88888889,2.3114
"4/19/1991",1991109,1991,"WHIT91","RG WHIT91",28,"",26.5,22.4,14,13.4,33.9,11.5,154.1,232.215,41.6,52.9,320,75.5,173,121,62,14.6969697,16.76767677,14.59064327,3.686868687,5.252525253,3.187134503,-8.888888889,11.11111111,-21.11111111,4.5212,2.5654,4.0894,18.61111111,5.317460317,27.5,2.3114,18,5.481481481,26.11111111,2.5654
"4/21/1991",1991111,1991,"LOWL91","LM LOWL91",24,"",25.7,23.2,14.8,13.5,35.3,12.1,163.35,249.7475,41.3,61.9,410,76.6,158,101,56,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/21/1991",1991111,1991,"LOWL91","ML LOWL91",24,"F",25.5,22.3,14.6,15.4,35.6,13.3,204.82,267,39.2,60.5,367,74.8,153,96,55,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/21/1991",1991111,1991,"LOWL91","NK LOWL91",24,"",25.4,23.5,14.9,15.1,36.6,13.1,197.81,274.5,41.3,61.8,390,77.9,157,96,49,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/21/1991",1991111,1991,"TRIQ91","YZ TRIQ91",29,"",29,26,15.3,14.5,38.5,12.5,181.25,286.825,45.3,60.8,417,83.8,206,149,81,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/21/1991",1991111,1991,"TRIQ91","ZY TRIQ91",29,"",29,24.7,13,13.8,35.4,10.7,147.66,237.18,44.3,57.6,372,79.7,190,130,78,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/21/1991",1991111,1991,"TRIQ91","doa TRIQ91",29,"",29,24.4,14.5,13.7,36.4,12,164.4,256.62,43.8,59.9,387,80.2,191,140,73,16.26262626,16.81818182,15.02923977,4.898989899,4.797979798,3.713450292,6.388888889,8.888888889,-11.94444444,5.6388,1.4224,4.3688,18.37301587,5.357142857,26.11111111,2.159,18.2962963,5.814814815,30.83333333,2.5654
"4/22/1991",1991112,1991,"BROT91","AW BROT91",28,"",28,22.7,14.1,13.1,35.4,12.7,166.37,240.72,42,60.1,365,77.4,187,129,76,18.03030303,17.07070707,15.05847953,5.202020202,5.050505051,3.947368421,17.77777778,11.66666667,-9.444444444,4.953,1.3716,7.874,18.05555556,5.833333333,27.22222222,2.5654,18.59259259,6.037037037,34.72222222,2.5654
"4/22/1991",1991112,1991,"BROT91","BV BROT91",28,"",28,24,15,12.9,37,13,167.7,258.075,42.2,60.4,360,79.2,182,130,78,18.03030303,17.07070707,15.05847953,5.202020202,5.050505051,3.947368421,17.77777778,11.66666667,-9.444444444,4.953,1.3716,7.874,18.05555556,5.833333333,27.22222222,2.5654,18.59259259,6.037037037,34.72222222,2.5654
"4/22/1991",1991112,1991,"BROT91","CU BROT91",28,"",28,23.3,15.6,14.2,36.5,13.2,187.44,271.925,43.2,62.4,395,79.7,182,123,69,18.03030303,17.07070707,15.05847953,5.202020202,5.050505051,3.947368421,17.77777778,11.66666667,-9.444444444,4.953,1.3716,7.874,18.05555556,5.833333333,27.22222222,2.5654,18.59259259,6.037037037,34.72222222,2.5654
"4/22/1991",1991112,1991,"OVRL91","XA OVRL91",28,"",26.5,21.6,16.1,13,34.8,13.2,171.6,253.17,38.4,55.5,295,73.2,169,120,63,18.03030303,17.07070707,15.05847953,5.202020202,5.050505051,3.947368421,17.77777778,11.66666667,-9.444444444,4.953,1.3716,7.874,18.05555556,5.833333333,27.22222222,2.5654,18.59259259,6.037037037,34.72222222,2.5654
"4/23/1991",1991113,1991,"FOOT91","HP FOOT91",28,"",28,21.5,13.1,12.8,33.9,12.4,158.72,219.5025,41,52.7,305,74.9,153,105,41,18.53535354,18.68686869,14.88304094,5.555555556,5.909090909,4.093567251,22.5,25.27777778,-9.722222222,1.4478,1.397,7.9756,17.77777778,5.595238095,23.61111111,2.5654,19,6.296296296,39.72222222,2.5908
"4/23/1991",1991113,1991,"HIHI91","VC HIHI91",27,"M",28.7,26.3,13.5,14.3,39.9,13.6,194.48,277.305,46.7,63,440,86.6,217,143,95,18.53535354,18.68686869,14.88304094,5.555555556,5.909090909,4.093567251,22.5,25.27777778,-9.722222222,1.4478,1.397,7.9756,17.77777778,5.595238095,23.61111111,2.5654,19,6.296296296,39.72222222,2.5908
