"","YearBins","Decades","Year","Month","MaxTempC","MinTempC","PrecipCM","GDD","CDD","HDD"
"1","89-95","89-99","1989","3",1.66666666666667,-7.22222222222222,0.0508,0,0,38
"2","89-95","89-99","1989","3",-1.66666666666667,-10.5555555555556,0,0,0,44
"3","89-95","89-99","1989","3",-2.77777777777778,-9.44444444444444,0.0762,0,0,44
"4","89-95","89-99","1989","3",0.555555555555556,-6.66666666666667,0.0254,0,0,38
"5","89-95","89-99","1989","3",3.33333333333333,0,NA,0,0,30
"6","89-95","89-99","1989","3",4.44444444444444,-10.5555555555556,0.6096,0,0,38
"7","89-95","89-99","1989","3",-8.33333333333333,-16.1111111111111,0,0,0,55
"8","89-95","89-99","1989","3",-8.33333333333333,-17.2222222222222,0,0,0,56
"9","89-95","89-99","1989","3",1.66666666666667,-11.6666666666667,0,0,0,42
"10","89-95","89-99","1989","3",3.33333333333333,-10,0,0,0,39
"11","89-95","89-99","1989","3",4.44444444444444,-6.66666666666667,0,0,0,35
"12","89-95","89-99","1989","3",10.5555555555556,-0.555555555555556,0.1524,0,0,24
"13","89-95","89-99","1989","3",-0.555555555555556,-17.2222222222222,0,0,0,49
"14","89-95","89-99","1989","3",5.55555555555556,-10,0,0,0,37
"15","89-95","89-99","1989","3",12.7777777777778,1.11111111111111,NA,0,0,20
"16","89-95","89-99","1989","3",17.2222222222222,-3.33333333333333,0.0508,0,0,20
"17","89-95","89-99","1989","3",8.33333333333333,-3.33333333333333,0,0,0,28
"18","89-95","89-99","1989","3",7.22222222222222,-2.77777777777778,0.7112,0,0,29
"19","89-95","89-99","1989","3",7.77777777777778,-5.55555555555556,0.2286,0,0,31
"20","89-95","89-99","1989","3",-1.11111111111111,-10,0,0,0,43
"21","89-95","89-99","1989","3",2.77777777777778,-3.33333333333333,0.3048,0,0,33
"22","89-95","89-99","1989","3",0.555555555555556,-13.3333333333333,NA,0,0,44
"23","89-95","89-99","1989","3",-0.555555555555556,-10,0,0,0,42
"24","89-95","89-99","1989","3",7.77777777777778,-5,NA,0,0,30
"25","89-95","89-99","1989","3",2.22222222222222,0,2.3368,0,0,31
"26","89-95","89-99","1989","3",11.1111111111111,2.22222222222222,0,0,0,21
"27","89-95","89-99","1989","3",13.8888888888889,2.77777777777778,0,0,0,18
"28","89-95","89-99","1989","3",25,11.6666666666667,0.0508,15,0,0
"29","89-95","89-99","1989","3",23.3333333333333,8.88888888888889,0.2032,11,0,4
"30","89-95","89-99","1989","3",8.88888888888889,1.11111111111111,1.4478,0,0,24
"31","89-95","89-99","1989","3",7.22222222222222,1.66666666666667,0.8128,0,0,25
"32","89-95","89-99","1989","4",2.22222222222222,0.555555555555556,0.889,0,0,30
"33","89-95","89-99","1989","4",2.22222222222222,-5,0.0762,0,0,35
"34","89-95","89-99","1989","4",12.7777777777778,-1.66666666666667,0.1524,0,0,23
"35","89-95","89-99","1989","4",10,3.33333333333333,0.3556,0,0,21
"36","89-95","89-99","1989","4",20,6.66666666666667,0.889,6,0,9
"37","89-95","89-99","1989","4",15.5555555555556,3.33333333333333,0.0254,0,0,16
"38","89-95","89-99","1989","4",6.11111111111111,1.66666666666667,0,0,0,26
"39","89-95","89-99","1989","4",8.33333333333333,-1.11111111111111,0,0,0,26
"40","89-95","89-99","1989","4",6.66666666666667,-1.11111111111111,NA,0,0,28
"41","89-95","89-99","1989","4",8.33333333333333,-3.33333333333333,0.0762,0,0,28
"42","89-95","89-99","1989","4",1.66666666666667,-5.55555555555556,0,0,0,36
"43","89-95","89-99","1989","4",3.88888888888889,-5,NA,0,0,34
"44","89-95","89-99","1989","4",10.5555555555556,-0.555555555555556,0,0,0,24
"45","89-95","89-99","1989","4",6.66666666666667,-5,0.2794,0,0,31
"46","89-95","89-99","1989","4",11.6666666666667,0,0,0,0,22
"47","89-95","89-99","1989","4",10.5555555555556,3.88888888888889,0.0762,0,0,20
"48","89-95","89-99","1989","4",12.7777777777778,-1.11111111111111,0,0,0,22
"49","89-95","89-99","1989","4",20,3.33333333333333,0.3556,3,0,12
"50","89-95","89-99","1989","4",8.88888888888889,0,0.2032,0,0,25
"51","89-95","89-99","1989","4",10.5555555555556,0,0,0,0,23
"52","89-95","89-99","1989","4",14.4444444444444,0,0,0,0,20
"53","89-95","89-99","1989","4",13.3333333333333,-5,0,0,0,25
"54","89-95","89-99","1989","4",3.88888888888889,-4.44444444444444,0,0,0,33
"55","89-95","89-99","1989","4",6.66666666666667,-5,0,0,0,31
"56","89-95","89-99","1989","4",11.6666666666667,-2.77777777777778,NA,0,0,25
"57","89-95","89-99","1989","4",13.3333333333333,0.555555555555556,NA,0,0,20
"58","89-95","89-99","1989","4",17.2222222222222,0.555555555555556,0,0,0,17
"59","89-95","89-99","1989","4",15,-3.88888888888889,0,0,0,23
"60","89-95","89-99","1989","4",12.7777777777778,3.33333333333333,0,0,0,18
"61","89-95","89-99","1989","4",15,7.22222222222222,0.3302,2,0,13
"62","89-95","89-99","1989","5",22.7777777777778,5.55555555555556,0,8,0,7
"63","89-95","89-99","1989","5",12.2222222222222,7.22222222222222,2.7178,0,0,15
"64","89-95","89-99","1989","5",8.88888888888889,5.55555555555556,0.0254,0,0,20
"65","89-95","89-99","1989","5",9.44444444444444,0,NA,0,0,24
"66","89-95","89-99","1989","5",19.4444444444444,6.66666666666667,0,6,0,9
"67","89-95","89-99","1989","5",13.3333333333333,9.44444444444444,1.1176,3,0,12
"68","89-95","89-99","1989","5",14.4444444444444,1.66666666666667,1.8542,0,0,18
"69","89-95","89-99","1989","5",5.55555555555556,1.11111111111111,0.5588,0,0,27
"70","89-95","89-99","1989","5",8.33333333333333,2.22222222222222,0.0508,0,0,23
"71","89-95","89-99","1989","5",17.2222222222222,8.33333333333333,0.3048,5,0,10
"72","89-95","89-99","1989","5",11.1111111111111,6.66666666666667,4.5466,0,0,17
"73","89-95","89-99","1989","5",8.88888888888889,6.66666666666667,0.635,0,0,19
"74","89-95","89-99","1989","5",13.3333333333333,6.11111111111111,NA,0,0,15
"75","89-95","89-99","1989","5",17.2222222222222,5,0,2,0,13
"76","89-95","89-99","1989","5",16.6666666666667,6.66666666666667,0,3,0,12
"77","89-95","89-99","1989","5",20.5555555555556,11.6666666666667,1.7526,11,0,4
"78","89-95","89-99","1989","5",20,11.1111111111111,0.5588,10,0,5
"79","89-95","89-99","1989","5",24.4444444444444,7.22222222222222,0,11,0,4
"80","89-95","89-99","1989","5",28.3333333333333,10.5555555555556,0,17,2,0
"81","89-95","89-99","1989","5",29.4444444444444,12.2222222222222,0,20,5,0
"82","89-95","89-99","1989","5",27.7777777777778,15.5555555555556,0.127,21,6,0
"83","89-95","89-99","1989","5",22.7777777777778,6.11111111111111,0,8,0,7
"84","89-95","89-99","1989","5",22.7777777777778,6.11111111111111,0,8,0,7
"85","89-95","89-99","1989","5",18.8888888888889,9.44444444444444,0.9906,8,0,7
"86","89-95","89-99","1989","5",17.2222222222222,6.66666666666667,0.0254,4,0,11
"87","89-95","89-99","1989","5",25.5555555555556,15,0.4318,19,4,0
"88","89-95","89-99","1989","5",25.5555555555556,9.44444444444444,0.0508,14,0,1
"89","89-95","89-99","1989","5",15.5555555555556,2.77777777777778,0.1016,0,0,16
"90","89-95","89-99","1989","5",18.8888888888889,2.22222222222222,0,1,0,14
"91","89-95","89-99","1989","5",26.6666666666667,10.5555555555556,0,16,1,0
"92","89-95","89-99","1989","5",26.6666666666667,13.8888888888889,1.7272,19,4,0
"93","89-95","89-99","1989","6",26.1111111111111,18.3333333333333,0.5334,22,7,0
"94","89-95","89-99","1989","6",28.3333333333333,17.7777777777778,0.2794,24,9,0
"95","89-95","89-99","1989","6",24.4444444444444,11.6666666666667,0.2286,15,0,0
"96","89-95","89-99","1989","6",26.1111111111111,16.6666666666667,2.2606,21,6,0
"97","89-95","89-99","1989","6",21.1111111111111,8.33333333333333,0.0762,9,0,6
"98","89-95","89-99","1989","6",21.1111111111111,11.6666666666667,1.2954,12,0,3
"99","89-95","89-99","1989","6",20.5555555555556,11.1111111111111,0,11,0,4
"100","89-95","89-99","1989","6",23.3333333333333,13.8888888888889,0.0508,16,1,0
"101","89-95","89-99","1989","6",23.3333333333333,13.8888888888889,NA,16,1,0
"102","89-95","89-99","1989","6",22.2222222222222,15,0.4064,16,1,0
"103","89-95","89-99","1989","6",21.1111111111111,11.6666666666667,0,12,0,3
"104","89-95","89-99","1989","6",21.6666666666667,6.66666666666667,0,8,0,7
"105","89-95","89-99","1989","6",23.8888888888889,14.4444444444444,0.6604,17,2,0
"106","89-95","89-99","1989","6",17.2222222222222,11.6666666666667,0.127,8,0,7
"107","89-95","89-99","1989","6",15.5555555555556,12.7777777777778,0.8382,8,0,7
"108","89-95","89-99","1989","6",16.6666666666667,13.8888888888889,0.9398,10,0,5
"109","89-95","89-99","1989","6",25,16.1111111111111,2.5146,19,4,0
"110","89-95","89-99","1989","6",22.7777777777778,12.2222222222222,0.0254,14,0,1
"111","89-95","89-99","1989","6",25,11.6666666666667,0,15,0,0
"112","89-95","89-99","1989","6",27.7777777777778,16.6666666666667,NA,22,7,0
"113","89-95","89-99","1989","6",23.3333333333333,18.8888888888889,0.8636,20,5,0
"114","89-95","89-99","1989","6",27.7777777777778,20,0.2794,25,10,0
"115","89-95","89-99","1989","6",27.7777777777778,18.8888888888889,NA,24,9,0
"116","89-95","89-99","1989","6",28.3333333333333,18.3333333333333,0.3302,24,9,0
"117","89-95","89-99","1989","6",28.3333333333333,15.5555555555556,NA,22,7,0
"118","89-95","89-99","1989","6",27.7777777777778,15,0,21,6,0
"119","89-95","89-99","1989","6",28.8888888888889,15.5555555555556,0,22,7,0
"120","89-95","89-99","1989","6",31.1111111111111,15.5555555555556,0.8636,24,9,0
"121","89-95","89-99","1989","6",25.5555555555556,11.6666666666667,NA,16,1,0
"122","89-95","89-99","1989","6",20.5555555555556,6.66666666666667,0,7,0,8
"123","89-95","89-99","1990","3",-4.44444444444444,-13.3333333333333,0,0,0,49
"124","89-95","89-99","1990","3",5,-7.77777777777778,0,0,0,35
"125","89-95","89-99","1990","3",12.7777777777778,-2.22222222222222,0,0,0,23
"126","89-95","89-99","1990","3",1.66666666666667,-10.5555555555556,NA,0,0,41
"127","89-95","89-99","1990","3",-4.44444444444444,-11.6666666666667,NA,0,0,47
"128","89-95","89-99","1990","3",-2.22222222222222,-10,0.1016,0,0,44
"129","89-95","89-99","1990","3",-5.55555555555556,-18.8888888888889,0,0,0,55
"130","89-95","89-99","1990","3",-1.11111111111111,-14.4444444444444,0,0,0,47
"131","89-95","89-99","1990","3",8.33333333333333,-9.44444444444444,0,0,0,34
"132","89-95","89-99","1990","3",5.55555555555556,0.555555555555556,0.1524,0,0,27
"133","89-95","89-99","1990","3",14.4444444444444,3.33333333333333,NA,0,0,17
"134","89-95","89-99","1990","3",15.5555555555556,4.44444444444444,0.3302,0,0,15
"135","89-95","89-99","1990","3",21.6666666666667,6.66666666666667,NA,8,0,7
"136","89-95","89-99","1990","3",23.3333333333333,8.33333333333333,0,11,0,4
"137","89-95","89-99","1990","3",26.1111111111111,10,0,15,0,0
"138","89-95","89-99","1990","3",26.1111111111111,15.5555555555556,0,20,5,0
"139","89-95","89-99","1990","3",23.8888888888889,16.1111111111111,0.0254,18,3,0
"140","89-95","89-99","1990","3",18.3333333333333,2.77777777777778,1.1938,1,0,14
"141","89-95","89-99","1990","3",6.11111111111111,-1.66666666666667,NA,0,0,29
"142","89-95","89-99","1990","3",6.66666666666667,-3.33333333333333,0.9144,0,0,30
"143","89-95","89-99","1990","3",0,-4.44444444444444,0.4826,0,0,37
"144","89-95","89-99","1990","3",6.66666666666667,-2.77777777777778,0,0,0,29
"145","89-95","89-99","1990","3",16.6666666666667,4.44444444444444,0.0254,1,0,14
"146","89-95","89-99","1990","3",6.66666666666667,-6.11111111111111,0.0508,0,0,32
"147","89-95","89-99","1990","3",0.555555555555556,-7.77777777777778,0,0,0,39
"148","89-95","89-99","1990","3",6.66666666666667,-5.55555555555556,0,0,0,32
"149","89-95","89-99","1990","3",3.33333333333333,-7.77777777777778,0.0508,0,0,37
"150","89-95","89-99","1990","3",0,-8.88888888888889,NA,0,0,41
"151","89-95","89-99","1990","3",7.22222222222222,-6.66666666666667,0,0,0,32
"152","89-95","89-99","1990","3",9.44444444444444,-1.11111111111111,0.1016,0,0,25
"153","89-95","89-99","1990","3",3.33333333333333,1.66666666666667,NA,0,0,28
"154","89-95","89-99","1990","4",10.5555555555556,3.33333333333333,0.0508,0,0,20
"155","89-95","89-99","1990","4",8.33333333333333,5.55555555555556,0.4064,0,0,20
"156","89-95","89-99","1990","4",13.8888888888889,2.22222222222222,0.9144,0,0,18
"157","89-95","89-99","1990","4",3.88888888888889,0,2.3876,0,0,29
"158","89-95","89-99","1990","4",2.77777777777778,0.555555555555556,1.4732,0,0,30
"159","89-95","89-99","1990","4",7.77777777777778,-1.66666666666667,0.0508,0,0,27
"160","89-95","89-99","1990","4",4.44444444444444,-2.77777777777778,NA,0,0,31
"161","89-95","89-99","1990","4",4.44444444444444,-3.88888888888889,0.0508,0,0,32
"162","89-95","89-99","1990","4",6.66666666666667,-2.77777777777778,0,0,0,29
"163","89-95","89-99","1990","4",15.5555555555556,2.77777777777778,NA,0,0,16
"164","89-95","89-99","1990","4",11.6666666666667,0.555555555555556,2.2352,0,0,22
"165","89-95","89-99","1990","4",4.44444444444444,-3.88888888888889,0.0762,0,0,32
"166","89-95","89-99","1990","4",2.22222222222222,-5.55555555555556,NA,0,0,36
"167","89-95","89-99","1990","4",9.44444444444444,-1.11111111111111,0,0,0,25
"168","89-95","89-99","1990","4",11.6666666666667,3.33333333333333,0.0254,0,0,19
"169","89-95","89-99","1990","4",14.4444444444444,2.77777777777778,0,0,0,17
"170","89-95","89-99","1990","4",14.4444444444444,4.44444444444444,NA,0,0,16
"171","89-95","89-99","1990","4",9.44444444444444,-1.11111111111111,0.2286,0,0,25
"172","89-95","89-99","1990","4",6.66666666666667,-3.88888888888889,NA,0,0,30
"173","89-95","89-99","1990","4",17.2222222222222,1.66666666666667,0.1016,0,0,16
"174","89-95","89-99","1990","4",16.6666666666667,6.66666666666667,0.9398,3,0,12
"175","89-95","89-99","1990","4",10,3.33333333333333,0.0254,0,0,21
"176","89-95","89-99","1990","4",18.8888888888889,2.77777777777778,0,2,0,13
"177","89-95","89-99","1990","4",20,2.22222222222222,0,2,0,13
"178","89-95","89-99","1990","4",25.5555555555556,11.6666666666667,0.4572,16,1,0
"179","89-95","89-99","1990","4",28.3333333333333,11.6666666666667,0.254,18,3,0
"180","89-95","89-99","1990","4",28.8888888888889,11.1111111111111,0,18,3,0
"181","89-95","89-99","1990","4",30,11.6666666666667,0,20,5,0
"182","89-95","89-99","1990","4",31.6666666666667,16.6666666666667,0,26,11,0
"183","89-95","89-99","1990","4",23.3333333333333,12.2222222222222,NA,14,0,1
"184","89-95","89-99","1990","5",19.4444444444444,8.88888888888889,0,8,0,7
"185","89-95","89-99","1990","5",21.1111111111111,3.33333333333333,0,4,0,11
"186","89-95","89-99","1990","5",13.3333333333333,-1.66666666666667,0,0,0,22
"187","89-95","89-99","1990","5",14.4444444444444,5.55555555555556,0,0,0,15
"188","89-95","89-99","1990","5",18.3333333333333,8.33333333333333,2.2352,6,0,9
"189","89-95","89-99","1990","5",13.3333333333333,4.44444444444444,NA,0,0,17
"190","89-95","89-99","1990","5",13.8888888888889,1.66666666666667,0.381,0,0,19
"191","89-95","89-99","1990","5",12.7777777777778,7.77777777777778,0.127,1,0,14
"192","89-95","89-99","1990","5",26.1111111111111,10.5555555555556,NA,15,0,0
"193","89-95","89-99","1990","5",26.1111111111111,15,NA,19,4,0
"194","89-95","89-99","1990","5",17.7777777777778,3.33333333333333,1.0414,1,0,14
"195","89-95","89-99","1990","5",8.33333333333333,-1.11111111111111,NA,0,0,26
"196","89-95","89-99","1990","5",14.4444444444444,6.11111111111111,0.5842,1,0,14
"197","89-95","89-99","1990","5",16.1111111111111,5,1.1684,1,0,14
"198","89-95","89-99","1990","5",20.5555555555556,6.66666666666667,NA,7,0,8
"199","89-95","89-99","1990","5",22.7777777777778,13.8888888888889,0.2794,15,0,0
"200","89-95","89-99","1990","5",19.4444444444444,15,1.27,13,0,2
"201","89-95","89-99","1990","5",24.4444444444444,9.44444444444444,0.635,13,0,2
"202","89-95","89-99","1990","5",12.2222222222222,7.22222222222222,0.1778,0,0,15
"203","89-95","89-99","1990","5",15,7.77777777777778,0.2286,3,0,12
"204","89-95","89-99","1990","5",16.6666666666667,7.77777777777778,2.159,4,0,11
"205","89-95","89-99","1990","5",9.44444444444444,5,0.1524,0,0,20
"206","89-95","89-99","1990","5",15,6.66666666666667,0,2,0,13
"207","89-95","89-99","1990","5",15.5555555555556,3.88888888888889,0,0,0,15
"208","89-95","89-99","1990","5",17.2222222222222,2.77777777777778,0,0,0,15
"209","89-95","89-99","1990","5",22.2222222222222,8.33333333333333,0,10,0,5
"210","89-95","89-99","1990","5",20,8.33333333333333,0,8,0,7
"211","89-95","89-99","1990","5",22.7777777777778,6.11111111111111,0,8,0,7
"212","89-95","89-99","1990","5",25,12.2222222222222,0.508,16,1,0
"213","89-95","89-99","1990","5",14.4444444444444,6.11111111111111,1.1684,1,0,14
"214","89-95","89-99","1990","5",14.4444444444444,3.33333333333333,0,0,0,17
"215","89-95","89-99","1990","6",21.6666666666667,3.88888888888889,0,5,0,10
"216","89-95","89-99","1990","6",25.5555555555556,12.2222222222222,0,16,1,0
"217","89-95","89-99","1990","6",28.3333333333333,18.3333333333333,0.1016,24,9,0
"218","89-95","89-99","1990","6",27.7777777777778,11.1111111111111,0.1016,17,2,0
"219","89-95","89-99","1990","6",12.2222222222222,1.66666666666667,NA,0,0,20
"220","89-95","89-99","1990","6",18.3333333333333,7.22222222222222,NA,5,0,10
"221","89-95","89-99","1990","6",25,12.2222222222222,0,16,1,0
"222","89-95","89-99","1990","6",23.3333333333333,7.22222222222222,0,10,0,5
"223","89-95","89-99","1990","6",22.2222222222222,11.6666666666667,0.381,13,0,2
"224","89-95","89-99","1990","6",26.1111111111111,11.6666666666667,NA,16,1,0
"225","89-95","89-99","1990","6",19.4444444444444,12.2222222222222,0.1778,11,0,4
"226","89-95","89-99","1990","6",17.7777777777778,4.44444444444444,0,2,0,13
"227","89-95","89-99","1990","6",25,9.44444444444444,0,13,0,2
"228","89-95","89-99","1990","6",27.7777777777778,15.5555555555556,0,21,6,0
"229","89-95","89-99","1990","6",29.4444444444444,18.8888888888889,2.4638,26,11,0
"230","89-95","89-99","1990","6",28.3333333333333,18.3333333333333,0,24,9,0
"231","89-95","89-99","1990","6",29.4444444444444,18.8888888888889,0,26,11,0
"232","89-95","89-99","1990","6",30.5555555555556,20.5555555555556,0,28,13,0
"233","89-95","89-99","1990","6",28.3333333333333,14.4444444444444,1.1684,21,6,0
"234","89-95","89-99","1990","6",21.1111111111111,14.4444444444444,0.0254,14,0,1
"235","89-95","89-99","1990","6",23.8888888888889,15.5555555555556,0,18,3,0
"236","89-95","89-99","1990","6",26.1111111111111,12.7777777777778,0.0254,17,2,0
"237","89-95","89-99","1990","6",27.2222222222222,17.7777777777778,0.3302,23,8,0
"238","89-95","89-99","1990","6",24.4444444444444,14.4444444444444,NA,17,2,0
"239","89-95","89-99","1990","6",21.1111111111111,13.3333333333333,0.2794,13,0,2
"240","89-95","89-99","1990","6",21.1111111111111,8.33333333333333,0,9,0,6
"241","89-95","89-99","1990","6",27.2222222222222,15.5555555555556,0,21,6,0
"242","89-95","89-99","1990","6",25,12.7777777777778,0,16,1,0
"243","89-95","89-99","1990","6",22.7777777777778,12.2222222222222,NA,14,0,1
"244","89-95","89-99","1990","6",28.8888888888889,14.4444444444444,0.9652,21,6,0
"245","89-95","89-99","1991","3",5,-5.55555555555556,0.0762,0,0,33
"246","89-95","89-99","1991","3",15,5,0.127,0,0,15
"247","89-95","89-99","1991","3",20,2.22222222222222,0.4826,2,0,13
"248","89-95","89-99","1991","3",2.22222222222222,-0.555555555555556,2.3876,0,0,31
"249","89-95","89-99","1991","3",1.11111111111111,-2.77777777777778,0.6858,0,0,34
"250","89-95","89-99","1991","3",6.11111111111111,-2.22222222222222,0,0,0,29
"251","89-95","89-99","1991","3",15.5555555555556,2.77777777777778,NA,0,0,16
"252","89-95","89-99","1991","3",2.77777777777778,-8.33333333333333,NA,0,0,38
"253","89-95","89-99","1991","3",-2.22222222222222,-7.77777777777778,0,0,0,42
"254","89-95","89-99","1991","3",2.22222222222222,-7.77777777777778,0,0,0,38
"255","89-95","89-99","1991","3",-0.555555555555556,-9.44444444444444,0,0,0,42
"256","89-95","89-99","1991","3",-4.44444444444444,-8.33333333333333,NA,0,0,44
"257","89-95","89-99","1991","3",2.77777777777778,-9.44444444444444,0,0,0,39
"258","89-95","89-99","1991","3",3.88888888888889,-5.55555555555556,NA,0,0,34
"259","89-95","89-99","1991","3",1.66666666666667,-2.77777777777778,0.8382,0,0,34
"260","89-95","89-99","1991","3",2.77777777777778,-7.22222222222222,NA,0,0,37
"261","89-95","89-99","1991","3",8.33333333333333,-5.55555555555556,0,0,0,30
"262","89-95","89-99","1991","3",12.7777777777778,-1.11111111111111,0.2032,0,0,22
"263","89-95","89-99","1991","3",6.11111111111111,1.11111111111111,0.381,0,0,26
"264","89-95","89-99","1991","3",8.88888888888889,0,0.1524,0,0,25
"265","89-95","89-99","1991","3",6.66666666666667,-5,0,0,0,31
"266","89-95","89-99","1991","3",13.3333333333333,-2.22222222222222,NA,0,0,23
"267","89-95","89-99","1991","3",5,0.555555555555556,0.4826,0,0,28
"268","89-95","89-99","1991","3",6.11111111111111,2.22222222222222,0.7366,0,0,25
"269","89-95","89-99","1991","3",7.77777777777778,2.77777777777778,0.635,0,0,23
"270","89-95","89-99","1991","3",5.55555555555556,1.66666666666667,0.0254,0,0,26
"271","89-95","89-99","1991","3",11.6666666666667,3.33333333333333,0.5334,0,0,19
"272","89-95","89-99","1991","3",16.6666666666667,6.66666666666667,1.3208,3,0,12
"273","89-95","89-99","1991","3",14.4444444444444,-0.555555555555556,0,0,0,20
"274","89-95","89-99","1991","3",5.55555555555556,-3.88888888888889,0.0254,0,0,31
"275","89-95","89-99","1991","3",1.66666666666667,-8.88888888888889,0,0,0,39
"276","89-95","89-99","1991","4",7.77777777777778,-2.22222222222222,0.0254,0,0,28
"277","89-95","89-99","1991","4",5.55555555555556,0,0.4572,0,0,28
"278","89-95","89-99","1991","4",4.44444444444444,-4.44444444444444,NA,0,0,33
"279","89-95","89-99","1991","4",10.5555555555556,-2.22222222222222,0,0,0,25
"280","89-95","89-99","1991","4",20,7.22222222222222,0,7,0,8
"281","89-95","89-99","1991","4",16.6666666666667,5,NA,2,0,13
"282","89-95","89-99","1991","4",23.8888888888889,10.5555555555556,0.3048,13,0,2
"283","89-95","89-99","1991","4",28.8888888888889,9.44444444444444,0,17,2,0
"284","89-95","89-99","1991","4",27.7777777777778,15.5555555555556,0.5334,21,6,0
"285","89-95","89-99","1991","4",25,10.5555555555556,1.905,14,0,1
"286","89-95","89-99","1991","4",13.3333333333333,0,NA,0,0,21
"287","89-95","89-99","1991","4",7.22222222222222,-1.66666666666667,0,0,0,28
"288","89-95","89-99","1991","4",7.22222222222222,-0.555555555555556,0,0,0,27
"289","89-95","89-99","1991","4",11.6666666666667,2.22222222222222,NA,0,0,20
"290","89-95","89-99","1991","4",14.4444444444444,2.77777777777778,0.7112,0,0,17
"291","89-95","89-99","1991","4",11.6666666666667,5,0.1524,0,0,18
"292","89-95","89-99","1991","4",17.2222222222222,0.555555555555556,NA,0,0,17
"293","89-95","89-99","1991","4",13.3333333333333,1.66666666666667,0,0,0,19
"294","89-95","89-99","1991","4",10.5555555555556,1.11111111111111,0,0,0,22
"295","89-95","89-99","1991","4",16.1111111111111,3.88888888888889,0.0254,0,0,15
"296","89-95","89-99","1991","4",5.55555555555556,3.88888888888889,0.7366,0,0,24
"297","89-95","89-99","1991","4",5,0,3.5052,0,0,28
"298","89-95","89-99","1991","4",7.22222222222222,0.555555555555556,0.1016,0,0,26
"299","89-95","89-99","1991","4",17.2222222222222,5.55555555555556,0,3,0,12
"300","89-95","89-99","1991","4",14.4444444444444,1.11111111111111,0.1524,0,0,19
"301","89-95","89-99","1991","4",17.2222222222222,0.555555555555556,0,0,0,17
"302","89-95","89-99","1991","4",22.7777777777778,7.77777777777778,NA,10,0,5
"303","89-95","89-99","1991","4",23.3333333333333,6.66666666666667,0,9,0,6
"304","89-95","89-99","1991","4",22.2222222222222,9.44444444444444,NA,11,0,4
"305","89-95","89-99","1991","4",17.7777777777778,9.44444444444444,1.143,7,0,8
"306","89-95","89-99","1991","5",26.1111111111111,8.88888888888889,NA,14,0,1
"307","89-95","89-99","1991","5",25,7.22222222222222,0.0508,11,0,4
"308","89-95","89-99","1991","5",10.5555555555556,3.88888888888889,NA,0,0,20
"309","89-95","89-99","1991","5",8.88888888888889,2.22222222222222,NA,0,0,23
"310","89-95","89-99","1991","5",13.3333333333333,-1.11111111111111,0,0,0,22
"311","89-95","89-99","1991","5",22.2222222222222,5,NA,7,0,8
"312","89-95","89-99","1991","5",19.4444444444444,7.77777777777778,0.9652,7,0,8
"313","89-95","89-99","1991","5",13.3333333333333,3.88888888888889,0,0,0,17
"314","89-95","89-99","1991","5",15,3.33333333333333,NA,0,0,16
"315","89-95","89-99","1991","5",12.7777777777778,7.22222222222222,0.4064,0,0,15
"316","89-95","89-99","1991","5",18.8888888888889,4.44444444444444,0,3,0,12
"317","89-95","89-99","1991","5",25.5555555555556,8.88888888888889,0,13,0,2
"318","89-95","89-99","1991","5",27.7777777777778,10,0,16,1,0
"319","89-95","89-99","1991","5",28.3333333333333,13.3333333333333,0.0254,20,5,0
"320","89-95","89-99","1991","5",26.6666666666667,8.33333333333333,0,14,0,1
"321","89-95","89-99","1991","5",26.6666666666667,9.44444444444444,0,15,0,0
"322","89-95","89-99","1991","5",30.5555555555556,17.7777777777778,0,26,11,0
"323","89-95","89-99","1991","5",28.8888888888889,6.11111111111111,2.1336,14,0,1
"324","89-95","89-99","1991","5",16.6666666666667,1.66666666666667,0,0,0,16
"325","89-95","89-99","1991","5",20.5555555555556,5,0,5,0,10
"326","89-95","89-99","1991","5",22.7777777777778,8.33333333333333,0,10,0,5
"327","89-95","89-99","1991","5",27.2222222222222,11.1111111111111,0,17,2,0
"328","89-95","89-99","1991","5",27.7777777777778,16.6666666666667,0,22,7,0
"329","89-95","89-99","1991","5",30,16.1111111111111,0,24,9,0
"330","89-95","89-99","1991","5",30,18.3333333333333,0,26,11,0
"331","89-95","89-99","1991","5",28.3333333333333,15.5555555555556,0,22,7,0
"332","89-95","89-99","1991","5",30,20,0,27,12,0
"333","89-95","89-99","1991","5",25.5555555555556,15,0.0762,19,4,0
"334","89-95","89-99","1991","5",28.3333333333333,12.2222222222222,0,19,4,0
"335","89-95","89-99","1991","5",28.8888888888889,17.2222222222222,0,24,9,0
"336","89-95","89-99","1991","5",28.3333333333333,19.4444444444444,0.254,25,10,0
"337","89-95","89-99","1991","6",28.3333333333333,15.5555555555556,0.5588,22,7,0
"338","89-95","89-99","1991","6",22.2222222222222,7.77777777777778,0,9,0,6
"339","89-95","89-99","1991","6",25,8.33333333333333,0,12,0,3
"340","89-95","89-99","1991","6",25,11.6666666666667,0.5842,15,0,0
"341","89-95","89-99","1991","6",18.8888888888889,5.55555555555556,NA,4,0,11
"342","89-95","89-99","1991","6",20,6.11111111111111,0,6,0,9
"343","89-95","89-99","1991","6",20.5555555555556,5.55555555555556,0,6,0,9
"344","89-95","89-99","1991","6",24.4444444444444,7.22222222222222,0,11,0,4
"345","89-95","89-99","1991","6",26.6666666666667,8.88888888888889,0,14,0,1
