"","YearBins","Decades","Year","Month","MaxTempC","MinTempC","PrecipCM","GDD","CDD","HDD"
"829","89-95","89-99","1995","6",22.2222222222222,7.22222222222222,0,9,0,6
"830","89-95","89-99","1995","6",27.2222222222222,11.1111111111111,0,17,2,0
"831","89-95","89-99","1995","6",26.6666666666667,14.4444444444444,0,19,4,0
"832","89-95","89-99","1995","6",29.4444444444444,9.44444444444444,0.381,17,2,0
"833","89-95","89-99","1995","6",11.6666666666667,5.55555555555556,0,0,0,17
"834","89-95","89-99","1995","6",22.7777777777778,8.88888888888889,0,11,0,4
"835","89-95","89-99","1995","6",24.4444444444444,17.2222222222222,0.0254,20,5,0
"836","89-95","89-99","1995","6",30,12.2222222222222,0.6604,20,5,0
"837","89-95","89-99","1995","6",16.6666666666667,4.44444444444444,0.3302,1,0,14
"838","89-95","89-99","1995","6",22.7777777777778,6.66666666666667,0,9,0,6
"839","89-95","89-99","1995","6",22.7777777777778,5,0,7,0,8
"840","89-95","89-99","1995","6",23.3333333333333,5.55555555555556,0,8,0,7
"841","89-95","89-99","1995","6",26.6666666666667,8.33333333333333,0,14,0,1
"842","89-95","89-99","1995","6",28.8888888888889,12.7777777777778,0,20,5,0
"843","89-95","89-99","1995","6",31.6666666666667,12.7777777777778,0,22,7,0
"844","89-95","89-99","1995","6",33.8888888888889,16.6666666666667,0,28,13,0
"845","89-95","89-99","1995","6",31.1111111111111,11.6666666666667,0,21,6,0
"846","89-95","89-99","1995","6",29.4444444444444,16.6666666666667,0,24,9,0
"847","89-95","89-99","1995","6",27.2222222222222,14.4444444444444,0,20,5,0
"848","89-95","89-99","1995","6",27.2222222222222,17.2222222222222,0,22,7,0
"849","89-95","89-99","1995","6",27.7777777777778,16.6666666666667,0,22,7,0
"850","89-95","89-99","1995","6",30,16.6666666666667,0,24,9,0
"851","89-95","89-99","1995","6",31.1111111111111,19.4444444444444,0.4572,28,13,0
"852","89-95","89-99","1995","6",24.4444444444444,14.4444444444444,0,17,2,0
"853","89-95","89-99","1995","6",21.6666666666667,15,0.127,15,0,0
"854","89-95","89-99","1995","6",26.1111111111111,17.7777777777778,NA,22,7,0
"855","96-00","89-99","1996","3",-6.66666666666667,-11.1111111111111,NA,0,0,49
"856","96-00","89-99","1996","3",0.555555555555556,-8.33333333333333,0,0,0,40
"857","96-00","89-99","1996","3",5.55555555555556,-6.66666666666667,0.0254,0,0,34
"858","96-00","89-99","1996","3",-5.55555555555556,-11.6666666666667,0,0,0,48
"859","96-00","89-99","1996","3",-1.66666666666667,-10,0.3556,0,0,43
"860","96-00","89-99","1996","3",3.88888888888889,-3.88888888888889,1.1176,0,0,33
"861","96-00","89-99","1996","3",-3.88888888888889,-11.6666666666667,0.9652,0,0,47
"862","96-00","89-99","1996","3",-10.5555555555556,-12.7777777777778,1.0922,0,0,54
"863","96-00","89-99","1996","3",-10,-16.6666666666667,0.2032,0,0,57
"864","96-00","89-99","1996","3",-8.33333333333333,-16.1111111111111,0,0,0,55
"865","96-00","89-99","1996","3",2.22222222222222,-16.6666666666667,0,0,0,46
"866","96-00","89-99","1996","3",6.66666666666667,-16.6666666666667,0,0,0,42
"867","96-00","89-99","1996","3",6.11111111111111,-11.1111111111111,0,0,0,37
"868","96-00","89-99","1996","3",12.2222222222222,-6.11111111111111,0,0,0,27
"869","96-00","89-99","1996","3",16.1111111111111,2.77777777777778,0.1016,0,0,16
"870","96-00","89-99","1996","3",5.55555555555556,-5.55555555555556,NA,0,0,33
"871","96-00","89-99","1996","3",0.555555555555556,-9.44444444444444,0,0,0,41
"872","96-00","89-99","1996","3",8.88888888888889,-5,0,0,0,29
"873","96-00","89-99","1996","3",11.6666666666667,-3.33333333333333,0,0,0,25
"874","96-00","89-99","1996","3",13.8888888888889,1.11111111111111,0.6604,0,0,19
"875","96-00","89-99","1996","3",4.44444444444444,-0.555555555555556,0.3302,0,0,29
"876","96-00","89-99","1996","3",0.555555555555556,-6.11111111111111,0.3048,0,0,38
"877","96-00","89-99","1996","3",-1.11111111111111,-6.11111111111111,0.254,0,0,39
"878","96-00","89-99","1996","3",0,-5.55555555555556,0,0,0,38
"879","96-00","89-99","1996","3",7.22222222222222,-2.22222222222222,0,0,0,28
"880","96-00","89-99","1996","3",18.3333333333333,-1.11111111111111,0.254,0,0,17
"881","96-00","89-99","1996","3",6.11111111111111,-8.88888888888889,NA,0,0,35
"882","96-00","89-99","1996","3",-1.11111111111111,-9.44444444444444,0.0254,0,0,42
"883","96-00","89-99","1996","3",5,-3.88888888888889,0.0762,0,0,32
"884","96-00","89-99","1996","3",5.55555555555556,-0.555555555555556,NA,0,0,28
"885","96-00","89-99","1996","3",11.1111111111111,-4.44444444444444,0,0,0,27
"886","96-00","89-99","1996","4",18.3333333333333,2.22222222222222,NA,1,0,14
"887","96-00","89-99","1996","4",5,-2.22222222222222,0.3048,0,0,30
"888","96-00","89-99","1996","4",5,-3.88888888888889,NA,0,0,32
"889","96-00","89-99","1996","4",3.88888888888889,-2.22222222222222,0.6096,0,0,31
"890","96-00","89-99","1996","4",2.77777777777778,-1.66666666666667,NA,0,0,32
"891","96-00","89-99","1996","4",4.44444444444444,-6.11111111111111,0,0,0,34
"892","96-00","89-99","1996","4",7.77777777777778,-2.22222222222222,0.5842,0,0,28
"893","96-00","89-99","1996","4",0.555555555555556,-8.33333333333333,1.0414,0,0,40
"894","96-00","89-99","1996","4",4.44444444444444,-8.88888888888889,NA,0,0,37
"895","96-00","89-99","1996","4",5.55555555555556,-6.66666666666667,0,0,0,34
"896","96-00","89-99","1996","4",4.44444444444444,-1.66666666666667,NA,0,0,30
"897","96-00","89-99","1996","4",14.4444444444444,2.77777777777778,NA,0,0,17
"898","96-00","89-99","1996","4",11.1111111111111,3.88888888888889,2.4638,0,0,19
"899","96-00","89-99","1996","4",8.33333333333333,3.33333333333333,2.1082,0,0,22
"900","96-00","89-99","1996","4",3.33333333333333,-2.77777777777778,0.0254,0,0,32
"901","96-00","89-99","1996","4",13.8888888888889,1.66666666666667,0.9398,0,0,19
"902","96-00","89-99","1996","4",7.22222222222222,0.555555555555556,0.635,0,0,26
"903","96-00","89-99","1996","4",7.22222222222222,-2.77777777777778,NA,0,0,29
"904","96-00","89-99","1996","4",18.3333333333333,1.11111111111111,0,0,0,15
"905","96-00","89-99","1996","4",22.7777777777778,9.44444444444444,0,11,0,4
"906","96-00","89-99","1996","4",21.1111111111111,11.1111111111111,0.3302,11,0,4
"907","96-00","89-99","1996","4",19.4444444444444,2.22222222222222,NA,2,0,13
"908","96-00","89-99","1996","4",25.5555555555556,5.55555555555556,0.0254,10,0,5
"909","96-00","89-99","1996","4",15,0,1.7272,0,0,19
"910","96-00","89-99","1996","4",10.5555555555556,0,0.4064,0,0,23
"911","96-00","89-99","1996","4",19.4444444444444,6.66666666666667,NA,6,0,9
"912","96-00","89-99","1996","4",14.4444444444444,0.555555555555556,0.6604,0,0,19
"913","96-00","89-99","1996","4",8.33333333333333,-1.66666666666667,NA,0,0,27
"914","96-00","89-99","1996","4",13.8888888888889,3.33333333333333,0.0508,0,0,17
"915","96-00","89-99","1996","4",16.1111111111111,6.66666666666667,1.0668,3,0,12
"916","96-00","89-99","1996","5",18.8888888888889,2.77777777777778,1.1684,2,0,13
"917","96-00","89-99","1996","5",15,3.33333333333333,NA,0,0,16
"918","96-00","89-99","1996","5",16.6666666666667,3.88888888888889,0,1,0,14
"919","96-00","89-99","1996","5",16.6666666666667,5.55555555555556,0.2794,2,0,13
"920","96-00","89-99","1996","5",11.1111111111111,3.88888888888889,0.7874,0,0,19
"921","96-00","89-99","1996","5",15.5555555555556,5,0.5588,1,0,14
"922","96-00","89-99","1996","5",11.1111111111111,-1.66666666666667,0.0762,0,0,24
"923","96-00","89-99","1996","5",14.4444444444444,2.77777777777778,0,0,0,17
"924","96-00","89-99","1996","5",18.3333333333333,7.22222222222222,0.2032,5,0,10
"925","96-00","89-99","1996","5",13.8888888888889,10.5555555555556,1.3462,4,0,11
"926","96-00","89-99","1996","5",26.6666666666667,12.2222222222222,2.3114,17,2,0
"927","96-00","89-99","1996","5",12.2222222222222,0,4.3434,0,0,22
"928","96-00","89-99","1996","5",7.77777777777778,0,0.0254,0,0,26
"929","96-00","89-99","1996","5",10,-2.77777777777778,0,0,0,26
"930","96-00","89-99","1996","5",15,1.11111111111111,0,0,0,18
"931","96-00","89-99","1996","5",18.3333333333333,8.33333333333333,0,6,0,9
"932","96-00","89-99","1996","5",11.6666666666667,8.33333333333333,0,0,0,15
"933","96-00","89-99","1996","5",23.8888888888889,11.6666666666667,0.4572,14,0,1
"934","96-00","89-99","1996","5",30.5555555555556,15.5555555555556,NA,24,9,0
"935","96-00","89-99","1996","5",33.8888888888889,16.6666666666667,0,28,13,0
"936","96-00","89-99","1996","5",33.3333333333333,17.7777777777778,0.0762,28,13,0
"937","96-00","89-99","1996","5",21.6666666666667,7.22222222222222,2.3368,8,0,7
"938","96-00","89-99","1996","5",20.5555555555556,6.66666666666667,0.1778,7,0,8
"939","96-00","89-99","1996","5",23.3333333333333,9.44444444444444,0.254,12,0,3
"940","96-00","89-99","1996","5",14.4444444444444,0.555555555555556,NA,0,0,19
"941","96-00","89-99","1996","5",16.1111111111111,3.88888888888889,NA,0,0,15
"942","96-00","89-99","1996","5",17.7777777777778,8.33333333333333,0,6,0,9
"943","96-00","89-99","1996","5",19.4444444444444,8.33333333333333,0,7,0,8
"944","96-00","89-99","1996","5",12.2222222222222,8.88888888888889,0.0508,1,0,14
"945","96-00","89-99","1996","5",13.8888888888889,0,NA,0,0,20
"946","96-00","89-99","1996","5",15.5555555555556,2.22222222222222,0,0,0,17
"947","96-00","89-99","1996","6",22.2222222222222,3.88888888888889,0,6,0,9
"948","96-00","89-99","1996","6",25.5555555555556,10,0,14,0,1
"949","96-00","89-99","1996","6",26.1111111111111,12.7777777777778,0,17,2,0
"950","96-00","89-99","1996","6",23.8888888888889,11.6666666666667,0,14,0,1
"951","96-00","89-99","1996","6",23.3333333333333,11.6666666666667,NA,14,0,1
"952","96-00","89-99","1996","6",21.1111111111111,6.66666666666667,0,7,0,8
"953","96-00","89-99","1996","6",25,12.2222222222222,0.127,16,1,0
"954","96-00","89-99","1996","6",28.3333333333333,16.6666666666667,1.6764,23,8,0
"955","96-00","89-99","1996","6",29.4444444444444,16.1111111111111,0.5334,23,8,0
"956","96-00","89-99","1996","6",29.4444444444444,17.2222222222222,1.0414,24,9,0
"957","96-00","89-99","1996","6",28.8888888888889,19.4444444444444,NA,26,11,0
"958","96-00","89-99","1996","6",29.4444444444444,17.2222222222222,0,24,9,0
"959","96-00","89-99","1996","6",26.6666666666667,16.1111111111111,NA,21,6,0
"960","96-00","89-99","1996","6",25.5555555555556,14.4444444444444,0.3048,18,3,0
"961","96-00","89-99","1996","6",27.7777777777778,13.3333333333333,0,19,4,0
"962","96-00","89-99","1996","6",28.3333333333333,11.6666666666667,0,18,3,0
"963","96-00","89-99","1996","6",28.3333333333333,13.8888888888889,0,20,5,0
"964","96-00","89-99","1996","6",25,13.8888888888889,0.0762,17,2,0
"965","96-00","89-99","1996","6",20,15,1.3716,14,0,1
"966","96-00","89-99","1996","6",20.5555555555556,17.2222222222222,0.3048,16,1,0
"967","96-00","89-99","1996","6",24.4444444444444,17.7777777777778,0.9398,20,5,0
"968","96-00","89-99","1996","6",24.4444444444444,13.8888888888889,0.0762,17,2,0
"969","96-00","89-99","1996","6",26.6666666666667,12.2222222222222,0.5588,17,2,0
"970","96-00","89-99","1996","6",22.2222222222222,11.1111111111111,NA,12,0,3
"971","96-00","89-99","1996","6",22.7777777777778,16.1111111111111,0.381,17,2,0
"972","96-00","89-99","1996","6",21.1111111111111,7.77777777777778,NA,8,0,7
"973","96-00","89-99","1996","6",21.1111111111111,7.77777777777778,0,8,0,7
"974","96-00","89-99","1996","6",25.5555555555556,13.3333333333333,0,17,2,0
"975","96-00","89-99","1996","6",25.5555555555556,16.6666666666667,0,20,5,0
"976","96-00","89-99","1996","6",25.5555555555556,18.3333333333333,2.1844,22,7,0
"977","96-00","89-99","1997","3",6.66666666666667,-3.88888888888889,0.0254,0,0,30
"978","96-00","89-99","1997","3",11.1111111111111,4.44444444444444,0.3556,0,0,19
"979","96-00","89-99","1997","3",11.6666666666667,-2.22222222222222,0,0,0,24
"980","96-00","89-99","1997","3",1.66666666666667,-1.66666666666667,0.2032,0,0,33
"981","96-00","89-99","1997","3",4.44444444444444,-0.555555555555556,NA,0,0,29
"982","96-00","89-99","1997","3",6.11111111111111,-2.77777777777778,1.2192,0,0,30
"983","96-00","89-99","1997","3",0.555555555555556,-6.11111111111111,0,0,0,38
"984","96-00","89-99","1997","3",-1.11111111111111,-7.22222222222222,0.0254,0,0,40
"985","96-00","89-99","1997","3",2.22222222222222,-14.4444444444444,0.2032,0,0,44
"986","96-00","89-99","1997","3",3.33333333333333,-11.6666666666667,0.0508,0,0,40
"987","96-00","89-99","1997","3",7.77777777777778,-1.66666666666667,0,0,0,27
"988","96-00","89-99","1997","3",3.88888888888889,-5,0.0508,0,0,34
"989","96-00","89-99","1997","3",1.11111111111111,-10.5555555555556,NA,0,0,41
"990","96-00","89-99","1997","3",-1.66666666666667,-6.66666666666667,0.6858,0,0,40
"991","96-00","89-99","1997","3",5,-5.55555555555556,0.1524,0,0,33
"992","96-00","89-99","1997","3",-2.22222222222222,-8.33333333333333,0,0,0,42
"993","96-00","89-99","1997","3",-3.88888888888889,-10,NA,0,0,45
"994","96-00","89-99","1997","3",6.11111111111111,-5,0,0,0,32
"995","96-00","89-99","1997","3",0,-8.88888888888889,0,0,0,41
"996","96-00","89-99","1997","3",6.11111111111111,-5,0,0,0,32
"997","96-00","89-99","1997","3",3.33333333333333,-4.44444444444444,0,0,0,34
"998","96-00","89-99","1997","3",7.77777777777778,-1.66666666666667,0.3048,0,0,27
"999","96-00","89-99","1997","3",-1.11111111111111,-8.33333333333333,0.2032,0,0,41
"1000","96-00","89-99","1997","3",-1.66666666666667,-8.88888888888889,0,0,0,42
"1001","96-00","89-99","1997","3",3.88888888888889,-5.55555555555556,0,0,0,34
"1002","96-00","89-99","1997","3",8.33333333333333,1.11111111111111,0.6858,0,0,24
"1003","96-00","89-99","1997","3",5.55555555555556,0.555555555555556,NA,0,0,27
"1004","96-00","89-99","1997","3",17.7777777777778,-0.555555555555556,0,0,0,17
"1005","96-00","89-99","1997","3",21.6666666666667,9.44444444444444,0,10,0,5
"1006","96-00","89-99","1997","3",15.5555555555556,5,0.127,1,0,14
"1007","96-00","89-99","1997","3",8.88888888888889,-3.88888888888889,1.2446,0,0,28
"1008","96-00","89-99","1997","4",-0.555555555555556,-3.88888888888889,0.9144,0,0,37
"1009","96-00","89-99","1997","4",3.88888888888889,-6.66666666666667,0,0,0,35
"1010","96-00","89-99","1997","4",10.5555555555556,-2.22222222222222,0,0,0,25
"1011","96-00","89-99","1997","4",18.3333333333333,1.66666666666667,0,0,0,15
"1012","96-00","89-99","1997","4",14.4444444444444,1.66666666666667,0,0,0,18
"1013","96-00","89-99","1997","4",18.3333333333333,8.33333333333333,0.1016,6,0,9
"1014","96-00","89-99","1997","4",23.3333333333333,5,0,8,0,7
"1015","96-00","89-99","1997","4",10.5555555555556,-0.555555555555556,NA,0,0,24
"1016","96-00","89-99","1997","4",5,-8.88888888888889,0.0254,0,0,36
"1017","96-00","89-99","1997","4",-0.555555555555556,-8.88888888888889,NA,0,0,41
"1018","96-00","89-99","1997","4",4.44444444444444,-6.11111111111111,0,0,0,34
"1019","96-00","89-99","1997","4",7.22222222222222,-1.11111111111111,0,0,0,27
"1020","96-00","89-99","1997","4",10.5555555555556,2.77777777777778,0.2794,0,0,21
"1021","96-00","89-99","1997","4",7.77777777777778,-0.555555555555556,0.2794,0,0,26
"1022","96-00","89-99","1997","4",7.77777777777778,-5.55555555555556,0,0,0,31
"1023","96-00","89-99","1997","4",12.7777777777778,-2.77777777777778,0,0,0,24
"1024","96-00","89-99","1997","4",17.7777777777778,1.11111111111111,0.1524,0,0,16
"1025","96-00","89-99","1997","4",4.44444444444444,-0.555555555555556,0.0508,0,0,29
"1026","96-00","89-99","1997","4",3.88888888888889,-0.555555555555556,0.3556,0,0,30
"1027","96-00","89-99","1997","4",2.22222222222222,0.555555555555556,0.0254,0,0,30
"1028","96-00","89-99","1997","4",5,1.66666666666667,NA,0,0,27
"1029","96-00","89-99","1997","4",13.3333333333333,-1.66666666666667,0,0,0,22
"1030","96-00","89-99","1997","4",16.6666666666667,1.11111111111111,0,0,0,17
"1031","96-00","89-99","1997","4",16.1111111111111,1.11111111111111,0,0,0,17
"1032","96-00","89-99","1997","4",13.8888888888889,-1.66666666666667,0,0,0,22
"1033","96-00","89-99","1997","4",13.8888888888889,-1.66666666666667,NA,0,0,22
"1034","96-00","89-99","1997","4",15.5555555555556,-1.66666666666667,0,0,0,20
"1035","96-00","89-99","1997","4",18.3333333333333,2.77777777777778,1.2954,1,0,14
"1036","96-00","89-99","1997","4",11.1111111111111,-0.555555555555556,0.0762,0,0,23
"1037","96-00","89-99","1997","4",17.7777777777778,1.11111111111111,0,0,0,16
"1038","96-00","89-99","1997","5",23.3333333333333,8.88888888888889,0,11,0,4
"1039","96-00","89-99","1997","5",22.7777777777778,2.77777777777778,0.127,5,0,10
"1040","96-00","89-99","1997","5",13.8888888888889,5.55555555555556,0.4064,0,0,15
"1041","96-00","89-99","1997","5",17.7777777777778,4.44444444444444,0.3048,2,0,13
"1042","96-00","89-99","1997","5",12.2222222222222,-1.66666666666667,NA,0,0,23
"1043","96-00","89-99","1997","5",17.7777777777778,6.66666666666667,NA,4,0,11
"1044","96-00","89-99","1997","5",14.4444444444444,0,0.1778,0,0,20
"1045","96-00","89-99","1997","5",9.44444444444444,-3.33333333333333,NA,0,0,27
"1046","96-00","89-99","1997","5",16.1111111111111,4.44444444444444,0,1,0,14
"1047","96-00","89-99","1997","5",18.3333333333333,4.44444444444444,1.016,3,0,12
"1048","96-00","89-99","1997","5",7.77777777777778,5,0.5588,0,0,21
"1049","96-00","89-99","1997","5",17.2222222222222,7.77777777777778,0.1524,5,0,10
"1050","96-00","89-99","1997","5",18.8888888888889,7.22222222222222,0.0508,6,0,9
"1051","96-00","89-99","1997","5",16.6666666666667,3.88888888888889,0,1,0,14
"1052","96-00","89-99","1997","5",17.7777777777778,7.22222222222222,0.0254,5,0,10
"1053","96-00","89-99","1997","5",16.6666666666667,2.22222222222222,0.1524,0,0,16
"1054","96-00","89-99","1997","5",7.77777777777778,3.88888888888889,NA,0,0,22
"1055","96-00","89-99","1997","5",10.5555555555556,-0.555555555555556,0.1524,0,0,24
"1056","96-00","89-99","1997","5",19.4444444444444,5,1.6256,4,0,11
"1057","96-00","89-99","1997","5",23.8888888888889,6.11111111111111,1.8034,9,0,6
"1058","96-00","89-99","1997","5",12.7777777777778,3.33333333333333,0,0,0,18
"1059","96-00","89-99","1997","5",11.1111111111111,5,0,0,0,18
"1060","96-00","89-99","1997","5",11.6666666666667,1.66666666666667,0,0,0,21
"1061","96-00","89-99","1997","5",16.1111111111111,3.88888888888889,0,0,0,15
"1062","96-00","89-99","1997","5",23.3333333333333,8.88888888888889,0.127,11,0,4
"1063","96-00","89-99","1997","5",14.4444444444444,4.44444444444444,0.0762,0,0,16
"1064","96-00","89-99","1997","5",15,-0.555555555555556,0,0,0,20
"1065","96-00","89-99","1997","5",17.7777777777778,1.66666666666667,0,0,0,15
"1066","96-00","89-99","1997","5",22.7777777777778,5.55555555555556,0,8,0,7
"1067","96-00","89-99","1997","5",21.1111111111111,11.1111111111111,0.254,11,0,4
"1068","96-00","89-99","1997","5",18.8888888888889,12.7777777777778,0.0508,11,0,4
"1069","96-00","89-99","1997","6",24.4444444444444,12.7777777777778,2.0828,16,1,0
"1070","96-00","89-99","1997","6",17.2222222222222,13.3333333333333,0.3556,10,0,5
"1071","96-00","89-99","1997","6",16.1111111111111,8.33333333333333,0.2286,4,0,11
"1072","96-00","89-99","1997","6",20.5555555555556,5,0,5,0,10
"1073","96-00","89-99","1997","6",22.7777777777778,5.55555555555556,NA,8,0,7
"1074","96-00","89-99","1997","6",25,8.33333333333333,0,12,0,3
"1075","96-00","89-99","1997","6",25,11.6666666666667,0.0508,15,0,0
"1076","96-00","89-99","1997","6",17.7777777777778,9.44444444444444,0.1524,7,0,8
"1077","96-00","89-99","1997","6",22.2222222222222,8.33333333333333,0.0254,10,0,5
"1078","96-00","89-99","1997","6",26.1111111111111,9.44444444444444,0,14,0,1
"1079","96-00","89-99","1997","6",28.8888888888889,9.44444444444444,0,17,2,0
"1080","96-00","89-99","1997","6",28.8888888888889,12.2222222222222,0,19,4,0
"1081","96-00","89-99","1997","6",27.2222222222222,13.8888888888889,1.0414,19,4,0
"1082","96-00","89-99","1997","6",25,9.44444444444444,0.0254,13,0,2
"1083","96-00","89-99","1997","6",19.4444444444444,4.44444444444444,0,4,0,11
"1084","96-00","89-99","1997","6",23.8888888888889,11.6666666666667,0,14,0,1
"1085","96-00","89-99","1997","6",25.5555555555556,15,1.143,19,4,0
"1086","96-00","89-99","1997","6",24.4444444444444,15.5555555555556,0.0254,18,3,0
"1087","96-00","89-99","1997","6",21.6666666666667,16.1111111111111,1.1938,16,1,0
"1088","96-00","89-99","1997","6",23.3333333333333,12.7777777777778,0.0254,15,0,0
"1089","96-00","89-99","1997","6",28.3333333333333,17.7777777777778,0,24,9,0
"1090","96-00","89-99","1997","6",31.1111111111111,20.5555555555556,0,29,14,0
"1091","96-00","89-99","1997","6",26.6666666666667,11.6666666666667,0,17,2,0
"1092","96-00","89-99","1997","6",26.1111111111111,12.7777777777778,0.0508,17,2,0
"1093","96-00","89-99","1997","6",28.8888888888889,15.5555555555556,0.7874,22,7,0
"1094","96-00","89-99","1997","6",31.6666666666667,19.4444444444444,0.0254,28,13,0
"1095","96-00","89-99","1997","6",24.4444444444444,10.5555555555556,2.6924,14,0,1
"1096","96-00","89-99","1997","6",25,10,0,14,0,1
"1097","96-00","89-99","1997","6",29.4444444444444,12.2222222222222,0,20,5,0
"1098","96-00","89-99","1997","6",28.8888888888889,15,0,22,7,0
"1099","96-00","89-99","1998","3",7.77777777777778,2.22222222222222,1.8034,0,0,24
"1100","96-00","89-99","1998","3",8.33333333333333,0.555555555555556,NA,0,0,25
"1101","96-00","89-99","1998","3",8.88888888888889,0.555555555555556,0,0,0,24
"1102","96-00","89-99","1998","3",3.33333333333333,-1.11111111111111,NA,0,0,31
"1103","96-00","89-99","1998","3",3.88888888888889,-1.66666666666667,0.0508,0,0,31
"1104","96-00","89-99","1998","3",2.77777777777778,-1.11111111111111,0.0762,0,0,31
"1105","96-00","89-99","1998","3",2.22222222222222,-2.22222222222222,0,0,0,33
"1106","96-00","89-99","1998","3",7.22222222222222,-3.88888888888889,0,0,0,30
"1107","96-00","89-99","1998","3",6.11111111111111,1.11111111111111,0.5334,0,0,26
"1108","96-00","89-99","1998","3",16.6666666666667,-5,1.1684,0,0,22
"1109","96-00","89-99","1998","3",-5,-10.5555555555556,NA,0,0,47
"1110","96-00","89-99","1998","3",-7.22222222222222,-11.1111111111111,NA,0,0,49
"1111","96-00","89-99","1998","3",-5,-12.7777777777778,0.0508,0,0,49
"1112","96-00","89-99","1998","3",2.22222222222222,-5.55555555555556,0.0762,0,0,36
"1113","96-00","89-99","1998","3",1.66666666666667,-3.33333333333333,0.2286,0,0,34
"1114","96-00","89-99","1998","3",0,-9.44444444444444,0.0254,0,0,41
"1115","96-00","89-99","1998","3",0,-11.6666666666667,0,0,0,43
"1116","96-00","89-99","1998","3",6.66666666666667,-8.33333333333333,0.3556,0,0,34
"1117","96-00","89-99","1998","3",2.77777777777778,1.11111111111111,0.4572,0,0,29
"1118","96-00","89-99","1998","3",7.77777777777778,0.555555555555556,0.2032,0,0,25
"1119","96-00","89-99","1998","3",1.66666666666667,-0.555555555555556,1.7272,0,0,32
"1120","96-00","89-99","1998","3",1.66666666666667,-3.88888888888889,1.0414,0,0,35
"1121","96-00","89-99","1998","3",-2.22222222222222,-6.11111111111111,0.2032,0,0,40
"1122","96-00","89-99","1998","3",2.22222222222222,-10.5555555555556,0,0,0,40
"1123","96-00","89-99","1998","3",1.66666666666667,-8.33333333333333,0,0,0,39
"1124","96-00","89-99","1998","3",8.88888888888889,-3.33333333333333,NA,0,0,28
"1125","96-00","89-99","1998","3",18.8888888888889,6.11111111111111,0,5,0,10
"1126","96-00","89-99","1998","3",23.8888888888889,13.8888888888889,0,16,1,0
"1127","96-00","89-99","1998","3",26.6666666666667,13.3333333333333,0,18,3,0
"1128","96-00","89-99","1998","3",20.5555555555556,7.22222222222222,0,7,0,8
"1129","96-00","89-99","1998","3",28.3333333333333,11.6666666666667,0,18,3,0
"1130","96-00","89-99","1998","4",28.8888888888889,15,0,22,7,0
"1131","96-00","89-99","1998","4",20,6.11111111111111,0.9652,6,0,9
"1132","96-00","89-99","1998","4",12.7777777777778,3.33333333333333,0.254,0,0,18
"1133","96-00","89-99","1998","4",8.33333333333333,1.66666666666667,0,0,0,24
"1134","96-00","89-99","1998","4",3.33333333333333,0.555555555555556,0,0,0,29
"1135","96-00","89-99","1998","4",7.77777777777778,-2.22222222222222,0,0,0,28
"1136","96-00","89-99","1998","4",10.5555555555556,-4.44444444444444,0,0,0,27
"1137","96-00","89-99","1998","4",14.4444444444444,0,0,0,0,20
"1138","96-00","89-99","1998","4",12.7777777777778,6.11111111111111,1.4478,0,0,16
"1139","96-00","89-99","1998","4",7.77777777777778,0.555555555555556,2.1082,0,0,25
"1140","96-00","89-99","1998","4",7.22222222222222,-4.44444444444444,0,0,0,30
"1141","96-00","89-99","1998","4",11.6666666666667,-3.88888888888889,0,0,0,26
"1142","96-00","89-99","1998","4",15.5555555555556,-1.66666666666667,0,0,0,20
"1143","96-00","89-99","1998","4",19.4444444444444,2.22222222222222,0,2,0,13
"1144","96-00","89-99","1998","4",21.1111111111111,10.5555555555556,0.3302,11,0,4
"1145","96-00","89-99","1998","4",11.6666666666667,7.22222222222222,0.1778,0,0,16
"1146","96-00","89-99","1998","4",20.5555555555556,10.5555555555556,0,10,0,5
"1147","96-00","89-99","1998","4",18.3333333333333,0.555555555555556,0.381,0,0,16
"1148","96-00","89-99","1998","4",15.5555555555556,5,0.127,1,0,14
"1149","96-00","89-99","1998","4",7.77777777777778,3.88888888888889,3.7084,0,0,22
"1150","96-00","89-99","1998","4",13.3333333333333,-1.11111111111111,0.1778,0,0,22
"1151","96-00","89-99","1998","4",16.6666666666667,0.555555555555556,0,0,0,17
"1152","96-00","89-99","1998","4",19.4444444444444,3.33333333333333,0,3,0,12
"1153","96-00","89-99","1998","4",15,1.66666666666667,0,0,0,18
"1154","96-00","89-99","1998","4",20,4.44444444444444,0.1016,4,0,11
"1155","96-00","89-99","1998","4",12.2222222222222,0.555555555555556,NA,0,0,21
"1156","96-00","89-99","1998","4",5,-2.77777777777778,0.7874,0,0,31
"1157","96-00","89-99","1998","4",7.77777777777778,-1.11111111111111,NA,0,0,27
"1158","96-00","89-99","1998","4",12.7777777777778,-1.66666666666667,0,0,0,23
"1159","96-00","89-99","1998","4",21.6666666666667,2.77777777777778,0,4,0,11
"1160","96-00","89-99","1998","5",21.6666666666667,10,0.0254,11,0,4
"1161","96-00","89-99","1998","5",21.6666666666667,12.2222222222222,0.0508,13,0,2
"1162","96-00","89-99","1998","5",17.7777777777778,11.6666666666667,0.2032,9,0,6
"1163","96-00","89-99","1998","5",17.7777777777778,9.44444444444444,0.6604,7,0,8
"1164","96-00","89-99","1998","5",20,12.7777777777778,0.9144,12,0,3
"1165","96-00","89-99","1998","5",19.4444444444444,11.6666666666667,NA,10,0,5
"1166","96-00","89-99","1998","5",22.7777777777778,10,0.0254,12,0,3
