"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight"
"1",1989,"BSWG","ALEX89","BSWG ALEX89",26,25.7,112,1989112,"",23.2,12.9,13.8,39,80.7,15.8,218.04,260.325,41.7,61,400
"2",1989,"GSWG","ALEX89","GSWG ALEX89",26,25.5,112,1989112,"",22.2,12.2,13.2,34,75.5,11.8,155.76,215.9,41.5,59.6,350
"3",1989,"WSWG","ALEX89","WSWG ALEX89",26,26.1,112,1989112,"",23.6,12.6,13.9,38.1,80.3,14.5,201.55,252.4125,42.2,60.2,410
"4",1989,"YSWG","ALEX89","YSWG ALEX89",26,25.3,112,1989112,"",22,12.9,13.2,34,76.2,12,158.4,221.85,42.2,59,330
"5",1989,"BSBW","UTIC89","BSBW UTIC89",25,25.2,153,1989153,"",22.6,14.3,13.8,34.7,77.8,12.1,166.98,243.7675,43.1,60.8,330
"6",1989,"BSGY","WSAP89","BSGY WSAP89",26,25.9,125,1989125,"",23.5,12.8,14.9,36.4,81.5,12.9,192.21,252.07,45.1,63.9,448
"7",1989,"GSGY","WSAP89","GSGY WSAP89",26,26.1,125,1989125,"",22.2,13.1,13.8,37.8,78.2,15.6,215.28,254.205,40.4,61.8,438
"8",1989,"WSGY","WSAP89","WSGY WSAP89",26,26,125,1989125,"",23.4,13.8,13.8,37.7,75,14.3,197.34,260.13,37.3,61,403
"9",1989,"YSGY","WSAP89","YSGY WSAP89",26,26.4,125,1989125,"",25.7,15.3,14.5,40,82.8,14.3,207.35,298,42.8,64.8,453
"10",1990,"HS","ALEX90","HS ALEX90",26,25.2,108,1990108,"",21.4,13.7,13.2,32.5,72.1,11.1,146.52,218.5625,39.6,58.6,300
"11",1990,"IR","ALEX90","IR ALEX90",26,24.7,108,1990108,"",22.4,13.8,13.5,34.6,73.8,12.2,164.7,236.145,39.2,57.1,353
"12",1990,"JQ","ALEX90","JQ ALEX90",26,25.4,108,1990108,"",21.2,13.3,13.1,32.5,74.3,11.3,148.03,214.5,41.8,55.8,315
"13",1990,"OK","CEME90","OK CEME90",24,24,125,1990125,"",20.3,12.4,12.2,31.6,69.9,11.3,137.86,194.34,38.3,52.2,215
"14",1990,"PJ","CEME90","PJ CEME90",24,24,125,1990125,"",20.4,12,11,30.7,69.3,10.3,113.3,176.525,38.6,53.5,237
"15",1990,"OL","HART90","OL HART90",28,28,107,1990107,"M",23.5,12.1,14.4,37.8,79.6,14.3,205.92,250.425,41.8,58.9,423
"16",1990,"PK","HART90","PK HART90",28,28,107,1990107,"M",23.3,13.7,13.3,36.2,79.4,12.9,171.57,244.35,43.2,62.8,430
"17",1990,"QJ","HART90","QJ HART90",28,28,107,1990107,"",24.4,13.1,13.3,37.4,79.1,13,172.9,246.84,41.7,59.6,400
"18",1990,"RI","HART90","RI HART90",28,28,107,1990107,"M",22.1,13,12.7,35.1,76.8,13,165.1,225.5175,41.7,58.6,388
"19",1990,"HR","HOGS90","HR HOGS90",24,24,120,1990120,"M",22,13.4,13,34.6,74.8,12.6,163.8,228.36,40.2,59.1,415
"20",1990,"SH","KNOL90","SH KNOL90",26,26,111,1990111,"M",23.9,13.4,13.9,36.1,78.5,12.2,169.58,246.3825,42.4,61.5,390
"21",1990,"TG","KNOL90","TG KNOL90",26,26,111,1990111,"",23.1,13.1,13.1,34,75.2,10.9,142.79,222.7,41.2,60.8,360
"22",1990,"UF","KNOL90","UF KNOL90",26,26,111,1990111,"",24.2,14.7,13.5,36.6,79,12.4,167.4,258.03,42.4,60.7,420
"23",1990,"VE","KNOL90","VE KNOL90",26,26,111,1990111,"",23.8,13.4,12.7,35.8,77,12,152.4,233.595,41.2,60.6,372
"24",1990,"CW","NWOD90","CW NWOD90",27,27,116,1990116,"",22,12.8,13.7,33,76.3,11,150.7,218.625,43.3,59.3,425
"25",1990,"DV","NWOD90","DV NWOD90",27,27,116,1990116,"",22.1,14.1,13.4,34.2,78,12.1,162.14,235.125,43.8,60,470
"26",1990,"EU","NWOD90","EU NWOD90",27,27,116,1990116,"",21,13,13.2,31.9,74.8,10.9,143.88,208.945,42.9,57.6,380
"27",1990,"FT","NWOD90","FT NWOD90",27,27,116,1990116,"",22.3,12.5,12.9,33.4,76.8,11.1,143.19,212.09,43.4,59.9,405
"28",1990,"GS","NWOD90","GS NWOD90",27,27,116,1990116,"",19.9,14.1,13.2,30.6,73.6,10.7,141.24,208.845,43,59.7,408
"29",1990,"WD","PWAY90","WD PWAY90",27,26.5,111,1990111,"",24.9,14.1,13.2,36.4,79.4,11.5,151.8,248.43,43,57,333
"30",1990,"AZ","SSAP90","AZ SSAP90",25,24.9,103,1990103,"",21.4,12.9,12.6,33.5,73,12.1,152.46,213.5625,39.5,59,365
"31",1990,"BY","SSAP90","BY SSAP90",25,24.8,103,1990103,"",21.2,14.1,13.2,34.7,74.2,13.5,178.2,236.8275,39.5,62,368
"32",1990,"CX","SSAP90","CX SSAP90",25,24.5,103,1990103,"",19.5,13.1,12.7,30.8,71.2,11.3,143.51,198.66,40.4,57.7,300
"33",1990,"DW","SSAP90","DW SSAP90",25,24.3,103,1990103,"",20.5,14.7,12.7,32.4,72.3,11.9,151.13,221.94,39.9,58.7,340
"34",1990,"KP","STAT90","KP STAT90",28,28,107,1990107,"",25.2,14.5,14.7,38.1,82.4,12.9,189.63,278.13,44.3,61.7,460
"35",1990,"LO","STAT90","LO STAT90",28,28,107,1990107,"",25.1,14.2,14.4,37.3,81.2,12.2,175.68,266.695,43.9,59,415
"36",1990,"MN","STAT90","MN STAT90",28,28,107,1990107,"",23.9,13.8,13.5,36.4,78.1,12.5,168.75,248.43,41.7,58.9,385
"37",1990,"NM","STAT90","NM STAT90",28,28,107,1990107,"",23.7,16.7,13.9,37.6,79,13.9,193.21,287.64,41.4,59.4,430
"38",1990,"XC","UPPA90","XC UPPA90",24,24,118,1990118,"F",17.9,12.6,11.7,31.3,68.7,13.4,156.78,190.1475,37.4,53.9,292
"39",1990,"EV","WAIT90","EV WAIT90",24,24.7,107,1990107,"",20.6,11.9,13.5,34.2,70.1,13.6,183.6,217.17,35.9,53.7,348
"40",1990,"FU","WAIT90","FU WAIT90",24,24.2,107,1990107,"",19,13,12,31.9,68.1,12.9,154.8,199.375,36.2,47.8,263
"41",1990,"GT","WAIT90","GT WAIT90",24,24.5,107,1990107,"",21.5,13.1,13.3,33,73.6,11.5,152.95,217.8,40.6,51.4,328
"42",1990,"AY","WEGO90","AY WEGO90",25,25,117,1990117,"",23,14.9,14,35.2,77.7,12.2,170.8,254.32,42.5,61,447
"43",1990,"BX","WEGO90","BX WEGO90",25,25,117,1990117,"",21.8,13.5,13.2,33.4,75.8,11.6,153.12,222.945,42.4,58.2,380
"44",1990,"YB","WEGO90","YB WEGO90",25,25,117,1990117,"",23.3,14.3,13.8,36,78.6,12.7,175.26,252.9,42.6,60.8,440
"45",1990,"ZA","WEGO90","ZA WEGO90",25,25,117,1990117,"F",21.9,14,13.4,33.1,73,11.2,150.08,226.735,39.9,54.8,380
"46",1990,"IQ","WPAR90","IQ WPAR90",27,27.7,118,1990118,"",23.9,12.2,12.5,36.7,78.3,12.8,160,226.6225,41.6,57,365
"47",1990,"JP","WPAR90","JP WPAR90",27,25.5,118,1990118,"",23.3,13.7,13.6,36.2,76.9,12.9,175.44,247.065,40.7,59.1,325
"48",1991,"AW","BROT91","AW BROT91",28,28,112,1991112,"",22.7,14.1,13.1,35.4,77.4,12.7,166.37,240.72,42,60.1,365
"49",1991,"BV","BROT91","BV BROT91",28,28,112,1991112,"",24,15,12.9,37,79.2,13,167.7,258.075,42.2,60.4,360
"50",1991,"CU","BROT91","CU BROT91",28,28,112,1991112,"",23.3,15.6,14.2,36.5,79.7,13.2,187.44,271.925,43.2,62.4,395
"51",1991,"doa","BURL91","doa BURL91",28,28,115,1991115,"",24.9,15.2,14.7,40,82.7,15.1,221.97,299,42.7,63.5,415
"52",1991,"YY","BURL91","YY BURL91",28,28,115,1991115,"M",25.8,14.6,14.9,38.1,80.8,12.3,183.27,280.9875,42.7,58.5,355
"53",1991,"ZX","BURL91","ZX BURL91",28,28,115,1991115,"",22.8,14.6,14.4,35.3,76.9,12.5,180,255.925,41.6,59.7,385
"54",1991,"DS","CEME91","DS CEME91",26,26,118,1991118,"",24.4,15.2,13.9,38.4,79.6,14,194.6,279.36,41.2,60.9,390
"55",1991,"ER","CEME91","ER CEME91",26,26,118,1991118,"",24.9,13.9,12.1,36.8,77.2,11.9,143.99,239.2,40.4,56,345
"56",1991,"FQ","CLOV91","FQ CLOV91",24,26.1,120,1991120,"",23.1,13.4,13.1,35.2,76.2,12.1,158.51,233.2,41,56.6,323
"57",1991,"GP","CLOV91","GP CLOV91",24,25.6,120,1991120,"",21.1,14.5,12.3,31.9,72.2,10.8,132.84,213.73,40.3,57.5,282
"58",1991,"HO","CLOV91","HO CLOV91",24,26.5,120,1991120,"M",24.2,14.6,15.3,37.6,80.5,13.4,205.02,281.06,42.9,61,347
"59",1991,"QG","CUPL91","QG CUPL91",27,26,115,1991115,"",20.8,14.5,13,31.7,72.5,10.9,141.7,217.9375,40.8,59.7,345
"60",1991,"RF","CUPL91","RF CUPL91",27,26.3,115,1991115,"",22.2,13.3,12.8,33.5,76.2,11.3,144.64,218.5875,42.7,61.6,360
"61",1991,"SE","CUPL91","SE CUPL91",27,25.3,115,1991115,"",21.3,14.5,12.4,30.4,73.9,9.1,112.84,204.44,43.5,58,335
"62",1991,"doa","ELWO91","doa ELWO91",28,26.4,108,1991108,"",23.8,11.7,12.7,36.7,78.5,12.9,163.83,223.87,41.8,56.4,365
"63",1991,"OJ","ELWO91","OJ ELWO91",28,27.4,108,1991108,"",22,14,13.7,35.5,76.9,13.5,184.95,245.8375,41.4,60.3,367
"64",1991,"QH","ELWO91","QH ELWO91",28,26.7,108,1991108,"",22.2,13.2,13.8,35,76.4,12.8,176.64,236.25,41.4,58.6,330
"65",1991,"AV","FALC91","AV FALC91",28,26,101,1991101,"",19.7,13.9,12.1,31.4,73,11.7,141.57,204.1,41.6,59.2,371
"66",1991,"BU","FALC91","BU FALC91",28,26.2,101,1991101,"",21.9,15.7,13.4,33.6,76,11.7,156.78,244.44,42.4,59.5,378
"67",1991,"doa","FOOT91","doa FOOT91",28,28,113,1991113,"",23.1,14.8,13.7,35.1,76.7,12,164.4,250.0875,41.6,51.3,335
"68",1991,"HP","FOOT91","HP FOOT91",28,28,113,1991113,"",21.5,13.1,12.8,33.9,74.9,12.4,158.72,219.5025,41,52.7,305
"69",1991,"GR","FRNO91","GR FRNO91",28,26.5,105,1991105,"",20.8,13.9,13.4,33.2,73.4,12.4,166.16,226.59,40.2,57.9,343
"70",1991,"IP","FRNO91","IP FRNO91",28,26.6,105,1991105,"",23.3,14.3,14.4,36,77.5,12.7,182.88,258.3,41.5,59.4,390
"71",1991,"JO","FRNO91","JO FRNO91",28,25.4,105,1991105,"",21.6,14.7,12.8,33.5,71.1,11.9,152.32,230.3125,37.6,57.4,390
"72",1991,"KN","FRNO91","KN FRNO91",28,25.2,105,1991105,"",21.1,13.2,12.1,31.8,70.9,10.7,129.47,201.135,39.1,52.4,295
"73",1991,"GO","GENR91","GO GENR91",29,29,135,1991135,"M",24.7,17,14.7,38,80.9,13.3,195.51,301.15,42.9,61.3,435
"74",1991,"CV","HART91","CV HART91",27,27.1,106,1991106,"",23,13.7,14.4,35.3,76.7,12.3,177.12,247.9825,41.4,59.5,400
"75",1991,"DU","HART91","DU HART91",27,26.3,106,1991106,"M",21.1,12.2,12.5,33,75.1,11.9,148.75,203.775,42.1,56,335
"76",1991,"ET","HART91","ET HART91",27,26.3,106,1991106,"M",20.9,14.4,14.7,35.1,75,14.2,208.74,255.3525,39.9,57.8,385
"77",1991,"FS","HART91","FS HART91",27,25.8,106,1991106,"M",21.9,14.3,13,35.6,75.9,13.7,178.1,242.97,40.3,58,325
"78",1991,"TD","HAYT91","TD HAYT91",26,26.3,117,1991117,"",23.7,14.9,13.5,36.5,78.5,12.8,172.8,259.15,42,61.4,340
"79",1991,"UC","HAYT91","UC HAYT91",26,25.8,117,1991117,"",23.3,14.9,14.3,35.5,78,12.2,174.46,259.15,42.5,58.3,320
"80",1991,"VB","HAYT91","VB HAYT91",26,27.5,117,1991117,"",24.3,14.7,13.8,35.5,78.6,11.2,154.56,252.9375,43.1,60.1,350
"81",1991,"WA","HAYT91","WA HAYT91",26,27.6,117,1991117,"",26.5,14.8,15.2,38.8,83.3,12.3,186.96,291,44.5,60.8,400
"82",1991,"XZ","HAYT91","XZ HAYT91",26,26.2,117,1991117,"",22.9,14.1,13.6,34.9,76,12,163.2,241.6825,41.1,59.1,330
"83",1991,"VC","HIHI91","VC HIHI91",27,28.7,113,1991113,"M",26.3,13.5,14.3,39.9,86.6,13.6,194.48,277.305,46.7,63,440
"84",1991,"WB","HIHI91","WB HIHI91",27,28.4,113,1991113,"M",25.8,13.8,14.6,38.7,82,12.9,188.34,274.77,43.3,59,387
"85",1991,"LM","LOWL91","LM LOWL91",24,25.7,111,1991111,"",23.2,14.8,13.5,35.3,76.6,12.1,163.35,249.7475,41.3,61.9,410
"86",1991,"ML","LOWL91","ML LOWL91",24,25.5,111,1991111,"F",22.3,14.6,15.4,35.6,74.8,13.3,204.82,267,39.2,60.5,367
"87",1991,"NK","LOWL91","NK LOWL91",24,25.4,111,1991111,"",23.5,14.9,15.1,36.6,77.9,13.1,197.81,274.5,41.3,61.8,390
"88",1991,"CT","LUCE91","CT LUCE91",27,27.8,116,1991116,"",22.3,14.8,14.2,33.6,76.4,11.3,160.46,243.6,42.8,59,320
"89",1991,"IO","NWOD91","IO NWOD91",27,26.7,114,1991114,"",23.2,13.7,13.5,34.8,78.1,11.6,156.6,236.64,43.3,61.4,390
"90",1991,"JN","NWOD91","JN NWOD91",27,26.3,114,1991114,"",22.3,15.3,14.1,33.8,76.6,11.5,162.15,248.43,42.8,61.2,392
"91",1991,"KM","NWOD91","KM NWOD91",27,27.7,114,1991114,"",23.5,13.9,13.9,36.7,80.4,13.2,183.48,255.065,43.7,60.8,445
"92",1991,"LL","NWOD91","LL NWOD91",27,27.5,114,1991114,"",23.4,15.6,14.5,36.6,81.1,13.2,191.4,275.415,44.5,63.5,435
"93",1991,"XA","OVRL91","XA OVRL91",28,26.5,112,1991112,"",21.6,16.1,13,34.8,73.2,13.2,171.6,253.17,38.4,55.5,295
"94",1991,"AU","PAHA91","AU PAHA91",26,25.8,128,1991128,"",23.2,14.4,13.3,36.4,76.7,13.2,175.56,252.07,40.3,60,352
"95",1991,"YX","PAHA91","YX PAHA91",26,24.1,128,1991128,"",19.2,12.6,11.2,30.6,68,11.4,127.68,182.07,37.4,51.4,235
"96",1991,"ZW","PAHA91","ZW PAHA91",26,24.9,128,1991128,"",23.6,15.4,13.4,35.6,76.6,12,160.8,256.32,41,59.3,340
"97",1991,"MK","PINW91","MK PINW91",27,27,115,1991115,"",22.9,15,13,35.8,78.4,12.9,167.7,250.6,42.6,61.6,390
"98",1991,"NJ","PINW91","NJ PINW91",27,27,115,1991115,"",20.9,14.6,12.2,32.9,71.7,12,146.4,220.43,38.8,55.9,335
"99",1991,"OI","PINW91","OI PINW91",27,27,115,1991115,"",22.6,15.2,13.6,33.9,76.2,11.3,153.68,244.08,42.3,59.4,365
"100",1991,"PH","PINW91","PH PINW91",27,27,115,1991115,"M",24.3,15.2,15.2,37.8,79.2,13.5,205.2,287.28,41.4,60.5,415
"101",1991,"QF","SSAP91","QF SSAP91",25,25,123,1991123,"",23.6,13.7,14.6,38.3,77,14.7,214.62,270.9725,38.7,58.8,350
"102",1991,"RE","SSAP91","RE SSAP91",25,25,123,1991123,"",22.6,15.9,13.2,35,76.8,12.4,163.68,254.625,41.8,55.4,340
"103",1991,"SD","SSAP91","SD SSAP91",25,25,123,1991123,"",23.3,15,13.4,36.4,76.8,13.1,175.54,258.44,40.4,60.1,360
"104",1991,"MI","SWEG91","MI SWEG91",25,25.9,154,1991154,"",24.6,16.4,14.7,38.1,79.1,13.5,198.45,296.2275,41,62.7,443
"105",1991,"BT","TRCH91","BT TRCH91",25,25,129,1991129,"",23.5,16,14.6,33.3,76.1,9.8,143.08,254.745,42.8,60,415
"106",1991,"CS","TRCH91","CS TRCH91",25,25,129,1991129,"",24.7,14.4,13.7,36.3,77,11.6,158.92,255.0075,40.7,57.6,400
"107",1991,"DR","TRCH91","DR TRCH91",25,25,129,1991129,"",25.7,16.6,14.6,36.3,78.4,10.6,154.76,283.14,42.1,59.3,415
"108",1991,"EQ","TRCH91","EQ TRCH91",25,25,129,1991129,"",24.4,14.3,13.3,36,77.4,11.6,154.28,248.4,41.4,60,393
"109",1991,"FP","TRCH91","FP TRCH91",25,25,129,1991129,"",25.4,16.1,15.7,36.9,79.3,11.5,180.55,293.355,42.4,61.5,447
"110",1991,"doa","TRIQ91","doa TRIQ91",29,29,111,1991111,"",24.4,14.5,13.7,36.4,80.2,12,164.4,256.62,43.8,59.9,387
"111",1991,"YZ","TRIQ91","YZ TRIQ91",29,29,111,1991111,"",26,15.3,14.5,38.5,83.8,12.5,181.25,286.825,45.3,60.8,417
"112",1991,"ZY","TRIQ91","ZY TRIQ91",29,29,111,1991111,"",24.7,13,13.8,35.4,79.7,10.7,147.66,237.18,44.3,57.6,372
"113",1991,"IN","TRUM91","IN TRUM91",24,24,123,1991123,"",23.7,14.1,14.3,36.8,79.3,13.1,187.33,261.28,42.5,65.1,380
"114",1991,"JM","TRUM91","JM TRUM91",24,24,123,1991123,"",24.8,15.7,13.7,37.8,79.8,13,178.1,277.83,42,63.9,380
"115",1991,"LK","TRUM91","LK TRUM91",24,24,123,1991123,"",24.4,14.8,14.4,36.8,78.6,12.4,178.56,268.64,41.8,63.4,368
"116",1991,"RG","WHIT91","RG WHIT91",28,26.5,109,1991109,"",22.4,14,13.4,33.9,75.5,11.5,154.1,232.215,41.6,52.9,320
"117",1991,"SF","WHIT91","SF WHIT91",28,28,109,1991109,"",26.2,14.1,14.5,39.1,84.4,12.9,187.05,279.565,45.3,60.4,450
"118",1991,"TE","WHIT91","TE WHIT91",28,28,109,1991109,"M",24.8,16.1,14.8,37.7,81.3,12.9,190.92,291.2325,43.6,59.1,435
"119",1991,"VA","WINT91","VA WINT91",25,25,124,1991124,"M",22,15.1,13.4,34.9,75.2,12.9,172.86,248.6625,40.3,59,277
"120",1991,"WZ","WINT91","WZ WINT91",25,25,124,1991124,"",20.8,13.2,11.7,32.6,71,11.8,138.06,202.935,38.4,55.3,235
"121",1991,"XY","WINT91","XY WINT91",25,25,124,1991124,"F",21.3,13.9,13.7,32.8,73.1,11.5,157.55,226.32,40.3,56.8,320
"122",1991,"TC","WPAR91","TC WPAR91",25,25,124,1991124,"",21.5,14.6,13.1,33.3,73.9,11.8,154.58,230.6025,40.6,59,275
"123",1991,"UB","WPAR91","UB WPAR91",25,25,124,1991124,"",25,17.4,16,38.1,81.1,13.1,209.6,318.135,43,60.7,382
"124",1992,"CR","BROT92","CR BROT92",24,24.7,109,1992109,"",23.1,14.7,13,35.6,77.9,12.5,162.5,246.53,42.3,63.3,420
"125",1992,"DQ","BROT92","DQ BROT92",24,24.9,109,1992109,"F",22.2,14,12.7,34.1,74.8,11.9,151.13,227.6175,40.7,61.5,405
"126",1992,"EP","BROT92","EP BROT92",24,24.9,109,1992109,"",21.5,14,13.6,33.4,72.2,11.9,161.84,230.46,38.8,61.2,380
"127",1992,"BR","BUFA92","BR BUFA92",25,24.6,117,1992117,"",19.8,12.7,11.9,29,70.7,9.2,109.48,178.35,41.7,55.5,308
"128",1992,"CQ","BUFA92","CQ BUFA92",25,24.2,117,1992117,"",19.3,12.6,11.4,29.2,67.2,9.9,112.86,175.2,38,52.8,315
"129",1992,"TX","BUFA92","TX BUFA92",25,25.2,117,1992117,"",20.9,12.2,11.6,31.1,71.4,10.2,118.32,185.045,40.3,57.6,328
"130",1992,"YV","BUFA92","YV BUFA92",25,26.2,117,1992117,"",22.9,12.6,12.7,34.2,76.7,11.3,143.51,216.315,42.5,61.2,425
"131",1992,"ZU","BUFA92","ZU BUFA92",25,25.2,117,1992117,"",20.6,12.5,12,31.8,72.1,11.2,134.4,194.775,40.3,54.6,338
"132",1992,"AT","CUHA92","AT CUHA92",28,27.7,104,1992104,"",23.2,12.4,12.7,36.4,78.7,13.2,167.64,228.41,42.3,61.4,370
"133",1992,"BS","CUHA92","BS CUHA92",28,26.1,104,1992104,"",21.7,13.2,12.2,35.8,75.7,14.1,172.02,227.33,39.9,59.1,370
"134",1992,"none","CUHA92","none CUHA92",28,25.9,104,1992104,"",21.8,14.3,12.9,34.6,75.6,12.8,165.12,235.28,41,58,315
"135",1992,"LG","GENR92","LG GENR92",29,29,119,1992119,"",23.2,12.4,12.5,35.2,77.4,12,150,219.12,42.2,58.2,347
"136",1992,"MF","GENR92","MF GENR92",29,29,119,1992119,"",23.7,12.6,13.3,37.3,79.6,13.6,180.88,241.5175,42.3,60.6,398
"137",1992,"NE","GENR92","NE GENR92",29,29,119,1992119,"",23.8,12.6,12.6,36.6,78.7,12.8,161.28,230.58,42.1,57.1,380
"138",1992,"OD","GENR92","OD GENR92",29,29,119,1992119,"",24.4,12.6,12.8,36.9,78.5,12.5,160,234.315,41.6,56.9,355
"139",1992,"PC","GENR92","PC GENR92",29,29,119,1992119,"F",23.4,12.7,13,35.2,76.6,11.8,153.4,226.16,41.4,57.9,400
"140",1992,"QB","GENR92","QB GENR92",29,29,119,1992119,"",24,13.1,13,36.4,79,12.4,161.2,237.51,42.6,59.1,390
"141",1992,"QC","HART92","QC HART92",28,27.2,118,1992118,"F",23.7,13,13,35.8,79.5,12.1,157.3,232.7,43.7,59.9,405
"142",1992,"RB","HART92","RB HART92",28,26.7,118,1992118,"",23.4,12.3,12.9,37.1,79.2,13.7,176.73,233.73,42.1,61.1,397
"143",1992,"SA","HART92","SA HART92",28,25.7,118,1992118,"M",22.2,12.4,12.3,36,78.2,13.8,169.74,222.3,42.2,62.1,390
"144",1992,"TZ","HART92","TZ HART92",28,26.4,118,1992118,"",24.2,12.3,12.6,37.2,79.9,13,163.8,231.57,42.7,60.6,385
"145",1992,"UY","HART92","UY HART92",28,26.9,118,1992118,"",23.2,11.9,12.5,35.9,77,12.7,158.75,218.99,41.1,59.8,380
"146",1992,"VX","HART92","VX HART92",28,27.6,118,1992118,"",24.8,12.4,12.7,35.7,79.7,10.9,138.43,224.0175,44,59.4,405
"147",1992,"AQ","HAYT92","AQ HAYT92",28,28,122,1992122,"",24.5,12.7,13.1,37.9,79.8,13.4,175.54,244.455,41.9,62,420
"148",1992,"BP","HAYT92","BP HAYT92",28,28,122,1992122,"",24.7,13.3,12.8,37.2,78.5,12.5,160,242.73,41.3,58.3,362
"149",1992,"CO","HAYT92","CO HAYT92",28,28,122,1992122,"",21.5,13.8,12.6,33.5,76.9,12,151.2,221.1,43.4,61.8,395
"150",1992,"DN","HAYT92","DN HAYT92",28,28,122,1992122,"",26,14.2,14.3,39.3,82.4,13.3,190.19,280.0125,43.1,63.8,448
"151",1992,"EM","HAYT92","EM HAYT92",28,28,122,1992122,"",22.6,13.6,13.7,36.6,78.8,14,191.8,249.795,42.2,61.2,430
"152",1992,"FL","HAYT92","FL HAYT92",28,28,122,1992122,"",25.8,14.8,13.6,40.8,84.3,15,204,289.68,43.5,62.5,430
"153",1992,"PE","HIHI92","PE HIHI92",26,26,115,1992115,"",26.4,13.4,13.7,40.3,84.7,13.9,190.43,273.0325,44.4,63.2,465
"154",1992,"QD","HIHI92","QD HIHI92",26,26,115,1992115,"",25.1,13.4,13,37.3,82.5,12.2,158.6,246.18,45.2,61,415
"155",1992,"RC","HIHI92","RC HIHI92",26,26,115,1992115,"",25.2,13.2,13.3,38.5,82,13.3,176.89,255.0625,43.5,61.5,445
"156",1992,"JK","KAYS92","JK KAYS92",27,27,113,1992113,"",25.4,13.1,12.8,38.2,82.9,12.8,163.84,247.345,44.7,64.4,435
"157",1992,"KJ","KAYS92","KJ KAYS92",27,27,113,1992113,"",25.4,13,13.6,38,81.7,12.6,171.36,252.7,43.7,64.2,430
"158",1992,"TA","MART92","TA MART92",25,25,116,1992116,"",23,13.7,13,36.2,78.2,13.2,171.6,241.635,42,60.3,385
"159",1992,"UZ","MART92","UZ MART92",25,25,116,1992116,"",21.8,12.7,12.7,34.2,75,12.4,157.48,217.17,40.8,58.8,377
"160",1992,"VY","MART92","VY MART92",25,25,116,1992116,"",21.6,12.9,12.9,33.6,75,12,154.8,216.72,41.4,58.5,370
"161",1992,"WX","MART92","WX MART92",25,25,116,1992116,"",21,12.1,12.1,31.9,74,10.9,131.89,192.995,42.1,57.1,350
"162",1992,"MG","NWOD92","MG NWOD92",28,27.1,115,1992115,"",24.5,14.6,13.1,36.6,79.9,12.1,158.51,253.455,43.3,62.5,427
"163",1992,"NF","NWOD92","NF NWOD92",28,26,115,1992115,"",21.6,13.3,12,32.2,73,10.6,127.2,203.665,40.8,59.4,380
"164",1992,"OE","NWOD92","OE NWOD92",28,27.2,115,1992115,"",22.9,12.5,12.2,34,76.7,11.1,135.42,209.95,42.7,59.9,390
"165",1992,"PD","NWOD92","PD NWOD92",28,26.6,115,1992115,"M",23.2,13.4,13.3,35,78.9,11.8,156.94,233.625,43.9,63.6,455
"166",1992,"GM","PAHA92","GM PAHA92",26,26,117,1992117,"M",23.9,12.6,12.7,36.2,78.7,12.3,156.21,228.965,42.5,63.3,362
"167",1992,"HL","PAHA92","HL PAHA92",26,26,117,1992117,"",23.3,13.6,12.4,36.1,77.4,12.8,158.72,234.65,41.3,60.9,360
"168",1992,"IK","PAHA92","IK PAHA92",26,26,117,1992117,"",22.7,13.5,13,35.9,78.9,13.2,171.6,237.8375,43,63.4,344
"169",1992,"JJ","PAHA92","JJ PAHA92",26,26,117,1992117,"",24.3,13,12.6,36.9,77.5,12.6,158.76,236.16,40.6,63,357
"170",1992,"KI","PAHA92","KI PAHA92",26,26,117,1992117,"",23.1,13.9,12.6,35.3,79.5,12.2,153.72,233.8625,44.2,60.3,340
"171",1992,"IJ","PIGS92","IJ PIGS92",28,28,119,1992119,"",24.6,12.8,13.6,37,79.9,12.4,168.64,244.2,42.9,61.1,425
"172",1992,"JI","PIGS92","JI PIGS92",28,28,119,1992119,"",26.8,13.5,14.8,39.9,84.2,13.1,193.88,282.2925,44.3,64,472
"173",1992,"KH","PIGS92","KH PIGS92",28,28,119,1992119,"",22.8,14,13.2,35.3,77,12.5,165,240.04,41.7,60.2,417
"174",1992,"GK","PWOD92","GK PWOD92",26,26,129,1992129,"",23,14.6,14,36.4,80.4,13.4,187.6,260.26,44,60.2,410
"175",1992,"HJ","PWOD92","HJ PWOD92",26,26,129,1992129,"",21.3,13.3,12.6,34.4,75,13.1,165.06,222.74,40.6,58.6,365
"176",1992,"LF","PWOD92","LF PWOD92",26,26,129,1992129,"",17.8,13,11.6,29.6,66.3,11.8,136.88,182.04,36.7,49.2,260
"177",1992,"ME","REIS92","ME REIS92",28,27.2,127,1992127,"",23.5,12.6,13.1,36.1,76.4,12.6,165.06,231.9425,40.3,57,340
"178",1992,"ND","REIS92","ND REIS92",28,27.1,127,1992127,"",24.6,14.7,13.6,37.1,81.7,12.5,170,262.4825,44.6,60.4,400
"179",1992,"OC","REIS92","OC REIS92",28,26.9,127,1992127,"F",23.9,13,12.8,36.9,79.9,13,166.4,238.005,43,59.6,398
"180",1992,"PB","REIS92","PB REIS92",28,25.7,127,1992127,"",22.2,12.7,11.7,34.3,73.6,12.1,141.57,209.23,39.3,55.9,345
