nestlingMeasurementID,year,population,species,lifeStage,id,age,nest,nestName,sex,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,mass,measureNumber,measurmentDate,measurementJulDate,hatchDate,hatchDateJul
2922,2000,Ithaca,AMCR,nestling,B9 YETH00,27,YETH,YETH00,NA,59.8,110,53,25.88,21.1,11.8,11.7,33.9,74.7,40.8,171,NA,355,5,,,?,?
2830,2000,Ithaca,AMCR,nestling,C0 ECRI00,25,ECRI,ECRI00,NA,58.1,102,53,25.65,21.2,12.9,13,33.6,74,40.4,160,NA,365,3,,,?,?
2831,2000,Ithaca,AMCR,nestling,D1 ECRI00,25,ECRI,ECRI00,NA,56.6,86,40,24.91,19.9,12.5,11.8,33.2,71.1,37.9,138,NA,300,3,,,?,?
2832,2000,Ithaca,AMCR,nestling,E2 ECRI00,25,ECRI,ECRI00,NA,56.2,78,28,24.51,19.8,12.6,12.7,30.4,70,39.6,130,NA,290,3,,,?,?
2836,2000,Ithaca,AMCR,nestling,F3 EKAY00,27,EKAY,EKAY00,NA,58.9,99,49,25.46,21.3,12.7,13.1,32.3,75.7,43.4,161,NA,345,3,,,?,?
2837,2000,Ithaca,AMCR,nestling,G4 EKAY00,27,EKAY,EKAY00,NA,52.1,70,30,24.38,19.8,11.6,11.9,29.4,68,38.6,123,NA,205,3,,,?,?
2839,2000,Ithaca,AMCR,nestling,H5 HABL00,27,HABL,HABL00,NA,61.3,112,62,26.22,23.1,13.6,14.2,36,77.7,41.7,170,NA,400,3,,,?,?
2896,2000,Ithaca,AMCR,nestling,I6 SHEL00,27,SHEL,SHEL00,NA,55.3,109,69,26.37,21.7,11.6,12.6,32.8,72,39.2,164,NA,320,5,,,?,?
2897,2000,Ithaca,AMCR,nestling,J7 SHEL00,27,SHEL,SHEL00,NA,55.6,78,32,24.58,19.6,11.6,11.8,31.4,69.9,38.5,132,NA,302,5,,,?,?
2840,2000,Ithaca,AMCR,nestling,K8 HANS00,28,HANS,HANS00,NA,64,134,72,27.32,24,12.7,12.2,39.1,81.9,42.8,199,NA,407,5,,,?,?
2841,2000,Ithaca,AMCR,nestling,L9 HANS00,28,HANS,HANS00,NA,59.9,117,66,26.51,20.8,11.9,12.4,34.2,75.5,41.3,175,NA,348,5,,,?,?
2842,2000,Ithaca,AMCR,nestling,M0 HANS00,28,HANS,HANS00,NA,59.9,134,76,27.48,24.1,12.4,12.3,36.2,81,44.8,201,NA,392,5,,,?,?
2843,2000,Ithaca,AMCR,nestling,N1 HANS00,28,HANS,HANS00,F,60.5,132,78,27.49,22.7,12.2,12.7,36.2,76.4,40.2,191,NA,372,5,,,?,?
2844,2000,Ithaca,AMCR,nestling,O2 HANS00,28,HANS,HANS00,NA,60.8,119,57,26.28,22.6,13,13.5,36.1,78.1,42,181,NA,412,5,,,?,?
2875,2000,Ithaca,AMCR,nestling,P3 NDYC00,28,NDYC,NDYC00,NA,53.9,143,84,28.16,22.9,12.7,12.9,36.2,77.6,41.4,202,NA,335,5,,,?,?
2876,2000,Ithaca,AMCR,nestling,Q4 NDYC00,28,NDYC,NDYC00,NA,58.8,144,85,28.25,25,13.3,14.2,36.8,80.6,43.8,210,NA,408,5,,,?,?
2898,2000,Ithaca,AMCR,nestling,R5 STA200,26,STA,STA200,NA,56.6,109,59,26.03,20.3,13.2,12.5,33.5,72.8,39.3,164,NA,343,5,,,?,?
2899,2000,Ithaca,AMCR,nestling,S6 STA200,26,STA,STA200,NA,57.1,109,65,26.23,20.6,11.2,10.9,32.5,72,39.5,166,NA,311,5,,,?,?
2900,2000,Ithaca,AMCR,nestling,T7 STA200,26,STA,STA200,M,60.5,116,65,26.44,21.8,13.3,11.7,34.6,76.1,41.5,172,NA,366,5,,,?,?
2895,2000,Ithaca,AMCR,nestling,DOA RGBY00,30,RGBY,RGBY00,NA,58.1,145,93,28.66,24.2,NA,13.5,37.2,76.4,39.2,209,NA,312,0.5,,,?,?
2858,2000,Ithaca,AMCR,nestling,U8 HAW200,27,HAW,HAW200,F,63.9,120,68,27,24.1,13.8,13.8,38,81.2,43.2,182,NA,439,2,,,?,?
2859,2000,Ithaca,AMCR,nestling,V9 HAW200,27,HAW,HAW200,NA,61.3,119,69,27,23,13.2,13.3,35.2,77,41.8,177,NA,420,2,,,?,?
2860,2000,Ithaca,AMCR,nestling,W0 HAW200,27,HAW,HAW200,NA,59.2,109,58,27,21.6,12.5,14,35.4,75.8,40.4,168,NA,412,2,,,?,?
2857,2000,Ithaca,AMCR,nestling,X1 HAW200,26,HAW,HAW200,NA,60.5,96,45,26,21.7,12.9,12.6,33.6,76,42.4,153,NA,398,2,,,?,?
2907,2000,Ithaca,AMCR,nestling,Y2 WARO00,27,WARO,WARO00,M,60.2,114,61,26.25,23.2,13.7,13.7,35.2,78.9,43.7,174,NA,444,5,,,?,?
2908,2000,Ithaca,AMCR,nestling,Z3 WARO00,27,WARO,WARO00,M,59.2,108,68,26.3,22.6,13.2,12.5,36.9,76,39.1,165,NA,410,5,,,?,?
2906,2000,Ithaca,AMCR,nestling,A9 WARO00,27,WARO,WARO00,NA,59.5,102,57,25.76,21.8,12.4,12.9,32.5,74.9,42.4,155,NA,395,5,,,?,?
2808,2000,Ithaca,AMCR,nestling,1 BAL200,12,BAL,BAL200,NA,41.4,11,2,12,14.7,10.8,12.2,23.5,57.1,33.6,50,NA,190,7.5,,,?,?
2807,2000,Ithaca,AMCR,nestling,DOA BAL200,7,BAL,BAL200,NA,24.5,2.5,1,7,11.7,8.4,10.3,19.9,45.1,25.2,NA,NA,45,7.5,,,?,?
2873,2000,Ithaca,AMCR,nestling,F4 MAR200,4,MAR,MAR200,M,18.3,1,1,4,8.2,7.6,8.8,13.6,37.4,23.8,NA,NA,50,1,,,?,?
2872,2000,Ithaca,AMCR,nestling,2 MAR200,4,MAR,MAR200,F,15.3,0,0,4,7.1,7.6,9.1,12,32.1,20.1,NA,NA,35,1,,,?,?
2848,2000,Ithaca,AMCR,nestling,D2 HASH00,4,HASH,HASH00,NA,18,0,0,4,7.9,8.6,9.6,14.2,36.7,22.5,NA,NA,55,1,,,?,?
2849,2000,Ithaca,AMCR,nestling,E3 HASH00,4,HASH,HASH00,NA,17.2,0,0,4,7.8,8.4,8.8,13.3,36.6,23.3,NA,NA,52,1,,,?,?
2847,2000,Ithaca,AMCR,nestling,3- HASH00,4,HASH,HASH00,NA,17.1,0,0,4,8.2,7.8,8.9,13.4,37.7,24.3,NA,NA,56,1,,,?,?
2813,2000,Ithaca,AMCR,nestling,B0 CRAF00,31,CRAF,CRAF00,NA,62.7,136,93,31,25.6,14.3,13.1,39.7,82.3,42.6,201,NA,443,5,,,?,?
2814,2000,Ithaca,AMCR,nestling,C1 CRAF00,31,CRAF,CRAF00,NA,62.5,149,95,31,26.2,14,12.8,39.6,83.7,44.1,213,NA,385,5,,,?,?
2850,2000,Ithaca,AMCR,nestling,D2 HASH00,25,HASH,HASH00,NA,61.9,101,54,25,23.1,13.4,14.2,37.6,80.1,42.5,161,NA,441,2,,,?,?
2851,2000,Ithaca,AMCR,nestling,E3 HASH00,25,HASH,HASH00,NA,57,93,48,25,21.6,12.2,12.8,34.4,73.7,39.3,150,NA,350,2,,,?,?
2874,2000,Ithaca,AMCR,nestling,F4 MAR200,25,MAR,MAR200,M,63.1,115,61,25,23,13.2,12.6,36.4,78.9,42.5,173,NA,441,2,,,?,?
2935,2001,Ithaca,AMCR,nestling,2T BISA01,24,BISA,BISA01,F,59.9,98,51,25.48,21.7,12.2,13.3,32.7,73.9,41.2,158,NA,375,5,,,?,?
2936,2001,Ithaca,AMCR,nestling,3U BISA01,24,BISA,BISA01,F,59.5,99,53,25.56,21,12.5,12.8,33.5,72.7,39.2,160,NA,380,5,,,?,?
2937,2001,Ithaca,AMCR,nestling,4V BISA01,24,BISA,BISA01,M,61.5,89,39,24.96,21.6,13.3,13.2,34.2,75.4,41.2,145,NA,385,5,,,?,?
2938,2001,Ithaca,AMCR,nestling,5W BISA01,24,BISA,BISA01,F,58.1,71,25,24.33,18.7,12.1,12.3,30.4,68.5,38.1,128,NA,322,5,,,?,?
2939,2001,Ithaca,AMCR,nestling,5A BRBI01,27,BRBI,BRBI01,M,61.5,124,72,26.96,23.3,12.1,12.1,36.2,81.7,45.5,181,NA,435,5,,,?,?
2940,2001,Ithaca,AMCR,nestling,6B BRBI01,27,BRBI,BRBI01,F,58.8,127,75,27.18,22.2,11.6,11.9,34.4,77.1,42.7,184,NA,357,5,,,?,?
2941,2001,Ithaca,AMCR,nestling,7C BRBI01,27,BRBI,BRBI01,M,58,113,57,26.09,22.4,12.7,12.9,35,75.1,40.1,170,NA,339,5,,,?,?
2942,2001,Ithaca,AMCR,nestling,8D BRBI01,27,BRBI,BRBI01,M,62,119,68,26.65,22.8,12.2,11.9,35.3,79,43.7,181,NA,350,5,,,?,?
2943,2001,Ithaca,AMCR,nestling,1-p BROT01,13,BROT,BROT01,M,35.2,8,2,13,14,9.8,11.7,22.4,54,31.6,39,NA,85,1.5,,,?,?
2946,2001,Ithaca,AMCR,nestling,5L BROT01,14,BROT,BROT01,F,46.3,17,7,14,15.6,10.3,11.8,22.8,60.4,37.6,58,NA,155,1.5,,,?,?
2945,2001,Ithaca,AMCR,nestling,4K BROT01,14,BROT,BROT01,M,49.3,25,8,14,16.8,11,13,26,54.5,28.5,73,NA,230,1.5,,,?,?
2947,2001,Ithaca,AMCR,nestling,3J BROT01,28,BROT,BROT01,M,62,127,70,26.99,23.7,12.7,13.9,31.2,80.6,49.4,187,NA,367,3,,,?,?
2948,2001,Ithaca,AMCR,nestling,4K BROT01,28,BROT,BROT01,M,62.4,120,65,26.57,23,12.2,13,36.4,78.1,41.7,174,NA,343,3,,,?,?
2944,2001,Ithaca,AMCR,nestling,3J BROT01,14,BROT,BROT01,M,50,30,9,14,17.7,12.2,12.5,27.1,54.9,27.8,75,NA,240,1.5,,,?,?
2949,2001,Ithaca,AMCR,nestling,5L BROT01,28,BROT,BROT01,F,59.1,95,33,25,19.8,11,12,31.6,71.8,40.2,148,NA,268,3,,,?,?
2950,2001,Ithaca,AMCR,nestling,6V BRTN01,18,BRTN,BRTN01,F,53.1,57,22,18,19.7,12.3,12.1,30.8,67.7,36.9,105,NA,325,1.5,,,?,?
2951,2001,Ithaca,AMCR,nestling,7W BRTN01,18,BRTN,BRTN01,F,52.8,49,22,18,19.2,12.2,12.7,30,66,36,95,NA,322,1.5,,,?,?
2952,2001,Ithaca,AMCR,nestling,8X BRTN01,18,BRTN,BRTN01,M,50.5,35,8,18,18.2,11.6,12.5,29.3,65.9,36.6,83,NA,302,1.5,,,?,?
2953,2001,Ithaca,AMCR,nestling,6V BRTN01,25,BRTN,BRTN01,F,56.3,106,60,25.97,23.4,12.9,11.7,35.1,74.4,39.3,161,NA,352,3,,,?,?
2956,2001,Ithaca,AMCR,nestling,6V BRTN01,78,BRTN,BRTN01,F,54.2,228,157,78,30.1,16,12.3,40.8,84.4,43.6,284,NA,403,6,,,?,?
2954,2001,Ithaca,AMCR,nestling,7W BRTN01,25,BRTN,BRTN01,F,56.5,101,60,25.83,21.5,12.8,12,33.2,73.2,40,158,NA,350,3,,,?,?
2955,2001,Ithaca,AMCR,nestling,8X BRTN01,25,BRTN,BRTN01,M,58.4,91,40,25.03,21.4,12.6,11.7,32.6,72.8,40.2,150,NA,335,3,,,?,?
2957,2001,Ithaca,AMCR,nestling,1g BYWY01,5,BYWY,BYWY01,M,22.9,0.5,0.75,5,8.9,9.1,9.4,14.7,40.9,26.2,NA,NA,69,7,,,?,?
2958,2001,Ithaca,AMCR,nestling,2w BYWY01,5,BYWY,BYWY01,M,20.8,0.5,0.75,5,8.4,8.4,8.6,15,39.4,24.4,NA,NA,51,7,,,?,?
2959,2001,Ithaca,AMCR,nestling,7M CASS01,31,CASS,CASS01,M,57.7,144,98,31,23.3,13.1,13,36.6,78.6,42,199,NA,370,5,,,?,?
2960,2001,Ithaca,AMCR,nestling,8N CASS01,31,CASS,CASS01,F,55.1,144,94,31,24,12.3,12.2,34.9,76.9,42,209,NA,352,5,,,?,?
2961,2001,Ithaca,AMCR,nestling,9O CASS01,31,CASS,CASS01,F,48.9,104,45,31,21.7,11.1,11.2,33.4,72.4,39,152,NA,270,5,,,?,?
2962,2001,Ithaca,AMCR,nestling,2S CCLI01,30,CCLI,CCLI01,M,60.2,149,95,28.92,23.7,12.6,13,36.8,81,44.2,210,NA,398,5,,,?,?
2963,2001,Ithaca,AMCR,nestling,3T CCLI01,30,CCLI,CCLI01,M,61.7,153,90,28.85,24.1,13.8,13.3,38.6,81.8,43.2,212,NA,415,5,,,?,?
2964,2001,Ithaca,AMCR,nestling,7X CCPL01,29,CCPL,CCPL01,F,59.7,134,88,28,24.1,12.4,12.7,37.5,78.5,41,201,NA,380,5,,,?,?
2965,2001,Ithaca,AMCR,nestling,8Y CCPL01,29,CCPL,CCPL01,M,62.8,143,90,28.44,24.7,13.4,12.6,36.2,80.6,44.4,200,NA,410,5,,,?,?
2966,2001,Ithaca,AMCR,nestling,9Z CCPL01,29,CCPL,CCPL01,F,59.2,120,62,26.47,22.9,12.9,12.6,34.7,76.6,41.9,177,NA,382,5,,,?,?
2967,2001,Ithaca,AMCR,nestling,1l CRST01,1,CRST,CRST01,NA,12.5,0,0,1,5.1,5.5,5.6,9.8,25.8,16,NA,NA,NA,7,,,?,?
2970,2001,Ithaca,AMCR,nestling,1l CRST01,5,CRST,CRST01,NA,21.8,0,0.25,5,9.1,8.6,10.2,15.5,38.9,23.4,NA,NA,66,7,,,?,?
2969,2001,Ithaca,AMCR,nestling,2r CRST01,3,CRST,CRST01,F,15.7,0,0.25,3,7.1,7.4,8.4,11.9,34.5,22.6,NA,NA,35,7,,,?,?
2968,2001,Ithaca,AMCR,nestling,3b CRST01,2,CRST,CRST01,M,14.2,0,0,2,6.4,6.6,7.6,11.4,31.2,19.8,NA,NA,24,7,,,?,?
2972,2001,Ithaca,AMCR,nestling,6X CSWL01,10,CSWL,CSWL01,F,36.4,4,1,10,12.9,11.2,10.8,20.3,52.2,31.9,38,NA,167,1.5,,,?,?
2971,2001,Ithaca,AMCR,nestling,2p CSWL01,10,CSWL,CSWL01,F,31.2,3,2,10,12.8,11.4,12.2,21.4,51.8,30.4,32,NA,137,1.5,,,?,?
2973,2001,Ithaca,AMCR,nestling,7Y CSWL01,10,CSWL,CSWL01,F,35.9,3,2,10,12.6,10.7,13.8,22.2,52.6,30.4,37,NA,150,1.5,,,?,?
2974,2001,Ithaca,AMCR,nestling,6X CSWL01,25,CSWL,CSWL01,F,60.2,109,61,26.09,20.1,11.9,12.2,32.2,72.9,40.7,160,NA,355,3,,,?,?
2975,2001,Ithaca,AMCR,nestling,7Y CSWL01,25,CSWL,CSWL01,F,62.9,106,62,26.04,19.8,11.8,12.1,32.9,72.8,39.9,161,NA,367,3,,,?,?
2976,2001,Ithaca,AMCR,nestling,8E CUGO01,27,CUGO,CUGO01,M,62.5,120,64,26.54,24.6,13.7,14.1,39.6,81.4,41.8,174,NA,457,5,,,?,?
2977,2001,Ithaca,AMCR,nestling,9F CUGO01,27,CUGO,CUGO01,F,60.2,118,75,26.88,24.6,12.6,13.6,37.4,79.1,41.7,175,NA,409,5,,,?,?
2978,2001,Ithaca,AMCR,nestling,1o CUPL01,12,CUPL,CUPL01,NA,41,10,4,12,15.2,11.2,12.3,24.4,57.8,33.4,50,NA,210,7.5,,,?,?
2979,2001,Ithaca,AMCR,nestling,2m CUPL01,12,CUPL,CUPL01,NA,41.4,11,4,12,15.1,11,11.3,23.5,58.1,34.6,56,NA,195,7.5,,,?,?
2987,2001,Ithaca,AMCR,nestling,0H EOCR01,26,EOCR,EOCR01,F,60.4,111,61,26.15,22.1,13,12.3,35.3,75.5,40.2,174,NA,415,3,,,?,?
2988,2001,Ithaca,AMCR,nestling,1I EOCR01,26,EOCR,EOCR01,F,61.1,106,58,25.91,23.3,13.6,12.1,34.5,76.5,42,165,NA,395,3,,,?,?
2993,2001,Ithaca,AMCR,nestling,1I EOCR01,153,EOCR,EOCR01,F,59.7,243,171,153,35.8,16.5,12.9,46.2,92.3,46.1,299,NA,459,6,,,?,?
2985,2001,Ithaca,AMCR,nestling,9G EOCR01,13,EOCR,EOCR01,F,42.5,9.8,2.8,13,17.3,12.5,12.9,25.3,59.6,34.3,53,NA,220,1.5,,,?,?
2986,2001,Ithaca,AMCR,nestling,2J EOCR01,25,EOCR,EOCR01,M,55.3,72,22,24.31,19.9,13.4,13.9,30.6,69.3,38.7,124,NA,316,3,,,?,?
2992,2001,Ithaca,AMCR,nestling,2J EOCR01,152,EOCR,EOCR01,M,56.6,243,170,152,33.8,18.3,14.2,47.6,91.6,44,302,NA,467,6,,,?,?
2982,2001,Ithaca,AMCR,nestling,1I EOCR01,13,EOCR,EOCR01,F,42,12.7,3,13,15.8,12.9,12.6,24.5,58,33.5,49.2,NA,219,1.5,,,?,?
2983,2001,Ithaca,AMCR,nestling,7E EOCR01,13,EOCR,EOCR01,F,45.1,14.6,5,13,16.6,13.4,13.7,24.5,58.5,34,55,NA,250,1.5,,,?,?
2980,2001,Ithaca,AMCR,nestling,2J EOCR01,12,EOCR,EOCR01,M,31.8,4,0,12,12.6,12,12.3,18.3,51.5,33.2,34,NA,126,1.5,,,?,?
2984,2001,Ithaca,AMCR,nestling,8F EOCR01,13,EOCR,EOCR01,F,44.4,12,4,13,16,11.1,12.6,23.2,58.7,35.5,48.2,NA,202,1.5,,,?,?
2981,2001,Ithaca,AMCR,nestling,0H EOCR01,13,EOCR,EOCR01,F,44.4,16,4,13,15.7,11.5,13.9,22.8,60.4,37.6,55,NA,229,1.5,,,?,?
2989,2001,Ithaca,AMCR,nestling,7E EOCR01,26,EOCR,EOCR01,F,59.8,106,60,25.97,23.9,13.7,12.7,36,77.2,41.2,170,NA,410,3,,,?,?
2990,2001,Ithaca,AMCR,nestling,8F EOCR01,26,EOCR,EOCR01,F,59.5,108,57,25.94,23,12.8,12.2,33.9,75.6,41.7,165,NA,392,3,,,?,?
2991,2001,Ithaca,AMCR,nestling,9G EOCR01,26,EOCR,EOCR01,F,60,104,54,25.73,23.8,13.1,12.5,36,76.6,40.6,163,NA,395,3,,,?,?
2994,2001,Ithaca,AMCR,nestling,1f FOHA01,8,FOHA,FOHA01,M,29.8,4,1,8,13.1,9,13,20.8,51.6,30.8,36,NA,115,7.5,,,?,?
2995,2001,Ithaca,AMCR,nestling,2a FOHA01,8,FOHA,FOHA01,F,31.2,2,1,8,12.3,10.7,12.1,20.8,50.4,29.6,32,NA,120,7.5,,,?,?
2996,2001,Ithaca,AMCR,nestling,6M HOMS01,26,HOMS,HOMS01,F,57.6,119,54,26.2,22.9,12.7,12.3,37.6,75.5,37.9,171,NA,343,5,,,?,?
2997,2001,Ithaca,AMCR,nestling,7N HOMS01,26,HOMS,HOMS01,M,58.6,97,40,25.19,22,13.1,12.8,35.7,77.7,42,160,NA,375,5,,,?,?
2998,2001,Ithaca,AMCR,nestling,3K JSUP01,8,JSUP,JSUP01,M,24.5,0.8,0.3,8,10.6,10.8,11.8,17.7,45.9,28.2,NA,NA,106,1.5,,,?,?
2999,2001,Ithaca,AMCR,nestling,4L JSUP01,8,JSUP,JSUP01,M,27,1.3,0.6,8,12.3,11.9,12.5,18.4,48.2,29.8,NA,NA,120,1.5,,,?,?
3000,2001,Ithaca,AMCR,nestling,3K JSUP01,27,JSUP,JSUP01,M,61.3,120,59,26.38,21.4,13.2,13,33.7,75.7,42,181,NA,415,3,5/15/2001,135,4/18/2001,108
3001,2001,Ithaca,AMCR,nestling,4L JSUP01,27,JSUP,JSUP01,M,64.5,119,64,26.51,24.7,13.6,13.5,38,80,42,180,NA,472,3,,,?,?
3002,2001,Ithaca,AMCR,nestling,3A KNOL01,21,KNOL,KNOL01,M,56.9,82,39,21,20.6,12.6,12.8,33.1,72.4,39.3,136,NA,360,1.5,,,?,?
3006,2001,Ithaca,AMCR,nestling,3A KNOL01,27,KNOL,KNOL01,M,58.8,123,71,26.89,22.7,13.6,13.6,38,76.9,38.9,185,NA,375,3,,,?,?
3003,2001,Ithaca,AMCR,nestling,4B KNOL01,21,KNOL,KNOL01,F,53.8,69,29,21,19.6,11.1,12.5,30.4,70.3,39.9,119,NA,297,1.5,,,?,?
3007,2001,Ithaca,AMCR,nestling,4B KNOL01,27,KNOL,KNOL01,F,56.9,113,62,26.25,21.8,11.7,12.4,35.6,73.8,38.2,168,NA,315,3,,,?,?
3004,2001,Ithaca,AMCR,nestling,5C KNOL01,21,KNOL,KNOL01,F,54.4,86,34,21,20.4,12,12.8,31.4,70.6,39.2,139,NA,312,1.5,,,?,?
3008,2001,Ithaca,AMCR,nestling,5C KNOL01,27,KNOL,KNOL01,F,55.4,125,72,27,22.6,12.7,11.9,35.1,75,39.9,180,NA,319,3,,,?,?
3005,2001,Ithaca,AMCR,nestling,6D KNOL01,21,KNOL,KNOL01,F,53.4,81,38,21,20,12.5,12.9,32.8,69,36.2,135,NA,277,1.5,,,?,?
3009,2001,Ithaca,AMCR,nestling,6D KNOL01,27,KNOL,KNOL01,F,55.1,120,63,26.51,21.5,12.1,12.4,33.6,72.9,39.3,176,NA,320,3,,,?,?
3012,2001,Ithaca,AMCR,nestling,7O LRIS01,7,LRIS,LRIS01,F,25.1,0.5,0.5,7,9.8,9.4,12.1,16,43.4,27.4,NA,NA,78,1,,,?,?
3010,2001,Ithaca,AMCR,nestling,5M LRIS01,7,LRIS,LRIS01,M,23.8,0.8,0.3,7,10.2,9.8,11.7,15.6,42,26.4,NA,NA,81,1,,,?,?
3011,2001,Ithaca,AMCR,nestling,6N LRIS01,7,LRIS,LRIS01,M,27.7,0.8,0.3,7,10.5,10.6,11.2,16.2,45.3,29.1,NA,NA,95,1,,,?,?
3013,2001,Ithaca,AMCR,nestling,5M LRIS01,27,LRIS,LRIS01,M,63.4,134,75,27,22.9,13.2,12.7,35.5,75.8,40.3,194,NA,415,2,,,?,?
3014,2001,Ithaca,AMCR,nestling,6N LRIS01,27,LRIS,LRIS01,M,64.4,134,71,27,23.1,12.6,13.2,36.1,78.8,42.7,192,NA,440,2,,,?,?
3015,2001,Ithaca,AMCR,nestling,7O LRIS01,27,LRIS,LRIS01,F,63.1,127,69,27,22.7,13.3,12.7,34.6,75.7,41.1,188,NA,363,2,,,?,?
3016,2001,Ithaca,AMCR,nestling,1b MART01,6,MART,MART01,F,19,0.3,0,6,8.2,8.4,8.6,14,37.4,23.4,NA,NA,51,7,,,?,?
3017,2001,Ithaca,AMCR,nestling,2f MART01,6,MART,MART01,F,20.5,0.4,0.4,6,9,8,8.9,14.2,39,24.8,NA,NA,69,7,,,?,?
3018,2001,Ithaca,AMCR,nestling,3r MART01,6,MART,MART01,M,24.6,0.6,0.3,6,9.8,10.3,10.5,14.8,42.1,27.3,NA,NA,88,7,,,?,?
3019,2001,Ithaca,AMCR,nestling,0F MIPI01,30,MIPI,MIPI01,M,62.8,134,83,27.77,22.5,12.8,12.7,36.5,80,43.5,195,NA,445,5,,,?,?
3020,2001,Ithaca,AMCR,nestling,1G MIPI01,30,MIPI,MIPI01,F,59.1,115,64,26.38,22.5,12.1,12.5,34,75.8,41.8,170,NA,335,5,,,?,?
3021,2001,Ithaca,AMCR,nestling,2H MIPI01,30,MIPI,MIPI01,F,59,143,97,28.78,24.5,13.5,11.9,37.1,81.3,44.2,201,NA,402,5,,,?,?
3022,2001,Ithaca,AMCR,nestling,9E MIPI01,30,MIPI,MIPI01,F,57,145,99,28.97,24.5,13.4,12.8,35.7,80,44.3,205,NA,402,5,,,?,?
3023,2001,Ithaca,AMCR,nestling,3S MMUR01,26,MMUR,MMUR01,F,60.7,114,65,26.38,22.7,14,13.7,36.7,77.6,40.9,172,NA,419,5,,,?,?
3028,2001,Ithaca,AMCR,nestling,0G MNDY01,25,MNDY,MNDY01,M,60.7,115,66,25,23.5,12.4,13.4,37.4,78.8,41.4,170,NA,423,2,,,?,?
3025,2001,Ithaca,AMCR,nestling,0G MNDY01,7,MNDY,MNDY01,M,26.7,1,1,7,10.8,8,10.5,19.2,46.4,27.2,NA,NA,97,1,,,?,?
3027,2001,Ithaca,AMCR,nestling,1H MNDY01,24,MNDY,MNDY01,F,57.4,99,50,24,22.1,11.7,12,32.8,73.9,41.1,152,NA,348,2,,,?,?
3026,2001,Ithaca,AMCR,nestling,2I MNDY01,7,MNDY,MNDY01,F,28.8,2,1,7,11.4,9.2,10.8,17.8,46.9,29.1,NA,NA,115,1,,,?,?
3029,2001,Ithaca,AMCR,nestling,2I MNDY01,25,MNDY,MNDY01,F,59.8,113,64,25,23,12.4,12.2,32.7,75.6,42.9,169,NA,387,2,,,?,?
3024,2001,Ithaca,AMCR,nestling,1H MNDY01,6,MNDY,MNDY01,F,24.8,1,1,6,9.6,7.7,10.5,15.8,42.8,27,NA,NA,78,1,,,?,?
3030,2001,Ithaca,AMCR,nestling,1w NDYC01,14,NDYC,NDYC01,F,43.2,20,5,14,16.4,10.9,13.3,23.5,59.3,35.8,57,NA,234,7.5,,,?,?
3031,2001,Ithaca,AMCR,nestling,2l NDYC01,14,NDYC,NDYC01,F,45.4,20,8,14,15.9,12,12.5,25.6,61,35.4,62,NA,230,7.5,,,?,?
3032,2001,Ithaca,AMCR,nestling,3y NDYC01,14,NDYC,NDYC01,F,43.6,18,5,14,15.8,12.2,13,24.8,62.5,37.7,58,NA,228,7.5,,,?,?
3033,2001,Ithaca,AMCR,nestling,4b NDYC01,14,NDYC,NDYC01,F,39.6,14,4,14,14.4,11.1,13,22.8,57.2,34.4,48,NA,194,7.5,,,?,?
3034,2001,Ithaca,AMCR,nestling,0Q NMUR01,25,NMUR,NMUR01,F,51.4,95,41,25.16,18.4,11.4,12.3,30.7,67.3,36.6,147,NA,277,5,,,?,?
3035,2001,Ithaca,AMCR,nestling,1R NMUR01,25,NMUR,NMUR01,M,50.2,84,31,24.69,20,12.6,11.9,30.3,69.4,39.1,133,NA,248,5,,,?,?
3036,2001,Ithaca,AMCR,nestling,8O NMUR01,25,NMUR,NMUR01,F,53.6,109,54,25.88,19.6,12.4,12.9,31.1,69.5,38.4,159,NA,315,5,,,?,?
3037,2001,Ithaca,AMCR,nestling,9P NMUR01,25,NMUR,NMUR01,M,56.9,117,65,26.48,21,12.3,12.5,32.9,73.4,40.5,169,NA,350,5,,,?,?
3038,2001,Ithaca,AMCR,nestling,4U NOGO01,30,NOGO,NOGO01,M,60.7,142,90,28.4,25,13.6,13.2,38.9,83.7,44.8,215,NA,455,5,,,?,?
3039,2001,Ithaca,AMCR,nestling,5V NOGO01,30,NOGO,NOGO01,M,59.8,148,93,28.78,23.4,13.9,12.9,39.8,80.5,40.7,208,NA,420,5,,,?,?
3040,2001,Ithaca,AMCR,nestling,6W NOGO01,30,NOGO,NOGO01,F,59.5,138,90,28.24,23,12.3,13.4,34.8,77.5,42.7,194,NA,388,5,,,?,?
3046,2001,Ithaca,AMCR,nestling,0P SWEG01,26,SWEG,SWEG01,F,58.7,122,70,26.82,23,12.6,13.8,37.1,79.1,42,180,NA,400,3,,,?,?
3043,2001,Ithaca,AMCR,nestling,0P SWEG01,14,SWEG,SWEG01,F,45.6,30,9,14,17.1,10.8,13.9,26.7,66,39.3,72,NA,250,1.5,,,?,?
3044,2001,Ithaca,AMCR,nestling,1Q SWEG01,25,SWEG,SWEG01,M,58.3,105,47,25.57,23.4,13,13.4,36.5,76.7,40.2,163,NA,386,3,,,?,?
3042,2001,Ithaca,AMCR,nestling,2R SWEG01,13,SWEG,SWEG01,F,38.8,18,4,13,15.5,11.7,11.5,23.9,57.7,33.8,53,NA,190,1.5,,,?,?
