Month,ID,CalcAge,HatchDateJulYear,AllSex,BillDepth,BillWidth,BillNT,TEC,UB,UBS,TBS,Skull,Tarsus,Weight,MaxTempMean1_11,MaxTempMean12_22,MeanMaxTempIncubation,MinTempMean1_11,MinTempMean12_22,MeanMinTempIncubation,GDDSum1_11,GDDSum12_22,GDDSumIncubation,PrecipSum1_11,PrecipSum12_22,PrecipSumIncubation
4,EP ORHA05,26.2,2005115,F,12.7,12.6,22.8,34.2,11.4,144.78,216.315,43.5,58.6,377,11.66666667,19.5959596,16.40350877,1.717171717,4.343434343,-0.029239766,10,58,36,1.016,0.6858,4.0132
4,CR EHCR05,25.4,2005116,F,12.1,12.4,21.4,33.8,12.4,150.04,207.025,40.7,59.7,343,12.47474747,19.39393939,15.61403509,1.919191919,4.090909091,-0.292397661,10,58,27,0.889,0.6858,4.0386
4,FO PECI05,25.1,2005116,F,13.8,12.6,22.2,35,12.8,176.64,231,40.6,60.7,397,12.47474747,19.39393939,15.61403509,1.919191919,4.090909091,-0.292397661,10,58,27,0.889,0.6858,4.0386
4,GN PECI05,25.5,2005116,F,13.2,12.1,21.5,33.5,12,158.4,211.8875,40.7,58.8,429,12.47474747,19.39393939,15.61403509,1.919191919,4.090909091,-0.292397661,10,58,27,0.889,0.6858,4.0386
4,HM PECI05,25.7,2005116,F,12.7,13,21,33.8,12.8,162.56,217.165,40.5,59.2,392,12.47474747,19.39393939,15.61403509,1.919191919,4.090909091,-0.292397661,10,58,27,0.889,0.6858,4.0386
4,HL HORC05,25.5,2005116,F,11,11.8,20.8,32.4,11.6,127.6,184.68,40.2,56.3,330,12.47474747,19.39393939,15.61403509,1.919191919,4.090909091,-0.292397661,10,58,27,0.889,0.6858,4.0386
4,UZ EQUI05,26.5,2005117,F,14.2,13.2,22.3,35.1,12.8,181.76,240.435,40.5,57.7,408,13.28282828,19.04040404,15.61403509,1.868686869,4.090909091,5.83E-17,10,58,32,0.8636,0.6858,3.683
4,MG PGLN05,27.3,2005117,F,12.3,12.3,22.3,32.4,10.1,124.23,199.26,43.9,56.5,350,13.28282828,19.04040404,15.61403509,1.868686869,4.090909091,5.83E-17,10,58,32,0.8636,0.6858,3.683
4,NF EFER05,26.2,2005119,F,12.8,11.9,23.5,35.2,11.7,149.76,217.36,40.4,60.1,390,13.13131313,19.04040404,15.58479532,1.161616162,4.191919192,0.350877193,2,62,34,0.6858,0.6858,3.81
5,ZT VAIR05,26.1,2005122,F,12.2,13.3,22.6,35.5,12.9,157.38,226.3125,40.6,59.4,360,16.66666667,16.71717172,15.58479532,2.727272727,3.484848485,1.520467836,38,35,34,0.4064,0.8636,4.1148
5,AR VAIR05,27.1,2005122,F,13,13.4,22.3,37,14.7,191.1,244.2,39.2,59.2,377,16.66666667,16.71717172,15.58479532,2.727272727,3.484848485,1.520467836,38,35,34,0.4064,0.8636,4.1148
5,DO VAIR05,27.1,2005122,F,12.5,13.7,22.9,34.3,11.4,142.5,224.665,42.3,59.9,358,16.66666667,16.71717172,15.58479532,2.727272727,3.484848485,1.520467836,38,35,34,0.4064,0.8636,4.1148
5,HK IRIS05,27.8,2005130,F,14.5,12.6,25.4,33.1,7.7,111.65,224.2525,48.9,59.3,398,19.04040404,17.72727273,13.74269006,4.191919192,5.95959596,1.812865497,62,43,19,0.6858,2.1336,4.0132
5,KH IRIS05,27.7,2005130,F,14,13.5,27.4,40.4,13,182,277.75,43.5,59.9,425,19.04040404,17.72727273,13.74269006,4.191919192,5.95959596,1.812865497,62,43,19,0.6858,2.1336,4.0132
5,LG IRIS05,26.8,2005131,F,13.2,13.4,24.8,37.6,12.8,168.96,250.04,42.9,55.5,400,18.83838384,18.08080808,14.67836257,3.838383838,6.464646465,2.748538012,57,51,39,0.6858,2.1336,4.0132
5,GL JSUP05,24.2,2005132,F,11.5,12.1,17.7,29.7,12,138,175.23,35.8,47,203,18.18181818,18.63636364,15.20467836,3.131313131,6.818181818,2.894736842,44,60,48,0.762,2.0574,2.9972
5,IJ IRIS05,25.4,2005132,F,12.9,13.2,23.2,32.4,9.2,118.68,211.41,45,59,390,18.18181818,18.63636364,15.20467836,3.131313131,6.818181818,2.894736842,44,60,48,0.762,2.0574,2.9972
5,MF SLI205,24,2005140,F,12.3,12.8,20.4,31.6,11.2,137.76,198.29,36.1,52.5,290,17.62626263,27.12121212,16.66666667,6.060606061,13.48484848,2.748538012,43,207,64,2.0828,1.3208,1.0922
4,UX MNDY06,25.5,2006103,F,12.5,13.9,21.7,33.8,12.1,151.25,223.08,39.1,58.4,385,16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,32,12,32,1.778,0.3048,2.7178
4,ME LOCO06,26.1,2006103,F,11.8,12.2,22.5,34.8,12.3,145.14,208.8,38.9,56.9,335,16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,32,12,32,1.778,0.3048,2.7178
4,II LOCO06,26.8,2006103,F,12.2,12.2,23,37.5,14.5,176.9,228.75,40.1,60.7,432,16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,32,12,32,1.778,0.3048,2.7178
4,KG LOCO06,27.1,2006103,F,12.5,12.6,23,35.8,12.8,160,224.645,41.6,58.4,380,16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,32,12,32,1.778,0.3048,2.7178
4,LF LOCO06,26.6,2006103,F,13.1,13,22.1,33.8,11.7,153.27,220.545,41.9,59.6,316,16.36363636,16.41414141,11.69590643,3.535353535,0.303030303,-0.67251462,32,12,32,1.778,0.3048,2.7178
4,AQ HAPA06,25,2006104,F,12.4,12.6,20.8,33.9,13.1,162.44,211.875,39.9,59.4,385,15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,19,20,36,1.778,0.1524,2.5908
4,CO HAPA06,25.3,2006104,F,13.1,11.8,21.2,34.4,13.2,172.92,214.14,39.3,59,387,15.65656566,17.37373737,12.54385965,2.929292929,0.202020202,-0.350877193,19,20,36,1.778,0.1524,2.5908
4,HJ LOCO06,25.2,2006105,F,11.8,12.9,20.2,31.7,11.5,135.7,195.7475,39.8,56.2,327,15.1010101,17.97979798,13.01169591,2.727272727,0.454545455,0.350877193,15,25,38,1.778,0.1524,3.0226
4,SY STAD06,24.8,2006105,F,12.6,12.5,19.6,30.2,10.6,133.56,189.505,40.3,55.4,355,15.1010101,17.97979798,13.01169591,2.727272727,0.454545455,0.350877193,15,25,38,1.778,0.1524,3.0226
4,VV CLAR06,26.1,2006106,F,13.6,12.4,22.4,34.5,12.1,164.56,224.25,40.7,61.8,397,15,17.72727273,13.47953216,1.666666667,0.555555556,0.847953216,13,25,41,1.4986,0.0762,3.0226
4,UW CLAR06,25.8,2006107,F,13,11.8,21.7,32.4,10.7,139.1,200.88,41.9,61.6,410,14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,10,25,41,1.4986,0.0762,3.0226
4,OB CARD06,27.4,2006107,F,13.6,13.3,24.3,38.1,13.8,187.68,256.2225,41.7,61.1,350,14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,10,25,41,1.4986,0.0762,3.0226
4,doa CARD06,27.7,2006107,F,13.1,12.7,25.5,38.2,12.7,166.37,246.39,42.5,60.9,375,14.7979798,17.92929293,13.42105263,1.262626263,0.656565657,0.964912281,10,25,41,1.4986,0.0762,3.0226
4,MD BIRN06,27.2,2006108,F,13.1,12.9,23.1,35.2,12.1,158.51,228.8,41.9,53.9,367,15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,10,33,41,1.4986,0.0762,3.0226
4,PA CARD06,26.8,2006108,F,13.1,13.2,24,36.5,12.5,163.75,239.9875,41.7,60.9,370,15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,10,33,41,1.4986,0.0762,3.0226
4,FK MAWA06,26.8,2006108,F,12.1,12.6,24.2,35.7,11.5,139.15,220.4475,43.3,62.7,387,15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,10,33,41,1.4986,0.0762,3.0226
4,HI MMUR06,27.4,2006108,F,13.5,13,23.7,36.6,12.9,174.15,242.475,42,61.5,400,15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,10,33,41,1.4986,0.0762,3.0226
4,LE BIRN06,27.5,2006108,F,13.2,12.4,23.4,35.6,12.2,161.04,227.84,40.8,55.4,395,15,18.68686869,13.33333333,1.111111111,1.616161616,1.023391813,10,33,41,1.4986,0.0762,3.0226
4,IH MMUR06,25.4,2006109,F,12,12.8,21.7,33.2,11.5,138,205.84,41.3,57.2,310,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,KF BIRN06,26.5,2006109,F,12.8,13,22.9,35.2,12.3,157.44,227.04,41,60.6,423,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,RY PIHI06,26.8,2006109,F,11.5,12.4,21.8,33.9,12.1,139.15,202.5525,43,57.9,352,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,SX PIHI06,27.1,2006109,F,13.1,12,21.2,32.9,11.7,153.27,206.4475,41.3,56.4,380,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,TW PIHI06,27.4,2006109,F,12.9,12.3,23,34.3,11.3,145.77,216.09,43.3,58.2,401,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,CM SEPG06,27.9,2006109,F,11.8,12.3,23.7,36.1,12.4,146.32,217.5025,42.6,60.2,365,14.8989899,19.5959596,13.15789474,0.808080808,2.373737374,0.964912281,10,38,40,1.4986,0.0762,3.0226
4,UV PIHI06,26.3,2006110,F,12.7,13.2,20.6,32,11.4,144.78,207.2,40.9,56.5,345,15.1010101,20.3030303,12.83625731,0.404040404,3.686868687,0.438596491,10,53,26,1.4986,0.0762,2.3622
4,VU NEEL06,25,2006112,F,12.2,12.1,20.4,30.4,10,122,184.68,42,57.2,310,15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,14,62,36,1.4986,2.7432,2.7178
4,JF DBAR06,26.3,2006112,F,12.3,12.6,22.3,35.5,13.2,162.36,220.9875,40.2,57,382,15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,14,62,36,1.4986,2.7432,2.7178
4,NB DBAR06,26.8,2006112,F,13.5,14.7,22.6,36,13.4,180.9,253.8,40.9,58.5,380,15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,14,62,36,1.4986,2.7432,2.7178
4,CL TURF06,28.1,2006112,F,13.2,12.9,23.7,35.8,12.1,159.72,233.595,43.9,59.4,387,15.55555556,19.84848485,13.85964912,0.505050505,4.949494949,0.67251462,14,62,36,1.4986,2.7432,2.7178
4,PZ WILG06,26.4,2006113,F,13.1,12.7,22.8,35.2,12.4,162.44,227.04,41.2,57.7,393,15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,9,71,36,1.1176,2.8194,2.921
4,RX WILG06,25.7,2006113,F,12.9,12,21.8,35.6,13.8,178.02,221.61,39,60,402,15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,9,71,36,1.1176,2.8194,2.921
4,SW WILG06,26.1,2006113,F,13.4,12.5,24.1,36.1,12,160.8,233.7475,42.5,61.4,410,15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,9,71,36,1.1176,2.8194,2.921
4,UU ROWA06,26.7,2006113,F,13,11.5,23,35.9,12.9,167.7,219.8875,39.5,59.8,379,15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,9,71,36,1.1176,2.8194,2.921
4,VT ROWA06,26.6,2006113,F,13.8,13.3,22.5,35.4,12.9,178.02,239.835,41.1,61.8,415,15.25252525,20.1010101,13.30409357,0.303030303,5.656565657,0.847953216,9,71,36,1.1176,2.8194,2.921
4,TV WILG06,24.7,2006114,F,12.1,12.2,19.9,31.1,11.2,135.52,188.9325,40.7,58.9,360,16.41414141,19.7979798,13.74269006,0.303030303,6.060606061,1.461988304,12,72,36,0.3048,2.8194,3.0734
4,HG WWCK06,27.6,2006114,F,13.5,13.2,22.3,35,12.7,171.45,233.625,43.4,60.8,424,16.41414141,19.7979798,13.74269006,0.303030303,6.060606061,1.461988304,12,72,36,0.3048,2.8194,3.0734
4,AN CCLI06,26.5,2006115,F,13.4,12.2,21.4,35.4,14,187.6,226.56,40.3,56.1,354,17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,20,67,36,0.1524,3.429,2.921
4,NA ORHA06,27,2006115,F,13.6,14.1,23.1,34.4,11.3,153.68,238.22,44.3,60.7,425,17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,20,67,36,0.1524,3.429,2.921
4,BL SPRU06,27.9,2006115,F,12.6,12.4,22.3,33.9,11.6,146.16,211.875,41.5,54.3,362,17.37373737,18.88888889,14.23976608,0.202020202,6.464646465,1.783625731,20,67,36,0.1524,3.429,2.921
4,PY ARRO06,26.2,2006116,F,12.8,13.2,21.4,32.1,10.7,136.96,208.65,41.2,54.5,318,17.97979798,18.53535354,14.44444444,0.454545455,6.515151515,1.666666667,25,64,36,0.1524,3.429,3.0734
4,QX ARRO06,26.4,2006116,F,12,12.6,21.6,33,11.4,136.8,202.95,40.1,54.3,327,17.97979798,18.53535354,14.44444444,0.454545455,6.515151515,1.666666667,25,64,36,0.1524,3.429,3.0734
4,SV ARRO06,25.4,2006117,F,11.6,12.3,20.6,31,10.4,120.64,185.225,41.8,55.8,317,17.72727273,19.29292929,14.8245614,0.555555556,7.575757576,1.783625731,25,71,36,0.0762,3.3528,2.0828
4,DJ SLIM06,25.8,2006120,F,12,13.8,21.7,32.6,10.9,130.8,210.27,41.4,58.4,420,19.5959596,17.87878788,15.73099415,2.373737374,7.474747475,1.871345029,38,60,36,0.0762,3.9624,2.0828
4,WR WKAY06,25.6,2006120,F,12.7,12.2,20.6,32.2,11.6,147.32,200.445,40.3,52.8,308,19.5959596,17.87878788,15.73099415,2.373737374,7.474747475,1.871345029,38,60,36,0.0762,3.9624,2.0828
5,GG NBU206,27.3,2006122,F,13.6,12.7,22.8,35.2,12.4,168.64,231.44,41.2,58.8,345,19.94949495,15.85858586,15.81871345,4.292929293,6.01010101,1.286549708,56,37,27,2.7432,1.4478,1.9304
5,HF NBU206,25.5,2006123,F,11.8,11.6,20.7,31.8,11.1,130.98,186.03,39.7,55.1,293,19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,62,28,24,2.7432,1.4478,1.9304
5,JD HAW206,26.3,2006123,F,12.9,12.8,22.4,34.5,12.1,156.09,221.6625,39.9,56.2,317,19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,62,28,24,2.7432,1.4478,1.9304
5,LB HAW206,27.6,2006123,F,13.7,14.5,23.6,35.6,12,164.4,250.98,42.1,60.9,389,19.84848485,15.35353535,15.84795322,4.949494949,5.505050505,1.081871345,62,28,24,2.7432,1.4478,1.9304
5,MA DOG206,28.3,2006127,F,13.7,13.4,25,31.8,6.8,93.16,215.445,47.9,59.1,377,18.53535354,16.71717172,16.75438596,6.515151515,5.909090909,1.198830409,64,46,35,3.429,2.54,1.5748
5,doa JUDD06,26.2,2006138,F,13,13.8,21.4,35.4,14,182,237.18,38.2,54.6,315,16.71717172,24.19191919,19.29824561,5.909090909,12.37373737,5.116959064,46,168,96,2.54,7.5184,3.429
5,SU JUDD06,24.3,2006139,F,11.4,11.6,18.4,28.6,10.2,116.28,164.45,39.3,50.8,270,17.42424242,23.23232323,19.38596491,6.060606061,12.62626263,5.409356725,54,161,98,2.54,7.7724,3.6322
5,CJ SLO206,26.3,2006141,F,12.4,10.7,21.3,32.4,11.1,137.64,187.11,40.2,57.6,342,20.25252525,20.45454545,18.42105263,8.232323232,11.01010101,5.643274854,103,117,90,2.4384,8.7122,4.0386
4,BI LOCO07,25.2,2007102,F,12.7,13,21.7,33.6,11.9,151.13,215.88,41.5,59.2,385,8.636363636,16.71717172,8.216374269,-0.555555556,4.242424242,-2.16374269,2,38,6,5.9182,2.7178,3.8862
4,KZ SPRU07,26.4,2007105,F,12.7,11.7,23.2,34.5,11.3,143.51,210.45,41.6,57.4,393,12.62626263,15.3030303,7.30994152,0.858585859,2.676767677,-2.426900585,26,14,2,4.6482,2.2352,2.6162
4,OV SPRU07,26.4,2007105,F,12.8,13,23.2,35.4,12.2,156.16,228.33,41.5,60.5,390,12.62626263,15.3030303,7.30994152,0.858585859,2.676767677,-2.426900585,26,14,2,4.6482,2.2352,2.6162
4,FE STAD07,26.4,2007106,F,12.4,12.7,21.9,34.9,13,161.2,218.9975,39.9,57.6,364,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,HC STAD07,26.4,2007106,F,12.3,12.4,22.1,33.4,11.3,138.99,206.245,40.6,57.7,355,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,LY SPRU07,26.1,2007106,F,11.6,11.4,22.5,35,12.5,145,201.25,41.3,57.6,365,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,SR NBUR07,25.6,2007106,F,12,11.7,21.6,31.8,10.2,122.4,188.415,40.8,58.3,360,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,VO NBUR07,26.2,2007106,F,11.7,11.3,20.6,32.5,11.9,139.23,186.875,42,58.1,357,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,QS CLAR07,26.9,2007106,F,12.2,10.5,23.4,34.4,11,134.2,195.22,42.6,59.2,405,12.77777778,15.85858586,6.637426901,0.808080808,2.474747475,-2.631578947,26,14,2,5.3848,1.0922,4.064
4,GD STAD07,26.3,2007107,F,12.4,11.8,22.1,33.4,11.3,140.12,202.07,39.3,59.2,375,13.93939394,16.41414141,6.286549708,1.313131313,2.626262626,-2.397660819,27,21,2,4.0132,1.016,6.223
4,BG MNDY07,25.8,2007107,F,12.6,13.2,20.7,34,13.3,167.58,219.3,39.1,57.5,360,13.93939394,16.41414141,6.286549708,1.313131313,2.626262626,-2.397660819,27,21,2,4.0132,1.016,6.223
4,CF MNDY07,26.5,2007107,F,12.8,12.1,21.6,35.8,14.2,181.76,222.855,38.3,57.5,420,13.93939394,16.41414141,6.286549708,1.313131313,2.626262626,-2.397660819,27,21,2,4.0132,1.016,6.223
4,AH MNDY07,27,2007107,F,12.1,11.7,22.6,34.9,12.3,148.83,207.655,42.8,56.2,390,13.93939394,16.41414141,6.286549708,1.313131313,2.626262626,-2.397660819,27,21,2,4.0132,1.016,6.223
4,AI FOWA07,25,2007108,F,11.9,12.9,21.3,34.4,13.1,155.89,213.28,40.2,57.5,343,15.65656566,17.17171717,6.023391813,2.272727273,2.676767677,-2.105263158,35,29,2,2.3114,0.5588,6.3754
4,EE FOWA07,25.9,2007108,F,11.9,11.5,21.8,35.1,13.3,158.27,205.335,39.4,58.1,363,15.65656566,17.17171717,6.023391813,2.272727273,2.676767677,-2.105263158,35,29,2,2.3114,0.5588,6.3754
4,NU BIRC07,26.5,2007108,F,11.7,11.5,22.9,35,12.1,141.57,203,40,56.5,377,15.65656566,17.17171717,6.023391813,2.272727273,2.676767677,-2.105263158,35,29,2,2.3114,0.5588,6.3754
4,MV BIRC07,27.2,2007108,F,12,11.2,24.1,35,10.9,130.8,203,41.2,56.2,376,15.65656566,17.17171717,6.023391813,2.272727273,2.676767677,-2.105263158,35,29,2,2.3114,0.5588,6.3754
4,PS BIRC07,27,2007108,F,12.5,11.8,22.8,35.3,12.5,156.25,214.4475,41,57.6,395,15.65656566,17.17171717,6.023391813,2.272727273,2.676767677,-2.105263158,35,29,2,2.3114,0.5588,6.3754
4,BH FOWA07,24.4,2007109,F,9.6,11.6,19.6,33,13.4,128.64,174.9,33.9,57.6,325,16.51515152,18.78787879,5.760233918,2.929292929,3.585858586,-1.929824561,35,53,2,2.3876,0.3302,6.3754
4,JZ HAPA07,25.1,2007109,F,12.6,11.8,20.5,32.8,12.3,154.98,200.08,39.4,57.7,390,16.51515152,18.78787879,5.760233918,2.929292929,3.585858586,-1.929824561,35,53,2,2.3876,0.3302,6.3754
4,FD HAPA07,25.6,2007109,F,12.1,9.9,19.7,33.6,13.9,168.19,184.8,40.9,58.8,395,16.51515152,18.78787879,5.760233918,2.929292929,3.585858586,-1.929824561,35,53,2,2.3876,0.3302,6.3754
4,OT BIRC07,25.7,2007109,F,12.2,18.4,21,31.8,10.8,131.76,243.27,39.6,56.3,330,16.51515152,18.78787879,5.760233918,2.929292929,3.585858586,-1.929824561,35,53,2,2.3876,0.3302,6.3754
4,UO NEEL07,25.4,2007110,F,11.6,12.9,21.3,33.6,12.3,142.68,205.8,39.7,54.5,340,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,TP NEEL07,25.9,2007110,F,12.4,10.6,22.4,35.5,13.1,162.44,204.125,40.9,59.3,360,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,VN NEEL07,25.5,2007110,F,12.8,12.4,20.6,33.1,12.5,160,208.53,38.3,54.8,340,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,YK NEEL07,25.7,2007110,F,11.6,11.6,19.9,31.5,11.6,134.56,182.7,41.1,57.2,345,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,ZJ NEEL07,25.6,2007110,F,12.5,13,21.7,32.7,11,137.5,208.4625,39.1,57.2,350,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,FC CCLI07,25.6,2007110,F,12,11.9,19.9,31.4,11.5,138,187.615,40.4,58.4,387,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,TO KAYS07,26.3,2007110,F,12.3,13.4,22.9,35.9,13,159.9,230.6575,41.7,60,365,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,SP KAYS07,26.7,2007110,F,13.3,13,22.3,35.9,13.6,180.88,236.0425,38.1,58.7,385,17.52525253,19.14141414,5.877192982,3.636363636,3.939393939,-1.959064327,40,60,2,2.3876,1.1684,6.3754
4,UN KAYS07,24.2,2007111,F,11,13.1,18.2,31.1,12.9,141.9,187.3775,37.6,54.3,268,17.67676768,19.84848485,6.34502924,3.939393939,4.393939394,-2.192982456,40,69,2,2.3876,1.1684,6.1976
4,JY LRIS07,25.8,2007111,F,12.8,12.6,22.5,34,11.5,147.2,215.9,42.9,59.8,375,17.67676768,19.84848485,6.34502924,3.939393939,4.393939394,-2.192982456,40,69,2,2.3876,1.1684,6.1976
4,OS DBAR07,27.3,2007111,F,13.1,12,23.9,35.8,11.9,155.89,224.645,43.2,57.2,411,17.67676768,19.84848485,6.34502924,3.939393939,4.393939394,-2.192982456,40,69,2,2.3876,1.1684,6.1976
4,IY WWCK07,26.3,2007112,F,13,11,22,33.9,11.9,154.7,203.4,43.2,57.4,382,17.27272727,20.05050505,6.49122807,4.393939394,3.838383838,-2.16374269,40,69,4,2.7178,0.8382,6.1976
4,JX WWCK07,26.1,2007112,F,12.9,12.3,21.2,32.5,11.3,145.77,204.75,43.4,56.9,360,17.27272727,20.05050505,6.49122807,4.393939394,3.838383838,-2.16374269,40,69,4,2.7178,0.8382,6.1976
4,KW WWCK07,26.2,2007112,F,13.5,12,21.4,33.6,12.2,164.7,214.2,42.9,58.2,400,17.27272727,20.05050505,6.49122807,4.393939394,3.838383838,-2.16374269,40,69,4,2.7178,0.8382,6.1976
4,PR DBAR07,25.6,2007112,F,12.3,13.3,21.3,33.4,12.1,148.83,213.76,39.2,58.1,365,17.27272727,20.05050505,6.49122807,4.393939394,3.838383838,-2.16374269,40,69,4,2.7178,0.8382,6.1976
4,MU WWCK07,26.6,2007112,F,12.8,12.4,21.9,36.2,14.3,183.04,228.06,40.7,59.1,423,17.27272727,20.05050505,6.49122807,4.393939394,3.838383838,-2.16374269,40,69,4,2.7178,0.8382,6.1976
4,GA WWCK07,25.4,2007113,F,12.2,10,19.8,33.1,13.3,162.26,183.705,39.1,56.2,340,16.71717172,19.8989899,6.842105263,4.242424242,3.787878788,-1.988304094,38,69,13,2.7178,0.8382,6.1976
4,HZ WWCK07,24.8,2007113,F,12.9,10.8,18.6,31.1,12.5,161.25,184.2675,37.4,55.5,338,16.71717172,19.8989899,6.842105263,4.242424242,3.787878788,-1.988304094,38,69,13,2.7178,0.8382,6.1976
4,WL SLOP07,25.5,2007113,F,12.4,10.6,22,31.6,9.6,119.04,181.7,42.1,56.1,328,16.71717172,19.8989899,6.842105263,4.242424242,3.787878788,-1.988304094,38,69,13,2.7178,0.8382,6.1976
4,SO CRIS07,25.4,2007114,F,12.3,11.5,20.6,34.8,14.2,174.66,207.06,34.9,55.1,350,15.85858586,20.35353535,7.98245614,3.484848485,4.393939394,-1.432748538,27,74,26,2.7178,0.8382,6.4262
4,CD SWEG07,25.3,2007117,F,13.3,13.4,21.5,33.8,12.3,163.59,225.615,40,56.5,380,15.85858586,21.46464646,10.20467836,2.474747475,6.515151515,-0.175438596,14,100,27,1.0922,1.4478,7.6454
4,FA SWEG07,25.3,2007117,F,11.8,12.6,21.3,32.2,10.9,128.62,196.42,41,55.7,333,15.85858586,21.46464646,10.20467836,2.474747475,6.515151515,-0.175438596,14,100,27,1.0922,1.4478,7.6454
4,JV GYMN08,25.2,2008102,F,14,13.8,19.9,30.1,10.2,142.8,209.195,40.7,56.8,430,17.57575758,18.73737374,9.152046784,3.383838384,4.090909091,-2.923976608,52,61,4,0.635,4.445,3.8354
4,JV GYMN08,25.9,2008102,F,13.5,13,20.5,30.1,9.6,129.6,199.4125,42.4,59,430,17.57575758,18.73737374,9.152046784,3.383838384,4.090909091,-2.923976608,52,61,4,0.635,4.445,3.8354
4,QO MNDY08,25,2008107,F,11.6,12.6,21,33.6,12.6,146.16,203.28,39.8,57.2,350,22.82828283,16.31313131,10.81871345,5.202020202,4.242424242,-1.315789474,91,42,5,0,5.3086,2.3622
4,NR STAD08,25,2008107,F,13,14.4,22,34.3,12.3,159.9,234.955,40.3,59.6,380,22.82828283,16.31313131,10.81871345,5.202020202,4.242424242,-1.315789474,91,42,5,0,5.3086,2.3622
4,YG BROT08,25,2008110,F,13.1,13.1,20.5,31,10.5,137.55,203.05,41,60.7,382,22.92929293,16.06060606,14.12280702,6.717171717,3.585858586,0.67251462,103,33,24,4.191,1.3716,2.2352
4,ZF BROT08,25.6,2008110,F,12.6,12.2,21,32.2,11.2,141.12,199.64,41.7,60,380,22.92929293,16.06060606,14.12280702,6.717171717,3.585858586,0.67251462,103,33,24,4.191,1.3716,2.2352
4,DA SEPG08,25,2008111,F,11.4,11.3,20.1,29.6,9.5,108.3,167.98,43,57.5,300,21.41414141,16.76767677,15,6.212121212,3.636363636,1.228070175,93,33,44,4.318,1.2446,1.524
4,JU NEEL08,26.2,2008112,F,12.6,12.4,20.8,32.9,12.1,152.46,205.625,41,56.1,378,19.54545455,17.62626263,15.14619883,4.747474747,4.595959596,1.871345029,73,38,56,4.318,1.2446,1.397
