"Date","HatchDateJulYear","MeanMax1_11","MeanMax12_22","MeanMaxIncubation","MeanMin1_11","MeanMin12_22","MeanMinIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","C5Sum1_11","C5Sum12_22","C5SumIncubation","C10Sum1_11","C10Sum12_22","C10SumIncubation","C15Sum1_11","C15Sum12_22","C15SumIncubation"
"1989-01-18",1989018,5.05050505050505,1.76767676767678,0.617283950617287,-6.41414141414141,-7.77777777777778,-8.48765432098766,0.7112,2.3368,0.9398,-62.5,-88.0555555555555,-160.833333333333,-117.5,-143.055555555556,-250.833333333333,-172.5,-198.055555555556,-340.833333333333
"1989-01-19",1989019,5.50505050505051,0.555555555555564,0.935672514619886,-6.16161616161616,-8.78787878787879,-8.12865497076024,0.7112,2.3368,0.9398,-58.6111111111111,-100.277777777778,-163.333333333333,-113.611111111111,-155.277777777778,-258.333333333333,-168.611111111111,-210.277777777778,-353.333333333333
"1989-01-20",1989020,5.60606060606061,-1.11111111111111,1.14035087719299,-6.16161616161616,-10.2525252525253,-7.92397660818714,0.7874,2.2606,0.9398,-58.0555555555556,-117.5,-159.444444444444,-113.055555555556,-172.5,-254.444444444444,-168.055555555555,-227.5,-349.444444444444
"1989-01-21",1989021,5.85858585858586,-2.17171717171717,1.34502923976608,-5.95959595959596,-11.2121212121212,-8.42105263157895,0.8128,2.2352,1.0922,-55.5555555555556,-128.611111111111,-162.222222222222,-110.555555555556,-183.611111111111,-257.222222222222,-165.555555555555,-238.611111111111,-352.222222222222
"1989-01-22",1989022,6.46464646464647,-3.38383838383838,0.789473684210529,-4.5959595959596,-12.1717171717172,-8.9766081871345,0.6604,2.2352,1.0922,-44.7222222222222,-140.555555555556,-172.777777777778,-99.7222222222223,-195.555555555556,-267.777777777778,-154.722222222222,-250.555555555556,-362.777777777778
"1989-01-23",1989023,8.4848484848485,-4.84848484848485,1.34502923976608,-3.58585858585859,-13.0808080808081,-8.39181286549707,0.6604,2.2352,0.8382,-28.0555555555556,-153.611111111111,-161.944444444444,-83.0555555555556,-208.611111111111,-256.944444444444,-138.055555555556,-263.611111111111,-351.944444444444
"1989-01-24",1989024,7.42424242424244,-4.09090909090909,2.71929824561404,-3.68686868686869,-13.030303030303,-7.69005847953216,1.8034,1.0922,0.6858,-34.4444444444444,-149.166666666667,-142.222222222222,-89.4444444444445,-204.166666666667,-237.222222222222,-144.444444444444,-259.166666666667,-332.222222222222
"1989-01-25",1989025,5.55555555555557,-2.92929292929293,3.59649122807018,-4.4949494949495,-12.020202020202,-7.19298245614035,2.1336,0.889,0.5842,-49.1666666666666,-137.222222222222,-129.166666666667,-104.166666666667,-192.222222222222,-224.166666666667,-159.166666666667,-247.222222222222,-319.166666666667
"1989-01-26",1989026,3.6868686868687,-1.71717171717172,3.91812865497076,-5.1010101010101,-11.1111111111111,-7.07602339181287,2.54,1.3208,0.635,-62.7777777777777,-125.555555555556,-125,-117.777777777778,-180.555555555556,-220,-172.777777777778,-235.555555555556,-315
"1989-01-27",1989027,3.03030303030304,-1.61616161616162,4.00584795321638,-5.55555555555555,-10.6060606060606,-6.92982456140351,2.4892,1.27,0.8382,-68.8888888888888,-122.222222222222,-122.777777777778,-123.888888888889,-177.222222222222,-217.777777777778,-178.888888888889,-232.222222222222,-312.777777777778
"1989-01-28",1989028,2.27272727272729,-1.86868686868687,3.65497076023392,-6.26262626262626,-11.5656565656566,-6.98830409356725,2.3876,1.1176,0.889,-76.9444444444444,-128.888888888889,-126.666666666667,-131.944444444444,-183.888888888889,-221.666666666667,-186.944444444444,-238.888888888889,-316.666666666667
"1989-01-29",1989029,1.76767676767678,-2.02020202020202,4.3859649122807,-7.77777777777778,-11.010101010101,-6.40350877192983,2.3368,1.1176,0.762,-88.0555555555555,-126.666666666667,-114.166666666667,-143.055555555556,-181.666666666667,-209.166666666667,-198.055555555556,-236.666666666667,-304.166666666667
"1989-01-30",1989030,0.555555555555564,-1.61616161616162,4.70760233918129,-8.78787878787879,-10.4545454545455,-6.0233918128655,2.3368,1.1176,0.8382,-100.277777777778,-121.388888888889,-107.5,-155.277777777778,-176.388888888889,-202.5,-210.277777777778,-231.388888888889,-297.5
"1989-01-31",1989031,-1.11111111111111,-0.303030303030302,5.05847953216375,-10.2525252525253,-8.93939393939394,-5.58479532163743,2.2606,1.9558,0.8636,-117.5,-105.833333333333,-100,-172.5,-160.833333333333,-195,-227.5,-215.833333333333,-290
"1989-02-01",1989032,-2.17171717171717,0.858585858585859,5.4093567251462,-11.2121212121212,-8.03030303030303,-5.35087719298246,2.2352,1.9812,0.8128,-128.611111111111,-94.4444444444444,-94.4444444444444,-183.611111111111,-149.444444444444,-189.444444444444,-238.611111111111,-204.444444444445,-284.444444444444
"1989-02-02",1989033,-3.38383838383838,1.06060606060606,6.31578947368422,-12.1717171717172,-7.77777777777778,-5.05847953216374,2.2352,2.0066,0.8128,-140.555555555556,-91.9444444444444,-83.0555555555556,-195.555555555556,-146.944444444444,-178.055555555556,-250.555555555556,-201.944444444445,-273.055555555555
"1989-02-03",1989034,-4.84848484848485,0.454545454545455,5.90643274853802,-13.0808080808081,-7.92929292929294,-5.02923976608187,2.2352,2.032,1.9558,-153.611111111111,-96.111111111111,-86.6666666666667,-208.611111111111,-151.111111111111,-181.666666666667,-263.611111111111,-206.111111111111,-276.666666666667
"1989-02-04",1989035,-4.09090909090909,-0.606060606060606,5.20467836257311,-13.030303030303,-8.83838383838384,-5.6140350877193,1.0922,2.032,2.286,-149.166666666667,-106.944444444444,-98.8888888888888,-204.166666666667,-161.944444444444,-193.888888888889,-259.166666666667,-216.944444444444,-288.888888888889
"1989-02-05",1989036,-2.92929292929293,-1.46464646464646,4.47368421052632,-12.020202020202,-9.7979797979798,-6.05263157894737,0.889,1.9304,2.6924,-137.222222222222,-116.944444444444,-110,-192.222222222222,-171.944444444444,-205,-247.222222222222,-226.944444444444,-300
"1989-02-06",1989037,-1.71717171717172,-1.61616161616162,3.94736842105264,-11.1111111111111,-10.1515151515152,-6.34502923976608,1.3208,1.4224,2.7686,-125.555555555556,-119.722222222222,-117.777777777778,-180.555555555556,-174.722222222222,-212.777777777778,-235.555555555556,-229.722222222222,-307.777777777778
"1989-02-07",1989038,-1.61616161616162,-1.41414141414141,3.4795321637427,-10.6060606060606,-10.7575757575758,-6.69590643274853,1.27,1.397,3.048,-122.222222222222,-121.944444444444,-125.555555555556,-177.222222222222,-176.944444444444,-220.555555555556,-232.222222222222,-231.944444444444,-315.555555555555
"1989-02-08",1989039,-1.86868686868687,-0.808080808080807,3.0701754385965,-11.5656565656566,-9.6969696969697,-7.69005847953216,1.1176,1.3208,3.048,-128.888888888889,-112.777777777778,-138.888888888889,-183.888888888889,-167.777777777778,-233.888888888889,-238.888888888889,-222.777777777778,-328.888888888889
"1989-02-09",1989040,-2.02020202020202,-0.505050505050504,2.6608187134503,-11.010101010101,-9.24242424242424,-7.66081871345029,1.1176,1.3208,2.8956,-126.666666666667,-108.611111111111,-142.5,-181.666666666667,-163.611111111111,-237.5,-236.666666666667,-218.611111111111,-332.5
"1989-02-10",1989041,-1.61616161616162,-0.909090909090909,2.4561403508772,-10.4545454545455,-9.39393939393939,-7.74853801169591,1.1176,1.397,2.8956,-121.388888888889,-111.666666666667,-145.277777777778,-176.388888888889,-166.666666666667,-240.277777777778,-231.388888888889,-221.666666666667,-335.277777777778
"1989-02-11",1989042,-0.303030303030302,-1.21212121212121,1.8421052631579,-8.93939393939394,-9.8989898989899,-7.98245614035088,1.9558,0.5842,2.8956,-105.833333333333,-116.111111111111,-153.333333333333,-160.833333333333,-171.111111111111,-248.333333333333,-215.833333333333,-226.111111111111,-343.333333333333
"1989-02-12",1989043,0.858585858585859,-1.66666666666667,1.08187134502924,-8.03030303030303,-9.7979797979798,-8.24561403508772,1.9812,0.5588,2.8956,-94.4444444444444,-118.055555555556,-163.055555555556,-149.444444444444,-173.055555555556,-258.055555555556,-204.444444444445,-228.055555555555,-353.055555555555
"1989-02-13",1989044,1.06060606060606,-1.31313131313131,0.555555555555561,-7.77777777777778,-10.1010101010101,-8.68421052631579,2.0066,1.143,2.8956,-91.9444444444444,-117.777777777778,-172.222222222222,-146.944444444444,-172.777777777778,-267.222222222222,-201.944444444445,-227.777777777778,-362.222222222222
"1989-02-14",1989045,0.454545454545455,-1.41414141414141,0.614035087719303,-7.92929292929294,-10.0505050505051,-8.74269005847953,2.032,1.1176,2.7686,-96.111111111111,-118.055555555556,-172.222222222222,-151.111111111111,-173.055555555556,-267.222222222222,-206.111111111111,-228.055555555556,-362.222222222222
"1989-02-15",1989046,-0.606060606060606,-1.46464646464646,0.555555555555561,-8.83838383838384,-10.0505050505051,-8.85964912280702,2.032,1.1176,2.5146,-106.944444444444,-118.333333333333,-173.888888888889,-161.944444444444,-173.333333333333,-268.888888888889,-216.944444444444,-228.333333333333,-363.888888888889
"1989-02-16",1989047,-1.46464646464646,-0.909090909090909,0.555555555555561,-9.7979797979798,-9.89898989898991,-8.7719298245614,1.9304,1.0922,3.302,-116.944444444444,-114.444444444444,-173.055555555556,-171.944444444444,-169.444444444445,-268.055555555556,-226.944444444444,-224.444444444445,-363.055555555556
"1989-02-17",1989048,-1.61616161616162,-0.656565656565657,-0.175438596491225,-10.1515151515152,-10.1515151515152,-8.91812865497076,1.4224,0.762,3.3274,-119.722222222222,-114.444444444444,-181.388888888889,-174.722222222222,-169.444444444445,-276.388888888889,-229.722222222222,-224.444444444445,-371.388888888889
"1989-02-18",1989049,-1.41414141414141,-0.151515151515152,-0.847953216374266,-10.7575757575758,-9.64646464646465,-9.82456140350877,1.397,0.762,3.3782,-121.944444444444,-108.888888888889,-196.388888888889,-176.944444444444,-163.888888888889,-291.388888888889,-231.944444444444,-218.888888888889,-386.388888888889
"1989-02-19",1989050,-0.808080808080807,0.65656565656566,-1.49122807017544,-9.6969696969697,-9.04040404040405,-10.6140350877193,1.3208,0.8636,3.3528,-112.777777777778,-101.111111111111,-210,-167.777777777778,-156.111111111111,-305,-222.777777777778,-211.111111111111,-400
"1989-02-20",1989051,-0.505050505050504,0.757575757575761,-2.01754385964912,-9.24242424242424,-9.64646464646465,-11.0526315789474,1.3208,0.8636,3.3528,-108.611111111111,-103.888888888889,-219.166666666667,-163.611111111111,-158.888888888889,-314.166666666667,-218.611111111111,-213.888888888889,-409.166666666667
"1989-02-21",1989052,-0.909090909090909,1.51515151515152,-2.63157894736842,-9.39393939393939,-9.6969696969697,-10.8479532163743,1.397,0.7874,4.191,-111.666666666667,-100,-223.055555555556,-166.666666666667,-155,-318.055555555556,-221.666666666667,-210,-413.055555555556
"1989-02-22",1989053,-1.21212121212121,2.62626262626263,-1.95906432748538,-9.8989898989899,-8.98989898989899,-10.4970760233918,0.5842,0.762,3.0734,-116.111111111111,-90,-213.333333333333,-171.111111111111,-145,-308.333333333333,-226.111111111111,-200,-403.333333333333
"1989-02-23",1989054,-1.66666666666667,3.88888888888889,-1.52046783625731,-9.7979797979798,-9.29292929292929,-10.1461988304094,0.5588,0.8128,2.7686,-118.055555555556,-84.7222222222222,-205.833333333333,-173.055555555556,-139.722222222222,-300.833333333333,-228.055555555555,-194.722222222222,-395.833333333333
"1989-02-24",1989055,-1.31313131313131,4.24242424242425,-1.31578947368421,-10.1010101010101,-8.63636363636363,-10.3216374269006,1.143,0.2032,2.3876,-117.777777777778,-79.1666666666667,-205.555555555556,-172.777777777778,-134.166666666667,-300.555555555556,-227.777777777778,-189.166666666667,-395.555555555556
"1989-02-25",1989056,-1.41414141414141,5.65656565656566,-1.49122807017544,-10.0505050505051,-7.42424242424242,-10.6432748538012,1.1176,0.9144,2.3114,-118.055555555556,-64.7222222222223,-210.277777777778,-173.055555555556,-119.722222222222,-305.277777777778,-228.055555555556,-174.722222222222,-400.277777777778
"1989-02-26",1989057,-1.46464646464646,7.12121212121212,-1.60818713450293,-10.0505050505051,-6.36363636363637,-10.906432748538,1.1176,1.143,2.0574,-118.333333333333,-50.8333333333333,-213.888888888889,-173.333333333333,-105.833333333333,-308.888888888889,-228.333333333333,-160.833333333333,-403.888888888889
"1989-02-27",1989058,-0.909090909090909,6.86868686868687,-1.40350877192983,-9.89898989898991,-6.21212121212121,-10.1461988304094,1.0922,1.143,2.3876,-114.444444444444,-51.3888888888889,-204.722222222222,-169.444444444445,-106.388888888889,-299.722222222222,-224.444444444445,-161.388888888889,-394.722222222222
"1989-02-28",1989059,-0.656565656565657,6.81818181818182,-1.31578947368421,-10.1515151515152,-5.6060606060606,-10.0584795321637,0.762,1.4478,2.3876,-114.444444444444,-48.3333333333334,-203.055555555556,-169.444444444445,-103.333333333333,-298.055555555556,-224.444444444445,-158.333333333333,-393.055555555556
"1989-03-01",1989060,-0.151515151515152,6.46464646464647,-0.67251461988304,-9.64646464646465,-6.21212121212121,-9.50292397660819,0.762,1.4478,2.4384,-108.888888888889,-53.6111111111112,-191.666666666667,-163.888888888889,-108.611111111111,-286.666666666667,-218.888888888889,-163.611111111111,-381.666666666667
"1989-03-02",1989061,0.65656565656566,5.45454545454546,-0.526315789473684,-9.04040404040405,-7.07070707070707,-9.47368421052632,0.8636,1.2954,2.4384,-101.111111111111,-63.888888888889,-190,-156.111111111111,-118.888888888889,-285,-211.111111111111,-173.888888888889,-380
"1989-03-03",1989062,0.757575757575761,6.21212121212121,-0.584795321637427,-9.64646464646465,-5.95959595959596,-9.44444444444445,0.8636,1.2954,2.5146,-103.888888888889,-53.6111111111112,-190.277777777778,-158.888888888889,-108.611111111111,-285.277777777778,-213.888888888889,-163.611111111111,-380.277777777778
"1989-03-04",1989063,1.51515151515152,5.90909090909091,-0.526315789473684,-9.6969696969697,-5.05050505050505,-9.00584795321638,0.7874,3.6322,2.54,-100,-50.2777777777779,-185.555555555556,-155,-105.277777777778,-280.555555555556,-210,-160.277777777778,-375.555555555556
"1989-03-05",1989064,2.62626262626263,5.75757575757575,-0.555555555555555,-8.98989898989899,-4.94949494949495,-8.62573099415205,0.762,3.6322,2.54,-90,-50.5555555555556,-182.222222222222,-145,-105.555555555556,-277.222222222222,-200,-160.555555555556,-372.222222222222
"1989-03-06",1989065,3.88888888888889,5.45454545454546,-0.584795321637427,-9.29292929292929,-4.39393939393939,-9.03508771929825,0.8128,3.5814,3.0226,-84.7222222222222,-49.1666666666667,-186.388888888889,-139.722222222222,-104.166666666667,-281.388888888889,-194.722222222222,-159.166666666667,-376.388888888889
"1989-03-07",1989066,4.24242424242425,6.96969696969697,-1.14035087719298,-8.63636363636363,-3.03030303030302,-9.70760233918129,0.2032,3.6322,2.1844,-79.1666666666667,-33.3333333333334,-198.055555555555,-134.166666666667,-88.3333333333334,-293.055555555556,-189.166666666667,-143.333333333333,-388.055555555555
"1989-03-08",1989067,5.65656565656566,8.43434343434343,-1.40350877192982,-7.42424242424242,-1.96969696969696,-10.3216374269006,0.9144,3.1242,2.159,-64.7222222222223,-19.4444444444446,-206.388888888889,-119.722222222222,-74.4444444444445,-301.388888888889,-174.722222222222,-129.444444444445,-396.388888888889
"1989-03-09",1989068,7.12121212121212,8.53535353535353,-1.05263157894737,-6.36363636363637,-1.36363636363636,-9.94152046783626,1.143,4.3434,2.032,-50.8333333333333,-15.5555555555557,-199.444444444444,-105.833333333333,-70.5555555555557,-294.444444444445,-160.833333333333,-125.555555555556,-389.444444444445
"1989-03-10",1989069,6.86868686868687,9.29292929292929,-0.614035087719298,-6.21212121212121,-0.303030303030296,-9.64912280701755,1.143,5.1562,2.032,-51.3888888888889,-5.55555555555564,-192.5,-106.388888888889,-60.5555555555556,-287.5,-161.388888888889,-115.555555555556,-382.5
"1989-03-11",1989070,6.81818181818182,9.24242424242424,-0.467836257309942,-5.6060606060606,0.0505050505050568,-9.5906432748538,1.4478,5.7404,2.032,-48.3333333333334,-3.88888888888896,-190.555555555556,-103.333333333333,-58.8888888888889,-285.555555555556,-158.333333333333,-113.888888888889,-380.555555555555
"1989-03-12",1989071,6.46464646464647,9.39393939393939,-0.116959064327483,-6.21212121212121,0.808080808080811,-9.56140350877193,1.4478,5.8166,1.3462,-53.6111111111112,1.11111111111105,-186.944444444444,-108.611111111111,-53.8888888888889,-281.944444444444,-163.611111111111,-108.888888888889,-376.944444444444
"1989-03-13",1989072,5.45454545454546,10.6060606060606,-0.584795321637425,-7.07070707070707,1.56565656565657,-10.4093567251462,1.2954,5.969,1.3208,-63.888888888889,11.9444444444444,-199.444444444444,-118.888888888889,-43.0555555555556,-294.444444444444,-173.888888888889,-98.0555555555556,-389.444444444444
"1989-03-14",1989073,6.21212121212121,10.8080808080808,-0.321637426900582,-5.95959595959596,2.32323232323233,-10.5555555555556,1.2954,6.3246,1.2954,-53.6111111111112,17.2222222222222,-198.333333333333,-108.611111111111,-37.7777777777778,-293.333333333333,-163.611111111111,-92.7777777777778,-388.333333333333
"1989-03-15",1989074,5.90909090909091,12.4242424242424,0.730994152046787,-5.05050505050505,2.92929292929293,-9.61988304093567,3.6322,4.8768,1.27,-50.2777777777779,29.4444444444444,-179.444444444444,-105.277777777778,-25.5555555555556,-274.444444444445,-160.277777777778,-80.5555555555556,-369.444444444444
"1989-03-16",1989075,5.75757575757575,12.8282828282828,2.046783625731,-4.94949494949495,3.03030303030303,-8.88888888888889,3.6322,4.9022,1.3208,-50.5555555555556,32.2222222222222,-160,-105.555555555556,-22.7777777777778,-255,-160.555555555556,-77.7777777777778,-350
"1989-03-17",1989076,5.45454545454546,12.1212121212121,2.71929824561404,-4.39393939393939,2.92929292929293,-8.36257309941521,3.5814,4.9022,1.2954,-49.1666666666667,27.7777777777777,-148.611111111111,-104.166666666667,-27.2222222222222,-243.611111111111,-159.166666666667,-82.2222222222222,-338.611111111111
"1989-03-18",1989077,6.96969696969697,10.6060606060606,3.07017543859649,-3.03030303030302,1.76767676767677,-8.12865497076024,3.6322,4.8514,1.6764,-33.3333333333334,13.0555555555555,-143.055555555556,-88.3333333333334,-41.9444444444445,-238.055555555556,-143.333333333333,-96.9444444444445,-333.055555555556
"1989-03-19",1989078,8.43434343434343,9.0909090909091,3.53801169590643,-1.96969696969696,0.858585858585859,-7.77777777777778,3.1242,4.6482,1.905,-19.4444444444446,-0.277777777777778,-135.277777777778,-74.4444444444445,-55.2777777777778,-230.277777777778,-129.444444444445,-110.277777777778,-325.277777777778
"1989-03-20",1989079,8.53535353535353,9.04040404040405,3.39181286549708,-1.36363636363636,0.454545454545455,-7.92397660818714,4.3434,3.2766,1.8542,-15.5555555555557,-2.77777777777778,-138.055555555556,-70.5555555555557,-57.7777777777778,-233.055555555556,-125.555555555556,-112.777777777778,-328.055555555556
"1989-03-21",1989080,9.29292929292929,8.53535353535354,3.62573099415205,-0.303030303030296,-0.202020202020202,-7.54385964912281,5.1562,2.4638,2.159,-5.55555555555564,-9.16666666666666,-132.222222222222,-60.5555555555556,-64.1666666666666,-227.222222222222,-115.555555555556,-119.166666666667,-322.222222222222
"1989-03-22",1989081,9.24242424242424,8.68686868686869,3.80116959064328,0.0505050505050568,-0.707070707070707,-7.74853801169591,5.7404,1.5748,2.0828,-3.88888888888896,-11.1111111111111,-132.5,-58.8888888888889,-66.1111111111111,-227.5,-113.888888888889,-121.111111111111,-322.5
"1989-03-23",1989082,9.39393939393939,9.44444444444446,3.74269005847953,0.808080808080811,-0.303030303030303,-7.92397660818713,5.8166,1.4986,2.0574,1.11111111111105,-4.72222222222222,-134.722222222222,-53.8888888888889,-59.7222222222222,-229.722222222222,-108.888888888889,-114.722222222222,-324.722222222222
"1989-03-24",1989083,10.6060606060606,8.8888888888889,3.97660818713451,1.56565656565657,-0.606060606060606,-8.18713450292398,5.969,1.6256,2.0574,11.9444444444444,-9.44444444444445,-135,-43.0555555555556,-64.4444444444444,-230,-98.0555555555556,-119.444444444444,-325
"1989-03-25",1989084,10.8080808080808,9.04040404040405,3.85964912280702,2.32323232323233,-0.909090909090909,-7.63157894736842,6.3246,1.27,3.7846,17.2222222222222,-10.2777777777778,-130.833333333333,-37.7777777777778,-65.2777777777778,-225.833333333333,-92.7777777777778,-120.277777777778,-320.833333333333
"1989-03-26",1989085,12.4242424242424,8.1818181818182,4.88304093567252,2.92929292929293,-1.16161616161616,-6.66666666666666,4.8768,0.4572,3.7846,29.4444444444444,-16.3888888888889,-111.944444444445,-25.5555555555556,-71.3888888888889,-206.944444444445,-80.5555555555556,-126.388888888889,-301.944444444445
"1989-03-27",1989086,12.8282828282828,7.92929292929294,6.05263157894737,3.03030303030303,-1.56565656565657,-5.6140350877193,4.9022,0.4318,3.7846,32.2222222222222,-20,-90.8333333333334,-22.7777777777778,-75,-185.833333333333,-77.7777777777778,-130,-280.833333333333
"1989-03-28",1989087,12.1212121212121,9.19191919191921,7.28070175438597,2.92929292929293,-1.41414141414141,-4.3859649122807,4.9022,0.7874,3.8354,27.7777777777777,-12.2222222222222,-67.5000000000001,-27.2222222222222,-67.2222222222222,-162.5,-82.2222222222222,-122.222222222222,-257.5
"1989-03-29",1989088,10.6060606060606,9.24242424242426,8.33333333333333,1.76767676767677,-1.31313131313131,-3.39181286549707,4.8514,0.9906,4.0386,13.0555555555555,-11.3888888888889,-48.0555555555557,-41.9444444444445,-66.3888888888889,-143.055555555556,-96.9444444444445,-121.388888888889,-238.055555555556
"1989-03-30",1989089,9.0909090909091,9.59595959595961,8.5672514619883,0.858585858585859,-1.21212121212121,-2.98245614035087,4.6482,0.9906,5.4864,-0.277777777777778,-8.88888888888889,-41.9444444444446,-55.2777777777778,-63.8888888888889,-136.944444444445,-110.277777777778,-118.888888888889,-231.944444444445
"1989-03-31",1989090,9.04040404040405,10.1515151515152,8.39181286549707,0.454545454545455,-0.90909090909091,-2.86549707602339,3.2766,0.9144,6.1468,-2.77777777777778,-4.16666666666667,-42.5000000000001,-57.7777777777778,-59.1666666666667,-137.5,-112.777777777778,-114.166666666667,-232.5
"1989-04-01",1989091,8.53535353535354,11.2121212121212,8.53801169590643,-0.202020202020202,-0.858585858585859,-1.92982456140351,2.4638,0.9144,7.0358,-9.16666666666666,1.94444444444444,-32.2222222222224,-64.1666666666666,-53.0555555555556,-127.222222222222,-119.166666666667,-108.055555555556,-222.222222222222
