"1044","Ithaca","Corvus brachyrhynchos","1990","OL HART90","HART90","OL","nestling","","M",,"28","","28","423","?","","695-20435","","","?","14.4","12.1","37.8","23.5","122","79.6","41.8","58.9","","0","71","","Hallux torn off and one other claw broken  "
"1045","Ithaca","Corvus brachyrhynchos","1990","PK HART90","HART90","PK","nestling","","M",,"28","","28","430","?","","695-20436","","","?","13.3","13.7","36.2","23.3","129","79.4","43.2","62.8","","0","79","","Unpigmented claws and scales  "
"1046","Ithaca","Corvus brachyrhynchos","1990","QJ HART90","HART90","QJ","nestling","","",,"28","","28","400","?","","695-20437","","","?","13.3","13.1","37.4","24.4","119","79.1","41.7","59.6","","0","65",""," "
"1047","Ithaca","Corvus brachyrhynchos","1990","RI HART90","HART90","RI","nestling","","M",,"28","","28","388","?","","695-20438","","","?","12.7","13","35.1","22.1","105","76.8","41.7","58.6","","0","52",""," "
"1060","Ithaca","Corvus brachyrhynchos","1990","SH KNOL90","KNOL90","SH","nestling","","M",,"26","","26","390","4/21/1990","5/17/1990","695-20439","5/17/1990","137","111","13.9","13.4","36.1","23.9","109","78.5","42.4","61.5","","0","62","172","Middle toe - 40.1  "
"1061","Ithaca","Corvus brachyrhynchos","1990","TG KNOL90","KNOL90","TG","nestling","","",,"26","","26","360","4/21/1990","5/17/1990","695-20440","5/17/1990","137","111","13.1","13.1","34","23.1","106","75.2","41.2","60.8","","0","64","166","Middle toe - 39.8  "
"1062","Ithaca","Corvus brachyrhynchos","1990","UF KNOL90","KNOL90","UF","nestling","","",,"26","","26","420","4/21/1990","5/17/1990","695-20439","5/17/1990","137","111","13.5","14.7","36.6","24.2","108","79","42.4","60.7","","0","62","175","Middle toe - 36.2  "
"1063","Ithaca","Corvus brachyrhynchos","1990","VE KNOL90","KNOL90","VE","nestling","","",,"26","","26","372","?","","695-20442","","","?","12.7","13.4","35.8","23.8","103","77","41.2","60.6","","0","64","161","Middle toe - 41.6  "
"1079","Ithaca","Corvus brachyrhynchos","1990","WD PWAY90","PWAY90","WD","nestling","","",,"27","","26.541172","333","?","","695-20443","","","?","13.2","14.1","36.4","24.9","122","79.4","43","57","","0","62","190","Explosive fledge  "
"1118","Ithaca","Corvus brachyrhynchos","1990","YB WEGO90","WEGO90","YB","nestling","","",,"25","","25","440","?","","695-20445","","","?","13.8","14.3","36","23.3","95","78.6","42.6","60.8","","0","50","153"," "
"1119","Ithaca","Corvus brachyrhynchos","1990","ZA WEGO90","WEGO90","ZA","nestling","","F",,"25","3376","25","380","4/27/1990","5/22/1990","695-20446","5/22/1990","142","117","13.4","14","33.1","21.9","84","73","39.9","54.8","","0","41","139"," "
"1116","Ithaca","Corvus brachyrhynchos","1990","AY WEGO90","WEGO90","AY","nestling","","",,"25","","25","447","?","","695-20447","","","?","14","14.9","35.2","23","90","77.7","42.5","61","","0","49","160"," "
