"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight","Date","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation","HDDSum1_11","HDDSum12_22","HDDSumIncubation"
"1626",2012,"1A","LRIS12","1A LRIS12",26,26.4,104,2012104,"",24.5,12.6,13,35.3,78.3,10.8,140.4,225.9,43,61.8,430,"4/13/2012",17.0707070707071,13.2828282828283,9.47368421052632,4.04040404040404,2.22222222222222,-1.6374269005848,5.0546,5.3594,2.4384,60,36,6,2,5,0,154,211,487
"1627",2012,"6P","NBUR12","6P NBUR12",29,28.1,104,2012104,"",23.2,11.7,12.4,34.4,76.6,11.2,138.9,207.3,42.2,57,360,"4/13/2012",17.0707070707071,13.2828282828283,9.47368421052632,4.04040404040404,2.22222222222222,-1.6374269005848,5.0546,5.3594,2.4384,60,36,6,2,5,0,154,211,487
"1628",2012,"7Q","NBUR12","7Q NBUR12",29,28.1,104,2012104,"",22.1,11.9,12.8,32.5,77.7,10.4,133.1,200.7,45.2,56.8,356,"4/13/2012",17.0707070707071,13.2828282828283,9.47368421052632,4.04040404040404,2.22222222222222,-1.6374269005848,5.0546,5.3594,2.4384,60,36,6,2,5,0,154,211,487
"1629",2012,"U3","NMUR12","U3 NMUR12",24,25.1,105,2012105,"",21.1,12.2,11.8,30.1,72,9,106.2,180.6,41.9,55.8,388,"4/14/2012",16.3131313131313,15.4040404040404,9.67836257309941,4.29292929292929,3.08080808080808,-1.72514619883041,5.6388,4.7752,2.4384,60,50,6,2,5,0,159,181,485
"1630",2012,"W5","NMUR12","W5 NMUR12",24,25.1,105,2012105,"",21,12,11.6,31.7,72.2,10.7,124.1,187,40.5,54.5,400,"4/14/2012",16.3131313131313,15.4040404040404,9.67836257309941,4.29292929292929,3.08080808080808,-1.72514619883041,5.6388,4.7752,2.4384,60,50,6,2,5,0,159,181,485
"1631",2012,"2B","LRIS12","2B LRIS12",25,25.2,105,2012105,"",22.4,11.3,12.4,33.6,75.3,11.2,138.9,199.1,41.7,57,390,"4/14/2012",16.3131313131313,15.4040404040404,9.67836257309941,4.29292929292929,3.08080808080808,-1.72514619883041,5.6388,4.7752,2.4384,60,50,6,2,5,0,159,181,485
"1632",2012,"9S","NBUR12","9S NBUR12",28,26.9,105,2012105,"",22.1,11.4,12.4,33.7,75.7,11.6,143.8,200.5,42,54.2,312,"4/14/2012",16.3131313131313,15.4040404040404,9.67836257309941,4.29292929292929,3.08080808080808,-1.72514619883041,5.6388,4.7752,2.4384,60,50,6,2,5,0,159,181,485
"1633",2012,"9E","SWEG12","9E SWEG12",30,28.2,105,2012105,"",24.5,13.6,12.4,36.1,81,11.6,143.8,234.7,44.9,60.1,390,"4/14/2012",16.3131313131313,15.4040404040404,9.67836257309941,4.29292929292929,3.08080808080808,-1.72514619883041,5.6388,4.7752,2.4384,60,50,6,2,5,0,159,181,485
"1634",2012,"2L","MINO12","2L MINO12",26,26.4,106,2012106,"",23.5,11.8,12.7,34.8,78.9,11.3,143.5,213.2,44.1,59.6,360,"4/15/2012",15.6565656565657,16.2121212121212,10.6432748538012,4.44444444444444,3.38383838383838,-0.964912280701754,5.6896,4.7244,2.6162,60,50,14,2,5,0,164,170,456
"1635",2012,"3M","MINO12","3M MINO12",26,26.2,106,2012106,"",24.2,13.1,12.5,37,79.2,12.8,160,236.8,42.2,58.2,359,"4/15/2012",15.6565656565657,16.2121212121212,10.6432748538012,4.44444444444444,3.38383838383838,-0.964912280701754,5.6896,4.7244,2.6162,60,50,14,2,5,0,164,170,456
"1636",2012,"4N","MINO12","4N MINO12",26,26.1,106,2012106,"",22.5,11.5,12.9,35.1,62,12.6,162.5,214.1,26.9,62.7,424,"4/15/2012",15.6565656565657,16.2121212121212,10.6432748538012,4.44444444444444,3.38383838383838,-0.964912280701754,5.6896,4.7244,2.6162,60,50,14,2,5,0,164,170,456
"1637",2012,"8R","NBUR12","8R NBUR12",27,26,106,2012106,"",21.7,11.5,11.4,33.4,75.8,11.7,133.4,191.2,42.4,57.5,395,"4/15/2012",15.6565656565657,16.2121212121212,10.6432748538012,4.44444444444444,3.38383838383838,-0.964912280701754,5.6896,4.7244,2.6162,60,50,14,2,5,0,164,170,456
"1638",2012,"5O","MINO12","5O MINO12",25,24.7,107,2012107,"",21.1,11.4,11.7,31.2,72.1,10.1,118.2,180.2,40.9,59.9,341,"4/16/2012",14.7979797979798,17.020202020202,11.2280701754386,3.48484848484848,3.78787878787879,-0.087719298245614,5.5118,4.7244,2.6924,52,52,26,2,5,0,182,158,431
"1639",2012,"7C","BIHA12","7C BIHA12",28,27.1,107,2012107,"",21.7,11.4,13,34,75.7,12.3,159.9,207.4,41.7,58.7,362,"4/16/2012",14.7979797979798,17.020202020202,11.2280701754386,3.48484848484848,3.78787878787879,-0.087719298245614,5.5118,4.7244,2.6924,52,52,26,2,5,0,182,158,431
"1640",2012,"8D","BIHA12","8D BIHA12",28,26.7,107,2012107,"",20.8,11.8,12.7,31.9,72.8,11.1,141,195.4,40.9,56.8,355,"4/16/2012",14.7979797979798,17.020202020202,11.2280701754386,3.48484848484848,3.78787878787879,-0.087719298245614,5.5118,4.7244,2.6924,52,52,26,2,5,0,182,158,431
"1641",2012,"1U","BURS12","1U BURS12",25,25.5,108,2012108,"",21.9,12,12.5,31.7,76.4,9.8,122.5,194.2,44.7,60.5,449,"4/17/2012",14.5454545454545,17.020202020202,11.6081871345029,2.37373737373737,4.7979797979798,0.204678362573099,6.35,4.5466,2.3622,40,60,37,2,5,2,196,148,422
"1642",2012,"2V","BURS12","2V BURS12",25,26,108,2012108,"",20.8,12.3,12.2,31.4,74.9,10.6,129.3,192.3,43.5,60.6,365,"4/17/2012",14.5454545454545,17.020202020202,11.6081871345029,2.37373737373737,4.7979797979798,0.204678362573099,6.35,4.5466,2.3622,40,60,37,2,5,2,196,148,422
"1643",2012,"9Y","DBAR12","9Y DBAR12",29,27.6,108,2012108,"",24.4,12.7,13.5,36.7,78.9,12.3,166.1,240.4,42.2,58.4,410,"4/17/2012",14.5454545454545,17.020202020202,11.6081871345029,2.37373737373737,4.7979797979798,0.204678362573099,6.35,4.5466,2.3622,40,60,37,2,5,2,196,148,422
"1644",2012,"0Z","DBAR12","0Z DBAR12",29,28.2,108,2012108,"",25.4,13,13.4,38.6,82.4,13.2,176.9,254.8,43.8,62.1,442,"4/17/2012",14.5454545454545,17.020202020202,11.6081871345029,2.37373737373737,4.7979797979798,0.204678362573099,6.35,4.5466,2.3622,40,60,37,2,5,2,196,148,422
"1645",2012,"0T","BURS12","0T BURS12",24,25.3,109,2012109,"",21.3,12,12.3,33.7,75.3,12.4,152.5,204.7,41.6,61.7,410,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1646",2012,"5V","WWCK12","5V WWCK12",24,25.2,109,2012109,"F",22.3,12.6,12.1,33.1,74.5,10.8,130.7,204.4,41.4,55,301,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1647",2012,"8Y","WWCK12","8Y WWCK12",24,25.1,109,2012109,"",22.8,12.5,12.1,35.2,74.8,12.4,150,216.5,39.6,57.1,344,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1648",2012,"9Z","WWCK12","9Z WWCK12",24,25.4,109,2012109,"",23.1,12.7,12.7,35.3,76.1,12.2,154.9,224.2,40.8,57.2,338,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1649",2012,"9P","CARD12","9P CARD12",25,25.9,109,2012109,"",22.4,12.1,12.4,32.4,75.7,10,124,198.5,43.3,57.2,380,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1650",2012,"0Q","CARD12","0Q CARD12",25,25.9,109,2012109,"",21.8,12.4,13.8,33.4,76.8,11.6,160.1,218.8,43.4,60.5,443,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1651",2012,"4J","DOGS12","4J DOGS12",27,27.5,109,2012109,"",25.1,12.5,13,35.9,80.2,10.8,140.4,228.9,44.3,57.7,403,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1652",2012,"5K","DOGS12","5K DOGS12",27,26.4,109,2012109,"",25.9,12.4,12.9,36.7,82.7,10.8,139.3,232.1,46,60.8,434,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1653",2012,"6L","DOGS12","6L DOGS12",27,27.2,109,2012109,"",24.4,11.7,13.5,37,82.3,12.6,170.1,233.1,45.3,62.6,459,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1654",2012,"7M","DOGS12","7M DOGS12",27,26.8,109,2012109,"",25.6,13.5,13.6,37.1,81.4,11.5,156.4,251.4,44.3,59.2,403,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1655",2012,"6V","DBAR12","6V DBAR12",28,26.8,109,2012109,"",24,13.5,13.3,34.2,80.2,10.2,135.7,229.1,46,59.3,420,"4/18/2012",12.3737373737374,17.9292929292929,12.280701754386,1.26262626262626,6.16161616161616,0.204678362573099,6.35,5.334,2.286,23,67,37,0,5,2,226,126,411
"1656",2012,"5L","YFER12","5L YFER12",24,25.2,110,2012110,"",22,12.5,12.2,34.2,74.2,12.2,148.8,211.2,40,60.6,355,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1657",2012,"6M","YFER12","6M YFER12",24,25.1,110,2012110,"",20.2,12,12.4,30.6,71.3,10.4,129,186.7,40.7,56.8,336,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1658",2012,"1R","CARD12","1R CARD12",24,24.7,110,2012110,"",20.4,12.2,12.9,32.4,72.7,12,154.8,203.3,40.3,59.1,375,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1659",2012,"2S","CARD12","2S CARD12",24,24.5,110,2012110,"",20.2,11.6,13,31.3,70,11.1,144.3,192.5,38.7,55.2,335,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1660",2012,"0F","BREN12","0F BREN12",26,26.5,110,2012110,"",21.8,13.6,12.9,34.4,75.8,12.6,162.5,227.9,41.4,60.1,415,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1661",2012,"1G","BREN12","1G BREN12",26,25.9,110,2012110,"",21.2,12.1,11.5,31.6,73,10.4,119.6,186.4,41.4,56.2,317,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1662",2012,"2H","BREN12","2H BREN12",26,25.7,110,2012110,"",21.8,12.9,13.4,33.2,72.6,11.4,152.8,218.3,39.4,57.5,365,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1663",2012,"8N","DOGS12","8N DOGS12",26,24.9,110,2012110,"",22.8,11.5,12.7,34.1,73.9,11.3,143.5,206.3,39.8,57.9,345,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1664",2012,"6A","DBAR12","6A DBAR12",27,25.5,110,2012110,"",22.2,12.8,12.8,33.1,74.4,10.9,139.5,211.8,41.3,55,392,"4/19/2012",11.8181818181818,18.8383838383838,12.5146198830409,0.858585858585859,7.27272727272727,0.204678362573099,6.35,5.4864,1.778,23,74,37,0,5,2,235,106,407
"1665",2012,"3I","BREN12","3I BREN12",25,24.5,111,2012111,"",18.9,12.7,13,30.8,68.5,11.9,154.7,197.9,37.7,53.2,275,"4/20/2012",11.6666666666667,18.989898989899,13.4210526315789,0.606060606060606,7.67676767676768,0.497076023391813,6.35,5.4864,1.7272,23,74,46,0,5,2,239,100,387
"1666",2012,"90","ECLO12","90 ECLO12",24,25.3,112,2012112,"",22.2,12.8,12.1,32.7,75.2,10.5,127.1,203.6,42.5,55,385,"4/21/2012",11.1111111111111,19.0909090909091,14.4444444444444,0.202020202020202,7.67676767676768,0.994152046783626,6.9088,4.9276,0.4572,14,75,60,0,5,2,248,99,361
"1667",2012,"0P","ECLO12","0P ECLO12",24,25.2,112,2012112,"",21,13.5,12.8,33,73.8,12,153.6,217,40.8,57.7,443,"4/21/2012",11.1111111111111,19.0909090909091,14.4444444444444,0.202020202020202,7.67676767676768,0.994152046783626,6.9088,4.9276,0.4572,14,75,60,0,5,2,248,99,361
"1668",2012,"1Q","ECLO12","1Q ECLO12",24,25.7,112,2012112,"",23.1,11.9,12.1,33.6,76.3,10.5,127.1,201.6,42.7,57.6,380,"4/21/2012",11.1111111111111,19.0909090909091,14.4444444444444,0.202020202020202,7.67676767676768,0.994152046783626,6.9088,4.9276,0.4572,14,75,60,0,5,2,248,99,361
"1669",2012,"3S","SANC12","3S SANC12",24,25.5,113,2012113,"",24.2,13.7,13.1,35.2,79.1,11,144.1,235.8,43.9,60.2,435,"4/22/2012",10.3030303030303,20,14.5321637426901,0.101010101010101,7.57575757575758,1.31578947368421,6.9342,4.9022,1.905,5,83,60,0,5,2,257,91,354
"1670",2012,"4T","SANC12","4T SANC12",24,25.2,113,2012113,"",21.8,12.5,12.6,31.7,75.5,9.9,124.7,198.9,43.8,59.8,428,"4/22/2012",10.3030303030303,20,14.5321637426901,0.101010101010101,7.57575757575758,1.31578947368421,6.9342,4.9022,1.905,5,83,60,0,5,2,257,91,354
"1671",2012,"5U","SANC12","5U SANC12",24,25.3,113,2012113,"",22.7,12.8,12.6,34.6,75,11.9,149.9,219.7,40.4,59,425,"4/22/2012",10.3030303030303,20,14.5321637426901,0.101010101010101,7.57575757575758,1.31578947368421,6.9342,4.9022,1.905,5,83,60,0,5,2,257,91,354
"1672",2012,"4I","TRAN12","4I TRAN12",27,26.8,113,2012113,"",22.1,10.6,12.4,33.4,73.9,11.3,140.1,192.1,40.5,57.2,348,"4/22/2012",10.3030303030303,20,14.5321637426901,0.101010101010101,7.57575757575758,1.31578947368421,6.9342,4.9022,1.905,5,83,60,0,5,2,257,91,354
"1673",2012,"5J","TRAN12","5J TRAN12",27,26.6,113,2012113,"",22.2,10.4,12.6,33.4,74.1,11.2,141.1,192.1,40.7,55.2,310,"4/22/2012",10.3030303030303,20,14.5321637426901,0.101010101010101,7.57575757575758,1.31578947368421,6.9342,4.9022,1.905,5,83,60,0,5,2,257,91,354
"1674",2012,"3H","SALE12","3H SALE12",25,25.9,115,2012115,"",20.7,11.7,12.4,32.5,72.8,11.8,146.3,195.8,40.3,57.5,332,"4/24/2012",13.2828282828283,19.6969696969697,13.625730994152,2.22222222222222,7.42424242424242,1.4327485380117,5.3594,2.5654,5.842,36,78,60,5,0,2,211,91,368
"1675",2012,"7B","ROTA12","7B ROTA12",24,25.2,116,2012116,"",22,12.4,12.2,33.6,72.5,11.6,141.5,206.6,38.9,54.5,310,"4/25/2012",15.4040404040404,19.3939393939394,13.7426900584795,3.08080808080808,7.82828282828283,1.78362573099415,4.7752,2.6162,5.8928,50,79,60,5,0,2,181,90,360
"1676",2012,"9D","ROTA12","9D ROTA12",24,25.2,116,2012116,"",20.2,12.1,12.6,32.9,55.9,12.7,160,203.2,23,144,339,"4/25/2012",15.4040404040404,19.3939393939394,13.7426900584795,3.08080808080808,7.82828282828283,1.78362573099415,4.7752,2.6162,5.8928,50,79,60,5,0,2,181,90,360
"1677",2012,"2G","ROTA12","2G ROTA12",24,25.4,116,2012116,"M",21.1,13,12.7,34,74.2,12.9,163.8,218.5,40.2,55.5,338,"4/25/2012",15.4040404040404,19.3939393939394,13.7426900584795,3.08080808080808,7.82828282828283,1.78362573099415,4.7752,2.6162,5.8928,50,79,60,5,0,2,181,90,360
"1678",2012,"AY-SR","TRAN12","AY-SR TRAN12",24,25,116,2012116,"",20.7,11,12.4,33.3,70.6,12.6,156.2,194.8,37.3,54.8,287,"4/25/2012",15.4040404040404,19.3939393939394,13.7426900584795,3.08080808080808,7.82828282828283,1.78362573099415,4.7752,2.6162,5.8928,50,79,60,5,0,2,181,90,360
"1679",2012,"7L","SPRK12","7L SPRK12",24,25,120,2012120,"",21.5,12.4,12.8,34.8,72.6,13.3,170.2,219.2,37.8,56.3,327,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1680",2012,"9N","SPRK12","9N SPRK12",24,25.1,120,2012120,"",21.5,12.1,13.3,34.1,74.2,12.6,167.6,216.5,40.1,58.4,359,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1681",2012,"1P","SPRK12","1P SPRK12",24,25.7,120,2012120,"",22.4,11,13,33.3,73.9,10.9,141.7,199.8,40.6,57.1,379,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1682",2012,"3R","SMU212","3R SMU212",26,26.4,120,2012120,"",21.7,11.4,12.4,34.7,76.6,13,161.2,206.5,41.9,59,354,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1683",2012,"4S","SMU212","4S SMU212",26,25.9,120,2012120,"",23.9,12,12.9,33.2,76.9,9.3,120,206.7,43.7,57.1,342,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1684",2012,"5T","SMU212","5T SMU212",26,25.9,120,2012120,"",23.1,11.7,12.6,35.4,76.4,12.3,155,215.1,41,58.2,371,"4/29/2012",17.9292929292929,21.3131313131313,13.6549707602339,6.16161616161616,6.71717171717172,1.92982456140351,5.334,1.0922,6.8072,67,90,60,5,0,2,126,81,359
"1685",2012,"6U","SMU212","6U SMU212",25,25.2,121,2012121,"",22.5,13,12.3,35,75,12.5,153.8,221.4,40,58.7,328,"4/30/2012",18.8383838383838,22.2222222222222,13.7134502923977,7.27272727272727,7.07070707070707,1.75438596491228,5.4864,0.9398,6.7564,74,102,60,5,4,2,106,73,361
"1686",2012,"7V","SMU212","7V SMU212",24,24.4,122,2012122,"",19.3,10.6,11.1,31.4,70.6,12.1,134.3,170.3,39.2,53.4,270,"5/1/2012",18.989898989899,23.1818181818182,14.2105263157895,7.67676767676768,8.33333333333333,1.81286549707602,5.4864,0.9398,7.1628,74,120,60,5,7,2,100,54,351
"1687",2012,"1Z","BRA212","1Z BRA212",24,25.2,123,2012123,"",22.2,12.1,13,35.1,76.8,12.9,167.7,220.3,41.7,60.8,390,"5/2/2012",19.0909090909091,23.8888888888889,14.4736842105263,7.67676767676768,9.39393939393939,2.45614035087719,4.9276,0.9398,7.1882,75,137,65,5,10,2,99,40,335
"1688",2012,"7A","BRA212","7A BRA212",24,25.3,123,2012123,"",22.4,11.2,12.3,35.5,77.4,13.1,161.1,208.6,41.9,57.9,379,"5/2/2012",19.0909090909091,23.8888888888889,14.4736842105263,7.67676767676768,9.39393939393939,2.45614035087719,4.9276,0.9398,7.1882,75,137,65,5,10,2,99,40,335
"1689",2012,"8B","BRA212","8B BRA212",24,25,123,2012123,"",21.2,12.3,12.8,34.1,75.7,12.9,165.1,214,41.6,58.9,375,"5/2/2012",19.0909090909091,23.8888888888889,14.4736842105263,7.67676767676768,9.39393939393939,2.45614035087719,4.9276,0.9398,7.1882,75,137,65,5,10,2,99,40,335
"1690",2012,"1E","BINO12","1E BINO12",25,26,126,2012126,"",23.4,12.8,13.2,35.5,76.7,12.1,159.7,230.8,41.2,58.2,330,"5/5/2012",19.6969696969697,24.6464646464646,15.4678362573099,7.42424242424242,10.8080808080808,3.24561403508772,2.5654,0.0508,10.16,78,158,90,0,25,7,91,34,309
"1691",2012,"7K","NRO212","7K NRO212",24,25.3,138,2012138,"",20.6,13.3,11.8,35.3,73.8,14.7,173.5,221.5,38.5,56,317,"5/17/2012",25.2020202020202,22.7777777777778,19.2397660818713,10.5555555555556,10.7070707070707,6.69590643274854,0,2.667,6.4262,161,136,135,28,30,5,34,59,182
"1692",2012,"8L","VER212","8L VER212",25,25.6,143,2012143,"",22.4,12.6,13,33.7,74.8,11.3,146.9,215.7,41.1,60.2,368,"5/22/2012",26.6666666666667,22.5252525252525,21.6374269005848,13.8888888888889,11.3636363636364,8.04093567251462,0.9652,2.2606,5.1054,206,140,178,54,25,12,13,50,125
"1693",2012,"1O","WER212","1O WER212",25,25.9,151,2012151,"",22.1,12.3,12.9,36.3,76.3,14.2,183.2,228.7,40,60.5,405,"5/30/2012",21.8686868686869,25.6060606060606,25.2631578947368,9.54545454545454,13.8888888888889,11.3157894736842,2.7686,2.286,1.905,115,196,291,13,48,58,63,17,54
"1694",2012,"2P","JUD212","2P JUD212",25,25.3,154,2012154,"",24,13.6,13.6,35.2,77.5,11.2,152.3,239.4,42.3,60.6,378,"6/2/2012",22.5252525252525,26.4646464646465,25,11.3636363636364,13.6363636363636,11.5204678362573,2.2606,1.8288,2.7432,140,202,290,25,54,58,50,17,55
"1695",2012,"3Q","JUD212","3Q JUD212",25,25.9,154,2012154,"",22.7,11.1,12.6,33.5,74.9,10.8,136.1,198.5,41.4,58.3,346,"6/2/2012",22.5252525252525,26.4646464646465,25,11.3636363636364,13.6363636363636,11.5204678362573,2.2606,1.8288,2.7432,140,202,290,25,54,58,50,17,55
"1696",2012,"4R","JUD212","4R JUD212",25,25.8,154,2012154,"",22.2,11.7,12.1,32.8,75.1,10.6,128.3,195.2,42.3,57.1,365,"6/2/2012",22.5252525252525,26.4646464646465,25,11.3636363636364,13.6363636363636,11.5204678362573,2.2606,1.8288,2.7432,140,202,290,25,54,58,50,17,55
"1697",2013,"8V","YEFE13","8V YEFE13",28,27.8,103,2013103,"M",27.7,13.4,13.7,47.4,86.3,19.7,269.9,321.1,38.9,64.8,467,"4/13/2013",12.9292929292929,18.2828282828283,8.91812865497076,2.12121212121212,4.64646464646465,-1.31578947368421,3.7338,0.889,4.2926,20,46,10,0,0,0,212,133,493
"1698",2013,"9W","YEFE13","9W YEFE13",27,26.5,104,2013104,"F",24.2,13.1,14.3,37,77.5,12.8,183,253.5,40.5,61.6,405,"4/14/2013",13.5353535353535,19.040404040404,9.09356725146199,2.27272727272727,5.15151515151515,-1.19883040935673,2.8194,0.889,4.4704,20,56,10,0,0,0,204,121,488
"1699",2013,"1Y","SWAH13","1Y SWAH13",26,26.3,105,2013105,"F",24.9,13.7,13.1,35.4,76.6,10.5,137.6,237.2,41.2,57.8,378,"4/15/2013",14.5454545454545,19.4444444444444,9.15204678362573,2.32323232323232,5.3030303030303,-1.05263157894737,3.2512,0.2794,4.4196,22,61,10,0,0,0,193,116,484
"1700",2013,"2Z","SWAH13","2Z SWAH13",26,25.9,105,2013105,"F",22.5,12.6,12.8,34.6,76.1,12.1,154.9,219.7,41.5,62.4,410,"4/15/2013",14.5454545454545,19.4444444444444,9.15204678362573,2.32323232323232,5.3030303030303,-1.05263157894737,3.2512,0.2794,4.4196,22,61,10,0,0,0,193,116,484
"1701",2013,"8A","SWAH13","8A SWAH13",26,26.3,105,2013105,"M",25.2,12.8,13.4,38.1,82.2,12.9,172.9,249.6,44.1,63.7,482,"4/15/2013",14.5454545454545,19.4444444444444,9.15204678362573,2.32323232323232,5.3030303030303,-1.05263157894737,3.2512,0.2794,4.4196,22,61,10,0,0,0,193,116,484
"1702",2013,"2E","FAIR13","2E FAIR13",25,25.6,107,2013107,"M",22.8,12.9,12.1,34.6,78.5,11.8,142.8,216.3,43.9,61.8,417,"4/17/2013",14.3939393939394,21.4141414141414,10.3801169590643,1.81818181818182,7.22222222222222,-0.497076023391813,3.302,0.2286,5.1816,17,87,15,0,1,0,199,79,453
"1703",2013,"6I","SMUR13","6I SMUR13",25,25.5,110,2013110,"M",21.4,11.8,12.3,31.9,72.3,10.5,129.2,192.2,40.4,59,344,"4/20/2013",14.9494949494949,22.1212121212121,11.6081871345029,2.42424242424242,7.77777777777778,0.760233918128655,2.4638,1.2954,5.6388,22,100,30,0,1,0,188,66,411
"1704",2013,"7J","SMUR13","7J SMUR13",25,25.4,110,2013110,"M",21.4,11.2,12.1,32.3,73.7,10.9,131.9,188.1,41.4,60.5,332,"4/20/2013",14.9494949494949,22.1212121212121,11.6081871345029,2.42424242424242,7.77777777777778,0.760233918128655,2.4638,1.2954,5.6388,22,100,30,0,1,0,188,66,411
"1705",2013,"8K","SMUR13","8K SMUR13",25,25.4,110,2013110,"M",21.5,12.2,12.2,33.2,72,11.7,142.7,202.5,38.8,55.3,300,"4/20/2013",14.9494949494949,22.1212121212121,11.6081871345029,2.42424242424242,7.77777777777778,0.760233918128655,2.4638,1.2954,5.6388,22,100,30,0,1,0,188,66,411
"1706",2013,"9L","SMUR13","9L SMUR13",24,25.1,111,2013111,"M",19.9,12.2,11.7,32.3,71.5,12.4,145.1,193,39.2,55.8,310,"4/21/2013",14.5454545454545,22.1212121212121,11.7251461988304,2.62626262626263,7.82828282828283,0.964912280701754,0.889,1.3462,5.6388,20,100,30,0,1,0,190,66,405
"1707",2013,"2O","PIHI13","2O PIHI13",24,25.1,112,2013112,"M",22.1,12.8,13.2,35.9,73.7,13.8,182.2,233.4,37.8,59.3,362,"4/22/2013",15.959595959596,21.0606060606061,12.0175438596491,3.28282828282828,7.57575757575758,1.11111111111111,0.889,1.3462,5.6388,28,92,30,0,1,0,170,79,398
