"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight","Date","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation","HDDSum1_11","HDDSum12_22","HDDSumIncubation"
"470",1995,"FA","MUDD95","FA MUDD95",27,27.9,125,1995125,"",27.8,13.3,14.3,40.1,84.6,12.3,175.89,276.69,44.5,61.8,425,"5/5/1995",16.6666666666667,20.3535353535354,14.7076023391813,5.55555555555556,7.42424242424242,2.33918128654971,3.048,1.397,1.5748,47,80,26,0,0,0,142,85,331
"471",1995,"GZ","MUDD95","GZ MUDD95",27,27.5,125,1995125,"",26.8,14.1,14.6,39.6,80.3,12.8,186.88,284.13,40.7,59,350,"5/5/1995",16.6666666666667,20.3535353535354,14.7076023391813,5.55555555555556,7.42424242424242,2.33918128654971,3.048,1.397,1.5748,47,80,26,0,0,0,142,85,331
"472",1995,"HY","MUDD95","HY MUDD95",27,27.6,125,1995125,"",25.7,13.6,12.8,35.3,79.7,9.6,122.88,232.98,44.4,59,370,"5/5/1995",16.6666666666667,20.3535353535354,14.7076023391813,5.55555555555556,7.42424242424242,2.33918128654971,3.048,1.397,1.5748,47,80,26,0,0,0,142,85,331
"473",1995,"IX","MUDD95","IX MUDD95",27,26.7,125,1995125,"F",25,12.9,14.1,37.2,79.7,12.2,172.02,251.1,42.5,61.1,390,"5/5/1995",16.6666666666667,20.3535353535354,14.7076023391813,5.55555555555556,7.42424242424242,2.33918128654971,3.048,1.397,1.5748,47,80,26,0,0,0,142,85,331
"474",1995,"JW","WECE95","JW WECE95",28,28,128,1995128,"",20.8,13.1,11.5,32.3,71.5,11.5,132.25,198.645,39.2,55.1,275,"5/8/1995",17.5252525252525,20.4545454545455,14.8538011695906,6.76767676767677,7.07070707070707,2.48538011695906,3.0988,1.905,1.27,61,77,26,0,0,0,121,88,327
"475",1995,"KV","WECE95","KV WECE95",28,28,128,1995128,"",20,13,10.8,32.7,71.1,12.7,137.16,194.565,38.4,53.1,255,"5/8/1995",17.5252525252525,20.4545454545455,14.8538011695906,6.76767676767677,7.07070707070707,2.48538011695906,3.0988,1.905,1.27,61,77,26,0,0,0,121,88,327
"476",1996,"EA","PACO96","EA PACO96",29,27.1,105,1996105,"",21.4,11.6,11.8,33.3,75,11.9,140.42,194.805,41.7,60,368,"4/14/1996",14.7474747474747,14.6464646464646,6.46198830409357,2.67676767676768,3.18181818181818,-3.09941520467836,5.7912,4.4196,7.2136,34,14,1,0,0,0,188,182,564
"477",1996,"FZ","PACO96","FZ PACO96",29,26.1,105,1996105,"",21.7,11.8,12.7,33,74.9,11.3,143.51,202.125,41.9,59.7,353,"4/14/1996",14.7474747474747,14.6464646464646,6.46198830409357,2.67676767676768,3.18181818181818,-3.09941520467836,5.7912,4.4196,7.2136,34,14,1,0,0,0,188,182,564
"478",1996,"GY","PACO96","GY PACO96",29,25.9,105,1996105,"M",21.6,12.9,12,32.5,73.1,10.9,130.8,202.3125,40.6,58.6,303,"4/14/1996",14.7474747474747,14.6464646464646,6.46198830409357,2.67676767676768,3.18181818181818,-3.09941520467836,5.7912,4.4196,7.2136,34,14,1,0,0,0,188,182,564
"479",1996,"HX","PACO96","HX PACO96",29,26.9,105,1996105,"",22.6,12,13.4,34.2,76.9,11.6,155.44,217.17,42.7,60.5,385,"4/14/1996",14.7474747474747,14.6464646464646,6.46198830409357,2.67676767676768,3.18181818181818,-3.09941520467836,5.7912,4.4196,7.2136,34,14,1,0,0,0,188,182,564
"480",1996,"AE","WINK96","AE WINK96",26,25.9,108,1996108,"M",22.9,12.3,11.7,35.2,75.4,12.3,143.91,211.2,40.2,62.2,395,"4/17/1996",16.4646464646465,14.3434343434343,7.22222222222222,3.13131313131313,3.08080808080808,-1.95906432748538,3.7846,3.9878,8.7122,40,9,1,0,0,0,166,186,532
"481",1996,"BD","WINK96","BD WINK96",26,25.9,108,1996108,"",21.9,12.6,13.6,33.3,76.4,11.4,155.04,218.115,43.1,62.5,445,"4/17/1996",16.4646464646465,14.3434343434343,7.22222222222222,3.13131313131313,3.08080808080808,-1.95906432748538,3.7846,3.9878,8.7122,40,9,1,0,0,0,166,186,532
"482",1996,"CC","WINK96","CC WINK96",26,25.2,108,1996108,"",21.8,13.1,13.5,34.1,75.8,12.3,166.05,226.765,41.7,60.6,418,"4/17/1996",16.4646464646465,14.3434343434343,7.22222222222222,3.13131313131313,3.08080808080808,-1.95906432748538,3.7846,3.9878,8.7122,40,9,1,0,0,0,166,186,532
"483",1996,"DB","WINK96","DB WINK96",25,24.5,109,1996109,"",19.8,12.4,11.9,30.2,71.5,10.4,123.76,183.465,41.3,57.2,333,"4/18/1996",16.5656565656566,15.2525252525253,7.30994152046784,2.92929292929293,3.88888888888889,-2.07602339181287,3.1496,4.191,8.7122,40,14,1,0,0,0,167,169,533
"484",1996,"IW","STAD96","IW STAD96",25,25,111,1996111,"",24.2,13.9,13.7,37,76.9,12.8,175.36,255.3,39.9,58.4,408,"4/20/1996",16.969696969697,16.2121212121212,7.92397660818714,3.98989898989899,5.05050505050505,-1.40350877192982,4.2672,6.731,8.7122,43,32,11,0,2,0,152,151,511
"485",1996,"KU","STAD96","KU STAD96",25,25,111,1996111,"M",22.1,12.8,13.9,34,76.5,11.9,165.41,226.95,42.5,57.6,417,"4/20/1996",16.969696969697,16.2121212121212,7.92397660818714,3.98989898989899,5.05050505050505,-1.40350877192982,4.2672,6.731,8.7122,43,32,11,0,2,0,152,151,511
"486",1996,"LT","BROT96","LT BROT96",25,25.2,111,1996111,"",21.2,13.9,12.1,33.4,72.2,12.2,147.62,217.1,38.8,60.1,383,"4/20/1996",16.969696969697,16.2121212121212,7.92397660818714,3.98989898989899,5.05050505050505,-1.40350877192982,4.2672,6.731,8.7122,43,32,11,0,2,0,152,151,511
"487",1996,"MS","BROT96","MS BROT96",25,25.8,111,1996111,"",22,13.2,12.2,34.8,76.1,12.8,156.16,220.98,41.3,60.5,435,"4/20/1996",16.969696969697,16.2121212121212,7.92397660818714,3.98989898989899,5.05050505050505,-1.40350877192982,4.2672,6.731,8.7122,43,32,11,0,2,0,152,151,511
"488",1996,"NR","BROT96","NR BROT96",25,25.9,111,1996111,"",23,13.7,12.7,35.6,78.1,12.6,160.02,234.96,42.5,62.2,400,"4/20/1996",16.969696969697,16.2121212121212,7.92397660818714,3.98989898989899,5.05050505050505,-1.40350877192982,4.2672,6.731,8.7122,43,32,11,0,2,0,152,151,511
"489",1996,"JV","STAD96","JV STAD96",24,24,112,1996112,"",21.4,12.4,12.7,32.1,75,10.7,135.89,201.4275,42.9,58.5,353,"4/21/1996",16.6161616161616,15.6060606060606,8.7719298245614,3.38383838383838,4.7979797979798,-0.701754385964912,5.4356,9.906,8.7376,34,30,22,0,2,0,161,160,485
"490",1996,"UK","FALL96","UK FALL96",25,25.7,112,1996112,"",21,12.9,12.7,32.3,73.5,11.3,143.51,206.72,41.2,55.1,360,"4/21/1996",16.6161616161616,15.6060606060606,8.7719298245614,3.38383838383838,4.7979797979798,-0.701754385964912,5.4356,9.906,8.7376,34,30,22,0,2,0,161,160,485
"491",1996,"VJ","FALL96","VJ FALL96",25,25.5,112,1996112,"",19.8,12.6,11.8,32.1,71.9,12.3,145.14,195.81,39.8,56.5,365,"4/21/1996",16.6161616161616,15.6060606060606,8.7719298245614,3.38383838383838,4.7979797979798,-0.701754385964912,5.4356,9.906,8.7376,34,30,22,0,2,0,161,160,485
"492",1996,"WI","FALL96","WI FALL96",25,25.2,112,1996112,"",18.4,12.2,12.4,30.1,69.6,11.7,145.08,185.115,39.5,52.6,290,"4/21/1996",16.6161616161616,15.6060606060606,8.7719298245614,3.38383838383838,4.7979797979798,-0.701754385964912,5.4356,9.906,8.7376,34,30,22,0,2,0,161,160,485
"493",1996,"AD","ITTC96","AD ITTC96",25,24.8,113,1996113,"",21.5,12.5,12.6,33.4,74.8,11.9,149.94,209.585,41.4,58.4,374,"4/22/1996",16.0606060606061,14.9494949494949,9.53216374269006,2.67676767676768,4.49494949494949,-0.380116959064328,5.1054,9.9314,8.7376,23,30,24,0,2,0,173,170,466
"494",1996,"BC","ITTC96","BC ITTC96",25,24.4,113,1996113,"",20.3,11.4,12.3,31.1,71.6,10.8,132.84,184.2675,40.5,53.8,337,"4/22/1996",16.0606060606061,14.9494949494949,9.53216374269006,2.67676767676768,4.49494949494949,-0.380116959064328,5.1054,9.9314,8.7376,23,30,24,0,2,0,173,170,466
"495",1996,"CB","ITTC96","CB ITTC96",25,24.8,113,1996113,"",22.5,12.6,12.9,33.6,75.6,11.1,143.19,214.2,42,57.5,400,"4/22/1996",16.0606060606061,14.9494949494949,9.53216374269006,2.67676767676768,4.49494949494949,-0.380116959064328,5.1054,9.9314,8.7376,23,30,24,0,2,0,173,170,466
"496",1996,"XH","CEME96","XH CEME96",24,24,114,1996114,"",21.6,13.5,10.9,31.9,73.8,10.3,112.27,194.59,41.9,57,322,"4/23/1996",15.8080808080808,14.3434343434343,10.672514619883,2.82828282828283,3.88888888888889,0.0292397660818713,5.1054,9.9314,8.1534,22,29,34,0,2,0,174,182,440
"497",1996,"YG","CEME96","YG CEME96",24,24,114,1996114,"",19.3,12,10.6,29.9,69.2,10.6,112.36,168.935,39.3,50.9,247,"4/23/1996",15.8080808080808,14.3434343434343,10.672514619883,2.82828282828283,3.88888888888889,0.0292397660818713,5.1054,9.9314,8.1534,22,29,34,0,2,0,174,182,440
"498",1996,"EZ","ITTC96","EZ ITTC96",24,24.1,114,1996114,"",18.6,11.8,12,29,68.2,10.4,124.8,172.55,39.2,51,290,"4/23/1996",15.8080808080808,14.3434343434343,10.672514619883,2.82828282828283,3.88888888888889,0.0292397660818713,5.1054,9.9314,8.1534,22,29,34,0,2,0,174,182,440
"499",1996,"LS","FAEL96","LS FAEL96",28,26.1,114,1996114,"",21.5,10.9,12.5,29.2,74.2,7.7,96.25,170.82,45,50.2,255,"4/23/1996",15.8080808080808,14.3434343434343,10.672514619883,2.82828282828283,3.88888888888889,0.0292397660818713,5.1054,9.9314,8.1534,22,29,34,0,2,0,174,182,440
"500",1996,"MR","FAEL96","MR FAEL96",28,25.8,114,1996114,"",20.3,11.6,11.4,34,71.7,13.7,156.18,195.5,37.7,52.4,235,"4/23/1996",15.8080808080808,14.3434343434343,10.672514619883,2.82828282828283,3.88888888888889,0.0292397660818713,5.1054,9.9314,8.1534,22,29,34,0,2,0,174,182,440
"501",1996,"FY","HART96","FY HART96",25,25,116,1996116,"M",23.4,12.7,14.4,37,78.8,13.6,195.84,250.675,41.8,59.6,405,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"502",1996,"HW","HART96","HW HART96",25,25,116,1996116,"",24.5,12.8,13.8,36.5,80.7,12,165.6,242.725,44.2,63.7,410,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"503",1996,"IV","HART96","IV HART96",25,25,116,1996116,"",22.4,12,12.8,36.6,74.8,14.2,181.76,226.92,38.2,59.1,362,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"504",1996,"ZE","TORG96","ZE TORG96",28,26.8,116,1996116,"",22.4,12.2,12.9,35.8,76.7,13.4,172.86,224.645,40.9,59.4,365,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"505",1996,"AC","TORG96","AC TORG96",28,27,116,1996116,"M",24.5,13.3,12.9,37.5,80.8,13,167.7,245.625,43.3,61.5,410,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"506",1996,"BB","TORG96","BB TORG96",28,26.7,116,1996116,"",24,13.1,13.6,37.2,79.3,13.2,179.52,248.31,42.1,59.6,380,"4/25/1996",14.6464646464646,14.8484848484848,11.6374269005848,3.18181818181818,3.88888888888889,0.43859649122807,4.4196,8.8646,10.287,14,33,34,0,2,0,182,177,416
"507",1996,"GX","HART96","GX HART96",24,24,117,1996117,"M",22.1,13,13,35.7,76.3,13.6,176.8,232.05,40.6,60.5,375,"4/26/1996",15.1010101010101,14.4949494949495,12.2514619883041,3.63636363636364,4.19191919191919,0.906432748538012,4.572,8.3058,9.7028,15,32,40,0,2,0,173,178,397
"508",1996,"JU","HART96","JU HART96",24,24,117,1996117,"",20.7,12.4,12.9,32.3,71,11.6,149.64,204.2975,38.7,57.4,325,"4/26/1996",15.1010101010101,14.4949494949495,12.2514619883041,3.63636363636364,4.19191919191919,0.906432748538012,4.572,8.3058,9.7028,15,32,40,0,2,0,173,178,397
"509",1996,"UJ","BEEB96","UJ BEEB96",27,26.6,117,1996117,"",22.8,13.4,13.1,35.7,78.3,12.9,168.99,236.5125,42.6,59,387,"4/26/1996",15.1010101010101,14.4949494949495,12.2514619883041,3.63636363636364,4.19191919191919,0.906432748538012,4.572,8.3058,9.7028,15,32,40,0,2,0,173,178,397
"510",1996,"YF","TORG96","YF TORG96",27,25.9,117,1996117,"",23.6,13.3,13.8,37.7,77,14.1,194.58,255.4175,39.3,60.7,372,"4/26/1996",15.1010101010101,14.4949494949495,12.2514619883041,3.63636363636364,4.19191919191919,0.906432748538012,4.572,8.3058,9.7028,15,32,40,0,2,0,173,178,397
"511",1996,"OP","FOHO96","OP FOHO96",25,25,118,1996118,"",22.5,13.1,13.4,35.3,75.4,12.8,171.52,233.8625,40.1,60.1,342,"4/27/1996",14.3434343434343,15.6565656565657,12.9824561403509,2.87878787878788,5.4040404040404,1.37426900584795,4.6482,8.6868,9.3218,9,46,40,0,2,0,188,155,376
"512",1996,"QN","FOHO96","QN FOHO96",25,25,118,1996118,"",22.7,12.1,13.2,36.7,75.3,14,184.8,232.1275,38.6,60.6,377,"4/27/1996",14.3434343434343,15.6565656565657,12.9824561403509,2.87878787878788,5.4040404040404,1.37426900584795,4.6482,8.6868,9.3218,9,46,40,0,2,0,188,155,376
"513",1996,"RM","FOHO96","RM FOHO96",25,25,118,1996118,"",23.2,12.2,13.1,36.1,75.3,12.9,168.99,228.3325,39.2,62.4,385,"4/27/1996",14.3434343434343,15.6565656565657,12.9824561403509,2.87878787878788,5.4040404040404,1.37426900584795,4.6482,8.6868,9.3218,9,46,40,0,2,0,188,155,376
"514",1996,"SL","HABL96","SL HABL96",25,24.5,118,1996118,"",20.8,13.7,13.2,30.7,72.4,9.9,130.68,206.4575,41.7,60.5,377,"4/27/1996",14.3434343434343,15.6565656565657,12.9824561403509,2.87878787878788,5.4040404040404,1.37426900584795,4.6482,8.6868,9.3218,9,46,40,0,2,0,188,155,376
"515",1996,"TK","HABL96","TK HABL96",25,25.5,118,1996118,"M",23,12.4,12.8,34.8,76,11.8,151.04,219.24,41.2,61.1,395,"4/27/1996",14.3434343434343,15.6565656565657,12.9824561403509,2.87878787878788,5.4040404040404,1.37426900584795,4.6482,8.6868,9.3218,9,46,40,0,2,0,188,155,376
"516",1996,"NQ","FOHO96","NQ FOHO96",24,24,119,1996119,"",21.9,13,13.5,35.9,75,14,189,237.8375,39.1,60.8,342,"4/28/1996",14.3434343434343,17.1212121212121,13.187134502924,3.08080808080808,6.56565656565657,1.75438596491228,3.9878,8.6868,9.3218,9,70,40,0,11,0,186,138,366
"517",1996,"PO","FOHO96","PO FOHO96",24,24,119,1996119,"",19.5,11.5,12,30.7,69,11.2,134.4,180.3625,38.3,54.9,285,"4/28/1996",14.3434343434343,17.1212121212121,13.187134502924,3.08080808080808,6.56565656565657,1.75438596491228,3.9878,8.6868,9.3218,9,70,40,0,11,0,186,138,366
"518",1996,"VI","HASH96","VI HASH96",25,25.5,119,1996119,"",21.9,13.9,13.5,36.4,76.2,14.5,195.75,249.34,39.8,61.4,440,"4/28/1996",14.3434343434343,17.1212121212121,13.187134502924,3.08080808080808,6.56565656565657,1.75438596491228,3.9878,8.6868,9.3218,9,70,40,0,11,0,186,138,366
"519",1996,"WH","HASH96","WH HASH96",25,25.8,119,1996119,"",23.7,13.7,13.8,37.8,80.2,14.1,194.58,259.875,42.4,62.5,427,"4/28/1996",14.3434343434343,17.1212121212121,13.187134502924,3.08080808080808,6.56565656565657,1.75438596491228,3.9878,8.6868,9.3218,9,70,40,0,11,0,186,138,366
"520",1996,"XG","HASH96","XG HASH96",25,25.4,119,1996119,"",22.6,14.3,13.7,35.4,76.1,12.8,175.36,247.8,40.7,62.6,447,"4/28/1996",14.3434343434343,17.1212121212121,13.187134502924,3.08080808080808,6.56565656565657,1.75438596491228,3.9878,8.6868,9.3218,9,70,40,0,11,0,186,138,366
"521",1996,"EY","DUKR96","EY DUKR96",26,26.5,126,1996126,"",24.1,13.8,13.4,38.4,79.6,14.3,191.62,261.12,41.2,60.9,410,"5/5/1996",14.1919191919192,22.5252525252525,15.672514619883,3.48484848484848,9.64646464646465,3.27485380116959,9.652,3.302,7.1374,27,127,48,2,35,0,187,77,297
"522",1996,"FX","DUKR96","FX DUKR96",26,26.6,126,1996126,"",22.8,13.6,12.7,34.3,75.9,11.5,146.05,225.5225,41.6,59.9,390,"5/5/1996",14.1919191919192,22.5252525252525,15.672514619883,3.48484848484848,9.64646464646465,3.27485380116959,9.652,3.302,7.1374,27,127,48,2,35,0,187,77,297
"523",1996,"GW","DUKR96","GW DUKR96",26,25.8,126,1996126,"",22.7,13.1,13.2,37,75.4,14.3,188.76,243.275,38.4,61.9,390,"5/5/1996",14.1919191919192,22.5252525252525,15.672514619883,3.48484848484848,9.64646464646465,3.27485380116959,9.652,3.302,7.1374,27,127,48,2,35,0,187,77,297
"524",1996,"HV","DUKR96","HV DUKR96",26,26,126,1996126,"",22.2,12.8,12.1,34.8,74.9,12.6,152.46,216.63,40.1,58.7,382,"5/5/1996",14.1919191919192,22.5252525252525,15.672514619883,3.48484848484848,9.64646464646465,3.27485380116959,9.652,3.302,7.1374,27,127,48,2,35,0,187,77,297
"525",1996,"IU","DUKR96","IU DUKR96",25,24.5,127,1996127,"",20.9,12.2,12.2,31.6,72,10.7,130.54,192.76,40.4,57.7,365,"5/6/1996",14.8484848484848,22.4747474747475,16.1111111111111,3.88888888888889,9.64646464646465,3.50877192982456,8.8646,3.302,7.0612,33,127,49,2,35,0,177,77,285
"526",1996,"JT","POND96","JT POND96",25,26.2,127,1996127,"",20.7,12.9,13,34.4,72.8,13.7,178.1,222.74,38.4,58.4,400,"5/6/1996",14.8484848484848,22.4747474747475,16.1111111111111,3.88888888888889,9.64646464646465,3.50877192982456,8.8646,3.302,7.0612,33,127,49,2,35,0,177,77,285
"527",1996,"KS","POND96","KS POND96",25,26.2,127,1996127,"",22.1,14.1,13.6,35.2,76.8,13.1,178.16,243.76,41.6,60.4,425,"5/6/1996",14.8484848484848,22.4747474747475,16.1111111111111,3.88888888888889,9.64646464646465,3.50877192982456,8.8646,3.302,7.0612,33,127,49,2,35,0,177,77,285
"528",1996,"LR","POND96","LR POND96",24,24.7,128,1996128,"",19.3,13.3,12,31.6,73,12.3,147.6,199.87,41.4,58.6,345,"5/7/1996",14.4949494949495,23.1818181818182,16.3157894736842,4.19191919191919,9.64646464646465,3.5672514619883,8.3058,3.302,7.1374,32,134,49,2,35,0,178,70,280
"529",1996,"MQ","ECRI96","MQ ECRI96",25,25.9,131,1996131,"",21.6,12.6,13.6,35.6,74.7,14,190.4,233.18,39.1,57.1,317,"5/10/1996",18.5353535353535,18.9393939393939,15.4970760233918,7.42424242424242,6.66666666666667,3.50877192982456,8.4836,2.8956,8.3566,93,69,36,24,13,0,128,120,295
"530",1996,"NP","ECRI96","NP ECRI96",25,25.7,131,1996131,"",21,12.1,13.6,35.2,74.4,14.2,193.12,226.16,39.2,57,333,"5/10/1996",18.5353535353535,18.9393939393939,15.4970760233918,7.42424242424242,6.66666666666667,3.50877192982456,8.4836,2.8956,8.3566,93,69,36,24,13,0,128,120,295
"531",1996,"QM","ROGO96","QM ROGO96",25,25.1,131,1996131,"",20.4,13.4,12.2,33.3,73.5,12.9,157.38,213.12,40.2,62.1,320,"5/10/1996",18.5353535353535,18.9393939393939,15.4970760233918,7.42424242424242,6.66666666666667,3.50877192982456,8.4836,2.8956,8.3566,93,69,36,24,13,0,128,120,295
"532",1996,"OO","ECRI96","OO ECRI96",24,25,132,1996132,"",20.2,12,12,32.9,71.3,12.7,152.4,197.4,38.4,56.2,300,"5/11/1996",20.3030303030303,17.9292929292929,15.8771929824561,8.08080808080808,5.4040404040404,4.03508771929825,7.2136,2.8194,10.668,117,47,51,37,0,2,117,129,282
"533",1996,"PN","ECRI96","PN ECRI96",24,25.1,132,1996132,"",20.2,12.3,11.8,33.1,69.4,12.9,152.22,199.4275,36.3,52.4,275,"5/11/1996",20.3030303030303,17.9292929292929,15.8771929824561,8.08080808080808,5.4040404040404,4.03508771929825,7.2136,2.8194,10.668,117,47,51,37,0,2,117,129,282
"534",1996,"RL","WCEM96","RL WCEM96",29,27.6,133,1996133,"",22.1,12.2,11.8,35.1,76.8,13,153.4,210.6,41.7,55.5,305,"5/12/1996",19.8484848484849,18.2828282828283,15.1754385964912,7.62626262626263,5.65656565656566,3.74269005847953,7.239,0.4826,14.986,108,53,41,35,0,2,124,123,299
"535",1996,"SK","WCEM96","SK WCEM96",28,25.6,134,1996134,"",19.6,11.6,11.1,31.1,71.3,11.5,127.65,176.4925,40.2,51.4,232,"5/13/1996",20.6060606060606,18.7878787878788,14.7953216374269,8.23232323232323,6.21212121212121,3.74269005847953,3.0734,0.3048,13.2842,115,63,41,35,2,2,110,115,306
"536",1996,"O3","WHI296","O3 WHI296",25,25.2,153,1996153,"",21.7,13.2,12.6,34.6,75.1,12.9,162.54,223.17,40.5,59.3,360,"6/1/1996",25.7575757575758,25.5050505050505,19.6783625730994,12.5757575757576,14.9494949494949,7.16374269005848,3.3782,3.0734,3.3528,184,204,147,39,40,35,20,1,198
"537",1996,"WG","WHI296","WG WHI296",25,25.5,153,1996153,"",20.5,12.3,13.2,32.7,74.1,12.2,161.04,208.4625,41.4,59.9,380,"6/1/1996",25.7575757575758,25.5050505050505,19.6783625730994,12.5757575757576,14.9494949494949,7.16374269005848,3.3782,3.0734,3.3528,184,204,147,39,40,35,20,1,198
"538",1996,"XF","WHI296","XF WHI296",25,25.2,153,1996153,"",21.1,12.9,13.5,34.1,73.2,13,175.5,225.06,39.1,58.8,400,"6/1/1996",25.7575757575758,25.5050505050505,19.6783625730994,12.5757575757576,14.9494949494949,7.16374269005848,3.3782,3.0734,3.3528,184,204,147,39,40,35,20,1,198
"539",1997,"AB","STAD97","AB STAD97",26,26,107,1997107,"",22.3,12.5,13.9,36.9,77.7,14.6,202.94,243.54,40.8,60.6,390,"4/17/1997",11.1616161616162,16.2626262626263,10.3216374269006,-0.202020202020202,2.42424242424242,-1.34502923976608,0.5842,2.3876,3.1242,0,23,15,0,0,0,252,176,468
"540",1997,"BA","STAD97","BA STAD97",26,26,107,1997107,"",22.7,13.3,13,36.9,75.6,14.2,184.6,242.6175,38.7,60.3,403,"4/17/1997",11.1616161616162,16.2626262626263,10.3216374269006,-0.202020202020202,2.42424242424242,-1.34502923976608,0.5842,2.3876,3.1242,0,23,15,0,0,0,252,176,468
"541",1997,"DY","STAD97","DY STAD97",26,26,107,1997107,"",23.8,13.7,13.4,36.8,77.9,13,174.2,249.32,41.1,60.8,402,"4/17/1997",11.1616161616162,16.2626262626263,10.3216374269006,-0.202020202020202,2.42424242424242,-1.34502923976608,0.5842,2.3876,3.1242,0,23,15,0,0,0,252,176,468
"542",1997,"EX","STAD97","EX STAD97",26,26,107,1997107,"",23.4,13.4,13.8,37.8,81.2,14.4,198.72,257.04,43.4,63.8,456,"4/17/1997",11.1616161616162,16.2626262626263,10.3216374269006,-0.202020202020202,2.42424242424242,-1.34502923976608,0.5842,2.3876,3.1242,0,23,15,0,0,0,252,176,468
"543",1997,"CZ","STAD97","CZ STAD97",25,25,108,1997108,"",21.7,13.3,13.2,34.4,74.5,12.7,167.64,227.9,40.1,59.1,395,"4/18/1997",11.2121212121212,16.0606060606061,9.73684210526316,-0.0505050505050505,2.57575757575758,-1.6374269005848,1.7272,1.0922,3.048,1,23,14,0,0,0,250,176,483
"544",1997,"GV","MURI97","GV MURI97",25,25.6,109,1997109,"",19.7,12.3,12.1,32.4,75.2,12.7,153.67,197.64,42.8,58.8,410,"4/19/1997",11.8181818181818,16.7171717171717,9.47368421052632,-0.0505050505050505,3.03030303030303,-1.46198830409357,1.7526,2.032,2.159,1,26,14,0,0,0,244,165,485
"545",1997,"HU","MURI97","HU MURI97",25,25.4,109,1997109,"",21.3,13,12.3,35,77.3,13.7,168.51,221.375,42.3,62.1,423,"4/19/1997",11.8181818181818,16.7171717171717,9.47368421052632,-0.0505050505050505,3.03030303030303,-1.46198830409357,1.7526,2.032,2.159,1,26,14,0,0,0,244,165,485
"546",1997,"IT","MURI97","IT MURI97",25,25.1,109,1997109,"",21.4,13.7,13,34.5,77.4,13.1,170.3,230.2875,42.9,62.3,432,"4/19/1997",11.8181818181818,16.7171717171717,9.47368421052632,-0.0505050505050505,3.03030303030303,-1.46198830409357,1.7526,2.032,2.159,1,26,14,0,0,0,244,165,485
"547",1997,"JS","MURI97","JS MURI97",25,24.7,109,1997109,"",20.4,12.5,12.4,34,72.2,13.6,168.64,211.65,38.2,58.2,395,"4/19/1997",11.8181818181818,16.7171717171717,9.47368421052632,-0.0505050505050505,3.03030303030303,-1.46198830409357,1.7526,2.032,2.159,1,26,14,0,0,0,244,165,485
"548",1997,"KR","JSUP97","KR JSUP97",25,25.1,110,1997110,"M",21.4,12.4,13.3,34.1,75.3,12.7,168.91,219.0925,41.2,63.9,448,"4/20/1997",13.0808080808081,15.8080808080808,9.61988304093567,0.101010101010101,3.38383838383838,-1.2280701754386,1.397,2.5908,1.27,1,26,14,0,0,0,230,170,478
"549",1997,"LQ","JSUP97","LQ JSUP97",25,25,110,1997110,"",19.9,12.8,11.8,32.2,70.8,12.3,145.14,198.03,38.6,58.9,375,"4/20/1997",13.0808080808081,15.8080808080808,9.61988304093567,0.101010101010101,3.38383838383838,-1.2280701754386,1.397,2.5908,1.27,1,26,14,0,0,0,230,170,478
"550",1997,"MP","JSUP97","MP JSUP97",25,25.6,110,1997110,"F",22.3,13.1,13.3,35.6,78,13.3,176.89,234.96,42.4,60.4,390,"4/20/1997",13.0808080808081,15.8080808080808,9.61988304093567,0.101010101010101,3.38383838383838,-1.2280701754386,1.397,2.5908,1.27,1,26,14,0,0,0,230,170,478
"551",1997,"WC","ELLI97","WC ELLI97",28,28,113,1997113,"",20,11.7,12.1,31.7,71.4,11.7,141.57,188.615,39.7,55.7,336,"4/23/1997",16.6666666666667,15.1515151515152,9.73684210526316,1.61616161616162,3.53535353535354,-0.789473684210526,1.905,2.2606,1.27,17,22,14,0,0,0,180,174,469
