Year,Name,NestName,ID,MeasurementDate,MeasurementDateJulYear,FieldAge,CalcAge,CalcAgeInteger,HatchDateJulYear,Sex,BNT,TEC,BW,BD,Head,UB,UBS,TBS,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition
2003,0A,SWEG03,0A SWEG03,5/19/2003,2003139,25,25.5,26,2003113,F,20.1,32.6,11.7,11.6,71.2,12.5,145,189.895,38.6,53.3,158,102,47,289,0.12
2003,1B,SWEG03,1B SWEG03,5/19/2003,2003139,25,25.8,26,2003113,F,20.2,31.8,13.4,11.8,71.3,11.6,136.88,200.34,39.5,56.2,164,113,48,310,0.12
2003,2X,SWEG03,2X SWEG03,5/19/2003,2003139,25,26.4,26,2003113,F,22.5,34.4,14,12.8,76.3,11.9,152.32,230.48,41.9,55.9,170,115,65,358,0.13
2003,3Y,SWEG03,3Y SWEG03,5/19/2003,2003139,25,25.8,26,2003113,M,20.9,33.4,13,12.6,74.8,12.5,157.5,213.76,41.4,56.2,168,110,50,335,0.12
2003,4Z,SWEG03,4Z SWEG03,5/19/2003,2003139,25,25.8,26,2003113,M,21.51,33.5,13.4,12.8,75.7,11.99,153.472,219.425,42.2,53.9,161,105,55,356,0.13
2003,0,TRUP03,00 TRUP03,5/23/2003,2003143,27,26.4,26,2003117,F,21.1,32.9,11.5,12,74.6,11.8,141.6,193.2875,41.7,56.2,177,123,58,297,0.12
2003,1,TRUP03,01 TRUP03,5/23/2003,2003143,27,26.1,26,2003117,M,21.6,32.9,12.5,12.2,76.4,11.3,137.86,203.1575,43.5,56.9,172,114,55,297,0.12
2003,5Z,TRUP03,5Z TRUP03,5/23/2003,2003143,27,27.2,27,2003116,M,22.7,35.7,13,12.8,79.2,13,166.4,230.265,43.5,59.4,192,131,72,342,0.12
2004,43,BRBI04,43 BRBI04,5/21/2004,2004142,26,26.1,26,2004116,F,23.6,36.4,13.5,13.4,76.5,12.8,171.52,244.79,40.1,58.3,168,108,62,390,0.13
2004,54,BRBI04,54 BRBI04,5/21/2004,2004142,26,26,26,2004116,M,23.6,37.2,11.7,13,77.2,13.6,176.8,229.71,40,61.8,172,110,56,408,0.12
2004,65,BRBI04,65 BRBI04,5/21/2004,2004142,26,26.1,26,2004116,F,22.7,34.4,12.8,13,76.1,11.7,152.1,221.88,41.7,59.1,171,111,60,400,0.12
2004,9,CAFO04,09 CAFO04,5/20/2004,2004141,24,25.3,25,2004116,M,23.7,36.4,13.2,12.4,78.7,12.7,157.48,232.96,42.3,59.4,152,94,50,407,0.12
2004,32,CAFO04,32 CAFO04,5/20/2004,2004141,24,24.9,25,2004116,M,22,35.4,12.7,12.2,75.5,13.4,163.48,220.365,40.1,55.8,144,85,42,333,0.12
2004,50,CCLI04,50 CCLI04,5/8/2004,2004129,24,25.3,25,2004104,M,20.3,33.3,12.9,12.6,75.6,13,163.8,212.2875,42.3,60.9,155,95,48,452,0.13
2004,61,CCLI04,61 CCLI04,5/8/2004,2004129,24,25.5,26,2004103,M,21.9,34.2,13.5,13.4,76.4,12.3,164.82,229.995,42.2,59.6,158,101,48,453,0.13
2004,72,CCLI04,72 CCLI04,5/8/2004,2004129,24,25,25,2004104,F,19.6,32.3,12.6,12.6,70.1,12.7,160.02,203.49,37.8,58.6,143,89,40,373,0.12
2004,FT,CLAR04,FT CLAR04,6/6/2004,2004158,28,27.5,28,2004130,M,25.7,37.6,12.8,13.5,81.1,11.9,160.65,247.22,43.5,60.2,188,134,77,435,0.13
2004,IP,CLAR04,IP CLAR04,6/6/2004,2004158,28,27.9,28,2004130,F,23.2,34.9,12.6,13.2,78.2,11.7,154.44,225.105,43.3,60.1,189,136,84,372,0.12
2004,CV,ECR204,CV ECR204,6/14/2004,2004166,26,26,26,2004140,F,22.9,35.7,12.7,13,77.4,12.8,166.4,229.3725,41.7,58.2,169,110,58,383,0.12
2004,76,EPIN04,76 EPIN04,5/23/2004,2004144,27,27.4,27,2004117,F,22.9,33.8,11.6,12.6,77,10.9,137.34,204.49,43.2,59.5,182,129,79,425,0.13
2004,87,EPIN04,87 EPIN04,5/23/2004,2004144,27,26.1,26,2004118,F,21.5,33.4,10.2,11.8,74.6,11.9,140.42,183.7,41.2,57.2,171,112,57,412,0.13
2004,98,EPIN04,98 EPIN04,5/23/2004,2004144,27,26.1,26,2004118,M,23.1,34.4,13.2,12.8,77.8,11.3,144.64,223.6,43.4,59.3,166,118,51,417,0.13
2004,39,FOWA04,39 FOWA04,5/12/2004,2004133,24,25.6,26,2004107,F,22.9,33.7,12,11.9,75.8,10.8,128.52,201.3575,42.1,60.5,165,104,50,385,0.12
2004,40,FOWA04,40 FOWA04,5/12/2004,2004133,24,25,25,2004108,M,21.8,33.6,12.7,12.6,76,11.8,148.68,212.52,42.4,56.7,142,88,43,354,0.12
2004,51,FOWA04,51 FOWA04,5/12/2004,2004133,24,25,25,2004108,M,23.6,35.6,12.7,12.6,78.2,12,151.2,225.17,42.6,59.8,151,89,42,367,0.12
2004,8,HAWA04,08 HAWA04,5/19/2004,2004140,23,25.1,25,2004115,M,22.1,33.5,13.8,13.3,76.3,11.4,151.62,226.9625,42.8,60.8,152,92,41,385,0.12
2004,19,HAWA04,19 HAWA04,5/19/2004,2004140,23,25.1,25,2004115,F,20.6,30.2,12.8,12.9,73,9.6,123.84,194.035,42.8,59.2,150,91,45,380,0.12
2004,KO,LRI204,KO LRI204,6/27/2004,2004179,26,26.2,26,2004153,M,23.4,36,12,13.9,78,12.6,175.14,233.1,42,57,176,125,46,380,0.13
2004,LN,LRI204,LN LRI204,6/27/2004,2004179,26,25.6,26,2004153,F,19.8,30.9,11.7,12.5,70.2,11.1,138.75,186.945,39.3,54.1,167,111,42,267,0.12
2004,63,MINE04,63 MINE04,5/19/2004,2004140,27,26.5,27,2004113,F,23,35.1,13,12.3,78.7,12.1,148.83,222.0075,43.6,59.2,172,115,67,385,0.12
2004,74,MINE04,74 MINE04,5/19/2004,2004140,27,25.9,26,2004114,M,24.6,36.2,14.1,14.4,79.9,11.6,167.04,257.925,43.7,60.7,169,109,56,417,0.12
2004,85,MINE04,85 MINE04,5/19/2004,2004140,27,26.8,27,2004113,F,23.4,34.3,14.8,12.8,77.1,10.9,139.52,236.67,42.8,57.9,175,122,70,390,0.13
2004,96,MINE04,96 MINE04,5/19/2004,2004140,27,26.6,27,2004113,F,22.7,35.9,13.7,13.3,75.5,13.2,175.56,242.325,39.6,56.5,175,113,73,363,0.13
2004,16,MNDY04,16 MNDY04,5/8/2004,2004129,28,27.1,27,2004102,M,25.5,39.8,13.5,13.4,82,14.3,191.62,267.655,42.2,62.1,185,127,72,460,0.12
2004,27,MNDY04,27 MNDY04,5/8/2004,2004129,28,26.8,27,2004102,F,24,38,13.3,13.1,77.9,14,183.4,250.8,39.9,59.3,178,118,73,400,0.12
2004,38,MNDY04,38 MNDY04,5/8/2004,2004129,28,26.5,27,2004102,F,22.8,35.1,13.7,12.9,75.3,12.3,158.67,233.415,40.2,60,170,114,67,420,0.12
2004,doa,MNDY04,doa MNDY04,5/8/2004,2004129,28,26.2,26,2004103,,22.8,36.9,13,12.9,76.8,14.1,181.89,238.9275,39.9,60.3,171,108,65,405,0.12
2004,AZ,NEEL04,AZ NEEL04,5/24/2004,2004145,27,26.9,27,2004118,F,20.7,32.8,11.7,12.9,72.2,12.1,156.09,201.72,39.4,54.2,180,125,70,366,0.13
2004,KP,ORHA04,KP ORHA04,5/26/2004,2004147,29,28,28,2004119,F,24.6,36.6,13,14.3,80.3,12,171.6,249.795,43.7,61.6,193,133,89,452,0.12
2004,42,ROWA04,42 ROWA04,5/20/2004,2004141,24,25.1,25,2004116,F,23.2,34.1,13.5,12.5,74.2,10.9,136.25,221.65,40.1,58.5,152,92,44,358,0.12
2004,53,ROWA04,53 ROWA04,5/20/2004,2004141,24,25.6,26,2004115,F,23.3,34.1,13.4,13.6,74.5,10.8,146.88,230.175,40.4,59.4,159,101,53,357,0.12
2004,64,ROWA04,64 ROWA04,5/20/2004,2004141,24,25.5,26,2004115,F,22.4,32.3,13.3,13,73.5,9.9,128.7,212.3725,41.2,60.1,152,95,53,342,0.12
2004,75,ROWA04,75 ROWA04,5/20/2004,2004141,24,24.7,25,2004116,F,21.2,33,12.6,12.5,72.4,11.8,147.5,207.075,39.4,57.2,137,80,35,317,0.12
2004,LO,SEPG04,LO SEPG04,5/28/2004,2004149,24,25.4,25,2004124,F,21.5,33.4,12.5,12.6,73.2,11.9,149.94,209.585,39.8,57.3,154,100,47,360,0.12
2004,MN,SEPG04,MN SEPG04,5/28/2004,2004149,24,25.6,26,2004123,F,21.2,35.2,12.6,12.3,73.6,14,172.2,219.12,38.4,53.9,160,102,50,348,0.13
2004,CX,SLIM04,CX SLIM04,5/25/2004,2004146,26,26.2,26,2004120,M,24,36.5,14.5,13.6,77.3,12.5,170,256.4125,40.8,58.8,168,111,61,415,0.13
2004,DW,SLIM04,DW SLIM04,5/25/2004,2004146,26,25.6,26,2004120,F,23.4,34.3,13.2,12.4,74,10.9,135.16,219.52,39.7,54.4,155,99,54,320,0.13
2004,FU,SLIM04,FU SLIM04,5/25/2004,2004146,26,26,26,2004120,M,23.2,36.5,13.7,13.3,74.6,13.3,176.89,246.375,38.1,55.5,164,110,57,387,0.13
2004,HS,SLIM04,HS SLIM04,5/25/2004,2004146,26,26.5,27,2004119,M,23.8,35.8,13.4,13.2,76.9,12,158.4,238.07,41.1,60.8,171,116,66,442,0.13
2004,IR,SWEG04,IR SWEG04,5/26/2004,2004147,27,27.1,27,2004120,M,24.5,38.5,13.9,13.1,80.8,14,183.4,259.875,42.3,57,181,130,70,405,0.13
2004,JQ,SWEG04,JQ SWEG04,5/26/2004,2004147,27,26.1,26,2004121,F,22.8,34.8,12.9,12.1,76.2,12,145.2,217.5,41.4,57.7,170,111,60,452,0.13
2004,17,TRUP04,17 TRUP04,5/12/2004,2004133,29,28,28,2004105,F,24.6,37.7,11.2,13.4,77.5,13.1,175.54,231.855,39.8,56,195,134,87,386,0.13
2004,28,TRUP04,28 TRUP04,5/12/2004,2004133,29,27.6,28,2004105,F,23.6,36.9,11.4,13.8,77.6,13.3,183.54,232.47,40.7,56,186,132,81,351,0.13
2004,94,TRUP04,94 TRUP04,5/12/2004,2004133,29,27.9,28,2004105,M,25.6,37.3,12.5,14.5,94,11.7,169.65,251.775,56.7,59.1,196,131,88,417,0.13
2004,62,WARC04,62 WARC04,5/16/2004,2004137,26,26.2,26,2004111,F,25.1,36.9,12.8,13.5,78.9,11.8,159.3,242.6175,42,54.9,169,113,62,400,0.13
2004,73,WARC04,73 WARC04,5/16/2004,2004137,26,26.2,26,2004111,M,23,36,14,15.1,77.6,13,196.3,261.9,41.6,53.1,168,111,62,423,0.14
2004,84,WARC04,84 WARC04,5/16/2004,2004137,26,26.3,26,2004111,M,25,36.3,12.4,13.3,78.5,11.3,150.29,233.2275,42.2,56.7,176,113,63,440,0.13
2004,95,WARC04,95 WARC04,5/16/2004,2004137,26,25.9,26,2004111,F,24.2,33.1,13,13.8,76.6,8.9,122.82,221.77,43.5,52.3,159,108,55,350,0.13
2004,NM,WARO04,NM WARO04,5/31/2004,2004152,29,27.7,28,2004124,F,23.4,35.1,13.1,12.5,76.8,11.7,146.25,224.64,41.7,57.2,186,136,79,330,0.12
2004,QJ,WARO04,QJ WARO04,5/31/2004,2004152,29,27.7,28,2004124,F,25,37.3,13.2,12.9,77.8,12.3,158.67,243.3825,40.5,59.1,190,132,82,329,0.12
2004,TG,WARO04,TG WARO04,5/31/2004,2004152,29,28,28,2004124,F,24.3,34.9,13.5,12.4,78,10.6,131.44,225.9775,43.1,58.4,195,139,83,337,0.12
2004,UF,WARO04,UF WARO04,5/31/2004,2004152,29,27.5,28,2004124,F,23.2,34.7,11.9,13.2,75.2,11.5,151.8,217.7425,40.5,56.8,189,132,79,307,0.12
2004,WD,WARO04,WD WARO04,5/31/2004,2004152,29,26.8,27,2004125,F,23.4,34.1,12.2,13,74.7,10.7,139.1,214.83,40.6,57.3,171,124,68,302,0.12
2004,BX,WKAY04,BX WKAY04,6/1/2004,2004153,27,26.7,27,2004126,F,21.8,35.1,12.6,11.5,73.2,13.3,152.95,211.4775,38.1,54.4,172,122,68,308,0.12
2004,CW,WKAY04,CW WKAY04,6/1/2004,2004153,27,26.9,27,2004126,F,22.4,34.2,12.4,11.6,76.2,11.8,136.88,205.2,42,56.6,174,121,73,311,0.12
2004,DV,WKAY04,DV WKAY04,6/1/2004,2004153,27,26.4,26,2004127,F,22.1,34.7,14.8,12.6,74.8,12.6,158.76,237.695,40.1,53.8,168,118,62,306,0.13
2005,GP,96IR05,GP 96IR05,5/16/2005,2005136,24,25.6,26,2005110,F,22.1,34.6,11.9,12.7,74.2,12.5,158.75,212.79,39.6,57.2,158,100,55,385,0.13
2005,NG,BRBI05,NG BRBI05,5/22/2005,2005142,25,25.8,26,2005116,,22.8,35.4,12.7,12.4,77.9,12.6,156.24,222.135,42.5,59.6,166,106,56,396,0.12
2005,BT,CCLI05,BT CCLI05,5/18/2005,2005138,30,27.4,27,2005111,M,21.2,34.4,11.7,12.8,75.1,13.2,168.96,210.7,40.7,56,192,134,75,360,0.13
2005,CS,CCLI05,CS CCLI05,5/18/2005,2005138,30,26.4,26,2005112,F,22.4,31.5,10.9,12,73.1,9.1,109.2,180.3375,41.6,56.3,178,120,61,330,0.12
2005,L-,CCLI05,L- CCLI05,5/18/2005,2005138,30,27.6,28,2005110,M,24.1,37.2,12.3,13.4,82.1,13.1,175.54,239.01,44.9,60.4,198,133,79,NA,0
2005,EQ,DBAR05,EQ DBAR05,5/19/2005,2005139,23,24.8,25,2005114,M,21.7,34.8,13.3,12.6,74.4,13.1,165.06,225.33,39.6,56.6,144,87,33,327,0.12
2005,DP,EDBL05,DP EDBL05,5/24/2005,2005144,30,27.9,28,2005116,M,28.3,39,13,13.8,82.9,10.7,147.66,261.3,43.9,61.5,206,138,82,456,0.13
2005,EO,EDBL05,EO EDBL05,5/24/2005,2005144,30,27.7,28,2005116,M,25.8,39.6,12.5,12.9,83.8,13.8,178.02,251.46,44.2,61.6,200,126,87,460,0.13
2005,NF,EFER05,NF EFER05,5/25/2005,2005145,26,26.2,26,2005119,F,23.5,35.2,11.9,12.8,75.6,11.7,149.76,217.36,40.4,60.1,177,110,63,390,0.12
2005,OE,EFER05,OE EFER05,5/25/2005,2005145,26,26.2,26,2005119,,24.4,35.8,13.6,12.6,78.9,11.4,143.64,234.49,43.1,62.4,182,113,59,438,0.12
2005,RB,EFER05,RB EFER05,5/25/2005,2005145,26,25.1,25,2005120,M,22.3,33.9,13.5,11.9,77.2,11.6,138.04,215.265,43.3,60.8,152,90,45,378,0.12
2005,AT,EHCR05,AT EHCR05,5/21/2005,2005141,25,25.7,26,2005115,M,22.6,36.4,12.95,12.8,80.3,13.8,176.64,234.325,43.9,64.2,167,107,50,415,0.12
2005,BS,EHCR05,BS EHCR05,5/21/2005,2005141,25,25.5,26,2005115,M,21.2,35,11.6,12.2,77.7,13.8,168.36,208.25,42.7,62.6,159,99,50,372,0.11
2005,CR,EHCR05,CR EHCR05,5/21/2005,2005141,25,25.4,25,2005116,F,21.4,33.8,12.4,12.1,74.5,12.4,150.04,207.025,40.7,59.7,156,98,46,343,0.12
2005,UZ,EQUI05,UZ EQUI05,5/23/2005,2005143,26,26.5,27,2005116,F,22.3,35.1,13.2,14.2,75.6,12.8,181.76,240.435,40.5,57.7,176,119,64,408,0.13
2005,VY,EQUI05,VY EQUI05,5/23/2005,2005143,26,26.9,27,2005116,M,22.4,34.3,13.4,13.2,80.1,11.9,157.08,228.095,45.8,59.6,179,124,69,412,0.12
2005,DS,FOPA05,DS FOPA05,5/16/2005,2005136,24,25.4,25,2005111,F,19.8,32.7,11.6,12.1,72.8,12.9,156.09,193.7475,40.1,57.9,153,96,49,351,0.12
2005,ER,FOPA05,ER FOPA05,5/16/2005,2005136,24,25.3,25,2005111,F,20.3,31.8,11.4,11.5,72.1,11.5,132.25,182.055,40.3,58.8,149,92,50,350,0.12
2005,FQ,FOPA05,FQ FOPA05,5/16/2005,2005136,24,25.6,26,2005110,M,20.4,33.5,12.8,12.7,74.8,13.1,166.37,213.5625,41.3,61.3,163,103,51,375,0.12
2005,OI,FOWA05,OI FOWA05,5/16/2005,2005136,27,26.3,26,2005110,M,24.2,39.8,13.5,12.8,80.2,15.6,199.68,261.685,40.4,61.5,179,118,60,400,0.12
2005,QG,FOWA05,QG FOWA05,5/16/2005,2005136,27,26.6,27,2005109,F,22.7,35.2,12.1,12,77.5,12.5,150,212.08,42.3,58.8,172,118,68,380,0.12
2005,RF,FOWA05,RF FOWA05,5/16/2005,2005136,27,26,26,2005110,F,23.2,34.1,12.7,12.1,75.1,10.9,131.89,211.42,41,58.2,164,106,60,347,0.12
2005,SE,FOWA05,SE FOWA05,5/16/2005,2005136,27,27,27,2005109,M,22.8,36.7,14,14,79.5,13.9,194.6,256.9,42.8,61.6,183,126,72,422,0.12
2005,XZ,FOWA05,XZ FOWA05,5/16/2005,2005136,27,25.1,25,2005111,M,20.8,33.8,12.5,11.6,74.4,13,150.8,203.645,40.6,60.1,148,92,42,356,0.12
2005,AV,HAPA05,AV HAPA05,5/16/2005,2005136,26,26.5,27,2005109,F,21.8,34.4,12.3,13.4,75.1,12.6,168.84,221.02,40.7,61.5,178,118,65,370,0.12
2005,ZX,HAPA05,ZX HAPA05,5/16/2005,2005136,26,26.6,27,2005109,M,23.3,36.7,12.8,13.3,79.1,13.4,178.22,239.4675,42.4,58.9,176,117,68,480,0.13
2005,ES,HAWA05,ES HAWA05,5/13/2005,2005133,24,25.2,25,2005108,F,21.2,31.8,11.3,12,72.6,10.6,127.2,185.235,40.8,58.1,159,94,43,296,0.11
2005,FR,HAWA05,FR HAWA05,5/13/2005,2005133,24,25.7,26,2005107,M,22.1,34,13.6,12.63,75,11.9,150.297,222.955,41,59.8,170,103,53,368,0.12
2005,IO,HAWA05,IO HAWA05,5/13/2005,2005133,24,25.1,25,2005108,M,22.2,31.4,12.2,12.7,75.9,9.2,116.84,195.465,44.5,58.2,152,91,45,300,0.12
2005,JN,HAWA05,JN HAWA05,5/13/2005,2005133,24,24.6,25,2005108,F,18.9,29.6,12.5,11.8,69.4,10.7,126.26,179.82,39.8,56.2,139,80,33,230,0.11
2005,NE,HNES05,NE HNES05,6/15/2005,2005166,25,25.1,25,2005141,,23.5,30.7,12.4,13.5,76.1,7.2,97.2,198.7825,45.4,57.4,153,91,45,365,0.12
2005,OD,HNES05,OD HNES05,6/15/2005,2005166,26,25.8,26,2005140,,25.4,39.6,13.6,12.7,82,14.2,180.34,260.37,42.4,59,162,108,52,389,0.12
2005,PC,HNES05,PC HNES05,6/15/2005,2005166,26,25.6,26,2005140,,25,32.6,13.2,13.3,79.6,7.6,101.08,215.975,47,61.6,166,101,53,392,0.12
2005,QB,HNES05,QB HNES05,6/15/2005,2005166,24,24.5,25,2005141,,21.5,29.4,13.2,12.5,73.3,7.9,98.75,188.895,43.9,57.5,120,82,20,275,0.11
2005,BR,HOMC05,BR HOMC05,5/24/2005,2005144,30,25.1,25,2005119,F,22.6,35.8,13.4,12.2,75.5,13.2,161.04,229.12,39.7,56.1,155,98,35,320,0.12
2005,CQ,HOMC05,CQ HOMC05,5/24/2005,2005144,30,26.9,27,2005117,F,23.8,37.5,13.4,13,80,13.7,178.1,247.5,42.5,59.8,183,124,70,387,0.12
2005,doa,HOMC05,doa HOMC05,5/24/2005,2005144,30,25.5,26,2005118,,25.3,36.2,12.1,11.7,77.1,10.9,127.53,215.39,40.9,58.5,151,102,46,322,0.12
2005,HL,HORC05,HL HORC05,5/24/2005,2005144,28,25.5,26,2005118,F,20.8,32.4,11.8,11,72.6,11.6,127.6,184.68,40.2,56.3,157,102,49,330,0.12
2005,IK,HORC05,IK HORC05,5/24/2005,2005144,28,27.2,27,2005117,M,22.9,35.8,12.8,13.3,78,12.9,171.57,233.595,42.2,59,188,130,72,393,0.12
2005,BU,IEQR05,BU IEQR05,5/17/2005,2005137,24,24.9,25,2005112,F,21,33.5,12.1,11.5,72.7,12.5,143.75,197.65,39.2,58.5,143,90,35,305,0.12
2005,LK,IEQR05,LK IEQR05,5/17/2005,2005137,24,25.6,26,2005111,F,22.2,34.6,13,11.8,74.9,12.4,146.32,214.52,40.3,59.2,163,100,53,350,0.12
2005,NI,IEQR05,NI IEQR05,5/17/2005,2005137,24,25.2,25,2005112,F,21.6,33.3,12.4,12.4,74.3,11.7,145.08,206.46,41,60,152,94,42,295,0.11
2005,QF,IEQR05,QF IEQR05,5/17/2005,2005137,24,25,25,2005112,F,21.4,34.5,14,12.4,74,13.1,162.44,227.7,39.5,58.8,149,91,38,312,0.12
2005,HK,IRIS05,HK IRIS05,6/7/2005,2005158,28,27.8,28,2005130,F,25.4,33.1,12.6,14.5,82,7.7,111.65,224.2525,48.9,59.3,202,132,86,398,0.12
2005,IJ,IRIS05,IJ IRIS05,6/7/2005,2005158,26,25.4,25,2005133,F,23.2,32.4,13.2,12.9,77.4,9.2,118.68,211.41,45,59,163,99,48,390,0.12
2005,KH,IRIS05,KH IRIS05,6/7/2005,2005158,28,27.7,28,2005130,F,27.4,40.4,13.5,14,83.9,13,182,277.75,43.5,59.9,192,135,80,425,0.13
2005,LG,IRIS05,LG IRIS05,6/7/2005,2005158,27,26.8,27,2005131,F,24.8,37.6,13.4,13.2,80.5,12.8,168.96,250.04,42.9,55.5,180,121,71,400,0.13
2005,JL,LRIS05,JL LRIS05,5/19/2005,2005139,28,27.4,27,2005112,F,22.3,34.2,10.8,11.6,77.2,11.9,138.04,191.52,43,59.9,186,126,81,360,0.12
2005,PF,MCUN05,PF MCUN05,5/20/2005,2005140,30,28,28,2005112,M,21.7,34.9,11.8,13,77.9,13.2,171.6,216.38,43,56,202,140,84,365,0.13
2005,SC,MCUN05,SC MCUN05,5/20/2005,2005140,30,28.4,28,2005112,F,21.6,34.1,11,12.4,75.1,12.5,155,199.485,41,55.3,200,144,88,320,0.12
2005,UA,MCUN05,UA MCUN05,5/20/2005,2005140,29,26.2,26,2005114,M,19.2,32.5,11.1,11.2,71.2,13.3,148.96,181.1875,38.7,50.3,168,118,56,285,0.13
2005,VZ,MCUN05,VZ MCUN05,5/20/2005,2005140,29,26.1,26,2005114,F,18,31.3,10.2,12.3,68.6,13.3,163.59,176.0625,37.3,50.4,168,114,57,285,0.13
2005,FR,NBUR05,FR NBUR05,5/20/2005,2005140,28,27,27,2005113,F,22.4,32.5,10.6,10.7,74.6,10.1,108.07,173.0625,42.1,52.6,175,122,74,328,0.13
2005,WY,NBUR05,WY NBUR05,5/20/2005,2005140,28,25.5,26,2005114,M,19.9,33.7,10.7,9.9,73.3,13.8,136.62,173.555,39.6,49.4,152,103,45,287,0.13
2005,XX,NBUR05,XX NBUR05,5/20/2005,2005140,28,26.7,27,2005113,M,22.6,34,11.4,11.1,77.4,11.4,126.54,191.25,43.4,54.2,181,125,65,351,0.13
2005,YW,NBUR05,YW NBUR05,5/20/2005,2005140,28,26.3,26,2005114,M,22.6,32.8,11.6,11.3,78.2,10.2,115.26,187.78,45.4,55.5,171,119,58,372,0.13
2005,ZV,NBUR05,ZV NBUR05,5/20/2005,2005140,28,27.1,27,2005113,M,22.4,31.9,11.6,11.4,75.8,9.5,108.3,183.425,43.9,55.2,182,129,70,320,0.12
2005,IL,NEEL05,IL NEEL05,5/22/2005,2005142,30,27.6,28,2005114,M,22.3,35.1,12,12.8,77.9,12.8,163.84,217.62,42.8,59.3,190,135,79,372,0.12
2005,KJ,NEEL05,KJ NEEL05,5/22/2005,2005142,30,27,27,2005115,M,24.6,37.1,12.7,13.3,79.6,12.5,166.25,241.15,42.5,55.2,183,130,68,365,0.13
2005,MH,NEEL05,MH NEEL05,5/22/2005,2005142,30,27.8,28,2005114,F,23.7,35.9,12.6,12.8,77.6,12.2,156.16,227.965,41.7,55.5,193,138,79,347,0.13
2005,EP,ORHA05,EP ORHA05,5/21/2005,2005141,26,26.2,26,2005115,F,22.8,34.2,12.6,12.7,77.7,11.4,144.78,216.315,43.5,58.6,167,110,62,377,0.12
2005,FO,PECI05,FO PECI05,5/21/2005,2005141,25,25.1,25,2005116,F,22.2,35,12.6,13.8,75.6,12.8,176.64,231,40.6,60.7,148,90,46,397,0.12
2005,GN,PECI05,GN PECI05,5/21/2005,2005141,25,25.5,26,2005115,F,21.5,33.5,12.1,13.2,74.2,12,158.4,211.8875,40.7,58.8,148,97,52,429,0.13
2005,HM,PECI05,HM PECI05,5/21/2005,2005141,25,25.7,26,2005115,F,21,33.8,13,12.7,74.3,12.8,162.56,217.165,40.5,59.2,162,104,53,392,0.12
2005,MG,PGLN05,MG PGLN05,5/25/2005,2005145,28,27.3,27,2005118,F,22.3,32.4,12.3,12.3,76.3,10.1,124.23,199.26,43.9,56.5,182,129.5,75,350,0.12
2005,DQ,ROGO05,DQ ROGO05,5/21/2005,2005141,27,27,27,2005114,F,22,34.7,12.6,12.9,75.2,12.7,163.83,221.2125,40.5,55.3,170,119,76,362,0.13
2005,OF,SEPG05,OF SEPG05,5/22/2005,2005142,26,26.8,27,2005115,M,24.8,38.2,12.2,12.3,79.5,13.4,164.82,233.975,41.3,61.2,189,116,74,415,0.12
2005,PE,SEPG05,PE SEPG05,5/22/2005,2005142,26,26.3,26,2005116,M,21.6,35,12.3,12.4,76,13.4,166.16,216.125,41,58.8,179,121,54,347,0.12
2005,RC,SMUR05,RC SMUR05,5/23/2005,2005143,30,27.3,27,2005116,M,25.3,37.1,12.8,13.8,82.3,11.8,162.84,246.715,45.2,59.9,183,129,75,410,0.12
2005,TA,SMUR05,TA SMUR05,5/23/2005,2005143,30,27.8,28,2005115,F,24.4,37.4,12.5,13.4,79.8,13,174.2,242.165,42.4,56.8,193,139,80,368,0.13
2005,KM,STAD05,KM STAD05,5/16/2005,2005136,27,25.4,25,2005111,M,22.3,34.3,12.8,12.6,74.5,12,151.2,217.805,40.2,54.8,158,98,48,355,0.13
2005,MK,STAD05,MK STAD05,5/16/2005,2005136,27,25.3,25,2005111,M,21.3,34.4,11.9,12,71.7,13.1,157.2,205.54,37.3,53.5,160,100,41,287,0.12
2005,NJ,STAD05,NJ STAD05,5/16/2005,2005136,27,27,27,2005109,M,23.8,37.6,12.7,13.6,78.1,13.8,187.68,247.22,40.5,58.5,188,125,72,394,0.13
2005,CT,SWEG05,CT SWEG05,5/17/2005,2005137,28,27.8,28,2005109,F,23.1,36.7,14.9,13.1,78.9,13.6,178.16,256.9,42.2,59.4,190,134,83,412,0.13
2005,IN,SWEG05,IN SWEG05,5/17/2005,2005137,28,26.8,27,2005110,F,21.5,33.9,13.3,12.7,75.5,12.4,157.48,220.35,41.6,59.7,182,122,69,362,0.12
2005,KL,SWEG05,KL SWEG05,5/17/2005,2005137,28,27.5,28,2005109,M,23.5,36.1,13,12.6,77.4,12.6,158.76,231.04,41.3,57.3,187,130,79,365,0.12
2005,UC,SWEG05,UC SWEG05,5/17/2005,2005137,28,27.5,28,2005109,F,24.2,37.7,13.4,13.8,79.5,13.5,186.3,256.36,41.8,57.3,192,126,83,414,0.13
2005,AW,TRUP05,AW TRUP05,5/13/2005,2005133,25,25,25,2005108,M,21.5,33,11.6,11,75.1,11.5,126.5,186.45,42.1,58.5,142,91,36,260,0.11
2005,BD,TRUP05,BD TRUP05,5/13/2005,2005133,25,26.6,27,2005106,M,22.7,30.2,12.3,12.3,76.9,7.5,92.25,185.73,46.7,58.7,178,126,60,350,0.12
2005,CU,TRUP05,CU TRUP05,5/13/2005,2005133,25,26.3,26,2005107,M,23,35,11.5,12.5,75.4,12,150,210,40.4,57.1,170,114,63,337,0.12
