Year,Name,NestName,ID,MeasurementDate,MeasurementDateJulYear,FieldAge,CalcAge,CalcAgeInteger,HatchDateJulYear,Sex,BNT,TEC,BW,BD,Head,UB,UBS,TBS,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition
1995,RP,HOME95,RP HOME95,5/24/1995,1995144,25,26.4,26,1995118,,25,36.4,13.9,13.2,79.1,11.4,150.48,246.61,42.7,61.7,180,117,63,435,0.12
1995,SO,HOME95,SO HOME95,5/24/1995,1995144,25,25.2,25,1995119,,21.7,32.3,13.1,12.2,74.7,10.6,129.32,204.2975,42.4,58.6,152,94,44,384,0.12
1995,CF,JSUP95,CF JSUP95,5/17/1995,1995137,29,27,27,1995110,,22.2,34.4,12.6,12.8,77.7,12.2,156.16,218.44,43.3,61.1,190,123,74,352,0.12
1995,DE,JSUP95,DE JSUP95,5/17/1995,1995137,29,26.5,27,1995110,,21.8,34.1,12.7,12.7,76.1,12.3,156.21,216.535,42,60.2,177,118,64,341,0.12
1995,VN,KNOL95,VN KNOL95,5/16/1995,1995136,30,27.7,28,1995108,M,23.8,35.5,12.8,13,78.8,11.7,152.1,228.975,43.3,62.1,188,129,85,355,0.11
1995,WM,KNOL95,WM KNOL95,5/16/1995,1995136,30,26.8,27,1995109,M,23.7,37.4,12.7,13.7,78,13.7,187.69,246.84,40.6,62.9,181,123,69,360,0.11
1995,XL,KNOL95,XL KNOL95,5/16/1995,1995136,30,27.8,28,1995108,M,24.2,37.4,13.2,13.5,79.9,13.2,178.2,249.645,42.5,62.1,191,130,86,398,0.12
1995,YK,KNOL95,YK KNOL95,5/16/1995,1995136,30,27.5,28,1995108,,23,35.3,13.6,12.8,76.8,12.3,157.44,232.98,41.5,61.2,187,126,83,365,0.12
1995,AI,KRUD95,AI KRUD95,5/8/1995,1995128,26,26.1,26,1995102,,23.8,34.4,14.2,13,79.5,10.6,137.8,233.92,45.1,62.3,172,115,54,432,0.12
1995,BH,KRUD95,BH KRUD95,5/8/1995,1995128,26,25.8,26,1995102,,22.7,35.7,14.3,13.6,77.8,13,176.8,249.0075,42.1,62.4,167,105,54,410,0.12
1995,CG,KRUD95,CG KRUD95,5/8/1995,1995128,26,26.1,26,1995102,,23.8,36.2,13.5,12.7,78.8,12.4,157.48,237.11,42.6,62.7,170,111,58,435,0.12
1995,DF,KRUD95,DF KRUD95,5/8/1995,1995128,26,25.6,26,1995102,,22.5,34.1,12.2,13,76.4,11.6,150.8,214.83,42.3,59.7,164,103,52,395,0.12
1995,EE,KRUD95,EE KRUD95,5/8/1995,1995128,26,24.6,25,1995103,,22.8,37.4,13.6,13.6,80.7,14.6,198.56,254.32,43.3,63,141,82,25,415,0.12
1995,AH,LIBE95,AH LIBE95,5/16/1995,1995136,27,25.3,25,1995111,,20,33.2,12.5,11.8,74.4,13.2,155.76,201.69,41.2,58.8,156,98,43,345,0.12
1995,BG,LIBE95,BG LIBE95,5/16/1995,1995136,27,24.8,25,1995111,,18.8,27.4,11.5,10.9,70.1,8.6,93.74,153.44,42.7,53.7,143,86,32,302,0.12
1995,ZJ,LIBE95,ZJ LIBE95,5/16/1995,1995136,28,26.2,26,1995110,,20.4,31.2,12.5,11.6,70.7,10.8,125.28,187.98,39.5,54.3,160,119,54,260,0.12
1995,FA,MUDD95,FA MUDD95,6/1/1995,1995152,27,27.9,28,1995124,,27.8,40.1,13.3,14.3,84.6,12.3,175.89,276.69,44.5,61.8,207,140,80,425,0.12
1995,GZ,MUDD95,GZ MUDD95,6/1/1995,1995152,27,27.5,28,1995124,,26.8,39.6,14.1,14.6,80.3,12.8,186.88,284.13,40.7,59,191,132,78,350,0.12
1995,HY,MUDD95,HY MUDD95,6/1/1995,1995152,27,27.6,28,1995124,,25.7,35.3,13.6,12.8,79.7,9.6,122.88,232.98,44.4,59,192,135,79,370,0.12
1995,IX,MUDD95,IX MUDD95,6/1/1995,1995152,27,26.7,27,1995125,F,25,37.2,12.9,14.1,79.7,12.2,172.02,251.1,42.5,61.1,182,124,66,390,0.12
1995,ED,NDYC95,ED NDYC95,5/17/1995,1995137,29,27.3,27,1995110,,24.1,37.5,14.3,12.8,80,13.4,171.52,254.0625,42.5,60.5,186,128,77,405,0.12
1995,FC,NDYC95,FC NDYC95,5/17/1995,1995137,29,27.8,28,1995109,,25.3,36.6,13,13.3,81.3,11.3,150.29,240.645,44.7,61.1,196,137,81,430,0.12
1995,GB,NDYC95,GB NDYC95,5/17/1995,1995137,29,27.4,27,1995110,,23.9,35,14.5,13.9,79.7,11.1,154.29,248.5,44.7,62.1,192,135,73,458,0.12
1995,HA,NDYC95,HA NDYC95,5/17/1995,1995137,28,27.3,27,1995110,,22.7,34.5,13.4,13.2,76.9,11.8,155.76,229.425,42.4,60.7,193,128,76,390,0.12
1995,JX,NEEL95,JX NEEL95,5/23/1995,1995143,26,27.2,27,1995116,,24,37.4,13.1,11.9,79.2,13.4,159.46,233.75,41.8,59.6,184,124,78,392,0.12
1995,NT,PINW95,NT PINW95,5/23/1995,1995143,26,26,26,1995117,,21.6,33.2,12.1,12.8,73,11.6,148.48,206.67,39.8,54.1,150,89,47,312,0.13
1995,LV,ROGO95,LV ROGO95,5/23/1995,1995143,26,25.4,25,1995118,M,21.9,33.5,13.4,12.1,75.6,11.6,140.36,213.5625,42.1,61.3,154,108,35,336,0.11
1995,MU,ROGO95,MU ROGO95,5/23/1995,1995143,26,25.1,25,1995118,,19.2,31.1,13.5,11,71.6,11.9,130.9,190.4875,40.5,60.3,152,91,42,330,0.11
1995,CD,SAHA95,CD SAHA95,5/30/1995,1995150,28,28.2,28,1995122,,24,38,11.5,12.8,81,14,179.2,230.85,43,61.3,202,138,89,422,0.12
1995,DC,SAHA95,DC SAHA95,5/30/1995,1995150,28,26.6,27,1995123,,23.7,36.7,12.2,13.1,79.2,13,170.3,232.1275,42.5,61.8,184,120,65,470,0.13
1995,EB,SAHA95,EB SAHA95,5/30/1995,1995150,28,28.2,28,1995122,,23.8,37.7,11.8,12.9,81.6,13.9,179.31,232.7975,43.9,60.7,193,143,85,423,0.12
1995,AG,WAHA95,AG WAHA95,5/22/1995,1995142,25,25.2,25,1995117,M,21.4,32.1,12.8,12.9,74.1,10.7,138.03,206.2425,42,59.2,145,94,44,405,0.12
1995,BF,WAHA95,BF WAHA95,5/22/1995,1995142,25,25.2,25,1995117,M,22.8,34.4,14,14.3,77.4,11.6,165.88,243.38,43,62.3,152,97,42,425,0.12
1995,CE,WAHA95,CE WAHA95,5/22/1995,1995142,25,25.1,25,1995117,F,20.9,31.6,13.5,12.6,74.7,10.7,134.82,206.19,43.1,59.8,149,92,43,395,0.12
1995,ZI,WAHA95,ZI WAHA95,5/22/1995,1995142,25,25,25,1995117,,22.3,34.4,14.2,12.2,75.4,12.1,147.62,227.04,41,60,151,87,41,417,0.12
1995,VM,WEGO95,VM WEGO95,5/22/1995,1995142,28,27.1,27,1995115,,25.3,39.2,12.9,13.9,81.6,13.9,193.21,262.64,42.4,62.6,189,126,75,427,0.12
1995,WL,WEGO95,WL WEGO95,5/22/1995,1995142,28,27.2,27,1995115,M,24.4,37.7,13.5,14.2,81.3,13.3,188.86,261.0725,43.6,63.8,186,124,77,435,0.12
1995,XK,WEGO95,XK WEGO95,5/22/1995,1995142,28,26.6,27,1995115,,23.6,36.1,13.1,13.2,79.8,12.5,165,237.3575,43.7,61.8,183,122,64,380,0.12
1995,YJ,WEGO95,YJ WEGO95,5/22/1995,1995142,28,26.4,26,1995116,,23.5,34.5,12.6,12.7,78.2,11,139.7,218.2125,43.7,59.6,170,114,66,372,0.12
1995,MV,WILG95,MV WILG95,5/18/1995,1995138,25,26,26,1995112,,22,33.5,13.4,13.2,77.2,11.5,151.8,222.775,43.7,63.9,163,106,60,410,0.12
1995,NU,WILG95,NU WILG95,5/18/1995,1995138,25,25.3,25,1995113,,22.5,34,14.5,13.9,77.6,11.5,159.85,241.4,43.6,62.9,159,99,44,443,0.12
1995,OT,WILG95,OT WILG95,5/18/1995,1995138,25,25.9,26,1995112,,22.5,34.3,13.6,13.3,77.9,11.8,156.94,230.6675,43.6,61.6,162,106,57,455,0.12
1995,FB,WILO95,FB WILO95,5/23/1995,1995143,26,25.6,26,1995117,,22.2,33.9,13.8,13.2,73.5,11.7,154.44,228.825,39.6,57.5,161,105,47,360,0.12
1995,GA,WILO95,GA WILO95,5/23/1995,1995143,26,26.3,26,1995117,,21,33.8,14.1,13.3,77.7,12.8,170.24,231.53,43.9,61.1,173,116,60,427,0.12
1995,HZ,WILO95,HZ WILO95,5/23/1995,1995143,26,26.7,27,1995116,,22.4,31.9,12.4,12.5,73.9,9.5,118.75,198.5775,42,55.1,175,118,69,355,0.13
1995,IY,WILO95,IY WILO95,5/23/1995,1995143,26,25.5,26,1995117,,19.7,30.8,12.6,12.1,68.7,11.1,134.31,190.19,37.9,52,155,100,48,320,0.13
1995,NV,WINK95,NV WINK95,5/9/1995,1995129,24,25,25,1995104,,21.4,31.7,11.6,11.3,71.3,10.3,116.39,181.4825,39.6,59.2,140,87,42,347,0.12
1995,OU,WINK95,OU WINK95,5/9/1995,1995129,24,25.5,26,1995103,,21.9,35.9,13.4,12.9,76.3,14,180.6,236.0425,40.4,62.6,161,101,48,420,0.12
1995,PT,WINK95,PT WINK95,5/9/1995,1995129,24,24.8,25,1995104,,20.7,32.7,12.4,12.8,71.5,12,153.6,206.01,38.8,60.4,137,83,36,372,0.12
1995,QS,WINK95,QS WINK95,5/9/1995,1995129,24,24.6,25,1995104,,22,33.6,14.1,12.8,74.7,11.6,148.48,225.96,41.1,62.4,138,79,33,407,0.12
1995,OS,WSAP95,OS WSAP95,5/24/1995,1995144,26,25.1,25,1995119,,19.3,30.3,11.8,11.4,68.9,11,125.4,175.74,38.6,52,144,94,39,277,0.13
1995,PR,WSAP95,PR WSAP95,5/24/1995,1995144,26,24.8,25,1995119,,18.6,30.1,11.4,11,68.5,11.5,126.5,168.56,38.4,49.2,133,86,32,222,0.12
1995,QQ,WSAP95,QQ WSAP95,5/24/1995,1995144,26,24.8,25,1995119,,19.4,32,11.6,11.6,70.8,12.6,146.16,185.6,38.8,54,138,85,35,277,0.12
1995,TO,YATE95,TO YATE95,5/19/1995,1995139,24,25.4,25,1995114,,20.9,31.8,13.9,12.1,71.9,10.9,131.89,206.7,40.1,55.1,149,101,46,332,0.13
1995,UN,YATE95,UN YATE95,5/19/1995,1995139,24,24.8,25,1995114,,20.1,28.6,12.3,12.2,69,8.5,103.7,175.175,40.4,51.7,139,85,36,280,0.13
1996,UJ,BEEB96,UJ BEEB96,5/23/1996,1996144,27,26.6,27,1996117,,22.8,35.7,13.4,13.1,78.3,12.9,168.99,236.5125,42.6,59,180,119,66,387,0.12
1996,LT,BROT96,LT BROT96,5/15/1996,1996136,25,25.2,25,1996111,,21.2,33.4,13.9,12.1,72.2,12.2,147.62,217.1,38.8,60.1,145,92,45,383,0.12
1996,MS,BROT96,MS BROT96,5/15/1996,1996136,25,25.8,26,1996110,,22,34.8,13.2,12.2,76.1,12.8,156.16,220.98,41.3,60.5,165,104,57,435,0.13
1996,NR,BROT96,NR BROT96,5/15/1996,1996136,25,25.9,26,1996110,,23,35.6,13.7,12.7,78.1,12.6,160.02,234.96,42.5,62.2,169,108,55,400,0.12
1996,XH,CEME96,XH CEME96,5/17/1996,1996138,24,24.8,25,1996113,,21.6,31.9,13.5,10.9,73.8,10.3,112.27,194.59,41.9,57,145,88,32,322,0.12
1996,EY,DUKR96,EY DUKR96,5/31/1996,1996152,26,26.5,27,1996125,,24.1,38.4,13.8,13.4,79.6,14.3,191.62,261.12,41.2,60.9,181,117,65,410,0.12
1996,FX,DUKR96,FX DUKR96,5/31/1996,1996152,26,26.6,27,1996125,,22.8,34.3,13.6,12.7,75.9,11.5,146.05,225.5225,41.6,59.9,176,118,67,390,0.12
1996,GW,DUKR96,GW DUKR96,5/31/1996,1996152,26,25.8,26,1996126,,22.7,37,13.1,13.2,75.4,14.3,188.76,243.275,38.4,61.9,162,104,55,390,0.12
1996,HV,DUKR96,HV DUKR96,5/31/1996,1996152,26,26,26,1996126,,22.2,34.8,12.8,12.1,74.9,12.6,152.46,216.63,40.1,58.7,165,107,60,382,0.12
1996,MQ,ECRI96,MQ ECRI96,6/4/1996,1996156,25,25.9,26,1996130,,21.6,35.6,12.6,13.6,74.7,14,190.4,233.18,39.1,57.1,162,107,57,317,0.12
1996,NP,ECRI96,NP ECRI96,6/4/1996,1996156,25,25.7,26,1996130,,21,35.2,12.1,13.6,74.4,14.2,193.12,226.16,39.2,57,160,105,53,333,0.12
1996,OO,ECRI96,OO ECRI96,6/4/1996,1996156,24,25,25,1996131,,20.2,32.9,12,12,71.3,12.7,152.4,197.4,38.4,56.2,142,91,38,300,0.12
1996,PN,ECRI96,PN ECRI96,6/4/1996,1996156,24,25.1,25,1996131,,20.2,33.1,12.3,11.8,69.4,12.9,152.22,199.4275,36.3,52.4,142,94,39,275,0.12
1996,KT,FAEL96,KT FAEL96,5/21/1996,1996142,29,27.7,28,1996114,,24.8,37.7,12.9,14,,12.9,180.6,253.5325,,51.7,196,141,76,307,0.13
1996,LS,FAEL96,LS FAEL96,5/21/1996,1996142,28,26.1,26,1996116,,21.5,29.2,10.9,12.5,74.2,7.7,96.25,170.82,45,50.2,172,125,43,255,0.13
1996,MR,FAEL96,MR FAEL96,5/21/1996,1996142,28,25.8,26,1996116,,20.3,34,11.6,11.4,71.7,13.7,156.18,195.5,37.7,52.4,166,112,49,235,0.12
1996,UK,FALL96,UK FALL96,5/16/1996,1996137,25,25.7,26,1996111,,21,32.3,12.9,12.7,73.5,11.3,143.51,206.72,41.2,55.1,159,106,50,360,0.13
1996,VJ,FALL96,VJ FALL96,5/16/1996,1996137,25,25.5,26,1996111,,19.8,32.1,12.6,11.8,71.9,12.3,145.14,195.81,39.8,56.5,159,102,46,365,0.13
1996,WI,FALL96,WI FALL96,5/16/1996,1996137,25,25.2,25,1996112,,18.4,30.1,12.2,12.4,69.6,11.7,145.08,185.115,39.5,52.6,149,97,42,290,0.13
1996,NQ,FOHO96,NQ FOHO96,5/22/1996,1996143,24,24.6,25,1996118,,21.9,35.9,13,13.5,75,14,189,237.8375,39.1,60.8,140,81,32,342,0.12
1996,OP,FOHO96,OP FOHO96,5/22/1996,1996143,25,25.8,26,1996117,,22.5,35.3,13.1,13.4,75.4,12.8,171.52,233.8625,40.1,60.1,165,107,54,342,0.12
1996,QN,FOHO96,QN FOHO96,5/22/1996,1996143,25,26,26,1996117,,22.7,36.7,12.1,13.2,75.3,14,184.8,232.1275,38.6,60.6,169,109,58,377,0.12
1996,RM,FOHO96,RM FOHO96,5/22/1996,1996143,25,26,26,1996117,,23.2,36.1,12.2,13.1,75.3,12.9,168.99,228.3325,39.2,62.4,174,112,56,385,0.12
1996,TK,HABL96,TK HABL96,5/22/1996,1996143,25,25.5,26,1996117,M,23,34.8,12.4,12.8,76,11.8,151.04,219.24,41.2,61.1,154,95,53,395,0.12
1996,FY,HART96,FY HART96,5/20/1996,1996141,25,26,26,1996115,M,23.4,37,12.7,14.4,78.8,13.6,195.84,250.675,41.8,59.6,172,112,55,405,0.12
1996,GX,HART96,GX HART96,5/20/1996,1996141,24,25.3,25,1996116,M,22.1,35.7,13,13,76.3,13.6,176.8,232.05,40.6,60.5,152,100,39,375,0.12
1996,HW,HART96,HW HART96,5/20/1996,1996141,25,26.2,26,1996115,,24.5,36.5,12.8,13.8,80.7,12,165.6,242.725,44.2,63.7,173,117,55,410,0.12
1996,IV,HART96,IV HART96,5/20/1996,1996141,25,26,26,1996115,,22.4,36.6,12,12.8,74.8,14.2,181.76,226.92,38.2,59.1,166,110,57,362,0.12
1996,JU,HART96,JU HART96,5/20/1996,1996141,24,24.8,25,1996116,,20.7,32.3,12.4,12.9,71,11.6,149.64,204.2975,38.7,57.4,139,87,35,325,0.12
1996,VI,HASH96,VI HASH96,5/23/1996,1996144,25,25.5,26,1996118,,21.9,36.4,13.9,13.5,76.2,14.5,195.75,249.34,39.8,61.4,162,98,50,440,0.12
1996,WH,HASH96,WH HASH96,5/23/1996,1996144,25,25.8,26,1996118,,23.7,37.8,13.7,13.8,80.2,14.1,194.58,259.875,42.4,62.5,169,104,56,427,0.12
1996,XG,HASH96,XG HASH96,5/23/1996,1996144,25,25.4,25,1996119,,22.6,35.4,14.3,13.7,76.1,12.8,175.36,247.8,40.7,62.6,159,93,52,447,0.12
1996,AD,ITTC96,AD ITTC96,5/17/1996,1996138,25,24.8,25,1996113,,21.5,33.4,12.5,12.6,74.8,11.9,149.94,209.585,41.4,58.4,142,82,37,374,0.12
1996,BC,ITTC96,BC ITTC96,5/17/1996,1996138,25,24.4,24,1996114,,20.3,31.1,11.4,12.3,71.6,10.8,132.84,184.2675,40.5,53.8,129,71,27,337,0.13
1996,CB,ITTC96,CB ITTC96,5/17/1996,1996138,25,24.8,25,1996113,,22.5,33.6,12.6,12.9,75.6,11.1,143.19,214.2,42,57.5,141,87,34,400,0.13
1996,CA,MNDY96,CA MNDY96,5/24/1996,1996145,23,25,25,1996120,,21.6,35.4,12,12.3,75,13.8,169.74,215.055,39.6,59.4,151,90,41,417,0.13
1996,DZ,MNDY96,DZ MNDY96,5/24/1996,1996145,23,24.6,25,1996120,,22.1,36.1,13.2,13.8,74.9,14,193.2,243.675,38.8,57.6,144,81,32,402,0.13
1996,EA,PACO96,EA PACO96,5/13/1996,1996134,29,27.1,27,1996107,,21.4,33.3,11.6,11.8,75,11.9,140.42,194.805,41.7,60,185,123,77,368,0.12
1996,FZ,PACO96,FZ PACO96,5/13/1996,1996134,29,26.1,26,1996108,,21.7,33,11.8,12.7,74.9,11.3,143.51,202.125,41.9,59.7,173,113,56,353,0.12
1996,GY,PACO96,GY PACO96,5/13/1996,1996134,29,25.9,26,1996108,M,21.6,32.5,12.9,12,73.1,10.9,130.8,202.3125,40.6,58.6,164,107,58,303,0.11
1996,HX,PACO96,HX PACO96,5/13/1996,1996134,29,26.9,27,1996107,,22.6,34.2,12,13.4,76.9,11.6,155.44,217.17,42.7,60.5,188,124,71,385,0.12
1996,JT,POND96,JT POND96,5/31/1996,1996152,25,26.2,26,1996126,,20.7,34.4,12.9,13,72.8,13.7,178.1,222.74,38.4,58.4,173,113,59,400,0.13
1996,KS,POND96,KS POND96,5/31/1996,1996152,25,26.2,26,1996126,,22.1,35.2,14.1,13.6,76.8,13.1,178.16,243.76,41.6,60.4,174,113,61,425,0.12
1996,LR,POND96,LR POND96,5/31/1996,1996152,24,24.7,25,1996127,,19.3,31.6,13.3,12,73,12.3,147.6,199.87,41.4,58.6,142,83,32,345,0.12
1996,QM,ROGO96,QM ROGO96,6/4/1996,1996156,25,25.1,25,1996131,,20.4,33.3,13.4,12.2,73.5,12.9,157.38,213.12,40.2,62.1,151,92,40,320,0.11
1996,IW,STAD96,IW STAD96,5/15/1996,1996136,25,26.4,26,1996110,,24.2,37,13.9,13.7,76.9,12.8,175.36,255.3,39.9,58.4,172,118,62,408,0.13
1996,JV,STAD96,JV STAD96,5/15/1996,1996136,24,26.4,26,1996110,,21.4,32.1,12.4,12.7,75,10.7,135.89,201.4275,42.9,58.5,171,118,62,353,0.12
1996,KU,STAD96,KU STAD96,5/15/1996,1996136,25,26.4,26,1996110,M,22.1,34,12.8,13.9,76.5,11.9,165.41,226.95,42.5,57.6,170,119,62,417,0.13
1996,AC,TORG96,AC TORG96,5/23/1996,1996144,28,27,27,1996117,M,24.5,37.5,13.3,12.9,80.8,13,167.7,245.625,43.3,61.5,188,128,70,410,0.12
1996,BB,TORG96,BB TORG96,5/23/1996,1996144,28,26.7,27,1996117,,24,37.2,13.1,13.6,79.3,13.2,179.52,248.31,42.1,59.6,181,122,68,380,0.12
1996,YF,TORG96,YF TORG96,5/23/1996,1996144,27,25.9,26,1996118,,23.6,37.7,13.3,13.8,77,14.1,194.58,255.4175,39.3,60.7,174,113,51,372,0.12
1996,ZE,TORG96,ZE TORG96,5/23/1996,1996144,28,26.8,27,1996117,,22.4,35.8,12.2,12.9,76.7,13.4,172.86,224.645,40.9,59.4,181,120,70,365,0.12
1996,RL,WCEM96,RL WCEM96,6/10/1996,1996162,29,27.6,28,1996134,,22.1,35.1,12.2,11.8,76.8,13,153.4,210.6,41.7,55.5,201,141,72,305,0.12
1996,SK,WCEM96,SK WCEM96,6/10/1996,1996162,28,25.6,26,1996136,,19.6,31.1,11.6,11.1,71.3,11.5,127.65,176.4925,40.2,51.4,166,111,41,232,0.12
1996,O3,WHI296,O3 WHI296,6/26/1996,1996178,25,25.2,25,1996153,,21.7,34.6,13.2,12.6,75.1,12.9,162.54,223.17,40.5,59.3,151,96,43,360,0.12
1996,WG,WHI296,WG WHI296,6/26/1996,1996178,25,25.5,26,1996152,,20.5,32.7,12.3,13.2,74.1,12.2,161.04,208.4625,41.4,59.9,162,100,51,380,0.12
1996,XF,WHI296,XF WHI296,6/26/1996,1996178,25,25.2,25,1996153,,21.1,34.1,12.9,13.5,73.2,13,175.5,225.06,39.1,58.8,154,94,45,400,0.13
1996,AE,WINK96,AE WINK96,5/13/1996,1996134,26,25.9,26,1996108,M,22.9,35.2,12.3,11.7,75.4,12.3,143.91,211.2,40.2,62.2,171,109,56,395,0.12
1996,BD,WINK96,BD WINK96,5/13/1996,1996134,26,25.9,26,1996108,,21.9,33.3,12.6,13.6,76.4,11.4,155.04,218.115,43.1,62.5,169,111,53,445,0.12
1996,CC,WINK96,CC WINK96,5/13/1996,1996134,26,25.2,25,1996109,,21.8,34.1,13.1,13.5,75.8,12.3,166.05,226.765,41.7,60.6,155,94,46,418,0.12
1996,DB,WINK96,DB WINK96,5/13/1996,1996134,25,24.5,25,1996109,,19.8,30.2,12.4,11.9,71.5,10.4,123.76,183.465,41.3,57.2,135,75,30,333,0.12
1997,ON,CEME97,ON CEME97,5/20/1997,1997140,26,25.5,26,1997114,,22,33.7,11.8,12.7,73.1,11.7,148.59,206.4125,39.4,52.2,157,105,42,333,0.13
1997,PM,CEME97,PM CEME97,5/20/1997,1997140,26,25.3,25,1997115,,21.6,33.7,12.2,12.4,71.9,12.1,150.04,207.255,38.2,53.6,156,97,45,312,0.13
1997,QL,CEME97,QL CEME97,5/20/1997,1997140,26,25.6,26,1997114,,22.4,34.7,12.4,12.9,75.6,12.3,158.67,219.4775,40.9,51.8,155,104,51,333,0.13
1997,UE,CLOV97,UE CLOV97,5/21/1997,1997141,25,26.1,26,1997115,,21.5,34.4,12.7,11.8,73.7,12.9,152.22,210.7,39.3,56.3,165,111,60,345,0.12
1997,VD,CLOV97,VD CLOV97,5/21/1997,1997141,25,25,25,1997116,,20.8,34.4,13.5,11.5,74.7,13.6,156.4,215,40.3,58.6,151,93,37,323,0.12
1997,YD,CLOV97,YD CLOV97,5/21/1997,1997141,25,26,26,1997115,,22.3,34.7,13.1,12.8,76.7,12.4,158.72,224.6825,42,57.2,169,110,58,390,0.13
1997,ZC,CLOV97,ZC CLOV97,5/21/1997,1997141,25,25.8,26,1997115,,21.5,35.8,12.1,11.9,75.4,14.3,170.17,214.8,39.6,57.2,165,109,51,360,0.12
1997,VZ,CUPL97,VZ CUPL97,6/4/1997,1997155,27,25.2,25,1997130,,21.2,34.7,13.2,12.4,74.3,13.5,167.4,222.08,39.6,57.8,145,93,47,395,0.13
1997,WY,CUPL97,WY CUPL97,6/4/1997,1997155,27,26.1,26,1997129,,22.3,36.6,13.5,13,77.3,14.3,185.9,242.475,40.7,60.4,167,111,58,410,0.12
1997,XX,CUPL97,XX CUPL97,6/4/1997,1997155,27,26.9,27,1997128,,24.2,36,14,13,79,11.8,153.4,243,43,60.1,176,121,74,420,0.12
1997,NH,ECRI97,NH ECRI97,6/3/1997,1997154,30,25.4,25,1997129,,19.5,31.8,11,11.5,69.4,12.3,141.45,178.875,37.6,51.3,148,98,47,215,0.12
1997,XB,ECRI97,XB ECRI97,6/3/1997,1997154,30,27.3,27,1997127,,22.1,34.5,11.8,12.7,75.8,12.4,157.48,211.3125,41.3,56,186,132,74,320,0.12
1997,YA,ECRI97,YA ECRI97,6/3/1997,1997154,30,26.8,27,1997127,,22.2,35.1,12,12.5,76.1,12.9,161.25,214.9875,41,55.4,181,128,65,315,0.12
1997,ZZ,ECRI97,ZZ ECRI97,6/3/1997,1997154,30,26,26,1997128,,22.2,36.7,12.2,12.6,77,14.5,182.7,227.54,40.3,58.1,171,115,52,297,0.11
1997,WC,ELLI97,WC ELLI97,5/21/1997,1997141,28,28,28,1997113,,20,31.7,11.7,12.1,71.4,11.7,141.57,188.615,39.7,55.7,158,105,52,336,0.12
1997,YW,IROQ97,YW IROQ97,6/5/1997,1997156,30,28.8,29,1997127,,24.8,38.9,11.8,13.5,80.2,14.1,190.35,246.0425,41.3,59,206,145,95,380,0.12
1997,ZV,IROQ97,ZV IROQ97,6/5/1997,1997156,30,28.9,29,1997127,,26.6,41.5,13.2,14.3,83.9,14.9,213.07,285.3125,42.4,63.9,220,149,95,410,0.12
1997,KR,JSUP97,KR JSUP97,5/15/1997,1997135,25,25.1,25,1997110,M,21.4,34.1,12.4,13.3,75.3,12.7,168.91,219.0925,41.2,63.9,164,97,38,448,0.12
1997,LQ,JSUP97,LQ JSUP97,5/15/1997,1997135,25,25,25,1997110,,19.9,32.2,12.8,11.8,70.8,12.3,145.14,198.03,38.6,58.9,147,85,46,375,0.12
1997,MP,JSUP97,MP JSUP97,5/15/1997,1997135,25,25.6,26,1997109,F,22.3,35.6,13.1,13.3,78,13.3,176.89,234.96,42.4,60.4,159,100,54,390,0.12
1997,GV,MURI97,GV MURI97,5/14/1997,1997134,25,25.6,26,1997108,,19.7,32.4,12.3,12.1,75.2,12.7,153.67,197.64,42.8,58.8,161,99,53,410,0.13
1997,HU,MURI97,HU MURI97,5/14/1997,1997134,25,25.4,25,1997109,,21.3,35,13,12.3,77.3,13.7,168.51,221.375,42.3,62.1,158,96,49,423,0.12
1997,IT,MURI97,IT MURI97,5/14/1997,1997134,25,25.1,25,1997109,,21.4,34.5,13.7,13,77.4,13.1,170.3,230.2875,42.9,62.3,158,92,43,432,0.12
1997,JS,MURI97,JS MURI97,5/14/1997,1997134,25,24.7,25,1997109,,20.4,34,12.5,12.4,72.2,13.6,168.64,211.65,38.2,58.2,139,80,38,395,0.13
1997,SV,NMU297,SV NMU297,6/9/1997,1997160,25,25,25,1997135,,19.9,32.8,13.2,12.9,70.3,12.9,166.41,214.02,37.5,56.3,144,89,39,350,0.13
1997,XT,NMU297,XT NMU297,6/9/1997,1997160,25,25.7,26,1997134,M,22.3,35.4,13.1,13.3,74.3,13.1,174.23,233.64,38.9,58.8,160,107,51,405,0.13
1997,YS,NMU297,YS NMU297,6/9/1997,1997160,25,25.9,26,1997134,,22.1,36.2,12.8,12.5,74.2,14.1,176.25,228.965,38,56.2,158,105,58,363,0.13
1997,ZR,NMU297,ZR NMU297,6/9/1997,1997160,25,26,26,1997134,,23.2,39.9,13.6,13.6,76,16.7,227.12,271.32,36.1,59.9,167,109,59,385,0.12
1997,TI,SCEM97,TI SCEM97,5/20/1997,1997140,25,25.7,26,1997114,,21.4,32.7,12.8,11.8,74.4,11.3,133.34,201.105,41.7,57.7,162,108,50,330,0.12
1997,UH,SCEM97,UH SCEM97,5/20/1997,1997140,25,25.8,26,1997114,,22.3,32.8,12.8,12.5,73.2,10.5,131.25,207.46,40.4,58.7,160,106,54,370,0.12
1997,VG,SCEM97,VG SCEM97,5/20/1997,1997140,24,24.6,25,1997115,,19.4,30.6,12.5,12.1,72.8,11.2,135.52,188.19,42.2,56.5,136,80,31,330,0.12
