Obs,Year,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul1,HatchDateJul,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,,,
1384,2007,LX,NROC07,LX NROC07,0965-66168,05/14/2007,134,05/14/2007,2007134,134,24,25.3,25,04/20/2007,110,2007110,M,21,31.6,13,13.2,73,10.6,139.92,206.98,41.4,58.4,157,100,39,400,0.13 ,,,
1385,2007,QS,CLAR07,QS CLAR07,0965-66173,05/14/2007,134,05/14/2007,2007134,134,28,26.9,27,04/16/2007,106,2007106,F,23.4,34.4,10.5,12.2,77,11,134.2,195.22,42.6,59.2,168,123,72,405,0.12 ,,,
1386,2007,RR,CLAR07,RR CLAR07,0965-66174,05/14/2007,134,05/14/2007,2007134,134,28,26.8,27,04/16/2007,106,2007106,M,24.5,37.7,12.7,13.2,81.4,13.2,174.24,244.1075,43.7,63.5,183,119,73,425,0.12 ,,,
1387,2007,SQ,CLAR07,SQ CLAR07,0965-66175,05/14/2007,134,05/14/2007,2007134,134,28,27.0,27,04/16/2007,106,2007106,M,24.5,36.8,12.1,12.9,80.2,12.3,158.67,230,43.4,60.7,187,125,73,440,0.13 ,,,
1388,2007,TP,NEEL07,TP NEEL07,0965-66179,05/15/2007,135,05/15/2007,2007135,135,25,25.9,26,04/20/2007,110,2007110,F,22.4,35.5,10.6,12.4,76.4,13.1,162.44,204.125,40.9,59.3,148,110,54,360,0.12 ,,,
1389,2007,UO,NEEL07,UO NEEL07,0965-66180,05/15/2007,135,05/15/2007,2007135,135,25,25.4,25,04/20/2007,110,2007110,F,21.3,33.6,12.9,11.6,73.3,12.3,142.68,205.8,39.7,54.5,153,100,47,340,0.13 ,,,
1390,2007,VN,NEEL07,VN NEEL07,0965-66181,05/15/2007,135,05/15/2007,2007135,135,25,25.5,26,04/20/2007,110,2007110,F,20.6,33.1,12.4,12.8,71.4,12.5,160,208.53,38.3,54.8,162,99,52,340,0.13 ,,,
1391,2007,YK,NEEL07,YK NEEL07,0965-66182,05/15/2007,135,05/15/2007,2007135,135,25,25.7,26,04/20/2007,110,2007110,F,19.9,31.5,11.6,11.6,72.6,11.6,134.56,182.7,41.1,57.2,161,106,52,345,0.12 ,,,
1392,2007,ZJ,NEEL07,ZJ NEEL07,0965-66183,05/15/2007,135,05/15/2007,2007135,135,25,25.6,26,04/20/2007,110,2007110,F,21.7,32.7,13,12.5,71.8,11,137.5,208.4625,39.1,57.2,155,102,50,350,0.12 ,,,
1393,2007,AH,MNDY07,AH MNDY07,0965-66184,05/15/2007,135,05/15/2007,2007135,135,28,27.0,27,04/17/2007,107,2007107,F,22.6,34.9,11.7,12.1,77.7,12.3,148.83,207.655,42.8,56.2,177,123,75,390,0.13 ,,,
1394,2007,BG,MNDY07,BG MNDY07,0965-66185,05/15/2007,135,05/15/2007,2007135,135,28,25.8,26,04/17/2007,107,2007107,F,20.7,34,13.2,12.6,73.1,13.3,167.58,219.3,39.1,57.5,157,104,55,360,0.12 ,,,
1395,2007,CF,MNDY07,CF MNDY07,0965-66186,05/15/2007,135,05/15/2007,2007135,135,28,26.5,26,04/17/2007,107,2007107,F,21.6,35.8,12.1,12.8,74.1,14.2,181.76,222.855,38.3,57.5,176,112,69,420,0.13 ,,,
1396,2007,DE,MNDY07,DE MNDY07,0965-66187,05/15/2007,135,05/15/2007,2007135,135,28,26.7,27,04/17/2007,107,2007107,M,23.6,38.5,11,12.1,78.8,14.9,180.29,222.3375,40.3,57.1,175,117,71,445,0.13 ,,,
1397,2007,ED,MNDY07,ED MNDY07,0965-66188,05/15/2007,135,05/15/2007,2007135,135,27,25.0,25,04/18/2007,108,2007108,M,23.1,35,13.5,12.4,73.4,11.9,147.56,226.625,38.4,57.2,149,88,40,405,0.13 ,,,
1398,2007,DB,MNDY07,DB MNDY07,0965-66189,05/15/2007,135,05/15/2007,2007135,135,26,23.9,24,04/19/2007,109,2007109,M,18.6,32.5,14.6,12.2,67.7,13.9,169.58,217.75,35.2,54.3,103,51,11,270,0.12 ,,,
1399,2007,FC,CCLI07,FC CCLI07,0965-66190,05/15/2007,135,05/15/2007,2007135,135,25,25.6,26,04/20/2007,110,2007110,F,19.9,31.4,11.9,12,71.8,11.5,138,187.615,40.4,58.4,156,96,57,387,0.12 ,,,
1400,2007,GB,SEPG07,GB SEPG07,0965-66191,05/15/2007,135,05/15/2007,2007135,135,23,23.0,23,04/22/2007,112,2007112,M,21.3,34.7,12.7,12.8,76.1,13.4,171.52,221.2125,41.4,59.5,140,85,35,400,0.12 ,,,
1401,2007,HA,SEPG07,HA SEPG07,0965-66192,05/15/2007,135,05/15/2007,2007135,135,23,23.0,23,04/22/2007,112,2007112,F,20.7,29.6,10.9,11.4,71.5,8.9,101.46,165.02,41.9,57.7,137,80,43,358,0.12 ,,,
1402,2007,IZ,SEPG07,IZ SEPG07,0965-66193,05/15/2007,135,05/15/2007,2007135,135,23,23.0,23,04/22/2007,112,2007112,F,20.9,31.2,11.6,11.8,70.9,10.3,121.54,182.52,39.7,58.2,131,77,31,330,0.12 ,,,
1403,2007,JY,LRIS07,JY LRIS07,0965-66195,05/16/2007,136,05/16/2007,2007136,136,25,25.8,26,04/21/2007,111,2007111,F,22.5,34,12.6,12.8,76.9,11.5,147.2,215.9,42.9,59.8,172,104,55,375,0.12 ,,,
1404,2007,LX,LRIS07,LX LRIS07,0965-66196,05/16/2007,136,05/16/2007,2007136,136,25,25.2,25,04/21/2007,111,2007111,M,21.8,33.4,12,12.2,74.8,11.6,141.52,202.07,41.4,60.2,152,95,45,363,0.12 ,,,
1405,2007,MV,BIRC07,MV BIRC07,0965-66197,05/16/2007,136,05/16/2007,2007136,136,28,27.2,27,04/18/2007,108,2007108,F,24.1,35,11.2,12,76.2,10.9,130.8,203,41.2,56.2,180,123,78,376,0.13 ,,,
1406,2007,NU,BIRC07,NU BIRC07,0965-66198,05/16/2007,136,05/16/2007,2007136,136,28,26.5,26,04/18/2007,108,2007108,F,22.9,35,11.5,11.7,75,12.1,141.57,203,40,56.5,175,118,64,377,0.13 ,,,
1407,2007,OT,BIRC07,OT BIRC07,0965-66199,05/16/2007,136,05/16/2007,2007136,136,27,25.7,26,04/19/2007,109,2007109,F,21,31.8,18.4,12.2,71.4,10.8,131.76,243.27,39.6,56.3,159,103,53,330,0.12 ,,,
1408,2007,PS,BIRC07,PS BIRC07,0965-66200,05/16/2007,136,05/16/2007,2007136,136,28,27.0,27,04/18/2007,108,2007108,F,22.8,35.3,11.8,12.5,76.3,12.5,156.25,214.4475,41,57.6,175,125,73,395,0.13 ,,,
1409,2007,QR,KAYS07,QR KAYS07,0965-66201,05/17/2007,137,05/17/2007,2007137,137,27,26.2,26,04/20/2007,110,2007110,M,22.8,33.5,14.2,12.7,79.7,10.7,135.89,225.2875,46.2,61,174,113,61,397,0.12 ,,,
1410,2007,RQ,KAYS07,RQ KAYS07,0965-66202,05/17/2007,137,05/17/2007,2007137,137,27,26.4,26,04/20/2007,110,2007110,,24.5,39.1,12,13.3,78.1,14.6,194.18,247.3075,39,61,178,115,65,410,0.12 ,,,
1411,2007,SP,KAYS07,SP KAYS07,0965-66203,05/17/2007,137,05/17/2007,2007137,137,27,26.7,27,04/20/2007,110,2007110,F,22.3,35.9,13,13.3,74,13.6,180.88,236.0425,38.1,58.7,181,119,70,385,0.12 ,,,
1412,2007,TO,KAYS07,TO KAYS07,0965-66204,05/17/2007,137,05/17/2007,2007137,137,27,26.3,26,04/20/2007,110,2007110,F,22.9,35.9,13.4,12.3,77.6,13,159.9,230.6575,41.7,60,171,118,59,365,0.12 ,,,
1413,2007,UN,KAYS07,UN KAYS07,0965-66205,05/17/2007,137,05/17/2007,2007137,137,26,24.2,24,04/21/2007,111,2007111,F,18.2,31.1,13.1,11,68.7,12.9,141.9,187.3775,37.6,54.3,117,67,20,268,0.12 ,,,
1414,2007,doa1,BROT07,doa1 BROT07,,05/17/2007,137,05/17/2007,2007137,137,25,25.5,26,04/22/2007,112,2007112,M,23,36.4,11.3,12.2,78.2,13.4,163.48,213.85,41.8,59.4,162,102,49,420,0.13 ,,,
1415,2007,doa2,BROT07,doa2 BROT07,,05/17/2007,137,05/17/2007,2007137,137,25,25.0,25,04/22/2007,112,2007112,F,22.7,34.8,10.9,11.9,76.3,12.1,143.99,198.36,41.5,59.2,157,106,,,0.00 ,,,
1416,2007,VM,SLOP07,VM SLOP07,0965-66206,05/17/2007,137,05/17/2007,2007137,137,24,25.5,25,04/23/2007,113,2007113,M,22.3,33.7,11.7,12.8,74.4,11.4,145.92,206.4125,40.7,59.1,155,101,48,396,0.12 ,,,
1417,2007,WL,SLOP07,WL SLOP07,0965-66207,05/17/2007,137,05/17/2007,2007137,137,24,25.5,26,04/23/2007,113,2007113,F,22,31.6,10.6,12.4,73.7,9.6,119.04,181.7,42.1,56.1,153,100,50,328,0.12 ,,,
1418,2007,XK,SLOP07,XK SLOP07,0965-66208,05/17/2007,137,05/17/2007,2007137,137,24,24.9,25,04/23/2007,113,2007113,,21,33.1,11.9,12.5,75,12.1,151.25,201.91,41.9,57.5,146,90,35,372,0.13 ,,,
1419,2007,YJ,SLOP07,YJ SLOP07,0965-66209,05/17/2007,137,05/17/2007,2007137,137,24,24.8,25,04/23/2007,113,2007113,M,21.6,33.7,11.8,13.2,71.9,12.1,159.72,210.625,38.2,58.3,148,90,25,348,0.12 ,,,
1420,2007,ZI,SLOP07,ZI SLOP07,0965-66210,05/17/2007,137,05/17/2007,2007137,137,23,23.0,23,04/24/2007,114,2007114,M,19.6,31,11.2,11.9,68.8,11.4,135.66,179.025,37.8,52.8,119,65,18,260,0.12 ,,,
1421,2007,GA,WWCK07,GA WWCK07,0965-66215,05/18/2007,138,05/18/2007,2007138,138,25,25.4,25,04/23/2007,113,2007113,F,19.8,33.1,10,12.2,72.2,13.3,162.26,183.705,39.1,56.2,153,93,52,340,0.12 ,,,
1422,2007,HZ,WWCK07,HZ WWCK07,0965-66216,05/18/2007,138,05/18/2007,2007138,138,25,24.8,25,04/23/2007,113,2007113,F,18.6,31.1,10.8,12.9,68.5,12.5,161.25,184.2675,37.4,55.5,134,86,34,338,0.13 ,,,
1423,2007,IY,WWCK07,IY WWCK07,0965-66217,05/18/2007,138,05/18/2007,2007138,138,26,26.3,26,04/22/2007,112,2007112,F,22,33.9,11,13,77.1,11.9,154.7,203.4,43.2,57.4,166,110,66,382,0.13 ,,,
1424,2007,JX,WWCK07,JX WWCK07,0965-66218,05/18/2007,138,05/18/2007,2007138,138,26,26.1,26,04/22/2007,112,2007112,F,21.2,32.5,12.3,12.9,75.9,11.3,145.77,204.75,43.4,56.9,160,110,60,360,0.13 ,,,
1425,2007,KW,WWCK07,KW WWCK07,0965-66219,05/18/2007,138,05/18/2007,2007138,138,26,26.2,26,04/22/2007,112,2007112,F,21.4,33.6,12,13.5,76.5,12.2,164.7,214.2,42.9,58.2,166,110,63,400,0.13 ,,,
1426,2007,MU,WWCK07,MU WWCK07,0965-66220,05/18/2007,138,05/18/2007,2007138,138,26,26.6,27,04/22/2007,112,2007112,F,21.9,36.2,12.4,12.8,76.9,14.3,183.04,228.06,40.7,59.1,174,115,70,423,0.13 ,,,
1427,2007,doa1,NMUR07,doa1 NMUR07,,05/18/2007,138,05/18/2007,2007138,138,23,23.0,23,04/25/2007,115,2007115,,20.8,33.6,12.5,12.8,71.2,12.8,163.84,212.52,37.6,54.7,122,72,34,340,0.13 ,,,
1428,2007,doa2,NMUR07,doa2 NMUR07,,05/18/2007,138,05/18/2007,2007138,138,24,25.4,25,04/24/2007,114,2007114,,,,,,,0,0,0,,61.1,156,93.7,51,,.,,,
1429,2007,doa3,NMUR07,doa3 NMUR07,,05/18/2007,138,05/18/2007,2007138,138,23,23.0,23,04/25/2007,115,2007115,,19.6,32.7,11.7,13,70.5,13.1,170.3,201.9225,37.8,54.7,130,73,35,330,0.13 ,,,
1430,2007,doa4,NMUR07,doa4 NMUR07,,05/18/2007,138,05/18/2007,2007138,138,24,25.0,25,04/24/2007,114,2007114,,,,,,,0,0,0,,55.3,149,84,48,,.,,,
1431,2007,doa5,NMUR07,doa5 NMUR07,,05/18/2007,138,05/18/2007,2007138,138,23,23.0,23,04/25/2007,115,2007115,,,,,,,0,0,0,,,128,75,,,,,,
1432,2007,NT,DBAR07,NT DBAR07,0965-66221,05/19/2007,139,05/19/2007,2007139,139,28,27.6,28,04/21/2007,111,2007111,M,23.9,37.3,11.8,13.2,79.8,13.4,176.88,233.125,42.5,61.2,191,129,84,450,0.13 ,,,
1433,2007,OS,DBAR07,OS DBAR07,0965-66222,05/19/2007,139,05/19/2007,2007139,139,28,27.3,27,04/21/2007,111,2007111,F,23.9,35.8,12,13.1,79,11.9,155.89,224.645,43.2,57.2,188,129,75,411,0.13 ,,,
1434,2007,PR,DBAR07,PR DBAR07,0965-66223,05/19/2007,139,05/19/2007,2007139,139,27,25.6,26,04/22/2007,112,2007112,F,21.3,33.4,13.3,12.3,72.6,12.1,148.83,213.76,39.2,58.1,162,103,51,365,0.12 ,,,
1435,2007,QQ,CRIS07,QQ CRIS07,0965-66224,05/19/2007,139,05/19/2007,2007139,139,25,25.9,26,04/24/2007,114,2007114,,20.9,34.8,11.2,13.2,71.2,13.9,183.48,212.28,36.4,50.8,162,106,59,365,0.14 ,,,
1436,2007,RP,CRIS07,RP CRIS07,0965-66225,05/19/2007,139,05/19/2007,2007139,139,25,25.9,26,04/24/2007,114,2007114,M,21.8,35.1,12.7,12.6,73.9,13.3,167.58,222.0075,38.8,56.9,168,111,54,422,0.13 ,,,
1437,2007,SO,CRIS07,SO CRIS07,0965-66226,05/19/2007,139,05/19/2007,2007139,139,25,25.4,25,04/24/2007,114,2007114,F,20.6,34.8,11.5,12.3,69.7,14.2,174.66,207.06,34.9,55.1,151,97,49,350,0.13 ,,,
1438,2007,TN,CRIS07,TN CRIS07,0965-66227,05/19/2007,139,05/19/2007,2007139,139,25,25.9,26,04/24/2007,114,2007114,M,21.9,35.3,11.7,12.6,74,13.4,168.84,214.4475,38.7,56.6,163,110,54,392,0.13 ,,,
1439,2007,UM,SMUR07,UM SMUR07,0965-66228,05/19/2007,139,05/19/2007,2007139,139,24,25.3,25,04/25/2007,115,2007115,M,22.2,34.3,14,12.1,76.4,12.1,146.41,223.8075,42.1,59.6,154,93,51,413,0.12 ,,,
1440,2007,WK,TURF07,WK TURF07,0965-66177,05/20/2007,140,05/20/2007,2007140,140,25,25.3,25,04/25/2007,115,2007115,M,22.4,34,13.2,13.9,77,11.6,161.24,230.35,43,61.6,154,91,51,435,0.12 ,,,
1441,2007,XJ,TURF07,XJ TURF07,0965-66176,05/20/2007,140,05/20/2007,2007140,140,25,25.7,26,04/25/2007,115,2007115,M,23.5,34,13.2,12.6,77.4,10.5,132.3,219.3,43.4,60.9,160,106,49,394,0.12 ,,,
1442,2007,YI,TURF07,YI TURF07,0965-66178,05/20/2007,140,05/20/2007,2007140,140,25,24.5,24,04/25/2007,115,2007115,M,21.2,31.5,12.6,12.6,73.4,10.3,129.78,198.45,41.9,58.4,135,74,32,410,0.13 ,,,
1443,2007,ZH,BROT07,ZH BROT07,0965-66229,05/21/2007,141,05/21/2007,2007141,141,29,27.1,27,04/22/2007,112,2007112,M,23.2,34.7,11.5,13.4,77.6,11.5,154.1,216.0075,42.9,62.4,191,131,70,410,0.12 ,,,
1444,2007,AF,BROT07,AF BROT07,0965-66230,05/21/2007,141,05/21/2007,2007141,141,29,27.8,28,04/22/2007,112,2007112,M,23.4,36.2,11.3,14,80.9,12.8,179.2,228.965,44.7,61.7,200,136,83,419,0.12 ,,,
1445,2007,BE,BROT07,BE BROT07,0965-66231,05/21/2007,141,05/21/2007,2007141,141,27,25.0,25,04/24/2007,114,2007114,M,21.4,33.2,12.1,12.1,74.6,11.8,142.78,200.86,41.4,57.8,161,92,37,385,0.13 ,,,
1446,2007,CD,SWEG07,CD SWEG07,0965-66232,05/21/2007,141,05/21/2007,2007141,141,24,25.3,25,04/27/2007,117,2007117,F,21.5,33.8,13.4,13.3,73.8,12.3,163.59,225.615,40,56.5,152,94,50,380,0.13 ,,,
1447,2007,DC,SWEG07,DC SWEG07,0965-66233,05/21/2007,141,05/21/2007,2007141,141,23,23.0,23,04/28/2007,118,2007118,F,20.5,30.5,11.5,11.9,68.9,10,119,178.425,38.4,56.4,133,79,38,337,0.12 ,,,
1448,2007,EB,SWEG07,EB SWEG07,0965-66234,05/21/2007,141,05/21/2007,2007141,141,23,23.0,23,04/28/2007,118,2007118,F,20.5,31.7,12.2,11.7,69.6,11.2,131.04,189.4075,37.9,54,125,74,30,356,0.13 ,,,
1449,2007,FA,SWEG07,FA SWEG07,0965-66235,05/21/2007,141,05/21/2007,2007141,141,24,25.3,25,04/27/2007,117,2007117,F,21.3,32.2,12.6,11.8,73.2,10.9,128.62,196.42,41,55.7,150,94,49,333,0.12 ,,,
1450,2007,GZ,WWIL07,GZ WWIL07,0965-66236,05/26/2007,146,05/26/2007,2007146,146,29,26.9,27,04/27/2007,117,2007117,M,25.9,38.1,11.1,14,81.1,12.2,170.8,239.0775,43,63.7,181,123,72,413,0.12 ,,,
1451,2007,HY,WWIL07,HY WWIL07,0965-66237,05/26/2007,146,05/26/2007,2007146,146,29,27.8,28,04/27/2007,117,2007117,M,26.3,36.8,14.3,13.7,83.4,10.5,143.85,257.6,46.6,63.2,193,133,85,448,0.12 ,,,
1452,2007,JW,WWIL07,JW WWIL07,0965-66238,05/26/2007,146,05/26/2007,2007146,146,29,27.8,28,04/27/2007,117,2007117,M,25.9,39.3,12.4,14.2,84.1,13.4,190.28,261.345,44.8,67.3,199,136,82,460,0.11 ,,,
1453,2007,KV,WWIL07,KV WWIL07,0965-66239,05/26/2007,146,05/26/2007,2007146,146,29,27.0,27,04/27/2007,117,2007117,M,25.9,34.5,11.7,13.4,84.1,8.6,115.24,216.4875,49.6,62.8,189,123,73,420,0.12 ,,,
1454,2007,OR,YFER07,OR YFER07,0965-66244,05/26/2007,146,05/26/2007,2007146,146,23,23.0,23,05/03/2007,123,2007123,M,22.7,36.3,12.3,12.6,76.2,13.6,171.36,225.9675,39.9,59.3,149,91,43,387,0.12 ,,,
1455,2007,PQ,YFER07,PQ YFER07,0965-66245,05/26/2007,146,05/26/2007,2007146,146,23,23.0,23,05/03/2007,123,2007123,F,21.8,34.8,11.6,12.9,75.7,13,167.7,213.15,40.9,59.4,148,91,43,374,0.12 ,,,
1456,2007,QP,YFER07,QP YFER07,0965-66246,05/26/2007,146,05/26/2007,2007146,146,23,23.0,23,05/03/2007,123,2007123,M,21.6,34,12.3,13.2,74.2,12.4,163.68,216.75,40.2,58.3,136,82,49,330,0.12 ,,,
1457,2007,SN,ROTA07,SN ROTA07,0965-66248,06/07/2007,158,06/07/2007,2007158,158,28,26.2,26,05/10/2007,130,2007130,,21.3,33.9,10.6,12.1,73.1,12.6,152.46,192.3825,39.2,55,166,117,58,310,0.12 ,,,
1458,2007,TM,ROTA07,TM ROTA07,0965-66249,06/07/2007,158,06/07/2007,2007158,158,28,26.6,27,05/10/2007,130,2007130,,22.5,36.4,11.7,12.9,79,13.9,179.31,223.86,42.6,59.9,177,122,65,410,0.12 ,,,
1459,2007,UL,ROTA07,UL ROTA07,0965-66250,06/07/2007,158,06/07/2007,2007158,158,30,28.6,29,05/08/2007,128,2007128,,24.5,43,13.6,14.6,80.9,18.5,270.1,303.15,37.9,59.6,201,143,94,425,0.13 ,,,
1460,2008,YE,BART08,YE BART08,775-27249,05/27/2008,148,05/27/2008,2008148,148,24,25.3,25,05/03/2008,124,2008124,M,20.3,34.4,12.9,13.2,73.5,14.1,186.12,224.46,39.1,60.4,155,94,47,320,0.11 ,,,
1461,2008,AB,BART08,AB BART08,775-27251,05/27/2008,148,05/27/2008,2008148,148,24,25.2,25,05/03/2008,124,2008124,M,20.1,32.9,13,12.4,71,12.8,158.72,208.915,38.1,58,151,95,42,310,0.12 ,,,
1462,2008,ZD,BART08,ZD BART08,775-27250,05/27/2008,148,05/27/2008,2008148,148,24,25.6,26,05/03/2008,124,2008124,F,20.3,33.2,12.4,12.4,70.3,12.9,159.96,205.84,37.1,57.2,156,101,53,300,0.12 ,,,
1463,2008,BA,BART08,BA BART08,775-27252,05/27/2008,148,05/27/2008,2008148,148,24,24.3,24,05/03/2008,124,2008124,M,18.3,30.9,11.7,10.4,66.8,12.6,131.04,170.7225,35.9,55.7,127,72,25,225,0.11 ,,,
1464,2008,LS,BIRC08,LS BIRC08,0965-66290,05/17/2008,138,05/17/2008,2008138,138,25,24.3,24,04/22/2008,113,2008113,M,19.6,30.7,13.3,11.5,69.2,11.1,127.65,190.34,38.5,51,125,71,23,257,0.12 ,,,
1465,2008,XG,BIRN08,XG BIRN08,775-27223,05/21/2008,142,05/21/2008,2008142,142,26,26.3,26,04/25/2008,116,2008116,F,22.3,34.4,12.7,12.4,75.4,12.1,150.04,215.86,41,56.1,166,115,62,365,0.13 ,,,
1466,2008,VI,BIRN08,VI BIRN08,0965-66300,05/21/2008,142,05/21/2008,2008142,142,26,26.3,26,04/25/2008,116,2008116,M,20.4,32.1,13.2,12.1,75.1,11.7,141.57,203.0325,43,56,171,116,60,365,0.13 ,,,
1467,2008,WH,BIRN08,WH BIRN08,775-27222,05/21/2008,142,05/21/2008,2008142,142,26,26.1,26,04/25/2008,116,2008116,M,20.6,34,13.4,12.5,75.7,13.4,167.5,220.15,41.7,54.4,169,112,57,358,0.13 ,,,
1468,2008,YF,BIRN08,YF BIRN08,775-27224,05/21/2008,142,05/21/2008,2008142,142,26,25.7,26,04/25/2008,116,2008116,F,19.4,32.8,12.3,12.1,70.5,13.4,162.14,200.08,37.7,49.6,153,105,50,305,0.14 ,,,
1469,2008,YG,BROT08,YG BROT08,0965-66279,05/14/2008,135,05/14/2008,2008135,135,25,25.0,25,04/19/2008,110,2008110,F,20.5,31,13.1,13.1,72,10.5,137.55,203.05,41,60.7,139,85,43,382,0.12 ,,,
1470,2008,ZF,BROT08,ZF BROT08,0965-66280,05/14/2008,135,05/14/2008,2008135,135,25,25.6,26,04/19/2008,110,2008110,F,21,32.2,12.2,12.6,73.9,11.2,141.12,199.64,41.7,60,159,102,52,380,0.12 ,,,
1471,2008,ON,CISH08,ON CISH08,775-27262,06/02/2008,154,06/02/2008,2008154,154,27,26.7,27,05/06/2008,127,2008127,M,23.6,36.3,13.5,12.9,77.9,12.7,163.83,239.58,41.6,61.5,179,121,67,387,0.12 ,,,
1472,2008,NO,CISH08,NO CISH08,775-27261,06/02/2008,154,06/02/2008,2008154,154,28,27.6,28,05/05/2008,126,2008126,M,23.8,37.8,12.9,13.4,79.8,14,187.6,248.535,42,60,190,132,80,402,0.12 ,,,
1473,2008,HW,DBAR08,HW DBAR08,0965-66286,05/16/2008,137,05/16/2008,2008137,137,25,25.3,25,04/21/2008,112,2008112,M,22.9,34.6,14.9,13.3,77.8,11.7,155.61,243.93,43.2,63.3,155,94,50,442,0.12 ,,,
1474,2008,IV,DBAR08,IV DBAR08,0965-66287,05/16/2008,137,05/16/2008,2008137,137,24,24.6,25,04/22/2008,113,2008113,F,19.4,30.5,13.4,11.2,71.4,11.1,124.32,187.575,40.9,56,138,77,37,352,0.13 ,,,
1475,2008,TK,FOPA08,TK FOPA08,0965-66298,05/19/2008,140,05/19/2008,2008140,140,29,28.1,28,04/20/2008,111,2008111,M,22.1,34.8,13.5,12.6,78.7,12.7,160.02,227.07,43.9,61.7,200,139,87,399,0.12 ,,,
1476,2008,UJ,FOPA08,UJ FOPA08,0965-66299,05/19/2008,140,05/19/2008,2008140,140,29,27.4,27,04/20/2008,111,2008111,M,22.1,34.7,13.8,13.3,77.1,12.6,167.58,235.0925,42.4,58.5,188,131,77,375,0.12 ,,,
1477,2008,JV,GYMN08,JV GYMN08,,,126,05/05/2008,2008126,126,24,25.2,25,04/11/2008,102,2008102,F,19.9,30.1,13.8,14,70.8,10.2,142.8,209.195,40.7,56.8,142,91.8,46,430,0.13 ,,,
1478,2008,IW,GYMN08,IW GYMN08,,,126,05/05/2008,2008126,126,23,23.0,23,04/12/2008,103,2008103,M,19.3,31.2,13.2,13.7,69.5,11.9,163.03,209.82,38.3,55.7,123,68.4,29,335,0.12 ,,,
1479,2008,JV,GYMN08,JV GYMN08,0965-66265,05/06/2008,127,05/06/2008,2008127,127,25,25.9,26,04/11/2008,102,2008102,F,20.5,30.1,13,13.5,72.5,9.6,129.6,199.4125,42.4,59,160,105,58,430,0.13 ,,,
1480,2008,IW,GYMN08,IW GYMN08,0965-66264,05/06/2008,127,05/06/2008,2008127,127,24,24.7,25,04/12/2008,103,2008103,M,19.4,31.1,13,13.1,70.2,11.7,153.27,202.9275,39.1,55.5,134,80,35,333,0.12 ,,,
1481,2008,LT,HAPA08,LT HAPA08,0965-66266,05/10/2008,131,05/10/2008,2008131,131,23,23.0,23,04/17/2008,108,2008108,F,21,32.6,12.8,12.7,73.7,11.6,147.32,207.825,41.1,58.7,144,85,42,420,0.13 ,,,
1482,2008,MS,HAPA08,MS HAPA08,0965-66267,05/10/2008,131,05/10/2008,2008131,131,23,23.0,23,04/17/2008,108,2008108,F,19.3,30.1,12.8,12.8,69,10.8,138.24,192.64,38.9,55.3,121,68,29,367,0.13 ,,,
1483,2008,XH,MAWA08,XH MAWA08,0965-66278,05/12/2008,133,05/12/2008,2008133,133,23,23.0,23,04/19/2008,110,2008110,M,21.1,34.3,12.7,12.8,73.2,13.2,168.96,218.6625,38.9,60.7,136,78,35,418,0.12 ,,,
1484,2008,VJ,MAWA08,VJ MAWA08,0965-66277,05/12/2008,133,05/12/2008,2008133,133,23,23.0,23,04/19/2008,110,2008110,M,20.6,33.2,12.9,13.3,75.2,12.6,167.58,217.46,42,60.2,144,86,45,432,0.13 ,,,
1485,2008,CA,MCUN08,CA MCUN08,775-27227,05/23/2008,144,05/23/2008,2008144,144,26,26.0,26,04/27/2008,118,2008118,F,18.4,31.4,13,12.2,70.7,13,158.6,197.82,39.3,50.1,162,109,57,318,0.14 ,,,
1486,2008,DZ,MCUN08,DZ MCUN08,775-27228,05/23/2008,144,05/23/2008,2008144,144,26,25.9,26,04/27/2008,118,2008118,F,18.8,31.9,11.7,11.6,70.1,13.1,151.96,185.8175,38.2,48.6,157,106,59,305,0.14 ,,,
1487,2008,EY,MCUN08,EY MCUN08,775-27229,05/23/2008,144,05/23/2008,2008144,144,26,25.9,26,04/27/2008,118,2008118,M,19.4,31.4,12.7,11.2,72,12,134.4,187.615,40.6,45.9,162,107,56,320,0.15 ,,,
1488,2008,FX,MCUN08,FX MCUN08,775-27230,05/23/2008,144,05/23/2008,2008144,144,25,24.2,24,04/28/2008,119,2008119,M,15.6,22.3,11.2,9.2,61.8,6.7,61.64,113.73,39.5,45.5,120,67,23,205,0.13 ,,,
1489,2008,WG,MIMT08,WG MIMT08,775-27247,05/27/2008,148,05/27/2008,2008148,148,27,26.8,27,04/30/2008,121,2008121,M,23.2,37.8,13,12.8,80.5,14.6,186.88,243.81,42.7,62.3,185,124,68,385,0.12 ,,,
1490,2008,VH,MIMT08,VH MIMT08,775-27246,05/27/2008,148,05/27/2008,2008148,148,27,26.8,27,04/30/2008,121,2008121,F,21.9,34.8,13.5,12.4,75.6,12.9,159.96,225.33,40.8,58.8,180,118,72,380,0.12 ,,,
