,row,id,family,year,age,sex,tongY1,palY1,meanY1,tongM1,palM1,meanM1,sat1,hue1,tongY2,palY2,meanY2,tongM2,palM2,meanM2,sat2,hue2,bodTemp1,bodTemp2,diffBodTemp,ambTemp1,ambTemp2,ambFinal,broodSize,bandTime1,bandTime2,handleTime,bandOrder,time1,time2,obtainTime,date,julDate,mass,tailLength,tarsus,wingChord,sevenPrim,expSevenPrim,billNT,billWidth,billDepth,TEC,head,skull,timeOut1,timeOut2,obt1Max,obt1Min,obt1Max.1,obt1Min.1,t1MaxMinusHour,t1MinMinusHour,t1MeanMinusHour,t1MaxAtBand,t1MinAtBand,t1MeanAtBand,futureBreeder,broodSize.1,familyProducedBreeder,comments,residuals,tempDiff
55,93,72 CCLI04,CCLI04,2004,24,F,60,50,55,80,90,85,140,0.607,40,40,40,60,80,70,110,0.636,40.1,39.4,0.6,NA,NA,11.6,4,,,NA,NA,12:36:00,13:10:00,12:20:00,5/8/2004,129,373,40,58.6,143,89,34,19.6,12.6,12.6,32.3,70.1,37.8,16,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.61,2,4,2,,5.551815245,-0.9
56,94,83 CCLI04,CCLI04,2004,24,F,60,50,55,90,90,90,145,0.621,50,40,45,70,80,75,120,0.625,39.7,39.4,0.3,NA,NA,11.6,4,,,NA,NA,12:39:00,13:23:00,12:20:00,5/8/2004,129,325,20,52.9,129,64,23,16.7,11.3,12.3,29.3,64.7,35.4,19,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.61,2,4,2,,32.21562523,-1.3
57,156,CV ECR204,ECR205,2004,26,F,60,50,55,90,80,85,140,0.607,60,50,55,90,80,85,140,0.607,41.3,41.4,-0.1,NA,NA,20.2,1,,,NA,NA,9:15:00,9:35:00,9:02:00,6/14/2004,166,383,58,58.2,169,110,68,22.9,12.7,13,35.7,77.4,41.7,13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.22,2,1,2,,20.79138086,0.3
58,132,76 EPIN04,EPIN04,2004,27,F,70,40,55,70,70,70,125,0.56,60,50,55,80,80,80,135,0.593,41.7,41.8,-0.1,23.1,NA,23.1,3,,,NA,NA,12:49:00,13:21:00,12:26:00,5/23/2004,144,425,79,59.5,182,129,84,22.9,11.6,12.6,33.8,77,43.2,23,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22,2,3,2,,45.76279262,0.7
59,133,87 EPIN04,EPIN04,2004,27,F,70,70,70,70,80,75,145,0.517,60,60,60,70,70,70,130,0.538,42.2,40.9,1.2,22.9,NA,22.9,3,,,NA,NA,12:52:00,13:49:00,12:26:00,5/23/2004,144,412,57,57.2,171,112,71,21.5,10.2,11.8,33.4,74.6,41.2,26,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22,2,3,2,,62.89029489,1.2
60,134,98 EPIN04,EPIN04,2004,27,M,60,40,50,60,70,65,115,0.565,70,60,65,80,80,80,145,0.552,41.8,41.3,0.4,23.3,27.5,23.3,3,,,NA,NA,12:55:00,14:12:00,12:26:00,5/23/2004,144,417,51,59.3,166,118,64,23.1,13.2,12.8,34.4,77.8,43.4,29,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22,2,3,2,,34.09369272,0.8
61,98,39 FOWA04,FOWA04,2004,24,F,60,60,60,70,70,70,130,0.538,60,60,60,70,80,75,135,0.556,41.3,40.7,0.6,22.8,NA,22.8,3,,,NA,NA,17:23:00,18:13:00,17:07:00,5/14/2004,135,385,50,60.5,165,104,57,22.9,12,11.9,33.7,75.8,42.1,16,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,2,3,1,,-7.336121416,0.3
62,99,51 FOWA04,FOWA04,2004,24,M,50,50,50,60,80,70,120,0.583,60,60,60,80,90,85,145,0.586,40.6,39.9,0.7,22.8,NA,22.8,3,,,NA,NA,17:27:00,18:46:00,17:07:00,5/14/2004,135,367,42,59.8,151,89,54,23.6,12.7,12.6,35.6,78.2,42.6,20,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,2,3,1,,-22.23532238,-0.4
63,113,08 HAWA04,HAWA04,2004,23,M,60,50,55,80,80,80,135,0.593,60,40,50,80,99,89.5,139.5,0.642,40,38.9,1.1,23,19.9,23,5,,,NA,NA,13:52:00,14:13:00,13:38:00,5/19/2004,140,385,41,60.8,152,92,47,22.1,13.8,13.3,33.5,76.3,42.8,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,2,5,2,,-16.89335259,-1
64,114,19 HAWA04,HAWA04,2004,23,F,60,50,55,80,80,80,135,0.593,40,30,35,90,80,85,120,0.708,40.5,39.4,1.1,22.3,19.8,22.3,5,,,NA,NA,13:56:00,14:28:00,13:38:00,5/19/2004,140,380,45,59.2,150,91,46,20.6,12.8,12.9,30.2,73,42.8,18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,2,5,2,,4.692466826,-0.5
65,115,20 HAWA04,HAWA04,2004,23,F,60,70,65,90,90,90,155,0.581,50,40,45,80,80,80,125,0.64,41.6,39.1,2.5,21.2,19.6,21.2,5,,,NA,NA,13:59:00,14:36:00,13:38:00,5/19/2004,140,325,33,55.8,141,82,40,20.3,12.6,12.8,32.6,71.3,38.7,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,2,5,2,,-5.771225464,0.6
66,105,29 LOCO04,LOCO04,2004,23,F,60,60,60,90,90,90,150,0.6,70,70,70,90,90,90,160,0.563,42,40.9,1.1,28.3,28.7,28.3,4,,,NA,NA,16:15:00,16:46:00,16:07:00,5/17/2004,138,300,41,54.7,138,82,39,20.8,13.2,12,32.4,69.9,37.5,8,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94,2,4,2,,-16.36242003,1
67,106,30 LOCO04,LOCO04,2004,23,M,60,60,60,80,90,85,145,0.586,60,60,60,90,90,90,150,0.6,41.6,40.3,1.3,28.3,28.7,28.3,4,,,NA,NA,16:18:00,16:54:00,16:07:00,5/17/2004,138,347,42,57.3,140,82,30,20.4,12.9,12.8,33.4,72.3,38.9,11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94,2,4,2,,-10.59024686,0.6
68,107,41 LOCO04,LOCO04,2004,23,F,60,60,60,70,80,75,135,0.556,60,50,55,90,80,85,140,0.607,41.4,40.7,0.7,28.3,28.4,28.3,4,,,NA,NA,16:22:00,17:01:00,16:07:00,5/17/2004,138,330,43,53.5,141,84,35,19.9,11.8,12.3,30.9,71,40.1,15,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94,2,4,2,,29.35627681,0.4
69,108,52 LOCO04,LOCO04,2004,23,F,60,60,60,80,80,80,140,0.571,70,60,65,90,90,90,155,0.581,41,40.9,0.1,28.3,28.3,28.3,4,,,NA,NA,16:25:00,17:10:00,16:07:00,5/17/2004,138,305,32,55.6,125,73,30,19.4,12.6,11.7,30.8,68.2,37.4,18,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94,2,4,2,,-23.15144266,0
70,158,LN LRI204,LRI205,2004,26,F,40,40,40,60,80,70,110,0.636,50,50,50,70,70,70,120,0.583,41.8,40.7,1.1,23.1,NA,23.1,2,,,NA,NA,10:57:00,12:06:00,10:35:00,6/27/2004,179,267,42,54.1,167,111,78,19.8,11.7,12.5,30.9,70.2,39.3,22,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78,2,2,2,,-41.50307161,0.8
71,109,63 MINE04,MINE04,2004,27,F,50,50,50,70,70,70,120,0.583,50,40,45,70,60,65,110,0.591,40.6,40.6,0.1,21.1,24.9,21.1,4,,,NA,NA,11:03:00,11:42:00,10:47:00,5/19/2004,140,385,67,59.2,172,115,64,23,13,12.3,35.1,78.7,43.6,16,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,2,4,2,,9.692466826,-0.4
72,110,74 MINE04,MINE04,2004,27,M,70,40,55,70,50,60,115,0.522,60,50,55,60,60,60,115,0.522,39.7,38.1,1.6,19.2,22.5,19.2,4,,,NA,NA,11:10:00,11:59:00,10:47:00,5/19/2004,140,417,56,60.7,169,109,57,24.6,14.1,14.4,36.2,79.9,43.7,23,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,2,4,2,,16.37245043,-1.3
73,112,85 MINE04,MINE04,2004,27,F,60,40,50,60,60,60,110,0.545,60,50,55,60,70,65,120,0.542,39.4,40.3,-0.8,19.7,24.1,19.7,4,,,NA,NA,11:20:00,12:02:00,10:47:00,5/19/2004,140,390,70,57.9,175,122,70,23.4,14.8,12.8,34.3,77.1,42.8,33,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,2,4,2,,31.72105507,-1.6
74,111,96 MINE04,MINE04,2004,27,F,60,40,50,70,60,65,115,0.565,60,40,50,70,70,70,120,0.583,41,41.4,-0.4,19.3,26.6,19.3,4,,,NA,NA,11:15:00,12:17:00,10:47:00,5/19/2004,140,363,73,56.5,175,113,66,22.7,13.7,13.3,35.9,75.5,39.6,28,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,2,4,2,,23.05953471,0
75,118,42 ROWA04,ROWA04,2004,24,F,60,50,55,80,80,80,135,0.593,70,50,60,80,70,75,135,0.556,40.6,40.6,0.1,21.7,25.1,21.7,4,,,NA,NA,10:07:00,10:30:00,9:48:00,5/20/2004,141,358,44,58.5,152,92,43,23.2,13.5,12.5,34.1,74.2,40.1,19,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,2,4,1,,-8.138293351,-0.4
76,137,42 ROWA04,ROWA04,2004,24,F,60,50,55,70,70,70,125,0.56,NA,NA,NA,NA,NA,NA,NA,NA,41.8,NA,NA,27.7,NA,27.7,4,,,NA,NA,13:19:00,,13:13:00,5/24/2004,145,358,44,58.5,152,92,43,23.2,13.5,12.5,34.1,74.2,40.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,2,4,1,re-measure,-8.138293351,0.8
77,119,53 ROWA04,ROWA04,2004,24,F,60,50,55,70,70,70,125,0.56,60,50,55,60,70,65,120,0.542,41.3,40,1.3,21.7,21.9,21.7,4,,,NA,NA,10:10:00,10:42:00,9:48:00,5/20/2004,141,357,53,59.4,159,101,38,23.3,13.4,13.6,34.1,74.5,40.4,22,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,1,4,1,,-20.92731598,0.3
78,138,53 ROWA04,ROWA04,2004,24,F,50,30,40,60,50,55,95,0.579,NA,NA,NA,NA,NA,NA,NA,NA,42.6,NA,NA,28.4,NA,28.4,4,,,NA,NA,13:25:00,,13:13:00,5/24/2004,145,357,53,59.4,159,101,38,23.3,13.4,13.6,34.1,74.5,40.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,1,4,1,re-measure,-20.92731598,1.6
79,120,64 ROWA04,ROWA04,2004,24,F,70,40,55,80,70,75,130,0.577,70,50,60,60,70,65,125,0.52,41.4,39.1,2.3,21.7,20.7,21.7,4,,,NA,NA,10:14:00,10:55:00,9:48:00,5/20/2004,141,342,53,60.1,152,95,45,22.4,13.3,13,32.3,73.5,41.2,26,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,2,4,1,,-45.0965558,0.4
80,139,64 ROWA04,ROWA04,2004,24,F,60,40,50,60,60,60,110,0.545,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,28.3,NA,28.3,4,,,NA,NA,13:28:00,,13:13:00,5/24/2004,145,342,53,60.1,152,95,45,22.4,13.3,13,32.3,73.5,41.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,2,4,1,re-measure,-45.0965558,1.2
81,121,75 ROWA04,ROWA04,2004,24,F,60,40,50,70,70,70,120,0.583,70,40,55,70,70,70,125,0.56,41.2,39.2,2.1,21.7,21.9,21.7,4,,,NA,NA,10:19:00,11:05:00,9:48:00,5/20/2004,141,317,35,57.2,137,80,33,21.2,12.6,12.5,33,72.4,39.4,31,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,2,4,1,,-32.10970511,0.2
82,140,75 ROWA04,ROWA04,2004,24,F,50,50,50,50,60,55,105,0.524,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,28.3,NA,28.3,4,,,NA,NA,13:30:00,,13:13:00,5/24/2004,145,317,35,57.2,137,80,33,21.2,12.6,12.5,33,72.4,39.4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,2,4,1,re-measure,-32.10970511,1.2
83,151,LO SEPG04,SEPG05,2004,24,F,60,50,55,70,80,75,130,0.577,70,50,60,90,99,94.5,154.5,0.612,42.3,42.2,0.1,NA,27.5,21.6,3,,,NA,NA,12:51:00,13:26:00,12:43:00,6/1/2004,153,360,47,57.3,154,100,55,21.5,12.5,12.6,33.4,73.2,39.8,8,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,3,2,re-measure,9.580403488,1.3
84,152,MN SEPG04,SEPG05,2004,24,F,60,60,60,70,80,75,135,0.556,70,50,60,80,80,80,140,0.571,41.1,42,-0.9,25.3,25,25.3,3,,,NA,NA,12:53:00,13:33:00,12:43:00,6/1/2004,153,348,50,53.9,160,102,59,21.2,12.6,12.3,35.2,73.6,38.4,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,3,2,re-measure,42.1167112,0.1
85,141,CX SLIM04,SLIM05,2004,26,M,70,50,60,80,80,80,140,0.571,60,60,60,70,80,75,135,0.556,41.7,NA,NA,24.7,NA,24.7,4,,,NA,NA,16:17:00,16:33:00,15:20:00,5/25/2004,146,415,61,58.8,168,111,64,24,14.5,13.6,36.5,77.3,40.8,57,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,4,2,,38.42270783,0.7
86,142,DW SLIM04,SLIM05,2004,26,F,60,60,60,60,80,70,130,0.538,70,50,60,80,70,75,135,0.556,41.9,41.1,0.8,24.3,22.6,24.3,4,,,NA,NA,16:20:00,16:43:00,15:20:00,5/25/2004,146,320,54,54.4,155,99,48,23.4,13.2,12.4,34.3,74,39.7,60,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,4,2,,7.567254182,0.9
87,143,FU SLIM04,SLIM05,2004,26,M,70,50,60,70,80,75,135,0.556,70,60,65,80,90,85,150,0.567,41.3,41.2,0.1,24.3,22.3,24.3,4,,,NA,NA,16:30:00,16:56:00,15:20:00,5/25/2004,146,387,57,55.5,164,110,60,23.2,13.7,13.3,36.5,74.6,38.1,70,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,4,2,,52.19420752,0.3
88,144,HS SLIM04,SLIM05,2004,26,M,60,70,65,70,80,75,140,0.536,70,60,65,70,80,75,140,0.536,40.3,40.6,-0.2,23.9,21.6,23.9,4,,,NA,NA,16:38:00,17:06:00,15:20:00,5/25/2004,146,442,66,60.8,171,116,70,23.8,13.4,13.2,35.8,76.9,41.1,78,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56,2,4,2,,40.10664741,-0.7
89,145,IR SWEG04,SWEG05,2004,27,M,60,40,50,80,70,75,125,0.6,60,50,55,80,70,75,130,0.577,41.4,41.3,0.1,18.9,20.3,18.9,2,,,NA,NA,9:56:00,10:11:00,9:34:00,5/26/2004,147,405,70,57,181,130,80,24.5,13.9,13.1,38.5,80.8,42.3,22,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56,2,2,1,,51.20716221,0.4
90,146,JQ SWEG04,SWEG05,2004,27,F,50,40,45,70,60,65,110,0.591,50,40,45,70,70,70,115,0.609,40.2,40.9,-0.7,18.9,21.9,18.9,2,,,NA,NA,9:59:00,10:23:00,9:34:00,5/26/2004,147,452,60,57.7,170,111,60,22.8,12.9,12.1,34.8,76.2,41.4,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56,1,2,1,,96.34083787,-0.8
91,101,62 WARC04,WARC04,2004,26,F,50,50,50,60,70,65,115,0.565,60,40,50,60,60,60,110,0.545,40.8,39.4,1.4,NA,NA,14.2,4,,,NA,NA,13:48:00,14:34:00,13:21:00,5/16/2004,137,400,62,54.9,169,113,65,25.1,12.8,13.5,36.9,78.9,42,27,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,2,4,2,,81.01779717,-0.2
92,102,73 WARC04,WARC04,2004,26,M,50,50,50,60,70,65,115,0.565,50,50,50,60,70,65,115,0.565,41.1,39.5,1.6,NA,NA,14.2,4,,,NA,NA,13:56:00,14:45:00,13:21:00,5/16/2004,137,423,62,53.1,168,111,71,23,14,15.1,36,77.6,41.6,35,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,2,4,2,,118.57348,0.1
93,103,84 WARC04,WARC04,2004,26,M,50,50,50,70,70,70,120,0.583,40,50,45,60,70,65,110,0.591,40.7,40.2,0.5,NA,NA,14.2,4,,,NA,NA,14:02:00,15:21:00,13:21:00,5/16/2004,137,440,63,56.7,176,113,75,25,12.4,13.3,36.3,78.5,42.2,41,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,2,4,2,,90.00457127,-0.3
94,104,95 WARC04,WARC04,2004,26,F,50,40,45,80,70,75,120,0.625,50,50,50,80,70,75,125,0.6,39.7,40.1,-0.4,NA,NA,14.2,4,,,NA,NA,14:07:00,15:36:00,13:21:00,5/16/2004,137,350,55,52.3,159,108,58,24.2,13,13.8,33.1,76.6,43.5,46,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,2,4,2,,65.07497365,-1.3
95,148,BX WKAY04,WKAY05,2004,27,F,50,40,45,70,70,70,115,0.609,70,40,55,80,70,75,130,0.577,41.4,40.7,0.7,21.3,28.3,21.3,3,,,NA,NA,10:05:00,10:37:00,9:51:00,6/1/2004,153,308,68,54.4,172,122,76,21.8,12.6,11.5,35.1,73.2,38.1,14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,2,3,2,,-4.432745818,0.4
96,149,CW WKAY04,WKAY05,2004,27,F,60,50,55,80,80,80,135,0.593,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,22.5,NA,22.5,3,,,NA,NA,10:10:00,,9:51:00,6/1/2004,153,311,73,56.6,174,121,73,22.4,12.4,11.6,34.2,76.2,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,2,3,2,,-30.25035669,1
97,150,DV WKAY04,WKAY05,2004,27,F,40,40,40,50,50,50,90,0.556,60,30,45,50,40,45,90,0.5,41.3,42.3,-1,23.6,28.3,23.6,3,,,NA,NA,10:13:00,11:13:00,9:51:00,6/1/2004,153,306,62,53.8,168,118,75,22.1,14.8,12.6,34.7,74.8,40.1,22,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,2,3,2,,1.426602601,0.3
98,159,GP 96IR05,96IR05,2005,24,F,30,30,30,70,70,70,100,0.7,50,40,45,70,70,70,115,0.609,39.6,39.9,-0.4,13.7,NA,13.7,2,17:56:00,18:13:00,NA,NA,17:55:00,18:14:00,17:45:00,5/16/2005,136,385,55,57.2,158,100,53,22.1,11.9,12.7,34.6,74.2,39.6,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,35.89029489,-1.4
99,160,JM 96IR05,96IR05,2005,24,M,40,30,35,80,70,75,110,0.682,30,30,30,70,80,75,105,0.714,39.8,39.4,0.3,13.7,NA,13.7,2,18:03:00,18:23:00,NA,NA,17:55:00,18:24:00,17:45:00,5/16/2005,136,370,31,58.4,135,78,22,19.9,13.3,12,33.1,71.7,38.6,10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,-1.514080087,-1.2
100,192,DR DBAR05,DBAR05,2005,23,F,30,20,25,70,60,65,90,0.722,40,30,35,80,70,75,110,0.682,39.4,39.3,0.1,15.7,NA,15.7,4,10:09:00,10:17:00,NA,NA,9:57:00,10:19:00,9:39:00,5/19/2005,139,348,38,59.3,159,98,51,20.2,12.2,12.2,33.7,74.3,40.6,18,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,,-28.61742458,-1.6
101,193,EQ DBAR05,DBAR05,2005,23,M,40,30,35,80,70,75,110,0.682,40,30,35,80,70,75,110,0.682,39.4,38.2,1.3,15.7,NA,15.7,4,10:18:00,10:27:00,NA,NA,10:00:00,10:29:00,9:39:00,5/19/2005,139,327,33,56.6,144,87,44,21.7,13.3,12.6,34.8,74.4,39.6,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,,-21.72962571,-1.6
102,194,FP DBAR05,DBAR05,2005,23,M,40,30,35,70,70,70,105,0.667,40,30,35,70,70,70,105,0.667,37.9,38.7,-0.7,15.7,NA,15.7,4,10:28:00,10:37:00,NA,NA,10:06:00,10:39:00,9:39:00,5/19/2005,139,321,29,56.4,139,80,38,21.4,13.1,12.4,34.9,74,39.1,27,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,force fledge 12:23,-25.19801967,-3.1
103,210,AT EHCR05,EHCR05,2005,25,M,50,40,45,80,70,75,120,0.625,40,40,40,80,50,65,105,0.619,40.9,40.2,0.8,13.9,NA,13.9,3,8:39:00,8:46:00,NA,NA,8:34:00,8:47:00,8:32:00,5/21/2005,141,415,50,64.2,167,107,55,22.6,12.95,12.8,36.4,80.3,43.9,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,-29.9306553,-0.1
104,211,BS EHCR05,EHCR05,2005,25,M,40,30,35,60,60,60,95,0.632,50,40,45,70,70,70,115,0.609,40.6,40.2,0.4,13.9,NA,13.9,3,8:46:00,8:52:00,NA,NA,8:35:00,8:56:00,8:32:00,5/21/2005,141,372,50,62.6,159,99,54,21.2,11.6,12.2,35,77.7,42.7,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,-52.67780696,-0.4
105,212,CR EHCR05,EHCR05,2005,25,F,50,50,50,70,60,65,115,0.565,40,50,45,70,70,70,115,0.609,40.9,40.6,0.3,13.9,NA,13.9,3,8:55:00,9:08:00,NA,NA,8:37:00,9:09:00,8:32:00,5/21/2005,141,343,46,59.7,156,98,57,21.4,12.4,12.1,33.8,74.5,40.7,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,-38.85699019,-0.1
106,163,DS FOPA05,FOPA05,2005,24,F,40,40,40,80,80,80,120,0.667,50,40,45,80,80,80,125,0.64,40.3,39.3,1,14.9,NA,14.9,3,15:37:00,16:14:00,NA,NA,15:41:00,16:20:00,15:27:00,5/16/2005,136,351,49,57.9,153,96,58,19.8,11.6,12.1,32.7,72.8,40.1,14,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"bled before gape color; time2 estimated to be 16:20
",-7.278944932,-0.7
107,162,ER FOPA05,FOPA05,2005,24,F,40,40,40,70,80,75,115,0.652,60,30,45,80,90,85,130,0.654,39.1,37.5,1.6,14.9,NA,14.9,3,15:58:00,16:07:00,NA,NA,15:40:00,16:16:00,15:27:00,5/16/2005,136,350,50,58.8,149,92,46,20.3,11.4,11.5,31.8,72.1,40.3,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,bled before gape color,-20.06796756,-1.9
108,161,FQ FOPA05,FOPA05,2005,24,M,40,40,40,70,80,75,115,0.652,60,40,50,80,90,85,135,0.63,40.1,40.3,-0.2,14.9,NA,14.9,3,16:07:00,16:17:00,NA,NA,15:38:00,16:18:00,15:27:00,5/16/2005,136,375,51,61.3,163,103,60,20.4,12.8,12.7,33.5,74.8,41.3,11,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,bled before gape color,-33.22236769,-0.9
109,165,OI FOWA05,FOWA05,2005,27,M,60,40,50,80,70,75,125,0.6,50,40,45,70,70,70,115,0.609,40.6,40.4,0.2,17.9,NA,17.9,5,11:31:00,11:40:00,NA,NA,11:21:00,11:40:00,11:05:00,5/16/2005,136,400,60,61.5,179,118,65,24.2,13.5,12.8,39.8,80.2,40.4,16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,bled before gape color,-10.75397373,-0.4
110,166,QG FOWA05,FOWA05,2005,27,F,50,30,40,70,80,75,115,0.652,40,30,35,70,80,75,110,0.682,40.3,39.3,0.9,17.9,NA,17.9,5,11:54:00,12:01:00,NA,NA,11:23:00,12:02:00,11:05:00,5/16/2005,136,380,68,58.8,172,118,68,22.7,12.1,12,35.2,77.5,42.3,18,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,bled before gape color,9.932032439,-0.7
111,168,RF FOWA05,FOWA05,2005,27,F,60,30,45,80,80,80,125,0.64,50,40,45,70,80,75,120,0.625,41,40.9,0.1,17.9,NA,17.9,5,12:02:00,12:16:00,NA,NA,11:29:00,12:16:00,11:05:00,5/16/2005,136,347,60,58.2,164,106,50,23.2,12.7,12.1,34.1,75.1,41,24,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,bled before gape color,-15.20861914,0
112,164,SE FOWA05,FOWA05,2005,27,M,50,50,50,80,70,75,125,0.6,50,30,40,70,70,70,110,0.636,40.1,40.5,-0.4,17.9,NA,17.9,5,11:41:00,11:53:00,NA,NA,11:17:00,11:53:00,11:05:00,5/16/2005,136,422,72,61.6,183,126,73,22.8,14,14,36.7,79.5,42.8,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,bled before gape color,9.980223245,-0.9
113,167,XZ FOWA05,FOWA05,2005,27,M,60,30,45,80,80,80,125,0.64,50,40,45,70,80,75,120,0.625,40.3,40,0.3,17.9,NA,17.9,5,12:11:00,12:21:00,NA,NA,11:25:00,12:21:00,11:05:00,5/16/2005,136,356,42,60.1,148,92,47,20.8,12.5,11.6,33.8,74.4,40.6,20,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,bled before gape color,-37.03273144,-0.7
114,170,AV HAPA05,HAPA05,2005,26,F,50,20,35,99,80,89.5,124.5,0.719,50,20,35,80,60,70,105,0.667,39.5,39.5,NA,NA,NA,NA,2,14:02:00,14:26:00,NA,NA,13:58:00,14:27:00,13:44:00,5/16/2005,136,370,65,61.5,178,118,70,21.8,12.3,13.4,34.4,75.1,40.7,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,-35.43503545,-1.5
115,169,ZX HAPA05,HAPA05,2005,26,M,60,50,55,90,90,90,145,0.621,60,50,55,80,90,85,140,0.607,40.6,39.6,1.1,NA,NA,NA,2,13:57:00,14:07:00,NA,NA,13:56:00,14:13:00,13:44:00,5/16/2005,136,480,68,58.9,176,117,64,23.3,12.8,13.3,36.7,79.1,42.4,12,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,102.1569048,-0.4
116,176,BU IEQR05,IEQR05,2005,24,F,50,30,40,80,80,80,120,0.667,40,40,40,70,70,70,110,0.636,39.4,39.7,-0.3,22.3,NA,22.3,5,14:27:00,14:35:00,NA,NA,14:25:00,14:43:00,13:56:00,5/17/2005,137,305,35,58.5,143,90,43,21,12.1,11.5,33.5,72.7,39.2,29,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-61.13829335,-1.6
117,177,LK IEQR05,IEQR05,2005,24,F,40,40,40,80,80,80,120,0.667,50,50,50,80,80,80,130,0.615,41.1,40.1,1,22.3,NA,22.3,5,14:38:00,14:44:00,NA,NA,14:36:00,14:47:00,13:56:00,5/17/2005,137,350,53,59.2,163,100,56,22.2,13,11.8,34.6,74.9,40.3,40,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-25.30753317,0.1
