"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight","NestName","Year","Head","WingChord","Primary7","TailLength"
1989112,"BSWG ALEX89",26,25.7,"",23.2,12.9,13.8,39,15.8,218.04,260.325,41.7,61,400,"ALEX89",1989,80.7,160,105,50
1989112,"GSWG ALEX89",26,25.5,"",22.2,12.2,13.2,34,11.8,155.76,215.9,41.5,59.6,350,"ALEX89",1989,75.5,160,100,50
1989112,"WSWG ALEX89",26,26.1,"",23.6,12.6,13.9,38.1,14.5,201.55,252.4125,42.2,60.2,410,"ALEX89",1989,80.3,170,117,52
1989112,"YSWG ALEX89",26,25.3,"",22,12.9,13.2,34,12,158.4,221.85,42.2,59,330,"ALEX89",1989,76.2,155,93,50
1989125,"BSGY WSAP89",26,25.9,"",23.5,12.8,14.9,36.4,12.9,192.21,252.07,45.1,63.9,448,"WSAP89",1989,81.5,165,113,52
1989125,"GSGY WSAP89",26,26.1,"",22.2,13.1,13.8,37.8,15.6,215.28,254.205,40.4,61.8,438,"WSAP89",1989,78.2,167,114,57
1989125,"WSGY WSAP89",26,26,"",23.4,13.8,13.8,37.7,14.3,197.34,260.13,37.3,61,403,"WSAP89",1989,75,171,111,57
1989125,"YSGY WSAP89",26,26.4,"",25.7,15.3,14.5,40,14.3,207.35,298,42.8,64.8,453,"WSAP89",1989,82.8,171,120,60
1989153,"BSBW UTIC89",25,25.2,"",22.6,14.3,13.8,34.7,12.1,166.98,243.7675,43.1,60.8,330,"UTIC89",1989,77.8,154,98,40
1990103,"AZ SSAP90",25,24.9,"",21.4,12.9,12.6,33.5,12.1,152.46,213.5625,39.5,59,365,"SSAP90",1990,73,0,103,0
1990103,"BY SSAP90",25,24.8,"",21.2,14.1,13.2,34.7,13.5,178.2,236.8275,39.5,62,368,"SSAP90",1990,74.2,0,99,0
1990103,"CX SSAP90",25,24.5,"",19.5,13.1,12.7,30.8,11.3,143.51,198.66,40.4,57.7,300,"SSAP90",1990,71.2,0,88,0
1990103,"DW SSAP90",25,24.3,"",20.5,14.7,12.7,32.4,11.9,151.13,221.94,39.9,58.7,340,"SSAP90",1990,72.3,0,79,0
1990107,"EV WAIT90",24,24.7,"",20.6,11.9,13.5,34.2,13.6,183.6,217.17,35.9,53.7,348,"WAIT90",1990,70.1,0,94,0
1990107,"FU WAIT90",24,24.2,"",19,13,12,31.9,12.9,154.8,199.375,36.2,47.8,263,"WAIT90",1990,68.1,0,74,0
1990107,"GT WAIT90",24,24.5,"",21.5,13.1,13.3,33,11.5,152.95,217.8,40.6,51.4,328,"WAIT90",1990,73.6,0,88,0
1990107,"KP STAT90",28,28,"",25.2,14.5,14.7,38.1,12.9,189.63,278.13,44.3,61.7,460,"STAT90",1990,82.4,NA,125,75
1990107,"LO STAT90",28,28,"",25.1,14.2,14.4,37.3,12.2,175.68,266.695,43.9,59,415,"STAT90",1990,81.2,NA,135,82
1990107,"MN STAT90",28,28,"",23.9,13.8,13.5,36.4,12.5,168.75,248.43,41.7,58.9,385,"STAT90",1990,78.1,NA,129,77
1990107,"NM STAT90",28,28,"",23.7,16.7,13.9,37.6,13.9,193.21,287.64,41.4,59.4,430,"STAT90",1990,79,NA,118,64
1990107,"OL HART90",28,28,"M",23.5,12.1,14.4,37.8,14.3,205.92,250.425,41.8,58.9,423,"HART90",1990,79.6,NA,122,71
1990107,"PK HART90",28,28,"M",23.3,13.7,13.3,36.2,12.9,171.57,244.35,43.2,62.8,430,"HART90",1990,79.4,NA,129,79
1990107,"QJ HART90",28,28,"",24.4,13.1,13.3,37.4,13,172.9,246.84,41.7,59.6,400,"HART90",1990,79.1,NA,119,65
1990107,"RI HART90",28,28,"M",22.1,13,12.7,35.1,13,165.1,225.5175,41.7,58.6,388,"HART90",1990,76.8,NA,105,52
1990108,"HS ALEX90",26,25.2,"",21.4,13.7,13.2,32.5,11.1,146.52,218.5625,39.6,58.6,300,"ALEX90",1990,72.1,NA,111,NA
1990108,"IR ALEX90",26,24.7,"",22.4,13.8,13.5,34.6,12.2,164.7,236.145,39.2,57.1,353,"ALEX90",1990,73.8,NA,95,NA
1990108,"JQ ALEX90",26,25.4,"",21.2,13.3,13.1,32.5,11.3,148.03,214.5,41.8,55.8,315,"ALEX90",1990,74.3,NA,118,NA
1990111,"SH KNOL90",26,26,"M",23.9,13.4,13.9,36.1,12.2,169.58,246.3825,42.4,61.5,390,"KNOL90",1990,78.5,172,109,62
1990111,"TG KNOL90",26,26,"",23.1,13.1,13.1,34,10.9,142.79,222.7,41.2,60.8,360,"KNOL90",1990,75.2,166,106,64
1990111,"UF KNOL90",26,26,"",24.2,14.7,13.5,36.6,12.4,167.4,258.03,42.4,60.7,420,"KNOL90",1990,79,175,108,62
1990111,"VE KNOL90",26,26,"",23.8,13.4,12.7,35.8,12,152.4,233.595,41.2,60.6,372,"KNOL90",1990,77,161,103,64
1990111,"WD PWAY90",27,26.5,"",24.9,14.1,13.2,36.4,11.5,151.8,248.43,43,57,333,"PWAY90",1990,79.4,190,122,62
1990116,"CW NWOD90",27,27,"",22,12.8,13.7,33,11,150.7,218.625,43.3,59.3,425,"NWOD90",1990,76.3,176,112,65
1990116,"DV NWOD90",27,27,"",22.1,14.1,13.4,34.2,12.1,162.14,235.125,43.8,60,470,"NWOD90",1990,78,183,118,64
1990116,"EU NWOD90",27,27,"",21,13,13.2,31.9,10.9,143.88,208.945,42.9,57.6,380,"NWOD90",1990,74.8,165,101,58
1990116,"FT NWOD90",27,27,"",22.3,12.5,12.9,33.4,11.1,143.19,212.09,43.4,59.9,405,"NWOD90",1990,76.8,173,112,64
1990116,"GS NWOD90",27,27,"",19.9,14.1,13.2,30.6,10.7,141.24,208.845,43,59.7,408,"NWOD90",1990,73.6,146,84,36
1990117,"AY WEGO90",25,25,"",23,14.9,14,35.2,12.2,170.8,254.32,42.5,61,447,"WEGO90",1990,77.7,160,90,49
1990117,"BX WEGO90",25,25,"",21.8,13.5,13.2,33.4,11.6,153.12,222.945,42.4,58.2,380,"WEGO90",1990,75.8,160,105,54
1990117,"YB WEGO90",25,25,"",23.3,14.3,13.8,36,12.7,175.26,252.9,42.6,60.8,440,"WEGO90",1990,78.6,153,95,50
1990117,"ZA WEGO90",25,25,"F",21.9,14,13.4,33.1,11.2,150.08,226.735,39.9,54.8,380,"WEGO90",1990,73,139,84,41
1990118,"IQ WPAR90",27,27.7,"",23.9,12.2,12.5,36.7,12.8,160,226.6225,41.6,57,365,"WPAR90",1990,78.3,189,132,82
1990118,"JP WPAR90",27,25.5,"",23.3,13.7,13.6,36.2,12.9,175.44,247.065,40.7,59.1,325,"WPAR90",1990,76.9,166,105,42
1990118,"XC UPPA90",24,24,"F",17.9,12.6,11.7,31.3,13.4,156.78,190.1475,37.4,53.9,292,"UPPA90",1990,68.7,125,66,19
1990120,"HR HOGS90",24,24,"M",22,13.4,13,34.6,12.6,163.8,228.36,40.2,59.1,415,"HOGS90",1990,74.8,156,87,40
1990125,"OK CEME90",24,24,"",20.3,12.4,12.2,31.6,11.3,137.86,194.34,38.3,52.2,215,"CEME90",1990,69.9,131,74,30
1990125,"PJ CEME90",24,24,"",20.4,12,11,30.7,10.3,113.3,176.525,38.6,53.5,237,"CEME90",1990,69.3,117,68,22
1990125,"NL CEME90",24,24,"",19,12.3,11,29.1,10.1,111.1,169.5075,37.7,49.9,200,"CEME90",1990,66.8,109,60,20
1991101,"AV FALC91",28,26,"",19.7,13.9,12.1,31.4,11.7,141.57,204.1,41.6,59.2,371,"FALC91",1991,73,158,106,60
1991101,"BU FALC91",28,26.2,"",21.9,15.7,13.4,33.6,11.7,156.78,244.44,42.4,59.5,378,"FALC91",1991,76,165,110,64
1991105,"GR FRNO91",28,26.5,"",20.8,13.9,13.4,33.2,12.4,166.16,226.59,40.2,57.9,343,"FRNO91",1991,73.4,169,121,62
1991105,"IP FRNO91",28,26.6,"",23.3,14.3,14.4,36,12.7,182.88,258.3,41.5,59.4,390,"FRNO91",1991,77.5,175,120,67
1991105,"JO FRNO91",28,25.4,"",21.6,14.7,12.8,33.5,11.9,152.32,230.3125,37.6,57.4,390,"FRNO91",1991,71.1,154,98,48
1991105,"KN FRNO91",28,25.2,"",21.1,13.2,12.1,31.8,10.7,129.47,201.135,39.1,52.4,295,"FRNO91",1991,70.9,144,92,47
1991106,"CV HART91",27,27.1,"",23,13.7,14.4,35.3,12.3,177.12,247.9825,41.4,59.5,400,"HART91",1991,76.7,180,127,74
1991106,"DU HART91",27,26.3,"M",21.1,12.2,12.5,33,11.9,148.75,203.775,42.1,56,335,"HART91",1991,75.1,167,116,60
1991106,"ET HART91",27,26.3,"M",20.9,14.4,14.7,35.1,14.2,208.74,255.3525,39.9,57.8,385,"HART91",1991,75,163,119,57
1991106,"FS HART91",27,25.8,"M",21.9,14.3,13,35.6,13.7,178.1,242.97,40.3,58,325,"HART91",1991,75.9,164,111,49
1991108,"OJ ELWO91",28,27.4,"",22,14,13.7,35.5,13.5,184.95,245.8375,41.4,60.3,367,"ELWO91",1991,76.9,190,124,82
1991108,"QH ELWO91",28,26.7,"",22.2,13.2,13.8,35,12.8,176.64,236.25,41.4,58.6,330,"ELWO91",1991,76.4,178,117,71
1991108,"doa ELWO91",28,26.4,"",23.8,11.7,12.7,36.7,12.9,163.83,223.87,41.8,56.4,365,"ELWO91",1991,78.5,178,116,63
1991109,"RG WHIT91",28,26.5,"",22.4,14,13.4,33.9,11.5,154.1,232.215,41.6,52.9,320,"WHIT91",1991,75.5,173,121,62
1991109,"SF WHIT91",28,28,"",26.2,14.1,14.5,39.1,12.9,187.05,279.565,45.3,60.4,450,"WHIT91",1991,84.4,202,134,89
1991109,"TE WHIT91",28,28,"M",24.8,16.1,14.8,37.7,12.9,190.92,291.2325,43.6,59.1,435,"WHIT91",1991,81.3,191,139,84
1991111,"LM LOWL91",24,25.7,"",23.2,14.8,13.5,35.3,12.1,163.35,249.7475,41.3,61.9,410,"LOWL91",1991,76.6,158,101,56
1991111,"ML LOWL91",24,25.5,"F",22.3,14.6,15.4,35.6,13.3,204.82,267,39.2,60.5,367,"LOWL91",1991,74.8,153,96,55
1991111,"NK LOWL91",24,25.4,"",23.5,14.9,15.1,36.6,13.1,197.81,274.5,41.3,61.8,390,"LOWL91",1991,77.9,157,96,49
1991111,"YZ TRIQ91",29,29,"",26,15.3,14.5,38.5,12.5,181.25,286.825,45.3,60.8,417,"TRIQ91",1991,83.8,206,149,81
1991111,"ZY TRIQ91",29,29,"",24.7,13,13.8,35.4,10.7,147.66,237.18,44.3,57.6,372,"TRIQ91",1991,79.7,190,130,78
1991111,"doa TRIQ91",29,29,"",24.4,14.5,13.7,36.4,12,164.4,256.62,43.8,59.9,387,"TRIQ91",1991,80.2,191,140,73
1991112,"AW BROT91",28,28,"",22.7,14.1,13.1,35.4,12.7,166.37,240.72,42,60.1,365,"BROT91",1991,77.4,187,129,76
1991112,"BV BROT91",28,28,"",24,15,12.9,37,13,167.7,258.075,42.2,60.4,360,"BROT91",1991,79.2,182,130,78
1991112,"CU BROT91",28,28,"",23.3,15.6,14.2,36.5,13.2,187.44,271.925,43.2,62.4,395,"BROT91",1991,79.7,182,123,69
1991112,"XA OVRL91",28,26.5,"",21.6,16.1,13,34.8,13.2,171.6,253.17,38.4,55.5,295,"OVRL91",1991,73.2,169,120,63
1991113,"HP FOOT91",28,28,"",21.5,13.1,12.8,33.9,12.4,158.72,219.5025,41,52.7,305,"FOOT91",1991,74.9,153,105,41
1991113,"VC HIHI91",27,28.7,"M",26.3,13.5,14.3,39.9,13.6,194.48,277.305,46.7,63,440,"HIHI91",1991,86.6,217,143,95
1991113,"WB HIHI91",27,28.4,"M",25.8,13.8,14.6,38.7,12.9,188.34,274.77,43.3,59,387,"HIHI91",1991,82,199,141,90
1991113,"doa FOOT91",28,28,"",23.1,14.8,13.7,35.1,12,164.4,250.0875,41.6,51.3,335,"FOOT91",1991,76.7,175,128,66
1991114,"IO NWOD91",27,26.7,"",23.2,13.7,13.5,34.8,11.6,156.6,236.64,43.3,61.4,390,"NWOD91",1991,78.1,177,123,65
1991114,"JN NWOD91",27,26.3,"",22.3,15.3,14.1,33.8,11.5,162.15,248.43,42.8,61.2,392,"NWOD91",1991,76.6,173,116,62
1991114,"KM NWOD91",27,27.7,"",23.5,13.9,13.9,36.7,13.2,183.48,255.065,43.7,60.8,445,"NWOD91",1991,80.4,189,134,81
1991114,"LL NWOD91",27,27.5,"",23.4,15.6,14.5,36.6,13.2,191.4,275.415,44.5,63.5,435,"NWOD91",1991,81.1,186,133,77
1991115,"MK PINW91",27,27,"",22.9,15,13,35.8,12.9,167.7,250.6,42.6,61.6,390,"PINW91",1991,78.4,190,133,83
1991115,"NJ PINW91",27,27,"",20.9,14.6,12.2,32.9,12,146.4,220.43,38.8,55.9,335,"PINW91",1991,71.7,167,107,54
1991115,"OI PINW91",27,27,"",22.6,15.2,13.6,33.9,11.3,153.68,244.08,42.3,59.4,365,"PINW91",1991,76.2,185,123,72
1991115,"PH PINW91",27,27,"M",24.3,15.2,15.2,37.8,13.5,205.2,287.28,41.4,60.5,415,"PINW91",1991,79.2,188,128,67
1991115,"QG CUPL91",27,26,"",20.8,14.5,13,31.7,10.9,141.7,217.9375,40.8,59.7,345,"CUPL91",1991,72.5,168,107,60
1991115,"RF CUPL91",27,26.3,"",22.2,13.3,12.8,33.5,11.3,144.64,218.5875,42.7,61.6,360,"CUPL91",1991,76.2,171,117,60
1991115,"SE CUPL91",27,25.3,"",21.3,14.5,12.4,30.4,9.1,112.84,204.44,43.5,58,335,"CUPL91",1991,73.9,154,96,45
1991115,"YY BURL91",28,28,"M",25.8,14.6,14.9,38.1,12.3,183.27,280.9875,42.7,58.5,355,"BURL91",1991,80.8,186,125,76
1991115,"ZX BURL91",28,28,"",22.8,14.6,14.4,35.3,12.5,180,255.925,41.6,59.7,385,"BURL91",1991,76.9,185,126,78
1991115,"doa BURL91",28,28,"",24.9,15.2,14.7,40,15.1,221.97,299,42.7,63.5,415,"BURL91",1991,82.7,185,129,77
1991116,"CT LUCE91",27,27.8,"",22.3,14.8,14.2,33.6,11.3,160.46,243.6,42.8,59,320,"LUCE91",1991,76.4,179,122,93
1991117,"TD HAYT91",26,26.3,"",23.7,14.9,13.5,36.5,12.8,172.8,259.15,42,61.4,340,"HAYT91",1991,78.5,168,113,63
1991117,"UC HAYT91",26,25.8,"",23.3,14.9,14.3,35.5,12.2,174.46,259.15,42.5,58.3,320,"HAYT91",1991,78,156,105,55
1991117,"VB HAYT91",26,27.5,"",24.3,14.7,13.8,35.5,11.2,154.56,252.9375,43.1,60.1,350,"HAYT91",1991,78.6,178,130,79
1991117,"WA HAYT91",26,27.6,"",26.5,14.8,15.2,38.8,12.3,186.96,291,44.5,60.8,400,"HAYT91",1991,83.3,193,127,84
1991117,"XZ HAYT91",26,26.2,"",22.9,14.1,13.6,34.9,12,163.2,241.6825,41.1,59.1,330,"HAYT91",1991,76,167,110,62
1991118,"DS CEME91",26,26,"",24.4,15.2,13.9,38.4,14,194.6,279.36,41.2,60.9,390,"CEME91",1991,79.6,180,122,73
1991118,"ER CEME91",26,26,"",24.9,13.9,12.1,36.8,11.9,143.99,239.2,40.4,56,345,"CEME91",1991,77.2,177,126,65
1991118,"OH WILG91",NA,25.8,"F",23.5,14.4,14.5,37.3,13.8,200.1,269.4925,41.2,60.8,400,NA,NA,NA,NA,NA,NA
1991118,"PG WILG91",NA,26.6,"M",26.5,14.6,14.9,39.3,12.8,190.72,289.8375,44.5,63.3,435,NA,NA,NA,NA,NA,NA
1991120,"FQ CLOV91",24,26.1,"",23.1,13.4,13.1,35.2,12.1,158.51,233.2,41,56.6,323,"CLOV91",1991,76.2,171,111,58
1991120,"GP CLOV91",24,25.6,"",21.1,14.5,12.3,31.9,10.8,132.84,213.73,40.3,57.5,282,"CLOV91",1991,72.2,160,102,53
1991120,"HO CLOV91",24,26.5,"M",24.2,14.6,15.3,37.6,13.4,205.02,281.06,42.9,61,347,"CLOV91",1991,80.5,180,118,65
1991123,"IN TRUM91",24,24,"",23.7,14.1,14.3,36.8,13.1,187.33,261.28,42.5,65.1,380,"TRUM91",1991,79.3,170,112,60
1991123,"JM TRUM91",24,24,"",24.8,15.7,13.7,37.8,13,178.1,277.83,42,63.9,380,"TRUM91",1991,79.8,178,109,60
1991123,"LK TRUM91",24,24,"",24.4,14.8,14.4,36.8,12.4,178.56,268.64,41.8,63.4,368,"TRUM91",1991,78.6,160,111,56
1991123,"QF SSAP91",25,25,"",23.6,13.7,14.6,38.3,14.7,214.62,270.9725,38.7,58.8,350,"SSAP91",1991,77,164,102,55
1991123,"RE SSAP91",25,25,"",22.6,15.9,13.2,35,12.4,163.68,254.625,41.8,55.4,340,"SSAP91",1991,76.8,155,95,53
1991123,"SD SSAP91",25,25,"",23.3,15,13.4,36.4,13.1,175.54,258.44,40.4,60.1,360,"SSAP91",1991,76.8,166,102,60
1991124,"TC WPAR91",25,25,"",21.5,14.6,13.1,33.3,11.8,154.58,230.6025,40.6,59,275,"WPAR91",1991,73.9,161,103,53
1991124,"UB WPAR91",25,25,"",25,17.4,16,38.1,13.1,209.6,318.135,43,60.7,382,"WPAR91",1991,81.1,185,121,67
1991124,"VA WINT91",25,25,"M",22,15.1,13.4,34.9,12.9,172.86,248.6625,40.3,59,277,"WINT91",1991,75.2,139,81,29
1991124,"WZ WINT91",25,25,"",20.8,13.2,11.7,32.6,11.8,138.06,202.935,38.4,55.3,235,"WINT91",1991,71,115,69,20
1991124,"XY WINT91",25,25,"F",21.3,13.9,13.7,32.8,11.5,157.55,226.32,40.3,56.8,320,"WINT91",1991,73.1,156,104,47
1991128,"AU PAHA91",26,25.8,"",23.2,14.4,13.3,36.4,13.2,175.56,252.07,40.3,60,352,"PAHA91",1991,76.7,173,108,52
1991128,"YX PAHA91",26,24.1,"",19.2,12.6,11.2,30.6,11.4,127.68,182.07,37.4,51.4,235,"PAHA91",1991,68,115,65,12
1991128,"ZW PAHA91",26,24.9,"",23.6,15.4,13.4,35.6,12,160.8,256.32,41,59.3,340,"PAHA91",1991,76.6,151,90,32
1991129,"BT TRCH91",25,25,"",23.5,16,14.6,33.3,9.8,143.08,254.745,42.8,60,415,"TRCH91",1991,76.1,150,89,39
1991129,"CS TRCH91",25,25,"",24.7,14.4,13.7,36.3,11.6,158.92,255.0075,40.7,57.6,400,"TRCH91",1991,77,170,110,54
1991129,"DR TRCH91",25,25,"",25.7,16.6,14.6,36.3,10.6,154.76,283.14,42.1,59.3,415,"TRCH91",1991,78.4,157,99,42
1991129,"EQ TRCH91",25,25,"",24.4,14.3,13.3,36,11.6,154.28,248.4,41.4,60,393,"TRCH91",1991,77.4,175,111,59
1991129,"FP TRCH91",25,25,"",25.4,16.1,15.7,36.9,11.5,180.55,293.355,42.4,61.5,447,"TRCH91",1991,79.3,176,111,57
1991135,"GO GENR91",29,29,"M",24.7,17,14.7,38,13.3,195.51,301.15,42.9,61.3,435,"GENR91",1991,80.9,184,120,59
1991154,"MI SWEG91",25,25.9,"",24.6,16.4,14.7,38.1,13.5,198.45,296.2275,41,62.7,443,"SWEG91",1991,79.1,181,112,53
1992104,"AT CUHA92",28,27.7,"",23.2,12.4,12.7,36.4,13.2,167.64,228.41,42.3,61.4,370,"CUHA92",1992,78.7,193,134,82
1992104,"BS CUHA92",28,26.1,"",21.7,13.2,12.2,35.8,14.1,172.02,227.33,39.9,59.1,370,"CUHA92",1992,75.7,174,115,55
1992104,"none CUHA92",28,25.9,"",21.8,14.3,12.9,34.6,12.8,165.12,235.28,41,58,315,"CUHA92",1992,75.6,160,113,52
1992109,"CR BROT92",24,24.7,"",23.1,14.7,13,35.6,12.5,162.5,246.53,42.3,63.3,420,"BROT92",1992,77.9,138,80,34
1992109,"DQ BROT92",24,24.9,"F",22.2,14,12.7,34.1,11.9,151.13,227.6175,40.7,61.5,405,"BROT92",1992,74.8,143,87,40
1992109,"EP BROT92",24,24.9,"",21.5,14,13.6,33.4,11.9,161.84,230.46,38.8,61.2,380,"BROT92",1992,72.2,144,84,40
1992111,"HM SSET92",28,28,"",21.9,12.6,12.4,35.1,13.2,163.68,219.375,39.5,55.7,300,"SSET92",1992,74.6,156,101,46
1992111,"IL SSET92",28,28,"",21.3,11.7,10.8,32.8,11.5,124.2,184.5,39.5,49.7,297,"SSET92",1992,72.3,141,91,39
1992113,"JK KAYS92",27,27,"",25.4,13.1,12.8,38.2,12.8,163.84,247.345,44.7,64.4,435,"KAYS92",1992,82.9,188,127,74
1992113,"KJ KAYS92",27,27,"",25.4,13,13.6,38,12.6,171.36,252.7,43.7,64.2,430,"KAYS92",1992,81.7,175,116,68
1992113,"LI STAD92",27,27,"",23.6,11.8,12.9,36,12.4,159.96,222.3,42.8,60.1,440,"STAD92",1992,78.8,193,137,82
1992113,"MH STAD92",27,27,"",21.1,13.4,12.7,33,11.9,151.13,215.325,40.6,56.2,345,"STAD92",1992,73.6,172,122,69
1992113,"NG STAD92",27,27,"",23.6,13.7,13.2,36.4,12.8,168.96,244.79,43.3,60.6,395,"STAD92",1992,79.7,179,125,72
1992113,"OF STAD92",27,27,"",21.1,13.1,12.1,34.1,13,157.3,214.83,39.9,56.5,290,"STAD92",1992,74,151,99,44
1992115,"MG NWOD92",28,27.1,"",24.5,14.6,13.1,36.6,12.1,158.51,253.455,43.3,62.5,427,"NWOD92",1992,79.9,190,126,75
1992115,"NF NWOD92",28,26,"",21.6,13.3,12,32.2,10.6,127.2,203.665,40.8,59.4,380,"NWOD92",1992,73,170,108,58
1992115,"OE NWOD92",28,27.2,"",22.9,12.5,12.2,34,11.1,135.42,209.95,42.7,59.9,390,"NWOD92",1992,76.7,180,133,71
1992115,"PD NWOD92",28,26.6,"M",23.2,13.4,13.3,35,11.8,156.94,233.625,43.9,63.6,455,"NWOD92",1992,78.9,180,121,66
1992115,"PE HIHI92",26,26,"",26.4,13.4,13.7,40.3,13.9,190.43,273.0325,44.4,63.2,465,"HIHI92",1992,84.7,186,125,69
1992115,"QD HIHI92",26,26,"",25.1,13.4,13,37.3,12.2,158.6,246.18,45.2,61,415,"HIHI92",1992,82.5,186,119,69
1992115,"RC HIHI92",26,26,"",25.2,13.2,13.3,38.5,13.3,176.89,255.0625,43.5,61.5,445,"HIHI92",1992,82,171,107,62
1992116,"TA MART92",25,25,"",23,13.7,13,36.2,13.2,171.6,241.635,42,60.3,385,"MART92",1992,78.2,168,104,49
1992116,"UZ MART92",25,25,"",21.8,12.7,12.7,34.2,12.4,157.48,217.17,40.8,58.8,377,"MART92",1992,75,157,101,41
1992116,"VY MART92",25,25,"",21.6,12.9,12.9,33.6,12,154.8,216.72,41.4,58.5,370,"MART92",1992,75,165,106,47
1992116,"WX MART92",25,25,"",21,12.1,12.1,31.9,10.9,131.89,192.995,42.1,57.1,350,"MART92",1992,74,156,91,42
1992117,"BR BUFA92",25,24.6,"",19.8,12.7,11.9,29,9.2,109.48,178.35,41.7,55.5,308,"BUFA92",1992,70.7,132,77,33
1992117,"CQ BUFA92",25,24.2,"",19.3,12.6,11.4,29.2,9.9,112.86,175.2,38,52.8,315,"BUFA92",1992,67.2,113,65,25
1992117,"DP SEWR92",25,25,"",21.8,13.8,13.3,32.9,11.1,147.63,222.8975,42.5,61.2,410,"SEWR92",1992,75.4,146,89,41
1992117,"EO SEWR92",25,25,"",23.5,12.9,14.3,33.6,10.1,144.43,228.48,45.8,62.4,444,"SEWR92",1992,79.4,169,114,62
1992117,"FN SEWR92",25,25,"F",21.5,14.1,13.1,32.8,11.3,148.03,223.04,40.9,58.4,375,"SEWR92",1992,73.7,156,96,47
1992117,"GM PAHA92",26,26,"M",23.9,12.6,12.7,36.2,12.3,156.21,228.965,42.5,63.3,362,"PAHA92",1992,78.7,173,125,73
1992117,"HL PAHA92",26,26,"",23.3,13.6,12.4,36.1,12.8,158.72,234.65,41.3,60.9,360,"PAHA92",1992,77.4,161,105,50
1992117,"IK PAHA92",26,26,"",22.7,13.5,13,35.9,13.2,171.6,237.8375,43,63.4,344,"PAHA92",1992,78.9,163,108,54
1992117,"JJ PAHA92",26,26,"",24.3,13,12.6,36.9,12.6,158.76,236.16,40.6,63,357,"PAHA92",1992,77.5,169,110,61
1992117,"KI PAHA92",26,26,"",23.1,13.9,12.6,35.3,12.2,153.72,233.8625,44.2,60.3,340,"PAHA92",1992,79.5,175,118,68
1992117,"LH WAIT92",26,25.6,"",21.1,11.8,12.3,33.5,12.4,152.52,201.8375,39.9,57,308,"WAIT92",1992,73.4,161,104,50
1992117,"M WAIT92",26,24.5,"",20.4,11.8,11.9,30.8,10.4,123.76,182.49,40.1,48.6,215,"WAIT92",1992,70.9,129,79,23
1992117,"TX BUFA92",25,25.2,"",20.9,12.2,11.6,31.1,10.2,118.32,185.045,40.3,57.6,328,"BUFA92",1992,71.4,147,90,47
1992117,"XW SDOT92",25,25,"",23.4,12.5,13.1,35.2,11.8,154.58,225.28,43.1,60,405,"SDOT92",1992,78.3,185,126,73
1992117,"YV BUFA92",25,26.2,"",22.9,12.6,12.7,34.2,11.3,143.51,216.315,42.5,61.2,425,"BUFA92",1992,76.7,174,113,59
1992117,"ZU BUFA92",25,25.2,"",20.6,12.5,12,31.8,11.2,134.4,194.775,40.3,54.6,338,"BUFA92",1992,72.1,149,95,42
1992118,"AR WINK92",28,28,"M",26,12,13.8,38.5,12.5,172.5,248.325,44.7,65,425,"WINK92",1992,83.2,196,140,85
1992118,"QC HART92",28,27.2,"F",23.7,13,13,35.8,12.1,157.3,232.7,43.7,59.9,405,"HART92",1992,79.5,181,125,77
1992118,"RB HART92",28,26.7,"",23.4,12.3,12.9,37.1,13.7,176.73,233.73,42.1,61.1,397,"HART92",1992,79.2,173,117,70
1992118,"SA HART92",28,25.7,"M",22.2,12.4,12.3,36,13.8,169.74,222.3,42.2,62.1,390,"HART92",1992,78.2,159,106,49
1992118,"TZ HART92",28,26.4,"",24.2,12.3,12.6,37.2,13,163.8,231.57,42.7,60.6,385,"HART92",1992,79.9,177,116,64
1992118,"UY HART92",28,26.9,"",23.2,11.9,12.5,35.9,12.7,158.75,218.99,41.1,59.8,380,"HART92",1992,77,177,125,69
1992118,"VX HART92",28,27.6,"",24.8,12.4,12.7,35.7,10.9,138.43,224.0175,44,59.4,405,"HART92",1992,79.7,188,135,78
1992118,"WW WINK92",28,28,"",24.4,12.1,11.9,36.4,12,142.8,218.4,40.2,59.7,355,"WINK92",1992,76.6,180,128,80
1992118,"XV WINK92",28,28,"",23.8,12.7,12.1,34.6,10.8,130.68,214.52,40.4,57.2,315,"WINK92",1992,75,167,105,64
1992118,"YU WINK92",28,28,"",25,12.1,13.4,38.4,13.4,179.56,244.8,43.2,63.2,435,"WINK92",1992,81.6,202,142,90
1992118,"ZT WINK92",28,28,"",24.3,11.8,12,36.2,11.9,142.8,215.39,42.1,60.1,350,"WINK92",1992,78.3,192,146,90
1992119,"BQ SECE92",28,28,"",25.9,12.4,13.2,37.8,11.9,157.08,241.92,42.1,64,385,"SECE92",1992,79.9,194,132,82
1992119,"CP SECE92",28,28,"",23.9,13.2,13,36.1,12.2,158.6,236.455,42.7,60.6,350,"SECE92",1992,78.8,178,133,75
1992119,"DO SECE92",28,28,"",24,12.2,13.3,35.8,11.8,156.94,228.225,42.7,60.6,350,"SECE92",1992,78.5,188,132,80
1992119,"EN WILO92",28,28,"",25.6,12.4,12.8,38.3,12.7,162.56,241.29,42.3,61.2,440,"WILO92",1992,80.6,195,131,85
1992119,"FM WILO92",28,28,"M",22.8,13.2,12.4,35.3,12.5,155,225.92,44.3,62.2,435,"WILO92",1992,79.6,192,136,86
