yearMonth,day,Mean,Max,Min,Stdev,Range,Year,Month,obs
2003_3,27,5.625,11,-1,4.716990566,12,2003,3,1223
2003_3,28,11.8125,17,6,4.277362895,11,2003,3,1224
2003_3,29,11.58823529,15,5,3.103603219,10,2003,3,1225
2003_3,30,0.125,5,-3,3.563204817,8,2003,3,1226
2003_3,31,-4,-1,-8,2,7,2003,3,1227
2003_4,1,-2.05,2,-7,2.66507628,9,2003,4,1228
2003_4,2,3.705882353,9,2,2.084607454,7,2003,4,1229
2003_4,3,1.3125,3,0,1.01447852,3,2003,4,1230
2003_4,4,0,0,0,NA,0,2003,4,1231
2003_4,5,3.5,6,2,1.506396618,4,2003,4,1232
2003_4,6,-2.222222222,1,-6,2.237528983,7,2003,4,1233
2003_4,7,-2.277777778,-1,-4,0.751903902,3,2003,4,1234
2003_4,8,-0.588235294,3,-3,1.938389265,6,2003,4,1235
2003_4,9,0.4,1,0,0.516397779,1,2003,4,1236
2003_4,10,5.533333333,12,-1,4.718756898,13,2003,4,1237
2003_4,11,6.263157895,10,1,2.805591743,9,2003,4,1238
2003_4,12,7.684210526,12,3,3.198135422,9,2003,4,1239
2003_4,13,5.2,9,-1,3.320929302,10,2003,4,1240
2003_4,14,10.58823529,21,-2,8.951667607,23,2003,4,1241
2003_4,15,21.8125,29,12,6.057708588,17,2003,4,1242
2003_4,16,12.77777778,25,3,6.548960901,22,2003,4,1243
2003_4,17,3.529411765,6,0,2.452489731,6,2003,4,1244
2003_4,18,6.6875,10,1,2.272113554,9,2003,4,1245
2003_4,19,11,19,6,5.631543813,13,2003,4,1246
2003_4,20,15.58823529,20,10,3.808851919,10,2003,4,1247
2003_4,21,13.11111111,18,10,2.083235292,8,2003,4,1248
2003_4,22,9.388888889,13,5,2.546944857,8,2003,4,1249
2003_4,23,0.625,4,-1,1.74642492,5,2003,4,1250
2003_4,24,4.25,11,-1,4.767948546,12,2003,4,1251
2003_4,25,11.4,18,2,5.461553939,16,2003,4,1252
2003_4,26,12,14,10,1.414213562,4,2003,4,1253
2003_4,27,10.5625,16,3,4.704164821,13,2003,4,1254
2003_4,28,17.41176471,27,4,8.73969982,23,2003,4,1255
2003_4,29,13,17,10,2.070196678,7,2003,4,1256
2003_4,30,12.75,19,4,4.878524367,15,2003,4,1257
2003_5,1,19.73684211,26,14,3.899317679,12,2003,5,1258
2003_5,2,11.08333333,16,8,3.175426481,8,2003,5,1259
2003_5,3,7.555555556,11,2,2.97484003,9,2003,5,1260
2003_5,4,12.8125,20,1,6.188362734,19,2003,5,1261
2003_5,5,11.11764706,14,8,2.027386031,6,2003,5,1262
2003_5,6,12.33333333,22,6,5.739440432,16,2003,5,1263
2003_5,7,15.125,17,10,1.995828984,7,2003,5,1264
2003_5,8,12.64705882,16,9,2.089891638,7,2003,5,1265
2003_5,9,12.88888889,18,7,3.644316912,11,2003,5,1266
2003_5,10,16.2,23,7,5.784214973,16,2003,5,1267
2003_5,11,18.52631579,22,13,2.568363531,9,2003,5,1268
2003_5,12,11.31578947,14,10,1.108183277,4,2003,5,1269
2003_5,13,7.125,9,6,1.087811258,3,2003,5,1270
2003_5,14,9.294117647,11,7,1.571810496,4,2003,5,1271
2003_5,15,12.46153846,18,3,5.010245912,15,2003,5,1272
2003_5,16,13.73333333,16,6,2.63131327,10,2003,5,1273
2003_5,17,12.92857143,18,9,3.197698348,9,2003,5,1274
2003_5,18,17.57142857,23,11,3.877237036,12,2003,5,1275
2003_5,19,18.16666667,24,7,5.700877125,17,2003,5,1276
2003_5,20,19.16666667,24,13,3.46834424,11,2003,5,1277
2003_5,21,10.31578947,18,7,3.334210411,11,2003,5,1278
2003_5,22,12.05882353,18,4,4.775858408,14,2003,5,1279
2003_5,23,13.83333333,17,9,2.065116433,8,2003,5,1280
2003_5,24,12.875,15,10,1.543804824,5,2003,5,1281
2003_5,25,15.52631579,20,11,2.988281205,9,2003,5,1282
2003_5,26,11.85714286,12,11,0.36313652,1,2003,5,1283
2003_5,27,14.52631579,19,9,3.372576019,10,2003,5,1284
2003_5,28,14.85714286,19,11,3.109715368,8,2003,5,1285
2003_5,29,16.17647059,21,9,3.539690914,12,2003,5,1286
2003_5,30,15.89473684,20,11,2.806633746,9,2003,5,1287
2003_5,31,13.625,15,10,1.310216267,5,2003,5,1288
2004_3,1,5.75,13,-2,5.360348247,15,2004,3,1289
2004_3,2,10,13,8,1.490711985,5,2004,3,1290
2004_3,3,5,8,4,1.032795559,4,2004,3,1291
2004_3,4,4.611111111,7,2,1.85151413,5,2004,3,1292
2004_3,5,7.65,11,4,2.412140347,7,2004,3,1293
2004_3,6,6.692307692,11,2,3.637412436,9,2004,3,1294
2004_3,7,2.117647059,7,-2,3.018326377,9,2004,3,1295
2004_3,8,0.111111111,3,-2,1.676441922,5,2004,3,1296
2004_3,9,-0.647058824,1,-3,1.32009358,4,2004,3,1297
2004_3,10,0.529411765,5,-3,3.023194648,8,2004,3,1298
2004_3,11,2.611111111,10,-4,5.157962307,14,2004,3,1299
2004_3,12,-0.733333333,7,-4,3.899938949,11,2004,3,1300
2004_3,13,-3.80952381,-1,-6,1.569045813,5,2004,3,1301
2004_3,14,-0.823529412,5,-7,4.798896932,12,2004,3,1302
2004_3,15,2.666666667,5,0,1.328422328,5,2004,3,1303
2004_3,16,-2.944444444,-1,-4,1.161754364,3,2004,3,1304
2004_3,17,-3.375,-1,-7,2.125245084,6,2004,3,1305
2004_3,18,-2.25,0,-4,1.290994449,4,2004,3,1306
2004_3,19,-2.222222222,2,-6,2.646986201,8,2004,3,1307
2004_3,20,0.294117647,5,-6,3.917344539,11,2004,3,1308
2004_3,21,-0.6,5,-5,3.561701038,10,2004,3,1309
2004_3,22,-7.117647059,-5,-11,2.057983022,6,2004,3,1310
2004_3,23,-1.444444444,5,-7,5.066873061,12,2004,3,1311
2004_3,24,6.411764706,13,-2,5.160654313,15,2004,3,1312
2004_3,25,8.611111111,15,5,3.583276333,10,2004,3,1313
2004_3,26,14.55555556,19,11,2.994548424,8,2004,3,1314
2004_3,27,9.25,16,5,3.336665002,11,2004,3,1315
2004_3,28,8.947368421,15,4,4.300822715,11,2004,3,1316
2004_3,29,10.8125,16,5,4.182802091,11,2004,3,1317
2004_3,30,9.105263158,14,3,3.885796598,11,2004,3,1318
2004_3,31,8.263157895,11,5,2.130260945,6,2004,3,1319
2004_4,1,7.578947368,9,6,0.692482609,3,2004,4,1320
2004_4,2,5.571428571,8,4,0.978336781,4,2004,4,1321
2004_4,3,3.421052632,6,1,1.70996392,5,2004,4,1322
2004_4,4,1.227272727,5,-4,2.617374515,9,2004,4,1323
2004_4,5,-4.588235294,-1,-7,2.1811357,6,2004,4,1324
2004_4,6,1,6,-4,3.858612301,10,2004,4,1325
2004_4,7,3.526315789,5,2,0.841191024,3,2004,4,1326
2004_4,8,4.894736842,11,1,3.79904574,10,2004,4,1327
2004_4,9,5.571428571,10,2,2.767154289,8,2004,4,1328
2004_4,10,5.444444444,10,0,3.347030681,10,2004,4,1329
2004_4,11,3.588235294,8,-2,3.589199485,10,2004,4,1330
2004_4,12,6,11,0,4.484541349,11,2004,4,1331
2004_4,13,5.75,7,4,0.944089163,3,2004,4,1332
2004_4,14,3.434782609,6,2,1.502303896,4,2004,4,1333
2004_4,15,5.166666667,9,1,2.955553098,8,2004,4,1334
2004_4,16,6.75,16,-3,6.74783916,19,2004,4,1335
2004_4,17,16.83333333,25,9,4.925921831,16,2004,4,1336
2004_4,18,14.77777778,20,9,4.138137625,11,2004,4,1337
2004_4,19,22.13333333,26,18,2.799659843,8,2004,4,1338
2004_4,20,9.684210526,21,6,4.334008045,15,2004,4,1339
2004_4,21,14.64705882,22,7,5.011750898,15,2004,4,1340
2004_4,22,15.05882353,18,12,1.853057886,6,2004,4,1341
2004_4,23,8.142857143,11,6,1.590148241,5,2004,4,1342
2004_4,24,9.421052632,12,6,1.952656011,6,2004,4,1343
2004_4,25,5.842105263,8,3,1.302269724,5,2004,4,1344
2004_4,26,9.722222222,13,7,1.637988564,6,2004,4,1345
2004_4,27,8.421052632,12,5,1.865350413,7,2004,4,1346
2004_4,28,6,12,1,3.710081654,11,2004,4,1347
2004_4,29,19.63157895,28,11,7.135284206,17,2004,4,1348
2004_4,30,21.41176471,27,10,4.637602068,17,2004,4,1349
2004_5,1,21.125,25,17,3.612478374,8,2004,5,1350
2004_5,2,19.10526316,25,10,4.445906192,15,2004,5,1351
2004_5,3,6.85,9,5,1.631111988,4,2004,5,1352
2004_5,4,6.055555556,12,2,3.298345793,10,2004,5,1353
2004_5,5,9.894736842,15,4,3.229976554,11,2004,5,1354
2004_5,6,12.72222222,24,2,7.736890663,22,2004,5,1355
2004_5,7,14.89473684,20,13,1.629408101,7,2004,5,1356
2004_5,8,10.16666667,15,3,3.485263092,12,2004,5,1357
2004_5,9,13.05263158,18,11,2.272387003,7,2004,5,1358
2004_5,10,20.22727273,28,13,4.770263227,15,2004,5,1359
2004_5,11,20.5,25,15,3.086473034,10,2004,5,1360
2004_5,12,22.11111111,28,13,4.763697142,15,2004,5,1361
2004_5,13,23.57142857,30,17,3.90603928,13,2004,5,1362
2004_5,14,23.31578947,29,20,2.604539447,9,2004,5,1363
2004_5,15,17.51851852,23,12,3.401022136,11,2004,5,1364
2004_5,16,12.36842105,17,10,2.385384346,7,2004,5,1365
2004_5,17,18.64705882,26,7,7.262413308,19,2004,5,1366
2004_5,18,20.86363636,25,18,2.512738111,7,2004,5,1367
2004_5,19,16.22222222,20,12,3.153999432,8,2004,5,1368
2004_5,20,17.05263158,22,9,3.82206582,13,2004,5,1369
2004_5,21,18.25,20,16,0.910465468,4,2004,5,1370
2004_5,22,19.7,26,13,4.414092265,13,2004,5,1371
2004_5,23,20.04166667,24,17,2.031901373,7,2004,5,1372
2004_5,24,21.33333333,29,17,3.757345747,12,2004,5,1373
2004_5,25,17.36842105,24,13,3.320149366,11,2004,5,1374
2004_5,26,19.4,23,16,2.326053808,7,2004,5,1375
2004_5,27,18.89473684,25,10,4.483237135,15,2004,5,1376
2004_5,28,16.65217391,19,14,0.934621734,5,2004,5,1377
2004_5,29,11.05263158,15,5,3.239919138,10,2004,5,1378
2004_5,30,14.11111111,20,5,4.825043601,15,2004,5,1379
2004_5,31,12.78947368,15,11,1.228320776,4,2004,5,1380
2005_3,1,-3.578947368,-2,-5,1.070606758,3,2005,3,1381
2005_3,2,-5.421052632,-4,-7,0.837707817,3,2005,3,1382
2005_3,3,-7.736842105,-5,-11,1.484815936,6,2005,3,1383
2005_3,4,-5.277777778,-2,-9,2.346600935,7,2005,3,1384
2005_3,5,-6.166666667,-1,-16,5.032248942,15,2005,3,1385
2005_3,6,-1.333333333,3,-7,4.072865735,10,2005,3,1386
2005_3,7,5.142857143,11,-2,4.077814541,13,2005,3,1387
2005_3,8,-5.95,8,-11,7.810081205,19,2005,3,1388
2005_3,9,-10.4,-8,-13,1.882247896,5,2005,3,1389
2005_3,10,-7.777777778,-5,-11,2.184317246,6,2005,3,1390
2005_3,11,-4.894736842,1,-12,4.520259787,13,2005,3,1391
2005_3,12,-3.058823529,2,-12,4.249567452,14,2005,3,1392
2005_3,13,-2.9375,-2,-5,1.181453907,3,2005,3,1393
2005_3,14,-6.15,-4,-12,2.518876107,8,2005,3,1394
2005_3,15,-3.736842105,0,-9,3.033921285,9,2005,3,1395
2005_3,16,-2.294117647,1,-6,2.201269687,7,2005,3,1396
2005_3,17,-1.647058824,6,-11,5.765643681,17,2005,3,1397
2005_3,18,-1.263157895,2,-6,2.305599591,8,2005,3,1398
2005_3,19,-0.166666667,5,-8,4.527692569,13,2005,3,1399
2005_3,20,1.105263158,3,-1,1.196974744,4,2005,3,1400
2005_3,21,0.526315789,3,-2,1.466985611,5,2005,3,1401
2005_3,22,1.294117647,8,-6,4.524443417,14,2005,3,1402
2005_3,23,1.157894737,3,-2,1.537066394,5,2005,3,1403
2005_3,24,0,3,-2,1.870828693,5,2005,3,1404
2005_3,25,1.8,3,0,1.056309365,3,2005,3,1405
2005_3,26,0.5,7,-7,4.74341649,14,2005,3,1406
2005_3,27,4.411764706,7,1,2.063335392,6,2005,3,1407
2005_3,28,3.210526316,5,2,0.976328005,3,2005,3,1408
2005_3,29,3,6,1,1.447493729,5,2005,3,1409
2005_3,30,7.4375,13,-3,5.876152369,16,2005,3,1410
2005_3,31,9.352941176,13,7,1.868862504,6,2005,3,1411
2005_4,1,10.53333333,14,6,2.669046557,8,2005,4,1412
2005_4,2,6.352941176,10,4,1.271867548,6,2005,4,1413
2005_4,3,2.5,4,1,0.923548145,3,2005,4,1414
2005_4,4,2.947368421,8,1,2.548936253,7,2005,4,1415
2005_4,5,6.55,14,-3,6.17699467,17,2005,4,1416
2005_4,6,16.55555556,23,10,4.913633162,13,2005,4,1417
2005_4,7,15.3125,20,10,3.43935556,10,2005,4,1418
2005_4,8,8.15,13,3,3.528455753,10,2005,4,1419
2005_4,9,8.833333333,16,-1,5.690549441,17,2005,4,1420
2005_4,10,9.733333333,17,1,5.229950378,16,2005,4,1421
2005_4,11,6.2,12,-1,3.41205294,13,2005,4,1422
2005_4,12,3.55,10,-4,4.860961568,14,2005,4,1423
2005_4,13,6.4,11,-3,4.436858606,14,2005,4,1424
2005_4,14,6.4375,13,-2,4.774498228,15,2005,4,1425
2005_4,15,8.277777778,14,2,4.650180965,12,2005,4,1426
2005_4,16,12,19,1,7.080489625,18,2005,4,1427
2005_4,17,14.38888889,21,3,6.63448113,18,2005,4,1428
2005_4,18,14.78947368,21,5,5.533523565,16,2005,4,1429
2005_4,19,16.84210526,26,5,7.776482766,21,2005,4,1430
2005_4,20,19.84210526,24,15,3.3543199,9,2005,4,1431
2005_4,21,7.263157895,16,1,4.080333664,15,2005,4,1432
2005_4,22,6.8,17,-2,6.461220351,19,2005,4,1433
2005_4,23,10.42105263,16,6,3.834286685,10,2005,4,1434
2005_4,24,5.9,14,3,3.891962027,11,2005,4,1435
2005_4,25,3.263157895,6,-1,2.232141604,7,2005,4,1436
2005_4,26,11.85,20,5,5.833433583,15,2005,4,1437
2005_4,27,13.94736842,17,11,2.172394588,6,2005,4,1438
2005_4,28,9.117647059,13,5,2.260595965,8,2005,4,1439
2005_4,29,8.166666667,13,-1,4.062019202,14,2005,4,1440
2005_4,30,9.136363636,11,8,0.888843794,3,2005,4,1441
2005_5,1,8.157894737,12,4,2.267234191,8,2005,5,1442
2005_5,2,6.5,9,4,1.572795031,5,2005,5,1443
2005_5,3,4.761904762,7,2,1.48002574,5,2005,5,1444
2005_5,4,5.263157895,9,1,2.825324077,8,2005,5,1445
2005_5,5,8.333333333,15,-1,5.698296959,16,2005,5,1446
2005_5,6,12.77777778,17,8,3.422341056,9,2005,5,1447
2005_5,7,12.5,18,3,5.14781507,15,2005,5,1448
2005_5,8,11.16666667,17,3,4.865847366,14,2005,5,1449
2005_5,9,13.84210526,21,4,5.871429486,17,2005,5,1450
2005_5,10,19.5,28,9,6.809436177,19,2005,5,1451
2005_5,11,21.73684211,26,12,3.82741725,14,2005,5,1452
2005_5,12,8.15,19,3,4.923359999,16,2005,5,1453
2005_5,13,8.875,18,-2,7.135591543,20,2005,5,1454
2005_5,14,17.31578947,23,11,4.534468382,12,2005,5,1455
2005_5,15,16.52631579,19,13,2.117871601,6,2005,5,1456
2005_5,16,10.31578947,13,6,1.916380604,7,2005,5,1457
2005_5,17,8.3,13,1,4.231461114,12,2005,5,1458
2005_5,18,10.26315789,16,3,4.51961288,13,2005,5,1459
2005_5,19,12.33333333,18,3,5.302607572,15,2005,5,1460
2005_5,20,14.55555556,18,9,2.894664915,9,2005,5,1461
2005_5,21,13.44444444,19,4,4.591837031,15,2005,5,1462
2005_5,22,8.611111111,13,6,1.786843714,7,2005,5,1463
2005_5,23,9.25,12,7,2.022895267,5,2005,5,1464
2005_5,24,9.75,12,8,1.332784975,4,2005,5,1465
2005_5,25,11.52380952,17,8,3.385543496,9,2005,5,1466
2005_5,26,13.80952381,19,8,4.249929971,11,2005,5,1467
2005_5,27,14.80952381,21,7,3.487392258,14,2005,5,1468
2005_5,28,13.73684211,19,8,3.493519481,11,2005,5,1469
2005_5,29,13.40909091,20,6,4.737480654,14,2005,5,1470
2005_5,30,15.21052632,21,6,4.577468337,15,2005,5,1471
2005_5,31,16.15,23,7,5.851450562,16,2005,5,1472
2006_3,1,-6.429411765,-2.7,-8.8,1.582389718,6.1,2006,3,1473
2006_3,2,-7.903030303,-5,-12.7,2.612288849,7.7,2006,3,1474
2006_3,3,-9.0125,-6.1,-11,1.241682002,4.9,2006,3,1475
2006_3,4,-6.615517241,-2.2,-8,1.623814193,5.8,2006,3,1476
2006_3,5,-3.220833333,0,-6.6,2.06965218,6.6,2006,3,1477
2006_3,6,-4.8875,-2.2,-11.6,2.561302743,9.4,2006,3,1478
2006_3,7,-7.655555556,-2.7,-13.8,3.345988796,11.1,2006,3,1479
2006_3,8,-6.248,3.8,-13.8,7.050716276,17.6,2006,3,1480
2006_3,9,3.223333333,6.6,1.6,1.158085023,5,2006,3,1481
2006_3,10,10.34230769,14,6.6,2.168533712,7.4,2006,3,1482
2006_3,11,5,11.1,0.5,3.197336855,10.6,2006,3,1483
2006_3,12,9.638461538,13.3,3.8,3.278057586,9.5,2006,3,1484
2006_3,13,10.75283019,16,7.7,2.48732199,8.3,2006,3,1485
2006_3,14,7.375862069,14.4,-1.1,5.546405218,15.5,2006,3,1486
2006_3,15,-1.745454545,1.6,-3,1.321951897,4.6,2006,3,1487
2006_3,16,-1.475,1.1,-3,1.173984983,4.1,2006,3,1488
2006_3,17,-3.6875,-1.1,-7.2,1.939030353,6.1,2006,3,1489
2006_3,18,-4.430769231,-1.6,-7,1.83079638,5.4,2006,3,1490
2006_3,19,-4.789473684,-2.7,-7,1.466614689,4.3,2006,3,1491
2006_3,20,-5.132142857,-2.7,-7.7,1.287295564,5,2006,3,1492
2006_3,21,-6.128,-1.6,-11.6,3.26120121,10,2006,3,1493
2006_3,22,-3.786111111,-1.6,-6.6,1.340181817,5,2006,3,1494
2006_3,23,-1.966666667,0,-3,1.099006866,3,2006,3,1495
2006_3,24,-1.614814815,4.4,-7.2,3.804117577,11.6,2006,3,1496
2006_3,25,-0.482142857,1,-1.1,0.677993602,2.1,2006,3,1497
2006_3,26,0.310638298,4.4,-1,1.686162873,5.4,2006,3,1498
2006_3,27,1.575,7.7,-3.8,3.990450558,11.5,2006,3,1499
2006_3,28,2.768,10.5,-3.8,5.606820252,14.3,2006,3,1500
2006_3,29,4.432,12.7,-3.3,6.011705249,16,2006,3,1501
2006_3,30,6.583333333,17.2,-1.6,7.250587183,18.8,2006,3,1502
2006_3,31,14.09230769,23.3,7.7,6.104878251,15.6,2006,3,1503
2006_4,1,12.14482759,19.4,8.3,3.096378784,11.1,2006,4,1504
2006_4,2,4.540540541,11.1,0,2.915710268,11.1,2006,4,1505
2006_4,3,8.952,17.2,2.7,4.02358878,14.5,2006,4,1506
2006_4,4,2.831578947,6.1,0,2.129599031,6.1,2006,4,1507
2006_4,5,-1.309677419,2.2,-6,2.244007552,8.2,2006,4,1508
2006_4,6,1.391176471,7.7,-1.1,2.819452735,8.8,2006,4,1509
2006_4,7,4.673333333,8.3,-0.5,3.041090246,8.8,2006,4,1510
2006_4,8,0.49375,6,-2.7,2.429027145,8.7,2006,4,1511
2006_4,9,-0.65,7.2,-7.2,4.823898838,14.4,2006,4,1512
2006_4,10,3.708,12.2,-3.8,6.167111696,16,2006,4,1513
2006_4,11,10.632,20,2.7,6.993194311,17.3,2006,4,1514
2006_4,12,15.236,21.1,11.6,3.421729582,9.5,2006,4,1515
2006_4,13,14.39642857,17.7,11.6,1.90389117,6.1,2006,4,1516
2006_4,14,10.26153846,12.7,6.1,2.307739487,6.6,2006,4,1517
2006_4,15,13.57,17.7,9.4,2.180501366,8.3,2006,4,1518
2006_4,16,6.976,10,4.4,1.674136593,5.6,2006,4,1519
2006_4,17,5.170833333,11.6,-1.6,5.033494695,13.2,2006,4,1520
2006_4,18,8.083333333,14.4,1.1,4.762048031,13.3,2006,4,1521
2006_4,19,10.11666667,17.7,2.7,5.563988768,15,2006,4,1522
2006_4,20,12.42307692,20.5,4.4,5.480387409,16.1,2006,4,1523
2006_4,21,12.74,21.6,4.4,6.179670973,17.2,2006,4,1524
2006_4,22,6.186666667,15,3.3,3.032096502,11.7,2006,4,1525
2006_4,23,6.703225806,13.3,3.8,3.174427389,9.5,2006,4,1526
2006_4,24,8.912121212,12,6.6,1.318559246,5.4,2006,4,1527
2006_4,25,6.813793103,12.7,2.7,3.028050308,10,2006,4,1528
2006_4,26,4.448,15,-3.8,6.695901732,18.8,2006,4,1529
2006_4,27,9.188,12.2,6.6,1.748647096,5.6,2006,4,1530
2006_4,28,4.904166667,11.1,-2.7,4.55244599,13.8,2006,4,1531
2006_4,29,5.964,15.5,-3.3,7.062570354,18.8,2006,4,1532
2006_4,30,11.27083333,21.6,1.1,8.022602807,20.5,2006,4,1533
2006_5,1,14.8,21.6,6.6,5.459017271,15,2006,5,1534
2006_5,2,11.45833333,18.3,4.4,4.533826167,13.9,2006,5,1535
2006_5,3,9.74137931,17.7,3.3,5.059821937,14.4,2006,5,1536
2006_5,4,13.672,23.8,4.4,7.38182001,19.4,2006,5,1537
2006_5,5,13.48214286,17.7,6.1,3.476381002,11.6,2006,5,1538
2006_5,6,7.628571429,12.2,5,1.557028781,7.2,2006,5,1539
2006_5,7,6.645833333,16.1,-2.7,6.728652502,18.8,2006,5,1540
2006_5,8,12.99583333,20.5,4.4,5.99314675,16.1,2006,5,1541
2006_5,9,14.34583333,20.5,7.7,4.685127177,12.8,2006,5,1542
2006_5,10,15.37083333,23.3,7.2,5.80670371,16.1,2006,5,1543
2006_5,11,16.13846154,19.4,13.8,1.57659809,5.6,2006,5,1544
2006_5,12,13.56046512,20.5,9,3.015763311,11.5,2006,5,1545
2006_5,13,13.85,20.5,7.7,3.889063488,12.8,2006,5,1546
2006_5,14,12.26764706,15.5,8.8,1.989932325,6.7,2006,5,1547
2006_5,15,10.87333333,13.8,8.8,1.361523825,5,2006,5,1548
2006_5,16,10.70606061,15,8,2.101924623,7,2006,5,1549
2006_5,17,11.92068966,18.8,7.2,3.313433622,11.6,2006,5,1550
2006_5,18,12.35384615,17.7,7.7,3.355858253,10,2006,5,1551
2006_5,19,7.093939394,12.2,3.8,2.53733859,8.4,2006,5,1552
2006_5,20,9.192857143,12.2,7.2,1.482972134,5,2006,5,1553
2006_5,21,7.269230769,11,3.3,2.06896481,7.7,2006,5,1554
2006_5,22,4.862962963,8.3,2,1.795753141,6.3,2006,5,1555
2006_5,23,7.573913043,14.4,2.2,4.383047652,12.2,2006,5,1556
2006_5,24,11.9,20,2.7,6.022665523,17.3,2006,5,1557
2006_5,25,14.02916667,21.1,6.6,5.608338448,14.5,2006,5,1558
2006_5,26,16.896,21,13.3,2.411341259,7.7,2006,5,1559
2006_5,27,15.58032787,17.2,14,0.994454569,3.2,2006,5,1560
2006_5,28,11.6483871,25,6.6,5.474164116,18.4,2006,5,1561
2006_5,29,19.94,29.4,13.3,6.36278241,16.1,2006,5,1562
2006_5,30,23.06451613,31.6,17.7,5.493969323,13.9,2006,5,1563
2006_5,31,23.26896552,30.5,17.2,4.027769983,13.3,2006,5,1564
2007_3,1,-3.916,2.7,-10,4.468843997,12.7,2007,3,1565
2007_3,2,2.641666667,5,1,1.111080555,4,2007,3,1566
2007_3,3,-0.353333333,5.5,-4,2.788499108,9.5,2007,3,1567
2007_3,4,-3.297142857,-2,-4.4,0.76369293,2.4,2007,3,1568
2007_3,5,-4.944680851,-2,-10.5,1.691514437,8.5,2007,3,1569
2007_3,6,-15.58039216,-11,-18.8,2.381681726,7.8,2007,3,1570
2007_3,7,-14.80645161,-10,-21.1,3.043565396,11.1,2007,3,1571
2007_3,8,-9.922222222,-7,-14.4,1.73810979,7.4,2007,3,1572
2007_3,9,-11.224,1.6,-19.4,8.199353633,21,2007,3,1573
2007_3,10,2.165384615,7.2,-2.2,3.507585187,9.4,2007,3,1574
2007_3,11,0.443333333,5,-2.7,1.765704574,7.7,2007,3,1575
2007_3,12,0.670833333,10.5,-6.1,6.647816194,16.6,2007,3,1576
2007_3,13,8.354166667,17.2,1.6,5.190625259,15.6,2007,3,1577
2007_3,14,12.748,17.2,11,1.585118292,6.2,2007,3,1578
2007_3,15,4.437735849,12.2,-2.2,4.665801375,14.4,2007,3,1579
2007_3,16,-6.007692308,-3.3,-9,1.75930056,5.7,2007,3,1580
2007_3,17,-7.468085106,-6,-10,1.275199282,4,2007,3,1581
2007_3,18,-5.572916667,-2.2,-7,1.532032384,4.8,2007,3,1582
2007_3,19,-3.939393939,0,-13.3,3.267064756,13.3,2007,3,1583
2007_3,20,-1.226666667,2.2,-7.2,2.923499713,9.4,2007,3,1584
2007_3,21,-6.392,5.5,-16.1,8.214921383,21.6,2007,3,1585
2007_3,22,6.8,15.5,2.2,4.976193324,13.3,2007,3,1586
2007_3,23,4.433333333,11.6,-0.5,3.092519711,12.1,2007,3,1587
2007_3,24,3.410714286,9.4,-2,4.222368941,11.4,2007,3,1588
2007_3,25,3.059459459,8.3,0,2.672957108,8.3,2007,3,1589
2007_3,26,9.257692308,16.6,4.4,3.912663857,12.2,2007,3,1590
2007_3,27,10.48064516,14.4,9,1.314713546,5.4,2007,3,1591
2007_3,28,6.087179487,9,1.6,1.987087195,7.4,2007,3,1592
2007_3,29,0.052,6.1,-5,3.594917709,11.1,2007,3,1593
2007_3,30,2.783333333,11.6,-5,6.205163815,16.6,2007,3,1594
2007_3,31,2.6125,10.5,-3.8,4.883451426,14.3,2007,3,1595
2007_4,1,5.034615385,9,2.2,1.650198123,6.8,2007,4,1596
2007_4,2,9.535714286,16.6,5,4.475630664,11.6,2007,4,1597
2007_4,3,7.351612903,18.3,1,5.76280435,17.3,2007,4,1598
2007_4,4,6.803571429,15.5,2.2,3.923951348,13.3,2007,4,1599
2007_4,5,-1.685714286,2.2,-6,2.069262849,8.2,2007,4,1600
2007_4,6,-4.7,-1.6,-7,1.702938637,5.4,2007,4,1601
2007_4,7,-4.603225806,-1.6,-8.8,2.042136768,7.2,2007,4,1602
2007_4,8,-4.016666667,-1,-6.1,1.941324248,5.1,2007,4,1603
2007_4,9,-1.720833333,1.1,-3.8,1.675910957,4.9,2007,4,1604
2007_4,10,-0.778787879,4.4,-3.8,2.58780283,8.2,2007,4,1605
2007_4,11,1.32,10,-6,6.260790685,16,2007,4,1606
2007_4,12,2.984444444,6.6,0.5,2.011100508,6.1,2007,4,1607
2007_4,13,2.121052632,4,0,1.071537893,4,2007,4,1608
2007_4,14,2.292307692,6.1,0,2.194160081,6.1,2007,4,1609
2007_4,15,1.314634146,3.3,0,0.849870865,3.3,2007,4,1610
2007_4,16,-0.537209302,0.5,-1.1,0.478103025,1.6,2007,4,1611
2007_4,17,0.119642857,1.1,-1,0.434184562,2.1,2007,4,1612
2007_4,18,2.157142857,6.1,0.5,2.070419922,5.6,2007,4,1613
2007_4,19,3.664864865,12.2,-1,4.280330739,13.2,2007,4,1614
2007_4,20,7.545833333,16.6,-1.6,6.832784089,18.2,2007,4,1615
2007_4,21,10.372,20.5,1,7.884558749,19.5,2007,4,1616
2007_4,22,14.27916667,25,3.3,8.165035699,21.7,2007,4,1617
2007_4,23,19.74583333,27.7,12.7,5.164340874,15,2007,4,1618
2007_4,24,11.30571429,20.5,6.1,4.111600723,14.4,2007,4,1619
2007_4,25,4.855172414,9.4,1.6,2.13601535,7.8,2007,4,1620
2007_4,26,5.145945946,16.1,0,5.435255008,16.1,2007,4,1621
2007_4,27,12.06666667,18.8,9,3.155983188,9.8,2007,4,1622
2007_4,28,10.85945946,13,8.8,1.081783368,4.2,2007,4,1623
