"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight"
2003117,"02 COMP03",26,26.6,"M",23.1,13.1,13.2,36.6,13.5,178.2,240.645,45,62.7,422
2003117,"03 COMP03",26,26.3,"M",23.1,13.2,12.8,37.7,14.6,186.88,245.05,41.4,62.1,382
2003121,"11 BURP03",26,26.1,"M",22.9,13.2,12.8,35.6,12.7,162.56,231.4,43.1,58.6,312
2003122,"44 HATR03",27,26.3,"F",22.4,13.8,12.8,34.3,11.9,152.32,228.095,43.2,56.4,333
2003122,"55 MMUR03",27,27,"M",22.2,12.8,12.4,35,12.8,158.72,220.5,41.1,57.8,342
2003122,"66 MMUR03",27,27,"",23.2,13.7,12.8,37.3,14.1,180.48,247.1125,41.4,61.4,366
2003125,"12 LENO03",NA,28.2,"F",22.8,11.6,12.5,34.7,11.9,148.75,209.0675,42.4,59.8,376
2003125,"23 LENO03",NA,28.4,"F",24.3,12.3,13,38.5,14.2,184.6,243.5125,40.6,61.9,398
2003125,"88 LENO03",NA,27.4,"F",23.6,13.5,12.9,36,12.4,159.96,237.6,41.3,61.1,380
2003125,"99 LENO03",NA,28.5,"F",23.3,11.7,13.1,36,12.7,166.37,223.2,42.8,59.8,388
2003131,"45 CALD03",25,25.9,"F",21.5,12.3,12.8,34.3,12.8,163.84,215.2325,40.1,59.5,375
2003131,"56 CALD03",25,25.4,"F",21,12.3,12.6,33.3,12.3,154.98,207.2925,40.1,59.4,353
2003140,"24 COPA03",26,25.4,"F",23,12,12.1,35.8,12.8,154.88,215.695,40.6,58.3,300
2003142,"13 DYCE03",NA,24,"F",20.59,10.01,11.41,31.65,11.06,126.1946,169.4858,38.69,56.18,291
2003142,"90 DYCE03",24,24.3,"M",21.01,11.47,12.29,31.58,10.57,129.9053,187.5852,39.28,59.98,326
2003142,"13 DYCE03",24,24,"F",20.59,10.01,11.41,31.65,11.06,126.1946,169.48575,38.69,56.18,291
2004101,"16 MNDY04",28,27.1,"M",25.5,13.5,13.4,39.8,14.3,191.62,267.655,42.2,62.1,460
2004101,"27 MNDY04",28,26.8,"F",24,13.3,13.1,38,14,183.4,250.8,39.9,59.3,400
2004101,"38 MNDY04",28,26.5,"F",22.8,13.7,12.9,35.1,12.3,158.67,233.415,40.2,60,420
2004101,"49 YATI04",28,27.2,"F",23,12.6,12,36.1,13.1,157.2,222.015,40.4,60.6,260
2004101,"doa MNDY04",28,26.2,"",22.8,13,12.9,36.9,14.1,181.89,238.9275,39.9,60.3,405
2004104,"17 TRUP04",29,28,"F",24.6,11.2,13.4,37.7,13.1,175.54,231.855,39.8,56,386
2004104,"28 TRUP04",29,27.6,"F",23.6,11.4,13.8,36.9,13.3,183.54,232.47,40.7,56,351
2004104,"94 TRUP04",29,27.9,"M",25.6,12.5,14.5,37.3,11.7,169.65,251.775,56.7,59.1,417
2004105,"50 CCLI04",24,25.3,"M",20.3,12.9,12.6,33.3,13,163.8,212.2875,42.3,60.9,452
2004105,"61 CCLI04",24,25.5,"M",21.9,13.5,13.4,34.2,12.3,164.82,229.995,42.2,59.6,453
2004105,"72 CCLI04",24,25,"F",19.6,12.6,12.6,32.3,12.7,160.02,203.49,37.8,58.6,373
2004105,"83 CCLI04",24,24.1,"F",16.7,11.3,12.3,29.3,12.6,154.98,172.87,35.4,52.9,325
2004109,"39 FOWA04",24,25.6,"F",22.9,12,11.9,33.7,10.8,128.52,201.3575,42.1,60.5,385
2004109,"40 FOWA04",24,25,"M",21.8,12.7,12.6,33.6,11.8,148.68,212.52,42.4,56.7,354
2004109,"51 FOWA04",24,25,"M",23.6,12.7,12.6,35.6,12,151.2,225.17,42.6,59.8,367
2004111,"62 WARC04",26,26.2,"F",25.1,12.8,13.5,36.9,11.8,159.3,242.6175,42,54.9,400
2004111,"73 WARC04",26,26.2,"M",23,14,15.1,36,13,196.3,261.9,41.6,53.1,423
2004111,"84 WARC04",26,26.3,"M",25,12.4,13.3,36.3,11.3,150.29,233.2275,42.2,56.7,440
2004111,"95 WARC04",26,25.9,"F",24.2,13,13.8,33.1,8.9,122.82,221.77,43.5,52.3,350
2004113,"63 MINE04",27,26.5,"F",23,13,12.3,35.1,12.1,148.83,222.0075,43.6,59.2,385
2004113,"74 MINE04",27,25.9,"M",24.6,14.1,14.4,36.2,11.6,167.04,257.925,43.7,60.7,417
2004113,"85 MINE04",27,26.8,"F",23.4,14.8,12.8,34.3,10.9,139.52,236.67,42.8,57.9,390
2004113,"96 MINE04",27,26.6,"F",22.7,13.7,13.3,35.9,13.2,175.56,242.325,39.6,56.5,363
2004116,"43 BRBI04",26,26.1,"F",23.6,13.5,13.4,36.4,12.8,171.52,244.79,40.1,58.3,390
2004116,"54 BRBI04",26,26,"M",23.6,11.7,13,37.2,13.6,176.8,229.71,40,61.8,408
2004116,"65 BRBI04",26,26.1,"F",22.7,12.8,13,34.4,11.7,152.1,221.88,41.7,59.1,400
2004117,"09 CAFO04",24,25.3,"M",23.7,13.2,12.4,36.4,12.7,157.48,232.96,42.3,59.4,407
2004117,"10 CAFO04",24,24.5,"F",21.8,13,11.8,32.3,10.5,123.9,200.26,39.6,55.3,297
2004117,"21 CAFO04",24,24.3,"F",21,12.2,11.7,32.4,11.4,133.38,193.59,40.3,53.1,297
2004117,"32 CAFO04",24,24.9,"M",22,12.7,12.2,35.4,13.4,163.48,220.365,40.1,55.8,333
2004117,"42 ROWA04",24,25.1,"F",23.2,13.5,12.5,34.1,10.9,136.25,221.65,40.1,58.5,358
2004117,"53 ROWA04",24,25.6,"F",23.3,13.4,13.6,34.1,10.8,146.88,230.175,40.4,59.4,357
2004117,"64 ROWA04",24,25.5,"F",22.4,13.3,13,32.3,9.9,128.7,212.3725,41.2,60.1,342
2004117,"75 ROWA04",24,24.7,"F",21.2,12.6,12.5,33,11.8,147.5,207.075,39.4,57.2,317
2004117,"76 EPIN04",27,27.4,"F",22.9,11.6,12.6,33.8,10.9,137.34,204.49,43.2,59.5,425
2004117,"87 EPIN04",27,26.1,"F",21.5,10.2,11.8,33.4,11.9,140.42,183.7,41.2,57.2,412
2004117,"98 EPIN04",27,26.1,"M",23.1,13.2,12.8,34.4,11.3,144.64,223.6,43.4,59.3,417
2004118,"AZ NEEL04",27,26.9,"F",20.7,11.7,12.9,32.8,12.1,156.09,201.72,39.4,54.2,366
2004118,"KP ORHA04",29,28,"F",24.6,13,14.3,36.6,12,171.6,249.795,43.7,61.6,452
2004120,"CX SLIM04",26,26.2,"M",24,14.5,13.6,36.5,12.5,170,256.4125,40.8,58.8,415
2004120,"DW SLIM04",26,25.6,"F",23.4,13.2,12.4,34.3,10.9,135.16,219.52,39.7,54.4,320
2004120,"FU SLIM04",26,26,"M",23.2,13.7,13.3,36.5,13.3,176.89,246.375,38.1,55.5,387
2004120,"HS SLIM04",26,26.5,"M",23.8,13.4,13.2,35.8,12,158.4,238.07,41.1,60.8,442
2004120,"IR SWEG04",27,27.1,"M",24.5,13.9,13.1,38.5,14,183.4,259.875,42.3,57,405
2004120,"JQ SWEG04",27,26.1,"F",22.8,12.9,12.1,34.8,12,145.2,217.5,41.4,57.7,452
2004123,"NM WARO04",29,27.7,"F",23.4,13.1,12.5,35.1,11.7,146.25,224.64,41.7,57.2,330
2004123,"QJ WARO04",29,27.7,"F",25,13.2,12.9,37.3,12.3,158.67,243.3825,40.5,59.1,329
2004123,"TG WARO04",29,28,"F",24.3,13.5,12.4,34.9,10.6,131.44,225.9775,43.1,58.4,337
2004123,"UF WARO04",29,27.5,"F",23.2,11.9,13.2,34.7,11.5,151.8,217.7425,40.5,56.8,307
2004123,"WD WARO04",29,26.8,"F",23.4,12.2,13,34.1,10.7,139.1,214.83,40.6,57.3,302
2004126,"BX WKAY04",27,26.7,"F",21.8,12.6,11.5,35.1,13.3,152.95,211.4775,38.1,54.4,308
2004126,"CW WKAY04",27,26.9,"F",22.4,12.4,11.6,34.2,11.8,136.88,205.2,42,56.6,311
2004126,"DV WKAY04",27,26.4,"F",22.1,14.8,12.6,34.7,12.6,158.76,237.695,40.1,53.8,306
2004130,"FT CLAR04",28,27.5,"M",25.7,12.8,13.5,37.6,11.9,160.65,247.22,43.5,60.2,435
2004130,"IP CLAR04",28,27.9,"F",23.2,12.6,13.2,34.9,11.7,154.44,225.105,43.3,60.1,372
2004140,"CV ECR204",26,26,"F",22.9,12.7,13,35.7,12.8,166.4,229.3725,41.7,58.2,383
2004153,"KO LRI204",26,26.2,"M",23.4,12,13.9,36,12.6,175.14,233.1,42,57,380
2004153,"LN LRI204",26,25.6,"F",19.8,11.7,12.5,30.9,11.1,138.75,186.945,39.3,54.1,267
2005108,"AO-WS TRUP05",25,24.4,"M",21.1,11,11.1,33.1,12,133.2,182.8775,37.7,55.4,245
2005108,"AW TRUP05",25,25,"M",21.5,11.6,11,33,11.5,126.5,186.45,42.1,58.5,260
2005108,"BD TRUP05",25,26.6,"M",22.7,12.3,12.3,30.2,7.5,92.25,185.73,46.7,58.7,350
2005108,"BT CCLI05",NA,27.4,"M",21.2,11.7,12.8,34.4,13.2,168.96,210.7,40.7,56,360
2005108,"CS CCLI05",NA,26.4,"F",22.4,10.9,12,31.5,9.1,109.2,180.3375,41.6,56.3,330
2005108,"CU TRUP05",25,26.3,"M",23,11.5,12.5,35,12,150,210,40.4,57.1,337
2005109,"CT SWEG05",28,27.8,"F",23.1,14.9,13.1,36.7,13.6,178.16,256.9,42.2,59.4,412
2005109,"ES HAWA05",24,25.2,"F",21.2,11.3,12,31.8,10.6,127.2,185.235,40.8,58.1,296
2005109,"FR HAWA05",24,25.7,"M",22.1,13.6,12.63,34,11.9,150.297,222.955,41,59.8,368
2005109,"IN SWEG05",28,26.8,"F",21.5,13.3,12.7,33.9,12.4,157.48,220.35,41.6,59.7,362
2005109,"IO HAWA05",24,25.1,"M",22.2,12.2,12.7,31.4,9.2,116.84,195.465,44.5,58.2,300
2005109,"JN HAWA05",24,24.6,"F",18.9,12.5,11.8,29.6,10.7,126.26,179.82,39.8,56.2,230
2005109,"KL SWEG05",28,27.5,"M",23.5,13,12.6,36.1,12.6,158.76,231.04,41.3,57.3,365
2005109,"KM STAD05",27,25.4,"M",22.3,12.8,12.6,34.3,12,151.2,217.805,40.2,54.8,355
2005109,"MK STAD05",27,25.3,"M",21.3,11.9,12,34.4,13.1,157.2,205.54,37.3,53.5,287
2005109,"NJ STAD05",27,27,"M",23.8,12.7,13.6,37.6,13.8,187.68,247.22,40.5,58.5,394
2005109,"OI FOWA05",27,26.3,"M",24.2,13.5,12.8,39.8,15.6,199.68,261.685,40.4,61.5,400
2005109,"QG FOWA05",27,26.6,"F",22.7,12.1,12,35.2,12.5,150,212.08,42.3,58.8,380
2005109,"RF FOWA05",27,26,"F",23.2,12.7,12.1,34.1,10.9,131.89,211.42,41,58.2,347
2005109,"SE FOWA05",27,27,"M",22.8,14,14,36.7,13.9,194.6,256.9,42.8,61.6,422
2005109,"UC SWEG05",28,27.5,"F",24.2,13.4,13.8,37.7,13.5,186.3,256.36,41.8,57.3,414
2005109,"XZ FOWA05",27,25.1,"M",20.8,12.5,11.6,33.8,13,150.8,203.645,40.6,60.1,356
2005110,"AV HAPA05",26,26.5,"F",21.8,12.3,13.4,34.4,12.6,168.84,221.02,40.7,61.5,370
2005110,"PF MCUN05",NA,28,"M",21.7,11.8,13,34.9,13.2,171.6,216.38,43,56,365
2005110,"SC MCUN05",NA,28.4,"F",21.6,11,12.4,34.1,12.5,155,199.485,41,55.3,320
2005110,"ZX HAPA05",26,26.6,"M",23.3,12.8,13.3,36.7,13.4,178.22,239.4675,42.4,58.9,480
2005111,"JL LRIS05",28,27.4,"F",22.3,10.8,11.6,34.2,11.9,138.04,191.52,43,59.9,360
2005111,"UA MCUN05",29,26.2,"M",19.2,11.1,11.2,32.5,13.3,148.96,181.1875,38.7,50.3,285
2005111,"VZ MCUN05",29,26.1,"F",18,10.2,12.3,31.3,13.3,163.59,176.0625,37.3,50.4,285
2005112,"DS FOPA05",24,25.4,"F",19.8,11.6,12.1,32.7,12.9,156.09,193.7475,40.1,57.9,351
2005112,"ER FOPA05",24,25.3,"F",20.3,11.4,11.5,31.8,11.5,132.25,182.055,40.3,58.8,350
2005112,"FQ FOPA05",24,25.6,"M",20.4,12.8,12.7,33.5,13.1,166.37,213.5625,41.3,61.3,375
2005112,"FR NBUR05",28,27,"F",22.4,10.6,10.7,32.5,10.1,108.07,173.0625,42.1,52.6,328
2005112,"GP 96IR05",24,25.6,"F",22.1,11.9,12.7,34.6,12.5,158.75,212.79,39.6,57.2,385
2005112,"IL NEEL05",NA,27.6,"M",22.3,12,12.8,35.1,12.8,163.84,217.62,42.8,59.3,372
2005112,"JM 96IR05",24,24.6,"M",19.9,13.3,12,33.1,13.2,158.4,209.3575,38.61,58.4,370
2005112,"KJ NEEL05",NA,27,"M",24.6,12.7,13.3,37.1,12.5,166.25,241.15,42.5,55.2,365
2005112,"KK WILG05",27,26,"F",22.5,13.5,12.7,36.9,14.4,182.88,241.695,40.2,59.3,370
2005112,"LJ WILG05",27,26.4,"F",22.9,12.8,12.3,36.5,13.6,167.28,229.0375,40.9,61.4,405
2005112,"MH NEEL05",NA,27.8,"F",23.7,12.6,12.8,35.9,12.2,156.16,227.965,41.7,55.5,347
2005112,"MI WILG05",27,25.7,"F",22.3,12.6,12.7,33.6,11.3,143.51,212.52,41,59.8,372
2005112,"NH WILG05",27,26.4,"F",23.3,12.8,12.7,35.4,12.1,153.67,225.675,41.3,59.5,397
2005112,"OG WILG05",27,26.7,"M",24.7,12.7,13.8,39,14.3,197.34,258.375,43.1,63.6,445
2005112,"WY NBUR05",28,25.5,"M",19.9,10.7,9.9,33.7,13.8,136.62,173.555,39.6,49.4,287
2005112,"XX NBUR05",28,26.7,"M",22.6,11.4,11.1,34,11.4,126.54,191.25,43.4,54.2,351
2005112,"YW NBUR05",28,26.3,"M",22.6,11.6,11.3,32.8,10.2,115.26,187.78,45.4,55.5,372
2005112,"ZV NBUR05",28,27.1,"M",22.4,11.6,11.4,31.9,9.5,108.3,183.425,43.9,55.2,320
2005113,"BU IEQR05",24,24.9,"F",21,12.1,11.5,33.5,12.5,143.75,197.65,39.2,58.5,305
2005113,"LK IEQR05",24,25.6,"F",22.2,13,11.8,34.6,12.4,146.32,214.52,40.3,59.2,350
2005113,"NI IEQR05",24,25.2,"F",21.6,12.4,12.4,33.3,11.7,145.08,206.46,41,60,295
2005113,"QF IEQR05",24,25,"F",21.4,14,12.4,34.5,13.1,162.44,227.7,39.5,58.8,312
2005113,"RC SMUR05",NA,27.3,"M",25.3,12.8,13.8,37.1,11.8,162.84,246.715,45.2,59.9,410
2005113,"SB SMUR05",NA,28,"F",24.1,12.4,13.1,37.5,13.4,175.54,239.0625,43.1,57.2,379
2005113,"TA SMUR05",NA,27.8,"F",24.4,12.5,13.4,37.4,13,174.2,242.165,42.4,56.8,368
2005114,"AS WWCK05",29,26.5,"M",23.3,12.6,13.9,36.7,13.4,186.26,243.1375,41.1,58.3,440
2005114,"BR HOMC05",NA,25.1,"F",22.6,13.4,12.2,35.8,13.2,161.04,229.12,39.7,56.1,320
2005114,"CQ HOMC05",NA,26.9,"F",23.8,13.4,13,37.5,13.7,178.1,247.5,42.5,59.8,387
2005114,"DP EDBL05",NA,27.9,"M",28.3,13,13.8,39,10.7,147.66,261.3,43.9,61.5,456
2005114,"DQ ROGO05",27,27,"F",22,12.6,12.9,34.7,12.7,163.83,221.2125,40.5,55.3,362
2005114,"EO EDBL05",NA,27.7,"M",25.8,12.5,12.9,39.6,13.8,178.02,251.46,44.2,61.6,460
2005114,"FN EDBL05",NA,28.7,"M",26.6,13,14,40.4,13.8,193.2,272.7,44.2,63.3,460
2005114,"WX WWCK05",29,27.7,"M",25,12.4,14.1,39.6,14.6,205.86,262.35,44.1,64.1,431
2005114,"XW WWCK05",29,27.5,"M",24.2,13,14,37.1,12.9,180.6,250.425,44.5,60,424
2005114,"YV WWCK05",29,27.4,"",25.3,13.5,14.6,39.4,14.1,205.86,276.785,43.8,62.5,441
2005114,"ZU WWCK05",29,27.3,"F",23.5,11.7,13.1,35.1,11.6,151.96,217.62,42.4,56.6,405
2005115,"EP ORHA05",26,26.2,"F",22.8,12.6,12.7,34.2,11.4,144.78,216.315,43.5,58.6,377
2005116,"AT EHCR05",25,25.7,"M",22.6,12.95,12.8,36.4,13.8,176.64,234.325,43.9,64.2,415
2005116,"BS EHCR05",25,25.5,"M",21.2,11.6,12.2,35,13.8,168.36,208.25,42.7,62.6,372
2005116,"CR EHCR05",25,25.4,"F",21.4,12.4,12.1,33.8,12.4,150.04,207.025,40.7,59.7,343
2005116,"FO PECI05",25,25.1,"F",22.2,12.6,13.8,35,12.8,176.64,231,40.6,60.7,397
2005116,"GN PECI05",25,25.5,"F",21.5,12.1,13.2,33.5,12,158.4,211.8875,40.7,58.8,429
2005116,"HL HORC05",28,25.5,"F",20.8,11.8,11,32.4,11.6,127.6,184.68,40.2,56.3,330
2005116,"HM PECI05",25,25.7,"F",21,13,12.7,33.8,12.8,162.56,217.165,40.5,59.2,392
2005116,"IK HORC05",28,27.2,"M",22.9,12.8,13.3,35.8,12.9,171.57,233.595,42.2,59,393
2005116,"OF SEPG05",26,26.8,"M",24.8,12.2,12.3,38.2,13.4,164.82,233.975,41.3,61.2,415
2005116,"PE SEPG05",26,26.3,"M",21.6,12.3,12.4,35,13.4,166.16,216.125,41,58.8,347
2005117,"MG PGLN05",28,27.3,"F",22.3,12.3,12.3,32.4,10.1,124.23,199.26,43.9,56.5,350
2005117,"NG BRBI05",25,25.8,"",22.8,12.7,12.4,35.4,12.6,156.24,222.135,42.5,59.6,396
2005117,"UZ EQUI05",26,26.5,"F",22.3,13.2,14.2,35.1,12.8,181.76,240.435,40.5,57.7,408
2005117,"VY EQUI05",26,26.9,"M",22.4,13.4,13.2,34.3,11.9,157.08,228.095,45.8,59.6,412
2005119,"NF EFER05",26,26.2,"F",23.5,11.9,12.8,35.2,11.7,149.76,217.36,40.4,60.1,390
2005119,"OE EFER05",26,26.2,"",24.4,13.6,12.6,35.8,11.4,143.64,234.49,43.1,62.4,438
2005119,"RB EFER05",26,25.1,"M",22.3,13.5,11.9,33.9,11.6,138.04,215.265,43.3,60.8,378
2005122,"AR VAIR05",28,27.1,"F",22.3,13.4,13,37,14.7,191.1,244.2,39.2,59.2,377
2005122,"BQ VAIR05",28,27.4,"M",25.7,13.6,14.1,37.7,12,169.2,261.0725,43.8,61,453
2005122,"CP VAIR05",28,26.4,"M",24.9,13.3,13.7,36.4,11.5,157.55,245.7,42.1,59,410
2005122,"DO VAIR05",28,27.1,"F",22.9,13.7,12.5,34.3,11.4,142.5,224.665,42.3,59.9,358
2005122,"ZT VAIR05",28,26.1,"F",22.6,13.3,12.2,35.5,12.9,157.38,226.3125,40.6,59.4,360
2005124,"EN WKAY05",26,25.6,"F",17,12.4,10.9,29,12,130.8,168.925,38.7,45.2,205
2005130,"HK IRIS05",28,27.8,"F",25.4,12.6,14.5,33.1,7.7,111.65,224.2525,48.9,59.3,398
2005130,"KH IRIS05",28,27.7,"F",27.4,13.5,14,40.4,13,182,277.75,43.5,59.9,425
2005131,"LG IRIS05",27,26.8,"F",24.8,13.4,13.2,37.6,12.8,168.96,250.04,42.9,55.5,400
2005132,"GL JSUP05",NA,24.2,"F",17.7,12.1,11.5,29.7,12,138,175.23,35.8,47,203
2005132,"IJ IRIS05",26,25.4,"F",23.2,13.2,12.9,32.4,9.2,118.68,211.41,45,59,390
2005140,"MF SLI205",24,24,"F",20.4,12.8,12.3,31.6,11.2,137.76,198.29,36.1,52.5,290
2005140,"OD HNES05",26,25.8,"",25.4,13.6,12.7,39.6,14.2,180.34,260.37,42.4,59,389
2005140,"PC HNES05",26,25.6,"",25,13.2,13.3,32.6,7.6,101.08,215.975,47,61.6,392
2005141,"NE HNES05",25,25.1,"",23.5,12.4,13.5,30.7,7.2,97.2,198.7825,45.4,57.4,365
2005142,"QB HNES05",24,24.5,"",21.5,13.2,12.5,29.4,7.9,98.75,188.895,43.9,57.5,275
2006103,"II LOCO06",27,26.8,"F",23,12.2,12.2,37.5,14.5,176.9,228.75,40.1,60.7,432
2006103,"JH LOCO06",27,26.7,"M",23,13.5,13.3,38,15,199.5,254.6,41.5,63,425
2006103,"KG LOCO06",27,27.1,"F",23,12.6,12.5,35.8,12.8,160,224.645,41.6,58.4,380
2006103,"LF LOCO06",27,26.6,"F",22.1,13,13.1,33.8,11.7,153.27,220.545,41.9,59.6,316
2006103,"ME LOCO06",27,26.1,"F",22.5,12.2,11.8,34.8,12.3,145.14,208.8,38.9,56.9,335
2006103,"UX MNDY06",24,25.5,"F",21.7,13.9,12.5,33.8,12.1,151.25,223.08,39.1,58.4,385
2006103,"ZS MNDY06",24,25.6,"M",22.6,13.1,12.6,36.4,13.8,173.88,233.87,40.6,60.3,412
2006104,"AQ HAPA06",24,25,"F",20.8,12.6,12.4,33.9,13.1,162.44,211.875,39.9,59.4,385
2006104,"BP HAPA06",24,25,"M",20.8,13.4,13.6,33.8,13,176.8,228.15,40.8,56.6,442
2006104,"CO HAPA06",24,25.3,"F",21.2,11.8,13.1,34.4,13.2,172.92,214.14,39.3,59,387
2006104,"GK HAPA06",24,25.4,"M",21.8,13.4,13.6,36,14.2,193.12,243,39.1,61.5,425
2006104,"ND STAD06",26,26.5,"M",23.9,13.7,13.6,37.7,13.8,187.68,257.3025,39.5,63,435
2006104,"OC STAD06",26,26,"M",23.2,13.4,13.3,35.2,12,159.6,234.96,40.9,59.7,412
2006104,"PB STAD06",26,26.1,"M",21.1,12.4,12.6,32.8,11.7,147.42,205,39.9,59,390
2006105,"HJ LOCO06",25,25.2,"F",20.2,12.9,11.8,31.7,11.5,135.7,195.7475,39.8,56.2,327
2006105,"SY STAD06",25,24.8,"F",19.6,12.5,12.6,30.2,10.6,133.56,189.505,40.3,55.4,355
2006106,"TX CLAR06",26,26.3,"M",23.6,13.05,13.4,35.5,11.9,159.46,234.74375,40.2,62.9,480
2006106,"VV CLAR06",26,26.1,"F",22.4,12.4,13.6,34.5,12.1,164.56,224.25,40.7,61.8,397
2006107,"OB CARD06",29,27.4,"F",24.3,13.3,13.6,38.1,13.8,187.68,256.2225,41.7,61.1,350
2006107,"UW CLAR06",25,25.8,"F",21.7,11.8,13,32.4,10.7,139.1,200.88,41.9,61.6,410
2006107,"doa CARD06",29,27.7,"F",25.5,12.7,13.1,38.2,12.7,166.37,246.39,42.5,60.9,375
2006108,"BN SEPG06",NA,28.5,"M",25.8,13.5,13.4,40.1,14.3,191.62,269.6725,44.3,61.8,400
2006108,"DL SEPG06",NA,28.6,"M",26.3,11.8,12.4,39.5,13.2,163.68,238.975,43.4,63.6,410
2006108,"DM MAWA06",27,26.6,"M",24.5,14.6,13.6,37.5,13,176.8,264.375,43.6,64.5,403
2006108,"EL MAWA06",27,26.9,"M",23.5,13.8,13.6,36.5,13,176.8,250.025,41.7,63.8,407
2006108,"FK MAWA06",27,26.8,"F",24.2,12.6,12.1,35.7,11.5,139.15,220.4475,43.3,62.7,387
2006108,"HI MMUR06",28,27.4,"F",23.7,13,13.5,36.6,12.9,174.15,242.475,42,61.5,400
2006108,"LE BIRN06",28,27.5,"F",23.4,12.4,13.2,35.6,12.2,161.04,227.84,40.8,55.4,395
2006108,"MD BIRN06",28,27.2,"F",23.1,12.9,13.1,35.2,12.1,158.51,228.8,41.9,53.9,367
2006108,"PA CARD06",28,26.8,"F",24,13.2,13.1,36.5,12.5,163.75,239.9875,41.7,60.9,370
2006109,"CM SEPG06",29,27.9,"F",23.7,12.3,11.8,36.1,12.4,146.32,217.5025,42.6,60.2,365
2006109,"GJ MAWA06",26,24.6,"M",21,13.1,12.8,29.3,8.3,106.24,189.7175,42.8,59.1,385
2006109,"IH MMUR06",27,25.4,"F",21.7,12.8,12,33.2,11.5,138,205.84,41.3,57.2,310
2006109,"KF BIRN06",27,26.5,"F",22.9,13,12.8,35.2,12.3,157.44,227.04,41,60.6,423
2006109,"RY PIHI06",28,26.8,"F",21.8,12.4,11.5,33.9,12.1,139.15,202.5525,43,57.9,352
2006109,"SX PIHI06",28,27.1,"F",21.2,12,13.1,32.9,11.7,153.27,206.4475,41.3,56.4,380
2006109,"TW PIHI06",28,27.4,"F",23,12.3,12.9,34.3,11.3,145.77,216.09,43.3,58.2,401
2006109,"ZQ SEPG06",29,27.8,"M",24.2,12.3,12.4,38.3,14.1,174.84,236.5025,41.9,60.8,405
2006110,"BO FOWA06",25,25.7,"M",22.8,12.5,12.8,35.7,12.9,165.12,225.8025,41.7,61,454
2006110,"UV PIHI06",27,26.3,"F",20.6,13.2,12.7,32,11.4,144.78,207.2,40.9,56.5,345
2006111,"CN FOWA06",24,24.5,"M",20.8,11.8,11.9,34,13.2,157.08,201.45,37.6,56.9,300
2006111,"WT NEEL06",26,26.1,"M",22.2,13.7,13.3,35.6,13.4,178.22,240.3,38.8,57.9,415
2006112,"CL TURF06",NA,28.1,"F",23.7,12.9,13.2,35.8,12.1,159.72,233.595,43.9,59.4,387
2006112,"EJ TURF06",NA,27.4,"M",24.2,13.2,13.3,37.5,13.3,176.89,248.4375,44.4,63.6,435
2006112,"FI TURF06",NA,28.3,"M",24.9,14.1,13.8,37.6,12.7,175.26,262.26,44.8,64.1,437
2006112,"FJ DBAR06",27,27,"M",24.1,12.7,13.4,37.7,13.6,182.24,245.9925,42.8,62.9,460
2006112,"JF DBAR06",27,26.3,"F",22.3,12.6,12.3,35.5,13.2,162.36,220.9875,40.2,57,382
2006112,"NB DBAR06",27,26.8,"F",22.6,14.7,13.5,36,13.4,180.9,253.8,40.9,58.5,380
2006112,"VU NEEL06",25,25,"F",20.4,12.1,12.2,30.4,10,122,184.68,42,57.2,310
2006113,"LD DBAR06",26,25.7,"M",22.2,13.6,13.6,33.8,11.6,157.76,229.84,42.1,58.2,404
2006113,"PZ WILG06",26,26.4,"F",22.8,12.7,13.1,35.2,12.4,162.44,227.04,41.2,57.7,393
2006113,"QY WILG06",26,26,"M",22.5,13.8,13.4,35.6,13.1,175.54,242.08,42.2,64.9,437
2006113,"RX WILG06",26,25.7,"F",21.8,12,12.9,35.6,13.8,178.02,221.61,39,60,402
2006113,"SW WILG06",26,26.1,"F",24.1,12.5,13.4,36.1,12,160.8,233.7475,42.5,61.4,410
2006113,"UU ROWA06",27,26.7,"F",23,11.5,13,35.9,12.9,167.7,219.8875,39.5,59.8,379
2006113,"VT ROWA06",27,26.6,"F",22.5,13.3,13.8,35.4,12.9,178.02,239.835,41.1,61.8,415
2006113,"WS ROWA06",27,26.3,"M",23.2,13.5,13.9,36.7,13.5,187.65,251.395,42.5,64,450
2006113,"XR NMUR06",27,26.2,"M",21.7,13.2,13.1,34.6,12.9,168.99,227.495,41.3,55.6,379
2006113,"YQ NMUR06",27,26.6,"M",22.6,14.1,12.9,35.5,12.9,166.41,239.625,40.5,57.8,357
2006114,"GH WWCK06",29,27.5,"M",22.4,13.5,13.4,36.1,13.7,183.58,242.7725,44.1,63.4,485
2006114,"HG WWCK06",29,27.6,"F",22.3,13.2,13.5,35,12.7,171.45,233.625,43.4,60.8,424
2006114,"JE ORHA06",29,27.6,"M",24.9,14.6,14.4,37.9,13,187.2,274.775,44.9,63.5,478
2006114,"KE DBAR06",25,24.6,"M",19.7,12.5,12.2,31.3,11.6,141.52,193.2775,39.6,56,330
2006114,"MB ORHA06",29,27.9,"M",25.2,14,14.9,39,13.8,205.62,281.775,44.7,63.6,477
2006114,"TV WILG06",25,24.7,"F",19.9,12.2,12.1,31.1,11.2,135.52,188.9325,40.7,58.9,360
